alpha,ci_reference,omega_i_reference,ci_pinn,ci_abs_err
0.05,0.7373396102339298,0.03686698051169649,0.7377471,0.0004074629395931506
0.07,0.7098943759999781,0.04969260631999847,0.71136194,0.00146756867546749
0.09,0.6833774401074406,0.061503969609669654,0.6854431,0.0020656632060054303
0.10999999999999999,0.6577194676380136,0.07234914144018148,0.6600141,0.002294625284197105
0.13,0.6328522055255654,0.08227078671832351,0.63509667,0.002244463671517094
0.14999999999999997,0.608697653154457,0.09130464797316853,0.61071,0.0020123716792221913
0.16999999999999998,0.5852604890303206,0.09949428313515449,0.5868711,0.0016105985207963691
0.19,0.5624209113143993,0.10685997314973587,0.5635936,0.0011727147079395595
0.20999999999999996,0.5401987927988501,0.1134417464877585,0.5408876,0.0006888014241723805
0.22999999999999998,0.5185355820762613,0.11926318387754008,0.51875925,0.00022366856460787066
0.24999999999999994,0.4974042726751259,0.12435106816878144,0.49721035,0.0001939190622261
0.26999999999999996,0.47677993496620047,0.1287305824408741,0.47623757,0.0005423696871935113
0.29,0.45658049911631576,0.13240834474373156,0.45583257,0.0007479283250712565
0.30999999999999994,0.43687513517510707,0.13543129190428316,0.43598104,0.0008940999425631202
0.32999999999999996,0.41753696106719046,0.13778719715217283,0.41666323,0.0008737316017058405
0.3499999999999999,0.3986020173908847,0.1395107060868096,0.3978531,0.000748911130585006
0.36999999999999994,0.3800696092603615,0.14062575542633374,0.37951902,0.0005505937097480817
0.38999999999999996,0.3618606132085333,0.14112563915132798,0.3616234,0.0002372067983160142
0.4099999999999999,0.34401621833896645,0.14104664951897622,0.34412384,0.00010762199306479925
0.42999999999999994,0.3264621938395461,0.1403787433510048,0.3269733,0.0005110954117814037
0.4499999999999999,0.30923295436726633,0.13915482946526983,0.31012124,0.0008882838643926028
0.4699999999999999,0.2922576520110274,0.13736109644518285,0.2935148,0.0012571361397599734
0.48999999999999994,0.275582164720869,0.1350352607132258,0.2771,0.001517832084322046
0.5099999999999999,0.25917454886415153,0.13217901992071726,0.2608239,0.0016493566038355278
0.5299999999999999,0.24301183612098798,0.12879627314412362,0.2446367,0.0016248634363164038
0.5499999999999999,0.22707558782842732,0.12489157330563501,0.2284945,0.0014189073249998019
0.57,0.21134946801456672,0.12046919676830302,0.21236373,0.0010142668267800192
0.59,0.19586623769491326,0.11556108023999882,0.19622615,0.0003599121025263108
0.61,0.18058759336240346,0.1101584319510661,0.180086,0.0005015916085963912
0.63,0.16549907130794866,0.10426441492400766,0.1639786,0.0015204648454700265
0.6499999999999999,0.15063456017045396,0.09791246411079506,0.14797917,0.0026553900864543234
0.6699999999999999,0.13590302813466634,0.09105502885022644,0.13221085,0.0036921774190291357
0.69,0.12137835079592928,0.0837510620491912,0.11684798,0.004530373753731096
0.71,0.10703779761928515,0.07599683630969245,0.10210997,0.004927828957023192
0.73,0.09280776600299877,0.0677496691821891,0.08824306,0.00456470618902248
0.7499999999999999,0.07876988829586368,0.05907741622189775,0.075489774,0.0032801139495120535
0.7699999999999999,0.06485044486393443,0.04993484254522951,0.06405086,0.0007995841609429455
0.7899999999999999,0.05111849066657871,0.04038360762659718,0.054051608,0.0029331171806350337
0.8099999999999999,0.03747584053835308,0.030355430836065993,0.04552318,0.008047341019302254
0.83,0.024007657041622426,0.019926355344546613,0.038405024,0.01439736647360203
0.85,0.010634805770227514,0.009039584904693388,0.03256581,0.02193100401609222
