epoch,loss,loss_pde,loss_bc,loss_norm,loss_phase,loss_ci_supervision,mapping_scale,ci_mid,audit_ci_mae,audit_ci_max_abs,audit_ci_mean_rel,audit_ci_max_rel
1,4.85638952255249,0.046562157571315765,0.37476515769958496,0.6696178913116455,0.0016952810110524297,0.07817250490188599,3.0000009536743164,0.20350313186645508,0.21786048828473695,0.5650236401707203,1.875095977609602,21.511079810339243
2,0.8883825540542603,0.0015311790630221367,0.015500441193580627,0.39626798033714294,0.006585237104445696,0.06579875200986862,3.0000009536743164,0.2070159614086151,,,,
3,1.6152164936065674,0.014876186847686768,0.09261129796504974,0.3700528144836426,0.00012665799295064062,0.060809556394815445,3.0000009536743164,0.2105608731508255,,,,
4,2.2675552368164062,0.02510480023920536,0.15555110573768616,0.439088374376297,0.0002664331113919616,0.04951693117618561,3.0000009536743164,0.21411025524139404,,,,
5,1.7456741333007812,0.015559809282422066,0.1063397005200386,0.4181801676750183,0.0016305216122418642,0.04938130080699921,3.0000009536743164,0.21772591769695282,,,,
6,1.1391750574111938,0.005133843049407005,0.04229706525802612,0.49171876907348633,0.007915833964943886,0.0422871857881546,3.0000009536743164,0.22142401337623596,,,,
7,0.7600354552268982,0.0009005067986436188,0.011389391496777534,0.47231072187423706,0.0011534354416653514,0.03435537964105606,3.0000009536743164,0.2251894474029541,,,,
8,0.6866694688796997,0.0013172536855563521,0.013844199478626251,0.3802250325679779,0.00021973410912323743,0.033293090760707855,3.0000009536743164,0.22907549142837524,,,,
9,0.8415182828903198,0.004003012552857399,0.03111685812473297,0.3844729959964752,3.949024176108651e-05,0.02836683951318264,3.0000009536743164,0.23309704661369324,,,,
10,1.162642002105713,0.0061272126622498035,0.04695836454629898,0.5408000349998474,0.002645019441843033,0.028697222471237183,3.0000009536743164,0.23728600144386292,,,,
11,0.9714286923408508,0.00550533551722765,0.0435909666121006,0.45586392283439636,1.2895201507490128e-05,0.014827381819486618,3.0000009536743164,0.24157769978046417,,,,
12,0.840824544429779,0.003254520706832409,0.029853500425815582,0.4686841070652008,0.0007196610677056015,0.013926252722740173,3.0000009536743164,0.24604050815105438,,,,
13,0.6715267896652222,0.001484420383349061,0.01563069224357605,0.4652703106403351,4.301363151171245e-05,0.00968441553413868,3.0000009536743164,0.2506658732891083,,,,
14,0.5291606783866882,0.0007955966866575181,0.007038736715912819,0.4228675961494446,3.895879103765765e-07,0.007021944038569927,3.0000009536743164,0.25547274947166443,,,,
15,0.574466347694397,0.001258307951502502,0.00864885002374649,0.4685291647911072,2.4758195650065318e-05,0.003633135464042425,3.0000009536743164,0.2603844404220581,,,,
16,0.499421089887619,0.002429663436487317,0.010948127135634422,0.37730613350868225,0.0007843813509680331,0.0018839318072423339,3.0000009536743164,0.26531025767326355,,,,
17,0.6706356406211853,0.0030671420972794294,0.01678530126810074,0.49471887946128845,1.3296764791448368e-06,0.0009990581311285496,3.0000009536743164,0.27011755108833313,,,,
18,0.5369951128959656,0.00345349358394742,0.01689324900507927,0.35937315225601196,0.0005355597822926939,0.000940080382861197,3.0000009536743164,0.27462679147720337,,,,
19,0.7188827395439148,0.003491272684186697,0.0175589919090271,0.5265377163887024,7.99882400315255e-06,0.002651162911206484,3.0000009536743164,0.27833443880081177,,,,
20,0.6169123649597168,0.0026366696693003178,0.014814211055636406,0.44426634907722473,9.851838512986433e-06,0.004371481016278267,3.0000009536743164,0.28086423873901367,,,,
21,0.5811709761619568,0.0017255726270377636,0.011164876632392406,0.4417893588542938,0.0006632774020545185,0.005068807862699032,3.0000009536743164,0.2822902202606201,,,,
22,0.5489448308944702,0.0009628197294659913,0.0078220060095191,0.44048890471458435,2.9317507141968235e-06,0.00585401663556695,3.0000009536743164,0.28272029757499695,,,,
23,0.4938393235206604,0.0004095093463547528,0.005243024323135614,0.4126182496547699,1.4514995427816757e-06,0.005675970576703548,3.0000009536743164,0.28230345249176025,,,,
24,0.5861048698425293,7.855892181396484e-05,0.004163961857557297,0.5113681554794312,7.742251182207838e-05,0.006588215008378029,3.0000009536743164,0.2810836136341095,,,,
25,0.48876819014549255,6.10153037996497e-05,0.004945648834109306,0.40614059567451477,0.00011236198770347983,0.006599546410143375,3.0000009536743164,0.27919402718544006,,,,
26,0.5398858785629272,0.00023037701612338424,0.005510803312063217,0.4656784236431122,3.227580964448862e-05,0.0037673632614314556,3.0000009536743164,0.27703163027763367,,,,
27,0.46917998790740967,0.0004903232911601663,0.006241431459784508,0.3913552463054657,0.0006236552726477385,0.0028592937160283327,3.0000009536743164,0.2747494876384735,,,,
28,0.574616551399231,0.0006881807930767536,0.008018896915018559,0.48372960090637207,0.0003483627806417644,0.0019322818843647838,3.0000009536743164,0.272497296333313,,,,
29,0.49128758907318115,0.000632970011793077,0.007330724503844976,0.40848177671432495,0.000169775215908885,0.0017391603905707598,3.0000009536743164,0.27033257484436035,,,,
30,0.5211689472198486,0.0005019819946028292,0.006563413422554731,0.44929391145706177,1.9090581190539524e-05,0.0011439732043072581,3.0000009536743164,0.2683876156806946,,,,
31,0.5327059626579285,0.0003359653055667877,0.0050448947586119175,0.477649062871933,2.4291879526572302e-05,0.0008495354559272528,3.0000009536743164,0.26671624183654785,,,,
32,0.5066183805465698,0.00017225580813828856,0.003598845098167658,0.465625524520874,1.0940204475673454e-07,0.0009664060198701918,3.0000009536743164,0.2653585374355316,,,,
33,0.4960443377494812,9.942496399162337e-05,0.0025602674577385187,0.46534061431884766,5.399681322160177e-05,0.0009895279072225094,3.0000009536743164,0.26432499289512634,,,,
34,0.4916686713695526,0.0002210441161878407,0.0023251441307365894,0.4615638256072998,8.435957170149777e-06,0.0013247865717858076,3.0000009536743164,0.26361000537872314,,,,
35,0.5031404495239258,0.00042163889156654477,0.002793332561850548,0.46729522943496704,1.9174825865775347e-05,0.0014942178968340158,3.0000009536743164,0.2631783187389374,,,,
36,0.4643343985080719,0.0005420527886599302,0.0033032172359526157,0.42223381996154785,9.476134437136352e-06,0.001703376416116953,3.0000009536743164,0.26305219531059265,,,,
37,0.46372273564338684,0.000923711049836129,0.004188339691609144,0.41145187616348267,3.120441078863223e-06,0.0018921236041933298,3.0000009536743164,0.26327452063560486,,,,
38,0.4587336778640747,0.0010944094974547625,0.004848901182413101,0.3993975818157196,5.950023478362709e-05,0.0019386425847187638,3.0000009536743164,0.26377207040786743,,,,
39,0.5843729972839355,0.0013487034011632204,0.007000313140451908,0.5029486417770386,4.653424184652977e-05,0.0020051945466548204,3.0000009536743164,0.2645563781261444,,,,
40,0.5195057392120361,0.001443582121282816,0.006868118420243263,0.44007593393325806,1.701799556030892e-05,0.0018575985450297594,3.0000009536743164,0.26554346084594727,,,,
41,0.4817710518836975,0.0010737100383266807,0.004988545086234808,0.4217761754989624,1.4162435036269017e-05,0.0018043082673102617,3.0000009536743164,0.26675787568092346,,,,
42,0.49925360083580017,0.0009081560419872403,0.0034934254363179207,0.4558779001235962,3.05070875583624e-06,0.0015060489531606436,3.0000009536743164,0.26810720562934875,,,,
43,0.4543652832508087,0.0006364579312503338,0.003057240042835474,0.4158751368522644,6.444379687309265e-05,0.0014433697797358036,3.0000009536743164,0.26960498094558716,,,,
44,0.4882110357284546,0.00048354314640164375,0.003426117356866598,0.4480251669883728,6.830502570664976e-06,0.0010868690442293882,3.0000009536743164,0.2712218463420868,,,,
45,0.4987034797668457,0.00035615050001069903,0.0025349464267492294,0.46773144602775574,5.056114787294064e-06,0.0010522695956751704,3.0000009536743164,0.27291983366012573,,,,
46,0.48301824927330017,0.00020381745707709342,0.002134736394509673,0.45662906765937805,5.5968416745599825e-06,0.0009664753451943398,3.0000009536743164,0.274629682302475,,,,
