alpha,Mach,accepted,gep_cr,gep_ci,jump_cr,jump_ci,one_minus_overlap
0.25,1.8,0.0,0.567410390197571,0.0097833968801265,0.09969139309609343,0.0016501350274344996,0.07214695351157718
0.24,1.8,0.0,0.4677189971014776,0.008133261852692,0.09969139309609343,0.0016501350274344996,0.0023217663861729854
0.26,1.75,1.0,0.4876489534992871,0.0087361123129414,0.09916890265982053,0.0012344963073632007,0.0012648812849219704
0.22,1.775,0.0,0.5662922415155534,0.0085698968570686,0.09873513913942278,0.000708613408701101,0.00014591487733439656
0.22,1.8,0.0,0.4675571023761306,0.008072634122515,0.09873513913942278,0.0004972627345536003,0.000811458740020754
0.05,1.35,0.0,0.1327024241670706,0.0031926254122451,0.09734910690709711,0.000989008936292,4.5424777713964914e-05
0.05,1.375,0.0,0.2300515310741677,0.0041816343485371,0.09734910690709711,0.000989008936292,4.265418535720489e-05
0.16,1.8,0.0,0.7300730788842037,0.0058797996896049,0.09558704362371795,0.0014460419880917,0.0022376045851706383
0.19,1.75,0.0,0.7393607858253755,0.0058148448495115,0.09501949532051601,0.0013665374236815006,0.0026864525726939537
0.22,1.75,0.0,0.6445470718694467,0.0078612834483675,0.0949012636812322,0.0013526712441342993,0.0013971332775534195
0.22,1.725,0.0,0.7394483355506789,0.0068263648714582,0.0949012636812322,0.0010349185769093,0.007318255315245992
0.05,1.675,0.0,0.739469576570614,0.0054416254483359,0.09423108619320764,0.0014877779965266,0.0031525542517923943
0.05,1.65,0.0,0.6452384903774063,0.0069294034448625,0.09423108619320764,0.0014877779965266,0.0027690055682447756
0.27,1.75,1.0,0.4777854303581047,0.0088462867988939,0.09038832683979559,0.0017178291231863992,0.0034295506702906042
0.25,1.775,1.0,0.4776773912681514,0.0084188529027576,0.0897329989294196,0.0013645439773688987,0.0009267387646337832
0.23,1.3,0.0,0.711336951198734,0.0053176328924749,0.08695903831475038,0.0014494209216796006,0.0017049388296868084
0.26,1.275,0.0,0.711385478713062,0.0051362085330672,0.08695263458080194,0.0011090997531827997,0.0014693260169568179
0.29,1.25,0.0,0.7114410016007489,0.0052374743803612,0.08694237100764624,0.0008150258721069999,0.0018607459096567913
0.25,1.7000000000000002,0.0,0.7305607548948876,0.009980133829518,0.08547019104435638,0.0017637475534466006,0.018973514201621966
0.05,1.4,0.0,0.2988252986839774,0.0047383962070143,0.07918460157597529,0.0006386868306269998,5.463048567200257e-05
0.08,1.5,0.0,0.6261830763428116,0.0079504106335841,0.07861074748709607,0.0007422163686218999,0.011529082154148829
0.07,1.525,0.0,0.6258144276998232,0.0074949065059994,0.07831341508964385,0.0004983843504335001,0.006824056734125561
0.06,1.55,0.0,0.6256123792206426,0.0071002345185206,0.07811136661046325,0.0005133595086311005,0.003676794672028749
0.14,1.4,0.0,0.6967984328848277,0.0081830700368538,0.07786803544347431,0.0021314866560932996,0.034163855787445185
