level,Mach,alpha,abs_omega_residual,distance_to_solver_isoline
0.0,0.003864552420605,0.9999704714237204,1.7773316976180063e-05,
0.0,0.0173406564202507,0.9980031300290856,0.0011937975197989091,
0.0,0.0346702396243965,0.9960210243463112,0.0023579540408782775,
0.0,0.0597067812375426,0.9940093900872568,0.003504781005260238,
0.0,0.0789631040439385,0.9920199022604124,0.004578551182289842,
0.0,0.0962926872480843,0.990037796577638,0.005557980501604416,
0.0,0.107830978429375,0.986162170940928,0.007574282004050253,
0.0,0.1270873012357709,0.9841726831140836,0.008384679289540148,
0.0,0.1482814368605217,0.9840914795293144,0.008037786985890253,
0.0,0.1714023120875226,0.9840028938004752,0.007515016012332244,
0.0,0.1867940824733135,0.9801125038756257,0.008872928299409284,
0.0,0.2041236656774593,0.9781303981928512,0.009175727980139516,
0.0,0.2252845816538956,0.9723021954496464,0.01044926129308654,
0.0,0.2445409044602914,0.970312707622802,0.00995474787808112,
0.0,0.2676064136067679,0.9606457899632368,0.011219277427256388,
0.0,0.2849249235948089,0.9567480178943172,0.011054402264031296,
0.0,0.3060747663551402,0.9490041487649672,0.012483795421927193,
0.0,0.3272246091154716,0.9412602796356172,0.0137462123867014,
0.0,0.3406896398990122,0.9373772718548374,0.014225078099725725,
0.0,0.3656929618638437,0.9296186384373476,0.012229387479198316,
0.0,0.3887695442264252,0.9218673871639278,0.010128385295880483,
0.0,0.4079815741684014,0.9122152337925026,0.009563888695491664,
0.0,0.4214466049519422,0.9083322260117228,0.008262758800403955,
0.0,0.446416707268459,0.8948265934357974,0.011162353300583863,
0.0,0.4694600699827258,0.881328343003942,0.012572027557947294,
0.0,0.4944412455153475,0.8697383768141618,0.011607582047547697,
0.0,0.5078841298666785,0.8620240362610916,0.010408678858791338,
0.0,0.5270740133764451,0.848540550117376,0.010785339385273913,
0.0,0.5386123045577357,0.8446649244806661,0.009464056783931866,
0.0,0.552044115692962,0.8350349175414506,0.009303265689190574,
0.0,0.567402666430438,0.8253975284581654,0.009077734727551754,
0.0,0.5904349559285998,0.8099836116401646,0.00829351272836571,
0.0,0.6038667670638261,0.8003536047009493,0.006532687372543834,
0.0,0.6172875049829473,0.7888079313755887,0.004224513365948115,
0.0,0.640319794481109,0.7733940145575879,0.0057001880100471854,
0.0,0.6537294591841255,0.7599326748460822,0.00800190861364736,
0.0,0.6652234575009965,0.7483943836647915,0.008322093279974607,
0.0,0.686284714532489,0.7253251834462799,0.005101927399543697,
0.0,0.6997165256677149,0.7156951765070647,0.0019476824932095171,
0.0,0.7150529299729813,0.7022264546514889,0.005942415260986786,
0.0,0.732305000664393,0.686834684265698,0.007606979881489195,
0.0,0.7456925189351996,0.6695420117819018,0.007463014383743753,
0.0,0.7571532976037559,0.6522567214421755,0.005295442617239007,
0.0,0.7763099614652079,0.6330262361400244,0.005571123602275432,
0.0,0.7935620321566197,0.6176344657542336,0.00774549384101999,
0.0,0.8069384772113213,0.5984261268842921,0.008787103195053044,
0.0,0.8164835894937326,0.5830638850747809,0.008111938709675838,
0.0,0.8317757009345794,0.5619324976746244,0.0067932334209372764,
0.0,0.843225406387031,0.542731540948753,0.006850132340386257,
0.0,0.8489281126810471,0.5292997298135269,0.008523105948536131,
0.0,0.8565464853612084,0.5139448701480857,0.00971916798731967,
0.0,0.8718607432342651,0.4966448155202195,0.009908653679556114,
0.0,0.885226115072862,0.4755208102641329,0.009066348352826168,
0.0,0.8890131549807325,0.4640120476591219,0.00889428804830025,
0.0,0.8966315276608938,0.4486571879936807,0.006697220193275789,
0.0,0.9061544935110954,0.4294636134118792,0.004691650502577057,
0.0,0.9118461265890068,0.4141161358905079,0.006198810188026135,
0.0,0.9194534260530628,0.3968456098389215,0.009181280184809824,
0.0,0.9251339859148692,0.379582465931405,0.011648099989851514,
0.0,0.9308145457766752,0.3623193220238885,0.013865180841020583,
0.0,0.938399698808522,0.3412174632000117,0.01583272703728938,
0.0,0.947955884307038,0.3277708877766456,0.014211012139921535,
0.0,0.9536364441688444,0.3105077438691291,0.013820417528494125,
0.0,0.9612105239845864,0.2874902186591072,0.01131602298704763,
0.0,0.9687735305842228,0.26255702706294,0.007407448421619685,
0.0,0.972516277627674,0.2433855989133482,0.0052691666493671335,
0.0,0.9761593657261816,0.2069731732884498,0.014461335701176973,
0.0,0.9762811711033352,0.2280455035360469,0.0037230394345312196,
0.0,0.9817956327235682,0.1820473638363525,,
0.0,0.9874761925853746,0.164784219928836,,
0.0,0.9950059795366968,0.1341040291742332,,
0.0,1.0006754661823982,0.1149252188805716,,
0.0,1.004229968552066,0.0631874621665113,,
0.0,1.0044071400097443,0.0938381243448345,,
0.05,0.0072197369003853,0.9137507197590468,0.0007512648189719889,0.0014042637349201187
0.05,0.0187801745138858,0.9137064268946272,0.0005329476015623683,0.0009964902626697024
0.05,0.0195885192895424,0.0535500730832261,0.0032802871741863804,0.0040099582014662015
0.05,0.0322673517296364,0.9136547518861378,0.00027825979172768633,0.0005207545450443088
0.05,0.0369291757097931,0.0534836337865967,0.0033899550344835966,0.004148964487910537
0.05,0.0495858617176772,0.909756979817218,0.0020019842341785915,0.0037383630104207634
0.05,0.0542809053461487,0.0553328608761127,0.0019360443936782892,0.002372367502012546
0.05,0.0746002568986136,0.9039140127858736,0.004415033817767311,0.008188310700912516
0.05,0.0754971874031094,0.059082990063634,0.0010130301892074464,0.0012429294876648651
0.05,0.0900252469327191,0.9057706220194592,0.0024488640106204856,0.004543847794030923
0.05,0.1024493954024007,0.0551483072743645,0.002451431033517776,0.003029382341224773
0.05,0.1092704965230101,0.9018654678064696,0.0033340323240192843,0.0061758240708243775
0.05,0.1246844133410107,0.9018064106539104,0.0023973198571643206,0.004435224213294868
0.05,0.139068521061257,0.0569237129231814,0.0013774260245476982,0.0017132625565371787
0.05,0.1420139965451565,0.8998243049711357,0.0022905978214960154,0.004179705383316177
0.05,0.1612703193515524,0.8978348171442914,0.0013424235958819086,0.0024691998549085394
0.05,0.162178323072153,0.054919460808197,0.0033376988110432465,0.00418875293300808
0.05,0.1824533817601984,0.8958379471733771,0.0002025137313726305,0.00039936556135077706
0.05,0.1959184125437392,0.8919549393925972,0.0008999844906162902,0.0016496284514881739
0.05,0.1968707091287593,0.0567022486010837,0.002462898418365639,0.0031262570215100692
0.05,0.2190171413385303,0.8880350208914676,0.00023089262520252507,0.0004396854811463568
0.05,0.2200026575718652,0.0585293292583899,0.0014499553660322628,0.001861090582134446
0.05,0.2382402444966116,0.8802985339061877,0.0016271024442821094,0.002937383875274233
0.05,0.2412078664127209,0.0603637920597657,0.00048445039268501383,0.0006408946855838907
0.05,0.2632435664614431,0.8725399004886979,0.0022275203864097065,0.003960478964654968
