level,Mach,alpha
ci=0,0.908713692946058,0.4226901415984657
ci=0,0.9183955739972338,0.4061690470186379
ci=0,0.9294605809128632,0.3799870857308789
ci=0,0.9432918395573996,0.3386270374360973
ci=0,0.9488243430152145,0.3193205871789583
ci=0,0.9612724757952974,0.277952897304815
ci=0,0.975103734439834,0.2310679871315804
ci=0,0.9847856154910096,0.1800165058114212
ci=0,0.9944674965421854,0.1262025935520354
ci=0,1.0,0.0834154803114708
ci=0,1.004149377593361,0.0337146481434782
ci=0,1.004149377593361,-0.0021969540664664
cr=0,0.9432918395573996,0.3427706838449371
cr=0,0.9432918395573996,0.3289585291488046
cr=0,0.9488243430152145,0.3068896479524389
cr=0,0.954356846473029,0.2792959048776202
cr=0,0.9640387275242048,0.2517250865408863
cr=0,0.9764868603042876,0.2255507668324889
cr=0,0.9889349930843708,0.1966140161848651
cr=0,1.008298755186722,0.1760027662517289
cr=0,1.0290456431535269,0.1512555114891146
cr=0,1.049792531120332,0.1306519031353401
cr=0,1.0691562932226832,0.1128030841414303
cr=0,1.091286307053942,0.0949695483062439
cr=0,1.1189488243430152,0.077166578788504
cr=0,1.1493775933609958,0.0621413233687139
cr=0,1.1770401106500692,0.0484820002598137
cr=0,1.2171507607192256,0.0348914513651681
cr=0,1.251728907330567,0.0267951980315291
cr=0,1.2904564315352698,0.0173406539663618
cr=0,1.3291839557399725,0.0078861099011944
cr=0,1.3651452282157677,0.0011787136165302
cr=0,1.3900414937759336,0.0013162620450394
ci_sup=0,0.933609958506224,0.3648166403032179
ci_sup=0,0.95850622406639,0.3787663434278597
ci_sup=0,0.9806362378976486,0.3968444098026181
ci_sup=0,1.008298755186722,0.4121906115555964
ci_sup=0,1.037344398340249,0.4358317477056159
ci_sup=0,1.0677731673582296,0.4484308016780909
ci_sup=0,1.103734439834025,0.4596792064983992
ci_sup=0,1.1410788381742738,0.4640291755500028
ci_sup=0,1.1811894882434302,0.4587259194730368
ci_sup=0,1.215767634854772,0.4533920970786243
ci_sup=0,1.2448132780082988,0.4480277083667653
ci_sup=0,1.2710926694329183,0.4371231746177301
ci_sup=0,1.297372060857538,0.4248374253990816
ci_sup=0,1.326417704011065,0.4153293902783828
