level,Mach,alpha
ci_sup=0,1.360995850622407,0.4017082750662908
ci_sup=0,1.3831258644536653,0.3935432475183972
ci_sup=0,1.4190871369294606,0.3799297738856668
ci_sup=0,1.446749654218534,0.3704140971856064
ci_sup=0,1.4744121715076073,0.3595172050159327
ci_sup=0,1.5089903181189488,0.347277305273454
ci_sup=0,1.5297372060857537,0.3404858516158121
ci_sup=0,1.5601659751037344,0.3309854580744749
ci_sup=0,1.5947441217150762,0.3159831273927697
ci_sup=0,1.6307053941908711,0.306513300168879
ci_sup=0,1.6680497925311202,0.2956698990547367
ci_sup=0,1.706777316735823,0.2862153549895693
ci_sup=0,1.744121715076072,0.2767531693450403
ci_sup=0,1.784232365145228,0.270068697798461
ci_sup=0,1.8229598893499304,0.2633765846725202
ci_sup=0,1.8644536652835408,0.2580809701749158
ci_sup=0,1.900414937759336,0.2541360048294782
ci_sup=0,1.9529737206085755,0.2502827384363801
ci_sup=0,1.991701244813278,0.2477342717192791
ci_sup=0,2.033195020746888,0.2452010881609012
ci_sup=0,2.06777316735823,0.2440109121753285
ci_sup=0,2.1009681881051177,0.2428130946103942
0.01,0.9529737206085752,0.308293788160137
0.01,0.9806362378976486,0.3291648517915684
0.01,1.0110650069156293,0.3417639057640433
0.01,1.04149377593361,0.3433132359796123
0.01,1.0816044260027662,0.3421536263114861
0.01,1.1217150760719226,0.3340879392952937
0.01,1.156293222683264,0.3287541169008812
0.01,1.1908713692946058,0.3206578635672422
0.01,1.2295988934993085,0.3112033195020748
0.01,1.2697095435684649,0.3031376324858822
0.01,1.30567081604426,0.2950490207316049
0.01,1.3374827109266945,0.2855562687696293
0.01,1.3748271092669433,0.2774752985947136
0.01,1.4135546334716458,0.2680207545295462
0.01,1.4564315352697097,0.2613515661416902
0.01,1.4923928077455049,0.2532629543874128
0.01,1.536652835408022,0.2438389766396919
0.01,1.5656984785615489,0.238474587927833
0.01,1.6293222683264177,0.2277763768215615
0.01,1.6694329183955738,0.2210919052749823
0.01,1.7081604426002766,0.2130185766794282
0.01,1.7648686030428768,0.2036633731459619
0.01,1.8174273858921164,0.1956664603440239
0.01,1.8589211618257264,0.1889896303768063
0.01,1.8948824343015216,0.1836634495617555
0.01,1.940525587828492,0.1728658979237829
0.01,1.9626556016597512,0.1702257322543424
0.01,2.0027662517289073,0.1593976142989233
0.01,2.037344398340249,0.1526825764348976
0.01,2.076071922544952,0.1432280323697303
0.01,2.1009681881051177,0.1392219343893997
0.05,0.970954356846473,0.2586693717857607
0.05,0.9930843706777316,0.2739850072212926
0.05,1.016597510373444,0.2727336986008269
0.05,1.0484094052558783,0.2660033775780779
0.05,1.0788381742738589,0.2592654149759673
0.05,1.107883817427386,0.2511385953248818
0.05,1.1369294605809128,0.2457742066130228
0.05,1.160442600276625,0.2376168206444909
0.05,1.189488243430152,0.2294900009934053
0.05,1.2213001383125863,0.2199972490314298
0.05,1.2544951590594744,0.2077497077095895
0.05,1.2835408022130013,0.199622888058504
0.05,1.3195020746887969,0.1846281989561602
0.05,1.3582295988934994,0.1751736548909929
0.05,1.3914246196403872,0.1629261135691525
0.05,1.4232365145228216,0.147908499728724
0.05,1.4508990318118948,0.1383928230286636
0.05,1.4744121715076073,0.1288542215905184
0.05,1.5062240663900417,0.1179802541589296
0.05,1.5255878284923927,0.1097999434523127
0.05,1.544951590594744,0.0974759863368561
0.05,1.553250345781466,0.0809472501776668
0.05,1.5546334716459198,0.0588554442432162
0.05,1.5587828492392806,0.0685468772685939
0.05,1.532503457814661,0.0407773778684578
0.05,1.4896265560165975,0.0239659032728885
0.05,1.4564315352697097,0.0127327816113035
0.05,1.43015214384509,0.0056815142553663
0.05,1.4052558782849238,1.9103948404e-05
0.07,0.9792531120331952,0.2214224035823725
0.07,0.9875518672199172,0.2352804077546748
0.07,1.0110650069156293,0.2367915300734356
0.07,1.049792531120332,0.2300994169474948
0.07,1.0871369294605808,0.2206372313029657
0.07,1.1272475795297372,0.21119032881716
0.07,1.1576763485477175,0.2003087198062096
0.07,1.1936376210235131,0.1853140307038659
0.07,1.2268326417704012,0.1744477048516388
0.07,1.26417704011065,0.1636043037374965
0.07,1.2946058091286308,0.1485790483177063
0.07,1.3360995850622408,0.1308524945935827
0.07,1.3623789764868603,0.1130418834964811
0.07,1.3900414937759336,0.1021449913268074
0.07,1.4273858921161826,0.0802518664557591
0.07,1.432918395573997,0.0637078471378465
0.07,1.4260027662517287,0.0401889762576129
0.07,1.4107883817427385,0.0193866868404362
0.07,1.3928077455048409,0.002712760673376
0.07,1.3775933609958506,-0.0015149431084416
0.1,1.0110650069156293,0.1718744030016124
0.1,1.0428769017980637,0.1679065129180899
0.1,1.0760719225449515,0.1653274798835424
0.1,1.1189488243430152,0.1558958605564598
0.1,1.1507607192254494,0.1422594621856445
0.1,1.1825726141078838,0.1341479256932823
0.1,1.211618257261411,0.1191150286941306
0.1,1.2420470262793917,0.1054709887439536
0.1,1.268326417704011,0.0931852395253051
0.1,1.2959889349930842,0.0809071318860182
0.1,1.313969571230982,0.0685755331911999
0.1,1.3333333333333337,0.0534891451365168
0.1,1.3416320885200554,0.0397228399165539
0.1,1.351313969571231,0.0190580989278864
0.1,1.351313969571231,0.0038647287621406
0.03,0.9598893499308436,0.2931386258911992
0.03,0.9889349930843708,0.3057300382843126
0.03,1.0290456431535269,0.2990455667377334
0.03,1.062240663900415,0.2950853182335725
0.03,1.0982019363762103,0.2883779219489085
0.03,1.1313969571230982,0.2830364579751344
0.03,1.164591977869986,0.2735513475925205
0.03,1.197786998616874,0.2654474526795199
0.03,1.2337482710926695,0.2559776254556292
0.03,1.272475795297372,0.2437606504512353
0.03,1.309820193637621,0.2342984648067063
0.03,1.351313969571231,0.2262404193698754
0.03,1.3914246196403872,0.2140310859448431
0.03,1.428769017980636,0.2059501157699274
0.03,1.460580912863071,0.1923137173991121
0.03,1.4979253112033195,0.1814703162849698
0.03,1.536652835408022,0.1720157722198024
0.03,1.5864453665283542,0.1557162834414617
0.03,1.6293222683264177,0.1421410177055394
0.03,1.6832641770401109,0.123102022726057
0.03,1.7150760719225449,0.1149904862336948
0.03,1.7413554633471646,0.0999423060758198
0.03,1.752420470262794,0.0751415602576741
0.03,1.7372060857538036,0.0515768399012708
0.03,1.7081604426002766,0.0403666429777707
0.03,1.6804979253112031,0.0360701649816984
0.03,1.6514522821576765,0.0290036144670381
0.03,1.6141078838174274,0.0218912144762079
0.03,1.5684647302904566,0.0147329650092081
0.03,1.5283540802213,0.0103677127988812
0.03,1.4979253112033195,0.0074371671136991
0.03,1.4273858921161826,0.0029038001574166
