alpha,Mach,ci,omega_i,success,source,primary_ci,primary_omega_i,primary_success,primary_mismatch,secondary_ci,secondary_omega_i,secondary_success,secondary_stage1_mismatch,secondary_stage2_mismatch,ci_abs_diff,omega_abs_diff
0.9299999999999999,0.6299999999999999,0.0,0.0,True,primary,0.0,0.0,True,0.0,0.0010442295105619946,0.000971133444822655,False,0.7267686070445804,2.7020659808651604e-24,0.0010442295105619946,0.000971133444822655
1.0,0.6299999999999999,0.0,0.0,True,primary,0.0,0.0,True,0.0,0.0010442295105619946,0.0010442295105619946,False,1.50075498868519,1.2227541246151988e-24,0.0010442295105619946,0.0010442295105619946
0.02,0.7,0.6562238565779812,0.013124477131559625,True,primary,0.6562238565779812,0.013124477131559625,True,2.127796888623328e-07,,,,,,,
0.09,0.7,0.5615251148780823,0.050537260339027404,True,primary,0.5615251148780823,0.050537260339027404,True,2.719322765507015e-07,,,,,,,
0.15999999999999998,0.7,0.4777469254234741,0.07643950806775585,True,primary,0.4777469254234741,0.07643950806775585,True,2.0394059937773462e-07,,,,,,,
0.22999999999999995,0.7,0.4021328164046996,0.0924905477730809,True,primary,0.4021328164046996,0.0924905477730809,True,2.1944229673278963e-06,,,,,,,
0.3,0.7,0.3329193924167364,0.09987581772502092,True,primary,0.3329193924167364,0.09987581772502092,True,2.1366383952895612e-06,,,,,,,
0.37,0.7,0.26870722942284603,0.09942167488645302,True,primary,0.26870722942284603,0.09942167488645302,True,1.6282292434957601e-06,,,,,,,
0.43999999999999995,0.7,0.20855703476546372,0.09176509529680403,True,primary,0.20855703476546372,0.09176509529680403,True,1.527716513051447e-07,,,,,,,
0.5099999999999999,0.7,0.15175385775174297,0.07739446745338889,True,primary,0.15175385775174297,0.07739446745338889,True,2.2184773086804388e-07,,,,,,,
0.58,0.7,0.09766961792481782,0.05664837839639433,True,primary,0.09766961792481782,0.05664837839639433,True,2.583574846186723e-07,,,,,,,
0.6499999999999999,0.7,0.04585479172171709,0.029805614619116103,True,secondary_neutral,0.0458506259512129,0.02980290686828838,True,6.237281393434678e-08,0.04585479172171709,0.029805614619116103,True,1.5054612881333829e-05,3.299036027156902e-26,4.165770504188648e-06,2.7077508277240092e-06
0.72,0.7,0.0010442295105619946,0.0007518452476046361,True,secondary_neutral,0.0,0.0,True,0.0,0.0010442295105619946,0.0007518452476046361,True,0.015302644082970255,1.5505881507460417e-24,0.0010442295105619946,0.0007518452476046361
0.7899999999999999,0.7,0.0,0.0,True,primary,0.0,0.0,True,0.0,0.0010442295105619946,0.0008249413133439757,False,0.20788746520321677,2.9651321600946425e-26,0.0010442295105619946,0.0008249413133439757
0.8599999999999999,0.7,0.0,0.0,True,primary,0.0,0.0,True,0.0,0.0010442295105619946,0.0008980373790833153,False,0.5219369459224252,2.9433781989715735e-24,0.0010442295105619946,0.0008980373790833153
0.9299999999999999,0.7,0.0,0.0,True,primary,0.0,0.0,True,0.0,0.0010442295105619946,0.000971133444822655,False,1.052957665268227,4.0640260506897325e-24,0.0010442295105619946,0.000971133444822655
1.0,0.7,0.0,0.0,True,primary,0.0,0.0,True,0.0,0.0010442295105619946,0.0010442295105619946,False,2.0309529255073278,2.5879580397858463e-24,0.0010442295105619946,0.0010442295105619946
0.02,0.7699999999999999,0.6105248526416531,0.012210497052833063,True,primary,0.6105248526416531,0.012210497052833063,True,1.3271095785434735e-07,,,,,,,
0.09,0.7699999999999999,0.514487634412055,0.04630388709708495,True,primary,0.514487634412055,0.04630388709708495,True,3.615042622260971e-07,,,,,,,
0.15999999999999998,0.7699999999999999,0.4295061652740148,0.06872098644384236,True,primary,0.4295061652740148,0.06872098644384236,True,1.0649191891829411e-07,,,,,,,
0.22999999999999995,0.7699999999999999,0.3527375269985905,0.0811296312096758,True,primary,0.3527375269985905,0.0811296312096758,True,5.084681569548014e-07,,,,,,,
0.3,0.7699999999999999,0.2823412121180628,0.08470236363541883,True,primary,0.2823412121180628,0.08470236363541883,True,4.115250656130248e-08,,,,,,,
0.37,0.7699999999999999,0.21702708652814098,0.08030002201541216,True,primary,0.21702708652814098,0.08030002201541216,True,1.2085008917889217e-07,,,,,,,
0.43999999999999995,0.7699999999999999,0.15589974944989515,0.06859588975795386,True,primary,0.15589974944989515,0.06859588975795386,True,9.202888633661269e-08,,,,,,,
0.5099999999999999,0.7699999999999999,0.0982714699593867,0.050118449679287205,True,primary,0.0982714699593867,0.050118449679287205,True,2.1601576903054406e-07,,,,,,,
0.58,0.7699999999999999,0.043554079570978364,0.02526136615116745,True,secondary_neutral,0.04355483632178372,0.025261805066634554,True,5.522121962996118e-08,0.043554079570978364,0.02526136615116745,True,2.177972735068237e-05,1.1346230773219731e-25,7.567508053529792e-07,4.3891546710334017e-07
0.6499999999999999,0.7699999999999999,0.0010442295105619946,0.0006787491818652965,True,secondary_neutral,0.0,0.0,True,0.0,0.0010442295105619946,0.0006787491818652965,True,0.021763230370292347,3.602545527275255e-24,0.0010442295105619946,0.0006787491818652965
0.72,0.7699999999999999,0.0,0.0,True,primary,0.0,0.0,True,0.0,0.0010442295105619946,0.0007518452476046361,False,0.17375162224513208,3.555079187288379e-24,0.0010442295105619946,0.0007518452476046361
0.7899999999999999,0.7699999999999999,0.0,0.0,True,primary,0.0,0.0,True,0.0,0.0010442295105619946,0.0008249413133439757,False,0.41541380092739494,1.8073281708796687e-24,0.0010442295105619946,0.0008249413133439757
0.8599999999999999,0.7699999999999999,0.0,0.0,True,primary,0.0,0.0,True,0.0,0.0010442295105619946,0.0008980373790833153,False,0.8070837660495177,1.644825400528034e-25,0.0010442295105619946,0.0008980373790833153
0.9299999999999999,0.7699999999999999,0.0,0.0,True,primary,0.0,0.0,True,0.0,0.0010442295105619946,0.000971133444822655,False,1.478104229492451,9.28452812954216e-25,0.0010442295105619946,0.000971133444822655
1.0,0.7699999999999999,0.0,0.0,True,primary,0.0,0.0,True,0.0,0.6664385716601099,0.6664385716601099,False,2.5389092026020688,6.407522702657668e-28,0.6664385716601099,0.6664385716601099
0.02,0.8399999999999999,0.5637109800938676,0.011274219601877352,True,primary,0.5637109800938676,0.011274219601877352,True,1.8205561329580778e-07,,,,,,,
0.09,0.8399999999999999,0.46454905729270557,0.041809415156343496,True,primary,0.46454905729270557,0.041809415156343496,True,4.253818223012851e-09,,,,,,,
0.15999999999999998,0.8399999999999999,0.37621588507744014,0.06019454161239041,True,primary,0.37621588507744014,0.06019454161239041,True,5.222798181532193e-07,,,,,,,
0.22999999999999995,0.8399999999999999,0.29569745316616514,0.06801041422821796,True,primary,0.29569745316616514,0.06801041422821796,True,1.0053300242955383e-06,,,,,,,
0.3,0.8399999999999999,0.22116205066565936,0.0663486151996978,True,primary,0.22116205066565936,0.0663486151996978,True,1.999416503487765e-07,,,,,,,
0.37,0.8399999999999999,0.15155468514603604,0.05607523350403333,True,primary,0.15155468514603604,0.05607523350403333,True,1.6918306028156473e-07,,,,,,,
0.43999999999999995,0.8399999999999999,0.08662743388806506,0.03811607091074862,True,primary,0.08662743388806506,0.03811607091074862,True,1.0414794090682356e-07,,,,,,,
0.5099999999999999,0.8399999999999999,0.026428419873920524,0.013478494135699464,True,secondary_neutral,0.02645367371400876,0.013491373594144464,True,2.3348107832960735e-10,0.026428419873920524,0.013478494135699464,True,3.1030570093625146e-05,6.889045371356837e-25,2.5253840088234475e-05,1.287945844499934e-05
0.58,0.8399999999999999,0.0010442295105619946,0.0006056531161259569,True,secondary_neutral,0.0,0.0,True,0.0,0.0010442295105619946,0.0006056531161259569,True,0.048832669075722146,9.189100685869416e-24,0.0010442295105619946,0.0006056531161259569
0.6499999999999999,0.8399999999999999,0.0,0.0,True,primary,0.0,0.0,True,0.0,0.0010442295105619946,0.0006787491818652965,False,0.17512804571842894,6.106505263442715e-24,0.0010442295105619946,0.0006787491818652965
0.72,0.8399999999999999,0.0,0.0,True,primary,0.0,0.0,True,0.0,0.0010442295105619946,0.0007518452476046361,False,0.37108352079470486,3.70183949871923e-24,0.0010442295105619946,0.0007518452476046361
0.7899999999999999,0.8399999999999999,0.0,0.0,True,primary,0.0,0.0,True,0.0,0.0010442295105619946,0.0008249413133439757,False,0.6779729476330603,3.1063324073021727e-24,0.0010442295105619946,0.0008249413133439757
0.8599999999999999,0.8399999999999999,0.0,0.0,True,primary,0.0,0.0,True,0.0,0.0010442295105619946,0.0008980373790833153,False,1.1772205322277425,2.3797841180226344e-24,0.0010442295105619946,0.0008980373790833153
0.9299999999999999,0.8399999999999999,0.0,0.0,True,primary,0.0,0.0,True,0.0,0.0010442295105619946,0.000971133444822655,False,2.054823243910003,1.0865157085012918e-24,0.0010442295105619946,0.000971133444822655
1.0,0.8399999999999999,0.0,0.0,True,primary,0.0,0.0,True,0.0,0.6483747250693482,0.6483747250693482,False,2.628990053973866,4.082848222584499e-26,0.6483747250693482,0.6483747250693482
0.02,0.9099999999999999,0.5154223542314733,0.010308447084629467,True,primary,0.5154223542314733,0.010308447084629467,True,1.0423377484758151e-07,,,,,,,
0.09,0.9099999999999999,0.41050173982581234,0.03694515658432311,True,primary,0.41050173982581234,0.03694515658432311,True,4.907443967634316e-07,,,,,,,
0.15999999999999998,0.9099999999999999,0.31470325631275664,0.050352521010041056,True,primary,0.31470325631275664,0.050352521010041056,True,4.389495117385067e-07,,,,,,,
0.22999999999999995,0.9099999999999999,0.22366816271992077,0.051443677425581764,True,primary,0.22366816271992077,0.051443677425581764,True,1.3631751775587588e-07,,,,,,,
0.3,0.9099999999999999,0.13377917052529495,0.040133751157588486,True,primary,0.13377917052529495,0.040133751157588486,True,9.596042485922177e-08,,,,,,,
0.37,0.9099999999999999,0.04655740892629471,0.017226241302729043,True,secondary_neutral,0.04654830527703787,0.017222872952504013,True,1.6634719489038948e-08,0.04655740892629471,0.017226241302729043,True,1.1390905059224083e-05,6.407522702657668e-28,9.103649256839152e-06,3.3683502250296538e-06
0.43999999999999995,0.9099999999999999,0.0010442295105619946,0.0004594609846472776,True,secondary_neutral,0.0,0.0,True,0.0,0.0010442295105619946,0.0004594609846472776,True,0.0198709108187334,3.116097211083886e-25,0.0010442295105619946,0.0004594609846472776
0.5099999999999999,0.9099999999999999,0.0,0.0,True,primary,0.0,0.0,True,0.0,0.0010442295105619946,0.0005325570503866172,False,0.09285459795318518,1.309031708205905e-22,0.0010442295105619946,0.0005325570503866172
0.58,0.9099999999999999,0.0,0.0,True,primary,0.0,0.0,True,0.0,0.0010442295105619946,0.0006056531161259569,False,0.20483605127312757,3.1123798273275486e-23,0.0010442295105619946,0.0006056531161259569
0.6499999999999999,0.9099999999999999,0.0,0.0,True,primary,0.0,0.0,True,0.0,0.0010442295105619946,0.0006787491818652965,False,0.37350027749501785,4.7564212480272126e-24,0.0010442295105619946,0.0006787491818652965
0.72,0.9099999999999999,0.0,0.0,True,primary,0.0,0.0,True,0.0,0.0010442295105619946,0.0007518452476046361,False,0.6290870926646135,3.6617899673334844e-24,0.0010442295105619946,0.0007518452476046361
0.7899999999999999,0.9099999999999999,0.0,0.0,True,primary,0.0,0.0,True,0.0,0.0010442295105619946,0.0008249413133439757,False,1.0277478704710994,2.3013155198086698e-24,0.0010442295105619946,0.0008249413133439757
0.8599999999999999,0.9099999999999999,0.0,0.0,True,primary,0.0,0.0,True,0.0,0.0010442295105619946,0.0008980373790833153,False,1.6866836133361143,8.532319550870464e-25,0.0010442295105619946,0.0008980373790833153
0.9299999999999999,0.9099999999999999,0.0,0.0,True,primary,0.0,0.0,True,0.0,0.6425732805457519,0.5975931509075493,False,2.5557292953628785,3.2160458877753884e-25,0.6425732805457519,0.5975931509075493
1.0,0.9099999999999999,0.0,0.0,True,primary,0.0,0.0,True,0.0,0.6328424430018228,0.6328424430018228,False,2.7234592800490898,2.6081713678869703e-25,0.6328424430018228,0.6328424430018228
0.02,0.98,0.4650992607707085,0.00930198521541417,True,primary,0.4650992607707085,0.00930198521541417,True,1.2104118215654257e-07,,,,,,,
0.09,0.98,0.34966696261421026,0.031470026635278925,True,primary,0.34966696261421026,0.031470026635278925,True,1.7994087673665546e-07,,,,,,,
0.15999999999999998,0.98,0.23436415446017622,0.03749826471362819,True,primary,0.23436415446017622,0.03749826471362819,True,2.0059274998061438e-07,,,,,,,
0.22999999999999995,0.98,0.07510008457206187,0.017273019451574226,True,secondary_neutral,0.0,0.0,True,0.0,0.07510008457206187,0.017273019451574226,True,0.00407694340864804,0.0,0.07510008457206187,0.017273019451574226
0.3,0.98,0.05290522412803033,0.015871567238409098,True,secondary_neutral,0.0,0.0,True,0.0,0.05290522412803033,0.015871567238409098,True,0.04116008593146377,7.703719777548943e-28,0.05290522412803033,0.015871567238409098
0.37,0.98,0.0,0.0,True,primary,0.0,0.0,True,0.0,0.0010442295105619946,0.000386364918907938,False,0.09375845962642848,2.8398992587956425e-29,0.0010442295105619946,0.000386364918907938
0.43999999999999995,0.98,0.0,0.0,True,primary,0.0,0.0,True,0.0,0.0010442295105619946,0.0004594609846472776,False,0.17091845060190305,4.930380657631324e-32,0.0010442295105619946,0.0004594609846472776
0.5099999999999999,0.98,0.0,0.0,True,primary,0.0,0.0,True,0.0,0.0010442295105619946,0.0005325570503866172,False,0.282553785746806,5.236597232553556e-25,0.0010442295105619946,0.0005325570503866172
0.58,0.98,0.0,0.0,True,primary,0.0,0.0,True,0.0,0.0010442295105619946,0.0006056531161259569,False,0.4431890057334045,5.599384009065318e-27,0.0010442295105619946,0.0006056531161259569
0.6499999999999999,0.98,0.0,0.0,True,primary,0.0,0.0,True,0.0,0.0010442295105619946,0.0006787491818652965,False,0.676984031975347,2.381967475467108e-25,0.0010442295105619946,0.0006787491818652965
0.72,0.98,0.0,0.0,True,primary,0.0,0.0,True,0.0,0.0010442295105619946,0.0007518452476046361,False,1.0270095286930556,4.707576755712964e-27,0.0010442295105619946,0.0007518452476046361
0.7899999999999999,0.98,0.0,0.0,True,primary,0.0,0.0,True,0.0,0.0010442295105619946,0.0008249413133439757,False,1.577972928452897,2.955838269295491e-25,0.0010442295105619946,0.0008249413133439757
0.8599999999999999,0.98,0.0,0.0,True,primary,0.0,0.0,True,0.0,0.63899593327939,0.5495365026202753,False,2.4756285852951923,6.3850598883815e-26,0.63899593327939,0.5495365026202753
0.9299999999999999,0.98,0.0,0.0,True,primary,0.0,0.0,True,0.0,0.6327986564423059,0.5885027504913445,False,2.6545352917425684,5.882001316969798e-25,0.6327986564423059,0.5885027504913445
1.0,0.98,0.0,0.0,True,primary,0.0,0.0,True,0.0,0.6191247414531375,0.6191247414531375,False,2.8214023341106538,3.2666118718000553e-25,0.6191247414531375,0.6191247414531375
