alpha,Mach,ci,omega_i,success,source,primary_ci,primary_omega_i,primary_success,primary_mismatch,secondary_ci,secondary_omega_i,secondary_success,secondary_stage1_mismatch,secondary_stage2_mismatch,ci_abs_diff,omega_abs_diff
0.43999999999999995,0.20999999999999996,0.41036154260829544,0.18055907874764998,True,primary,0.41036154260829544,0.18055907874764998,True,2.2430181645508897e-06,,,,,,,
0.5099999999999999,0.20999999999999996,0.34677142359566837,0.17685342603379084,True,primary,0.34677142359566837,0.17685342603379084,True,1.952116122368175e-06,,,,,,,
0.58,0.20999999999999996,0.28711754812159723,0.16652817791052638,True,primary,0.28711754812159723,0.16652817791052638,True,3.324377429354125e-06,,,,,,,
0.6499999999999999,0.20999999999999996,0.2307569678286044,0.14999202908859283,True,primary,0.2307569678286044,0.14999202908859283,True,1.9583780052710026e-06,,,,,,,
0.72,0.20999999999999996,0.17732212891475335,0.1276719328186224,True,primary,0.17732212891475335,0.1276719328186224,True,1.1577948752644618e-06,,,,,,,
0.7899999999999999,0.20999999999999996,0.12642748467921372,0.09987771289657883,True,primary,0.12642748467921372,0.09987771289657883,True,1.0317934212716873e-06,,,,,,,
0.8599999999999999,0.20999999999999996,0.0776758650523821,0.06680124394504859,True,secondary_neutral,0.0776822521698734,0.06680673686609112,True,2.6130307908406314e-07,0.0776758650523821,0.06680124394504859,True,8.822904698157785e-05,1.135959703518257e-28,6.387117491304939e-06,5.4929210425297414e-06
0.9299999999999999,0.20999999999999996,0.03088427901380236,0.02872237948283619,True,secondary_neutral,0.03091139042050037,0.028747593091065345,True,6.351142477559191e-08,0.03088427901380236,0.02872237948283619,True,0.00010649189618835144,1.4927220479044596e-27,2.7111406698011875e-05,2.5213608229154166e-05
1.0,0.20999999999999996,0.0,0.0,True,primary,0.0,0.0,True,0.0,0.0010442295105619946,0.0010442295105619946,False,0.13494323852965232,2.2326656883927165e-25,0.0010442295105619946,0.0010442295105619946
0.02,0.27999999999999997,0.8968279330005029,0.01793655866001006,True,primary,0.8968279330005029,0.01793655866001006,True,2.1714195239629086e-07,,,,,,,
0.09,0.27999999999999997,0.7912691350191193,0.07121422215172074,True,primary,0.7912691350191193,0.07121422215172074,True,1.1235545661104906e-06,,,,,,,
0.15999999999999998,0.27999999999999997,0.6968650523224249,0.11149840837158796,True,primary,0.6968650523224249,0.11149840837158796,True,1.7018292069452979e-06,,,,,,,
0.22999999999999995,0.27999999999999997,0.6114346116699552,0.14062996068408967,True,primary,0.6114346116699552,0.14062996068408967,True,1.0884658865342126e-06,,,,,,,
0.3,0.27999999999999997,0.533352862433305,0.1600058587299915,True,primary,0.533352862433305,0.1600058587299915,True,4.745372232852624e-07,,,,,,,
0.37,0.27999999999999997,0.4613911785540709,0.17071473606500623,True,primary,0.4613911785540709,0.17071473606500623,True,2.1059953652273825e-06,,,,,,,
0.43999999999999995,0.27999999999999997,0.3945304280751176,0.17359338835305174,True,primary,0.3945304280751176,0.17359338835305174,True,2.9468014312635654e-07,,,,,,,
0.5099999999999999,0.27999999999999997,0.3320463141411345,0.16934362021197857,True,primary,0.3320463141411345,0.16934362021197857,True,5.379641329454187e-06,,,,,,,
0.58,0.27999999999999997,0.2732222984254361,0.15846893308675292,True,primary,0.2732222984254361,0.15846893308675292,True,6.409548904719176e-07,,,,,,,
0.6499999999999999,0.27999999999999997,0.2175949007050697,0.1414366854582953,True,primary,0.2175949007050697,0.1414366854582953,True,1.4726364982384221e-06,,,,,,,
0.72,0.27999999999999997,0.16476710081986667,0.118632312590304,True,primary,0.16476710081986667,0.118632312590304,True,1.591625478154085e-06,,,,,,,
0.7899999999999999,0.27999999999999997,0.11432604542854892,0.09031757588855364,True,primary,0.11432604542854892,0.09031757588855364,True,1.6102437010402301e-06,,,,,,,
0.8599999999999999,0.27999999999999997,0.0659530169619337,0.05671959458726297,True,secondary_neutral,0.06594440404569382,0.056712187479296676,True,6.902238002806302e-08,0.0659530169619337,0.05671959458726297,True,6.836773534427042e-05,9.545216953174243e-29,8.612916239880697e-06,7.407107966296567e-06
0.9299999999999999,0.27999999999999997,0.01942122111879132,0.018061735640475925,True,secondary_neutral,0.02505405601853409,0.0233002720972367,True,1.9555080257183804e-05,0.01942122111879132,0.018061735640475925,True,3.665470589362203e-05,5.1757163991550585e-27,0.00563283489974277,0.005238536456760777
1.0,0.27999999999999997,0.0,0.0,True,primary,0.0,0.0,True,0.0,0.0010442295105619946,0.0010442295105619946,False,0.23797666874992263,2.644585187271972e-25,0.0010442295105619946,0.0010442295105619946
0.02,0.35,0.8634569793396094,0.017269139586792187,True,primary,0.8634569793396094,0.017269139586792187,True,2.1295234142477276e-08,,,,,,,
0.09,0.35,0.760964382235271,0.06848679440117439,True,primary,0.760964382235271,0.06848679440117439,True,1.11054402566731e-06,,,,,,,
0.15999999999999998,0.35,0.669275262150252,0.10708404194404031,True,primary,0.669275262150252,0.10708404194404031,True,8.006928022812748e-07,,,,,,,
0.22999999999999995,0.35,0.5861933586115347,0.13482447248065293,True,primary,0.5861933586115347,0.13482447248065293,True,3.205458854975765e-06,,,,,,,
0.3,0.35,0.5101776461232782,0.15305329383698346,True,primary,0.5101776461232782,0.15305329383698346,True,3.118360979201479e-06,,,,,,,
0.37,0.35,0.43992115168405965,0.16277082612310206,True,primary,0.43992115168405965,0.16277082612310206,True,2.2361870135878537e-06,,,,,,,
0.43999999999999995,0.35,0.37450406078868154,0.16478178674701985,True,primary,0.37450406078868154,0.16478178674701985,True,1.3539266543790424e-06,,,,,,,
0.5099999999999999,0.35,0.3132013546411842,0.15973269086700392,True,primary,0.3132013546411842,0.15973269086700392,True,2.2280218254285694e-06,,,,,,,
0.58,0.35,0.25542545990425886,0.14814676674447014,True,primary,0.25542545990425886,0.14814676674447014,True,1.4904105149256969e-06,,,,,,,
0.6499999999999999,0.35,0.20063838669055423,0.13041495134886022,True,primary,0.20063838669055423,0.13041495134886022,True,1.0766681618062934e-06,,,,,,,
