epoch,loss,loss_pde,loss_bc,loss_norm,loss_phase,loss_ci_supervision,mapping_scale,audit_ci_mae,audit_ci_max_abs,audit_ci_mean_rel,audit_ci_max_rel,n_focus_points
1,1.611020803451538,0.011481022462248802,0.07193304598331451,0.27906349301338196,0.0010445824591442943,0.12002024054527283,3.0000009536743164,0.2369621650499641,0.6984068881212867,0.7397012999484591,16.979451002548604,12.0
2,3.111912488937378,0.01629682257771492,0.12689584493637085,0.5141419768333435,0.0005313875735737383,0.26239675283432007,3.0000009536743164,,,,,
3,2.0389068126678467,0.004513398744165897,0.044561635702848434,0.38225555419921875,0.004152272362262011,0.24047383666038513,3.0000009536743164,,,,,
4,1.7716903686523438,0.0020171315409243107,0.031074292957782745,0.33211302757263184,0.0004013660072814673,0.2252831757068634,3.0000009536743164,,,,,
5,2.056896686553955,0.00652774702757597,0.05796964094042778,0.46449223160743713,0.00679854117333889,0.1998763531446457,3.0000009536743164,,,,,
6,1.9173719882965088,0.006326786242425442,0.04937971010804176,0.5576368570327759,0.004317807033658028,0.17105871438980103,3.0000009536743164,,,,,
7,1.4426629543304443,0.002743710298091173,0.01812608353793621,0.5134409070014954,0.00041985628195106983,0.14895954728126526,3.0000009536743164,,,,,
8,1.0846847295761108,0.00028954673325642943,0.004518606700003147,0.428617388010025,0.001397506333887577,0.12183884531259537,3.0000009536743164,,,,,
9,1.0152925252914429,0.0011007185094058514,0.012690654024481773,0.4167962372303009,0.00013483654765877873,0.09407083690166473,3.0000009536743164,,,,,
10,1.006889820098877,0.0024493620730936527,0.02355133555829525,0.43317222595214844,6.516107077914057e-06,0.06714968383312225,3.0000009536743164,,,,,
11,0.8787087798118591,0.0024486775510013103,0.022167449817061424,0.4201408326625824,0.000540081993676722,0.046780943870544434,3.0000009536743164,,,,,
12,0.7263911366462708,0.00167175754904747,0.017584970220923424,0.40381062030792236,0.007680217735469341,0.027475764974951744,3.0000009536743164,,,,,
13,0.6689960360527039,0.0011513076024129987,0.009989313781261444,0.5060499310493469,5.194791356188944e-06,0.01237928681075573,3.0000009536743164,,,,,
14,0.5529263615608215,0.0009517050348222256,0.005851211026310921,0.46695518493652344,3.5638084227684885e-05,0.005294344387948513,3.0000009536743164,,,,,
15,0.5438925623893738,0.0009915437549352646,0.007406054064631462,0.44495856761932373,9.982684423448518e-05,0.0047564199194312096,3.0000009536743164,,,,,
16,0.6035630702972412,0.0011259880848228931,0.00973571464419365,0.4428837299346924,0.0002834660408552736,0.012382537126541138,3.0000009536743164,,,,,
17,0.6269088983535767,0.001081999158486724,0.009229068644344807,0.4550667405128479,0.00034938688622787595,0.015624013729393482,3.0000009536743164,,,,,
18,0.6783910393714905,0.0007384463679045439,0.00704169599339366,0.4596145749092102,0.000262453337199986,0.02947172150015831,3.0000009536743164,,,,,
19,0.6517109870910645,0.0004960435908287764,0.005277818534523249,0.44719189405441284,9.800448606256396e-05,0.03022938221693039,3.0000009536743164,,,,,
20,0.5950328707695007,0.00030041654827073216,0.005701783578842878,0.3948312997817993,2.6768366296892054e-06,0.028576131910085678,3.0000009536743164,,,,,
21,0.6000170707702637,0.0004651974595617503,0.008890015073120594,0.3846961557865143,4.600294414558448e-05,0.02518191933631897,3.0000009536743164,,,,,
22,0.5594387054443359,0.0007841652841307223,0.01088720466941595,0.3526574671268463,3.978350287070498e-05,0.01941704750061035,3.0000009536743164,,,,,
23,0.5929357409477234,0.0011705511715263128,0.011607419699430466,0.40566161274909973,1.639054244151339e-05,0.014002596959471703,3.0000009536743164,,,,,
24,0.5188289284706116,0.0016172192990779877,0.010445811785757542,0.37224358320236206,0.0011343315709382296,0.007875131443142891,3.0000009536743164,,,,,
25,0.5820721983909607,0.0014451262541115284,0.010139108635485172,0.46391236782073975,8.203942707041278e-05,0.0030483228620141745,3.0000009536743164,,,,,
26,0.5869842767715454,0.0008304018992930651,0.00820960570126772,0.49660399556159973,0.0009623618680052459,0.0012982815969735384,3.0000009536743164,,,,,
27,0.46078023314476013,0.0004337745485827327,0.006286277901381254,0.3922412693500519,0.0006587949465028942,0.0009167276439256966,3.0000009536743164,,,,,
28,0.5110272765159607,0.00024434406077489257,0.00536593422293663,0.44819924235343933,0.0006397945689968765,0.0016569140134379268,3.0000009536743164,,,,,
29,0.4953635632991791,0.0002561196743045002,0.004908399190753698,0.4333360493183136,3.8633981603197753e-05,0.002529759891331196,3.0000009536743164,,,,,
30,0.5041548609733582,0.00035093698534183204,0.004347648471593857,0.43829992413520813,0.00032570710754953325,0.004340367391705513,3.0000009536743164,,,,,
31,0.5129503011703491,0.00045574159594252706,0.0041577997617423534,0.44362717866897583,2.899013452406507e-06,0.0054572997614741325,3.0000009536743164,,,,,
32,0.49116501212120056,0.0006217722548171878,0.004308274947106838,0.4203405976295471,0.00018789389287121594,0.005386399105191231,3.0000009536743164,,,,,
33,0.5483802556991577,0.0006127111846581101,0.005300111137330532,0.46103790402412415,5.761162901762873e-05,0.006734177004545927,3.0000009536743164,,,,,
34,0.5712432861328125,0.0005103490548208356,0.004568189382553101,0.49071353673934937,0.0003068133373744786,0.006806151010096073,3.0000009536743164,,,,,
35,0.5745221972465515,0.0003697005449794233,0.005491626914590597,0.47941654920578003,0.0013319639256224036,0.007697532884776592,3.0000009536743164,,,,,
