epoch,loss,loss_pde,loss_bc,loss_bc_kappa,loss_bc_q,loss_norm,loss_phase,loss_ci_supervision,mapping_scale,audit_ci_mae,audit_ci_max_abs,audit_ci_mean_rel,audit_ci_max_rel,n_focus_points
40,1.6864303350448608,0.0809229239821434,1.5995891094207764,0.1578725278377533,0.0020863802637904882,0.0,0.0,0.0011836641933768988,3.0000009536743164,,,,,
41,1.8091260194778442,0.07967017590999603,1.726672887802124,0.1718834787607193,0.0007838109158910811,0.0,0.0,0.00055658322526142,3.0000009536743164,,,,,
42,1.691873550415039,0.08584761619567871,1.6019625663757324,0.1596245914697647,0.0005716714658774436,0.0,0.0,0.0008126833708956838,3.0000009536743164,,,,,
43,1.8015791177749634,0.08353541791439056,1.7139341831207275,0.17042025923728943,0.0009731585159897804,0.0,0.0,0.000821909517981112,3.0000009536743164,,,,,
44,1.704223871231079,0.07900850474834442,1.6206809282302856,0.1606980413198471,0.0013700479175895452,0.0,0.0,0.0009069025982171297,3.0000009536743164,,,,,
45,1.7187089920043945,0.0845317542552948,1.6281383037567139,0.16119523346424103,0.0016185999847948551,0.0,0.0,0.0012077824212610722,3.0000009536743164,,,,,
46,1.6784191131591797,0.0863531231880188,1.5827282667160034,0.1564071923494339,0.0018656374886631966,0.0,0.0,0.0018675447208806872,3.0000009536743164,,,,,
47,1.8981173038482666,0.09300015866756439,1.796402096748352,0.1779026985168457,0.0017375110182911158,0.0,0.0,0.0017430165316909552,3.0000009536743164,,,,,
48,1.6701229810714722,0.08724869787693024,1.5728517770767212,0.1558356136083603,0.0014495574869215488,0.0,0.0,0.0020045130513608456,3.0000009536743164,,,,,
49,1.645736575126648,0.08530338108539581,1.5531882047653198,0.15449383854866028,0.000824987655505538,0.0,0.0,0.0014489972963929176,3.0000009536743164,,,,,
50,1.570531964302063,0.08219465613365173,1.4819697141647339,0.14759467542171478,0.0006022904999554157,0.0,0.0,0.0012735185446217656,3.0000009536743164,,,,,
51,1.5006065368652344,0.07969793677330017,1.415128231048584,0.1409856677055359,0.000527155352756381,0.0,0.0,0.0011560720158740878,3.0000009536743164,,,,,
52,1.6363894939422607,0.0806507021188736,1.551470160484314,0.1547553539276123,0.00039166308124549687,0.0,0.0,0.0008537393296137452,3.0000009536743164,,,,,
53,1.5231472253799438,0.07913908362388611,1.4404542446136475,0.14353720843791962,0.0005082173156552017,0.0,0.0,0.0007107735727913678,3.0000009536743164,,,,,
54,1.4571709632873535,0.07919369637966156,1.3740758895874023,0.13629880547523499,0.0011087899329140782,0.0,0.0,0.00078027811832726,3.0000009536743164,,,,,
55,1.4081497192382812,0.07966267317533493,1.3245129585266113,0.13101159036159515,0.0014397036284208298,0.0,0.0,0.0007948055281303823,3.0000009536743164,,,,,
56,1.4365203380584717,0.07697342336177826,1.3560752868652344,0.13441762328147888,0.0011898967204615474,0.0,0.0,0.000694314599968493,3.0000009536743164,,,,,
57,1.2970914840698242,0.07913875579833984,1.2135237455368042,0.12034305930137634,0.0010093124583363533,0.0,0.0,0.0008857992361299694,3.0000009536743164,,,,,
58,1.4447879791259766,0.07728034257888794,1.3632761240005493,0.1356866955757141,0.0006409117486327887,0.0,0.0,0.0008462794357910752,3.0000009536743164,,,,,
59,1.3371931314468384,0.07848887145519257,1.253585696220398,0.12461085617542267,0.0007477211183868349,0.0,0.0,0.0010237190872430801,3.0000009536743164,,,,,
60,1.2006384134292603,0.0806761384010315,1.116750955581665,0.11088467389345169,0.0007904147496446967,0.0,0.0,0.000642279745079577,3.0000009536743164,,,,,
61,1.1416276693344116,0.0731927752494812,1.0644906759262085,0.10534889250993729,0.0011001669336110353,0.0,0.0,0.0007888615364208817,3.0000009536743164,,,,,
62,1.0654505491256714,0.07494734227657318,0.9872114658355713,0.097195565700531,0.0015255791367962956,0.0,0.0,0.0006583495996892452,3.0000009536743164,,,,,
63,0.9757328033447266,0.07631304860115051,0.8967008590698242,0.08796097338199615,0.0017091154586523771,0.0,0.0,0.0005437849904410541,3.0000009536743164,,,,,
64,0.9775410294532776,0.07675687968730927,0.8988972902297974,0.08778594434261322,0.002103778999298811,0.0,0.0,0.0003773689968511462,3.0000009536743164,,,,,
65,0.847445547580719,0.07602900266647339,0.7686471939086914,0.07450392842292786,0.0023607881739735603,0.0,0.0,0.0005538731929846108,3.0000009536743164,,,,,
66,0.7651058435440063,0.07153816521167755,0.6906663775444031,0.06650346517562866,0.0025631729513406754,0.0,0.0,0.0005802630912512541,3.0000009536743164,,,,,
67,0.6749735474586487,0.06949485838413239,0.6019573211669922,0.05702652409672737,0.0031692099291831255,0.0,0.0,0.0007042813813313842,3.0000009536743164,,,,,
68,0.5606451034545898,0.06553080677986145,0.4920877516269684,0.045362573117017746,0.003846201580017805,0.0,0.0,0.0006053080433048308,3.0000009536743164,,,,,
69,0.48145508766174316,0.07573164999485016,0.4027564525604248,0.03597453236579895,0.004301112610846758,0.0,0.0,0.0005934029468335211,3.0000009536743164,,,,,
70,0.412019819021225,0.06320593506097794,0.3447509706020355,0.02959427982568741,0.004880819004029036,0.0,0.0,0.0008125854656100273,3.0000009536743164,,,,,
71,0.3545783758163452,0.07362572103738785,0.2770441770553589,0.021932942792773247,0.005771473981440067,0.0,0.0,0.0007816990255378187,3.0000009536743164,,,,,
72,0.29321950674057007,0.055943455547094345,0.23426471650600433,0.01685323193669319,0.006573240272700787,0.0,0.0,0.0006022675079293549,3.0000009536743164,,,,,
73,0.28539982438087463,0.061708077788352966,0.22196558117866516,0.015217904932796955,0.006978653836995363,0.0,0.0,0.0003452389792073518,3.0000009536743164,,,,,
74,0.23420587182044983,0.05953246355056763,0.1721803843975067,0.010526780039072037,0.006691259332001209,0.0,0.0,0.0004986032727174461,3.0000009536743164,,,,,
75,0.19798943400382996,0.049166880548000336,0.14627566933631897,0.008504695259034634,0.0061228713020682335,0.0,0.0,0.0005093757645227015,3.0000009536743164,,,,,
76,0.17292988300323486,0.05992228165268898,0.11122368276119232,0.004585940390825272,0.006536427885293961,0.0,0.0,0.000356783508323133,3.0000009536743164,,,,,
77,0.19383177161216736,0.08705492317676544,0.10451435297727585,0.004446547478437424,0.006004887633025646,0.0,0.0,0.0004524998366832733,3.0000009536743164,,,,,
78,0.1343466192483902,0.05157148838043213,0.08044351637363434,0.002836907282471657,0.005207444075495005,0.0,0.0,0.0004663232248276472,3.0000009536743164,,,,,
79,0.1862707883119583,0.050930000841617584,0.13278253376483917,0.008058526553213596,0.005219726823270321,0.0,0.0,0.0005116505781188607,3.0000009536743164,,,,,
80,0.1671667844057083,0.05229198932647705,0.11355534940958023,0.007616524584591389,0.0037390105426311493,0.0,0.0,0.0002638920850586146,3.0000009536743164,,,,,
81,0.1273709535598755,0.030376071110367775,0.09445478022098541,0.006528531201183796,0.0029169474728405476,0.0,0.0,0.0005080195260234177,3.0000009536743164,,,,,
82,0.11925290524959564,0.029783867299556732,0.08731826394796371,0.006565974559634924,0.0021658518817275763,0.0,0.0,0.0004301544395275414,3.0000009536743164,,,,,
83,0.1990521252155304,0.060736700892448425,0.13687489926815033,0.012009996920824051,0.0016774929827079177,0.0,0.0,0.00028810452204197645,3.0000009536743164,,,,,
84,0.13821855187416077,0.04476607218384743,0.09101887047290802,0.007900260388851166,0.0012016263790428638,0.0,0.0,0.0004867236712016165,3.0000009536743164,,,,,
85,0.1398012936115265,0.039040789008140564,0.09852375090122223,0.008978593163192272,0.0008737817406654358,0.0,0.0,0.00044735067058354616,3.0000009536743164,,,,,
86,0.10369700193405151,0.04949361830949783,0.051807429641485214,0.0045723579823970795,0.0006083849584683776,0.0,0.0,0.00047919180360622704,3.0000009536743164,,,,,
87,0.09113283455371857,0.030393406748771667,0.05859135836362839,0.005379623267799616,0.00047951273154467344,0.0,0.0,0.00042961444705724716,3.0000009536743164,,,,,
88,0.0914076417684555,0.0380086675286293,0.05098018795251846,0.004689383786171675,0.0004086350672878325,0.0,0.0,0.0004837574961129576,3.0000009536743164,,,,,
89,0.09141597896814346,0.04338898882269859,0.04622627794742584,0.00407121516764164,0.0005514126969501376,0.0,0.0,0.00036014229408465326,3.0000009536743164,,,,,
90,0.09191437810659409,0.045747362077236176,0.04347535967826843,0.003689537290483713,0.0006579988985322416,0.0,0.0,0.0005383315728977323,3.0000009536743164,,,,,
91,0.08985046297311783,0.04347914829850197,0.04488903284072876,0.0035156228113919497,0.0009732803446240723,0.0,0.0,0.00029645650647580624,3.0000009536743164,,,,,
92,0.1079992949962616,0.07054407894611359,0.035140976309776306,0.002479290822520852,0.001034806831739843,0.0,0.0,0.00046284726704470813,3.0000009536743164,,,,,
93,0.07941233366727829,0.04895481839776039,0.028823263943195343,0.0016051032580435276,0.0012772231129929423,0.0,0.0,0.00032684957841411233,3.0000009536743164,,,,,
94,0.08685263991355896,0.04440683498978615,0.040360309183597565,0.0028993808664381504,0.0011366503313183784,0.0,0.0,0.0004170989850535989,3.0000009536743164,,,,,
95,0.08820822089910507,0.04554757475852966,0.040982820093631744,0.002819421235471964,0.0012788608437404037,0.0,0.0,0.0003355657681822777,3.0000009536743164,,,,,
96,0.08446694910526276,0.03914825990796089,0.04337842017412186,0.002997650997713208,0.001340191112831235,0.0,0.0,0.0003880536532960832,3.0000009536743164,,,,,
97,0.08396242558956146,0.04235747084021568,0.03988766670227051,0.0026915748603641987,0.0012971918331459165,0.0,0.0,0.00034345666063018143,3.0000009536743164,,,,,
98,0.08269351720809937,0.05159066990017891,0.028692584484815598,0.0019585962872952223,0.0009106622310355306,0.0,0.0,0.00048205279745161533,3.0000009536743164,,,,,
99,0.09085959941148758,0.04900093749165535,0.03938402608036995,0.002822275273501873,0.0011161273578181863,0.0,0.0,0.000494927866384387,3.0000009536743164,,,,,
100,0.0711701288819313,0.04251888021826744,0.026460859924554825,0.001897840527817607,0.0007482453947886825,0.0,0.0,0.0004380776663310826,3.0000009536743164,0.06174314740836003,0.11654859300664255,0.2515408255890763,4.7738662186387515,12.0
101,0.24609994888305664,0.13518249988555908,0.07276283204555511,0.0030416958034038544,0.004234587773680687,0.0,0.0,0.007630924228578806,3.0000009536743164,,,,,
102,0.21855729818344116,0.12584052979946136,0.05425051227211952,0.003963448107242584,0.0014616030966863036,0.0,0.0,0.007693252991884947,3.0000009536743164,,,,,
103,0.2192320078611374,0.1164543405175209,0.06513307988643646,0.0052379462867975235,0.0012753615155816078,0.0,0.0,0.007528915069997311,3.0000009536743164,,,,,
104,0.21047966182231903,0.10966558754444122,0.06449876725673676,0.0040373909287154675,0.0024124854244291782,0.0,0.0,0.007263061124831438,3.0000009536743164,,,,,
105,0.22827905416488647,0.11736765503883362,0.07584678381681442,0.003575450275093317,0.004009228199720383,0.0,0.0,0.0070129213854670525,3.0000009536743164,,,,,
106,0.20552045106887817,0.1085861325263977,0.06277068704366684,0.003052203683182597,0.003224864834919572,0.0,0.0,0.006832725368440151,3.0000009536743164,,,,,
107,0.19685252010822296,0.11749520897865295,0.04623713344335556,0.0031477855518460274,0.0014759281184524298,0.0,0.0,0.006624034605920315,3.0000009536743164,,,,,
108,0.1914028823375702,0.09637294709682465,0.06280726939439774,0.0048060230910778046,0.0014747038949280977,0.0,0.0,0.00644453102722764,3.0000009536743164,,,,,
109,0.17579208314418793,0.10180141031742096,0.0447395034134388,0.002907434944063425,0.0015665155369788408,0.0,0.0,0.005850233603268862,3.0000009536743164,,,,,
110,0.16353286802768707,0.08968473225831985,0.04664235562086105,0.002874810714274645,0.0017894248012453318,0.0,0.0,0.005441156215965748,3.0000009536743164,,,,,
111,0.15911048650741577,0.08505594730377197,0.047956787049770355,0.0032051813323050737,0.001590497326105833,0.0,0.0,0.005219548009335995,3.0000009536743164,,,,,
112,0.14090153574943542,0.08160220086574554,0.03387593850493431,0.002353031886741519,0.001034561893902719,0.0,0.0,0.005084679462015629,3.0000009536743164,,,,,
113,0.1378374844789505,0.07990329712629318,0.035138752311468124,0.0023079104721546173,0.0012059647124260664,0.0,0.0,0.004559088032692671,3.0000009536743164,,,,,
114,0.14630421996116638,0.0840456560254097,0.03950744867324829,0.002628474496304989,0.0013222703710198402,0.0,0.0,0.004550222773104906,3.0000009536743164,,,,,
115,0.14658451080322266,0.07732866704463959,0.0495295487344265,0.003326290287077427,0.0016266647726297379,0.0,0.0,0.003945257980376482,3.0000009536743164,,,,,
116,0.1342112123966217,0.07486367970705032,0.0400393046438694,0.002406741725280881,0.0015971887623891234,0.0,0.0,0.0038616443052887917,3.0000009536743164,,,,,
117,0.12604282796382904,0.06789642572402954,0.03917303681373596,0.002590800169855356,0.001326503697782755,0.0,0.0,0.0037946735974401236,3.0000009536743164,,,,,
118,0.12418781220912933,0.06855826079845428,0.037133991718292236,0.0027433366049081087,0.0009700623922981322,0.0,0.0,0.003699111519381404,3.0000009536743164,,,,,
119,0.11248921602964401,0.06555375456809998,0.03067944571375847,0.002393073868006468,0.0006748705636709929,0.0,0.0,0.0032512028701603413,3.0000009536743164,,,,,
120,0.10687509179115295,0.06344710290431976,0.026924055069684982,0.001823705155402422,0.0008687003864906728,0.0,0.0,0.0033007857855409384,3.0000009536743164,,,,,
121,0.11082467436790466,0.0633268654346466,0.035138726234436035,0.0022808657959103584,0.0012330065947026014,0.0,0.0,0.0024718171916902065,3.0000009536743164,,,,,
122,0.10460609942674637,0.06134096533060074,0.028427526354789734,0.0018950027879327536,0.0009477498242631555,0.0,0.0,0.002967521548271179,3.0000009536743164,,,,,
123,0.10010426491498947,0.06341461837291718,0.023595349863171577,0.0017473517218604684,0.0006121832993812859,0.0,0.0,0.0026188597548753023,3.0000009536743164,,,,,
124,0.09914448857307434,0.06122291833162308,0.027159009128808975,0.0019567967392504215,0.0007591041503474116,0.0,0.0,0.0021525113843381405,3.0000009536743164,,,,,
125,0.09436268359422684,0.0565815269947052,0.02513912320137024,0.0016737753758206964,0.0008401370723731816,0.0,0.0,0.002528407145291567,3.0000009536743164,,,,,
126,0.0882386863231659,0.05653461813926697,0.020515739917755127,0.0011826367117464542,0.0008689373498782516,0.0,0.0,0.002237665466964245,3.0000009536743164,,,,,
127,0.08403941988945007,0.054988086223602295,0.019780313596129417,0.0012380355037748814,0.0007399959140457213,0.0,0.0,0.0018542042234912515,3.0000009536743164,,,,,
128,0.07950526475906372,0.050668299198150635,0.019909219816327095,0.0012718802317976952,0.0007190417964011431,0.0,0.0,0.0017855495680123568,3.0000009536743164,,,,,
129,0.08208855241537094,0.05416928231716156,0.017977414652705193,0.0011371610453352332,0.000660580350086093,0.0,0.0,0.001988370902836323,3.0000009536743164,,,,,
130,0.07973438501358032,0.05011027306318283,0.020642638206481934,0.0015685237012803555,0.0004957400960847735,0.0,0.0,0.0017962940037250519,3.0000009536743164,,,,,
131,0.07983605563640594,0.05327656865119934,0.018515922129154205,0.0012553841806948185,0.0005962081486359239,0.0,0.0,0.0016087122494354844,3.0000009536743164,,,,,
132,0.07555469870567322,0.05353161692619324,0.013960094191133976,0.0009313604095950723,0.00046464905608445406,0.0,0.0,0.0016125970287248492,3.0000009536743164,,,,,
133,0.07623408734798431,0.051794834434986115,0.017051734030246735,0.001258860807865858,0.0004463125951588154,0.0,0.0,0.0014775044983252883,3.0000009536743164,,,,,
134,0.07231949269771576,0.04944898560643196,0.015527090057730675,0.0011006947606801987,0.00045201426837593317,0.0,0.0,0.0014686832437291741,3.0000009536743164,,,,,
135,0.06927753984928131,0.048833318054676056,0.013842830434441566,0.0008720258483663201,0.0005122572765685618,0.0,0.0,0.0013202792033553123,3.0000009536743164,,,,,
136,0.07078296691179276,0.04806740581989288,0.017142197117209435,0.001251166220754385,0.000463053525891155,0.0,0.0,0.0011146730976179242,3.0000009536743164,,,,,
137,0.07271415740251541,0.050824012607336044,0.016687074676156044,0.001335167558863759,0.0003335400251671672,0.0,0.0,0.0010406139772385359,3.0000009536743164,,,,,
138,0.071563221514225,0.051558054983615875,0.014856669120490551,0.0009977694135159254,0.00048789745778776705,0.0,0.0,0.0010296994587406516,3.0000009536743164,,,,,
139,0.07118507474660873,0.0505792610347271,0.014175353571772575,0.000984761631116271,0.0004327736678533256,0.0,0.0,0.00128609174862504,3.0000009536743164,,,,,
140,0.06320337951183319,0.04361635819077492,0.014634770341217518,0.0010139986407011747,0.00044947833521291614,0.0,0.0,0.0009904501494020224,3.0000009536743164,,,,,
141,0.07018234580755234,0.04993802309036255,0.0160390455275774,0.0013233073987066746,0.00028059721807949245,0.0,0.0,0.0008410562877543271,3.0000009536743164,,,,,
142,0.0683494582772255,0.04910610243678093,0.01465015672147274,0.0011602062731981277,0.0003048094513360411,0.0,0.0,0.0009186395909637213,3.0000009536743164,,,,,
143,0.06614840030670166,0.05230426788330078,0.008960052393376827,0.0006306145805865526,0.0002653906703926623,0.0,0.0,0.0009768165182322264,3.0000009536743164,,,,,
144,0.0605245903134346,0.04482858628034592,0.0111949872225523,0.000833239289931953,0.00028625945560634136,0.0,0.0,0.0009002027800306678,3.0000009536743164,,,,,
145,0.06278780102729797,0.047259412705898285,0.011657861061394215,0.0008918902603909373,0.0002738957991823554,0.0,0.0,0.0007741053123027086,3.0000009536743164,,,,,
146,0.06430231779813766,0.05023368075489998,0.010211055167019367,0.0007654695073142648,0.0002556360268499702,0.0,0.0,0.0007715169340372086,3.0000009536743164,,,,,
147,0.06427022069692612,0.047420818358659744,0.012372578494250774,0.0009364847210235894,0.00030077312840148807,0.0,0.0,0.0008953645010478795,3.0000009536743164,,,,,
148,0.06239931285381317,0.04921139031648636,0.008945999667048454,0.0005805387627333403,0.0003140611806884408,0.0,0.0,0.0008483842248097062,3.0000009536743164,,,,,
149,0.06376758962869644,0.04813282936811447,0.011634619906544685,0.0009430205100215971,0.0002204414486186579,0.0,0.0,0.0008000280358828604,3.0000009536743164,,,,,
150,0.06312929838895798,0.05002806708216667,0.009398926049470901,0.0007050757412798703,0.00023481684911530465,0.0,0.0,0.0007404604693874717,3.0000009536743164,,,,,
151,0.06248104199767113,0.05027994513511658,0.008659444749355316,0.0006631828146055341,0.00020276162831578404,0.0,0.0,0.0007083304226398468,3.0000009536743164,,,,,
152,0.0593038946390152,0.0476703867316246,0.0074757724069058895,0.0005702281487174332,0.000177349109435454,0.0,0.0,0.0008315477753058076,3.0000009536743164,,,,,
153,0.06274855136871338,0.050645239651203156,0.008278638124465942,0.0006192815490067005,0.00020858226343989372,0.0,0.0,0.0007649350445717573,3.0000009536743164,,,,,
154,0.06279446184635162,0.0494302362203598,0.00949878990650177,0.0007462278008460999,0.00020365120144560933,0.0,0.0,0.0007730877841822803,3.0000009536743164,,,,,
155,0.05888591706752777,0.04700713977217674,0.008240615017712116,0.0006291051977314055,0.00019495633023325354,0.0,0.0,0.0007276328979060054,3.0000009536743164,,,,,
156,0.062289875000715256,0.051078911870718,0.007706984877586365,0.0005603697500191629,0.00021032875520177186,0.0,0.0,0.000700795731972903,3.0000009536743164,,,,,
157,0.05771338567137718,0.0454401969909668,0.008551087230443954,0.0006999096367508173,0.00015519910084549338,0.0,0.0,0.0007444199873134494,3.0000009536743164,,,,,
158,0.05821240320801735,0.046554964035749435,0.007837735116481781,0.0005942219868302345,0.00018955153063870966,0.0,0.0,0.0007639409159310162,3.0000009536743164,,,,,
159,0.060517314821481705,0.05026465654373169,0.006901061162352562,0.000497297674883157,0.00019280848209746182,0.0,0.0,0.0006703188992105424,3.0000009536743164,,,,,
160,0.057096999138593674,0.04472962021827698,0.008199959062039852,0.0006239545764401555,0.00019604137924034148,0.0,0.0,0.0008334838785231113,3.0000009536743164,,,,,
161,0.060659900307655334,0.04701013118028641,0.010119077749550343,0.0008435093332082033,0.00016839851741679013,0.0,0.0,0.0007061385549604893,3.0000009536743164,,,,,
162,0.05769076198339462,0.04533302038908005,0.008896257728338242,0.0007324033649638295,0.00015722242824267596,0.0,0.0,0.0006922964239493012,3.0000009536743164,,,,,
163,0.06434367597103119,0.05398547649383545,0.006701176520437002,0.0005359832430258393,0.00013413441774901003,0.0,0.0,0.0007314051617868245,3.0000009536743164,,,,,
164,0.05957289785146713,0.05002215504646301,0.005567536223679781,0.000433661654824391,0.00012309197336435318,0.0,0.0,0.0007966412231326103,3.0000009536743164,,,,,
165,0.058235861361026764,0.04661419987678528,0.008026912808418274,0.0006887984927743673,0.00011389283463358879,0.0,0.0,0.000718949711881578,3.0000009536743164,,,,,
166,0.057537585496902466,0.04738304764032364,0.0062476759776473045,0.0004862602218054235,0.0001385073846904561,0.0,0.0,0.000781372538767755,3.0000009536743164,,,,,
167,0.056001946330070496,0.04660486802458763,0.005326875951141119,0.00041241029975935817,0.00012027729098917916,0.0,0.0,0.0008140404243022203,3.0000009536743164,,,,,
168,0.05978335067629814,0.049140140414237976,0.006882471032440662,0.0005675996653735638,0.00012064745533280075,0.0,0.0,0.0007521479274146259,3.0000009536743164,,,,,
169,0.057923536747694016,0.047295376658439636,0.0069379317574203014,0.0006070008967071772,8.67922863108106e-05,0.0,0.0,0.000738045375328511,3.0000009536743164,,,,,
170,0.061387136578559875,0.04933099076151848,0.008002902381122112,0.0007098836940713227,9.040653822012246e-05,0.0,0.0,0.0008106486056931317,3.0000009536743164,,,,,
171,0.05963216349482536,0.04857384040951729,0.006828344892710447,0.0005915783112868667,9.125614451477304e-05,0.0,0.0,0.0008459956152364612,3.0000009536743164,,,,,
172,0.058713845908641815,0.04839435592293739,0.006567743606865406,0.0005638854927383363,9.288887667935342e-05,0.0,0.0,0.0007503491942770779,3.0000009536743164,,,,,
