alpha,mach,ci_classic,ci_pinn,amp_rel,phase_masked_rmse
0.05,0.0,0.9146850911672109,0.9052231311798096,0.2183802162139996,0.06398628968836013
0.1388888888888889,0.0,0.77985365539449,0.7845758199691772,0.042114063272487116,0.08641050775723504
0.22777777777777775,0.0,0.6623218733576617,0.6697875261306763,0.08481163062715832,0.08431215088710639
0.3166666666666666,0.0,0.5582856807230329,0.5632477402687073,0.07518400868385487,0.0777708150641907
0.4055555555555555,0.0,0.46488067150198487,0.46667808294296265,0.04622218272974872,0.0707184982191533
0.4944444444444444,0.0,0.38006227518501146,0.3808359205722809,0.016325910208729973,0.06502443978563592
0.5833333333333333,0.0,0.3022320549762907,0.3053237199783325,0.020846867405361773,0.05654039336154407
0.6722222222222222,0.0,0.23016946817462852,0.23830251395702362,0.03338844472813136,0.04761015268096044
0.7611111111111111,0.0,0.16282208695785738,0.17587406933307648,0.0288058618115653,0.037138840277797895
0.85,0.0,0.09950360794202877,0.11453249305486679,0.005425924748826929,0.02479143597073156
0.05,0.125,0.9008484700418247,0.8891957402229309,0.18666574412415832,0.1503652469486973
0.1388888888888889,0.125,0.7681672230656207,0.7718783020973206,0.06971894455899558,0.031696644483273494
0.22777777777777775,0.125,0.6523005688646489,0.6595228314399719,0.11586566778843901,0.03760499272722306
0.3166666666666666,0.125,0.5495189893434116,0.5544239282608032,0.10669335691143994,0.03802695219624755
0.4055555555555555,0.125,0.4571607280022939,0.458321213722229,0.07658815959187255,0.034565841465201044
0.4944444444444444,0.125,0.37311615745747323,0.3720584511756897,0.04092418857511205,0.027093917281912214
0.5833333333333333,0.125,0.29588699173608857,0.2952428460121155,0.01106443267562996,0.020593014299164953
0.6722222222222222,0.125,0.22426718646233368,0.2256527543067932,0.013789332091574746,0.015587604658462652
0.7611111111111111,0.125,0.1572889016631261,0.15881603956222534,0.015495284024656207,0.01410490519162711
0.85,0.125,0.09421908538000176,0.09499382227659225,0.005825991019600405,0.0146890215741097
0.05,0.25,0.8622873067301648,0.8546607494354248,0.1854402958502023,0.28745034549185805
0.1388888888888889,0.25,0.7349801526164871,0.742173969745636,0.07962983542714008,0.04254858292875386
0.22777777777777775,0.25,0.6234253171672965,0.6339186429977417,0.13064466363286387,0.028114205619805984
0.3166666666666666,0.25,0.5240864248657723,0.5319965481758118,0.1245108074924723,0.03136224453965099
0.4055555555555555,0.25,0.43440838250318203,0.4380539357662201,0.09607638185223674,0.028654288649850448
0.4944444444444444,0.25,0.35248725409345355,0.35290443897247314,0.060473507993581706,0.02097207749719028
0.5833333333333333,0.25,0.27691324097055525,0.27601388096809387,0.02707422816863403,0.010931201610379724
0.6722222222222222,0.25,0.20655876234387294,0.20463071763515472,0.0062280680854080814,0.006862638855325562
0.7611111111111111,0.25,0.14056932744425094,0.1347332000732422,0.007176703858757876,0.0161631158219263
0.85,0.25,0.07820118712607624,0.07387807220220566,0.00849636721862343,0.02701828760773114
0.05,0.375,0.8055969163355123,0.8005890846252441,0.21343229589649024,0.36628801183284493
0.1388888888888889,0.375,0.6847594799416232,0.6937325596809387,0.06801568699922025,0.019686490461822723
0.22777777777777775,0.375,0.5786462397020319,0.5906197428703308,0.12681598759455026,0.04574772416379551
0.3166666666666666,0.375,0.48382019981761426,0.49318087100982666,0.12586674227822012,0.0525371338087118
0.4055555555555555,0.375,0.397731971457787,0.40297067165374756,0.10113681632983668,0.04585836779810384
0.4944444444444444,0.375,0.31871857114773194,0.3207303583621979,0.06786883967711645,0.03585156150740486
0.5833333333333333,0.375,0.2454598492868528,0.24565918743610382,0.03498156211670557,0.019931461990900203
0.6722222222222222,0.375,0.1768929784581377,0.17454208433628082,0.010795687609945951,0.004243522076709778
0.7611111111111111,0.375,0.1122572191575536,0.10592152923345566,0.005264981373227905,0.019670310892507543
0.85,0.375,0.05090333788567649,0.05475858971476555,0.007032361967382406,0.039848372704961506
0.05,0.5,0.7373274054069792,0.7252758145332336,0.26388389007787644,0.39522705128278146
0.1388888888888889,0.5,0.6220136561180797,0.6247847676277161,0.03601161359421495,0.049582300419981115
0.22777777777777775,0.5,0.5209247298306559,0.5282480716705322,0.1027498102026038,0.11296955601380221
0.3166666666666666,0.5,0.43039050344277285,0.4375268816947937,0.10797111756903073,0.11157306663641678
0.4055555555555555,0.5,0.34795717125411996,0.35404884815216064,0.08813803216688,0.09105797171622128
0.4944444444444444,0.5,0.27190516767338385,0.27824118733406067,0.058822103309825916,0.06927163097309122
0.5833333333333333,0.5,0.20101791952952067,0.20860655605793,0.029044771074520002,0.042225260433548926
0.6722222222222222,0.5,0.13430820759350984,0.1415405571460724,0.008615520236285019,0.009292031264392007
0.7611111111111111,0.5,0.07103558122268536,0.07996290177106857,0.010631290745830954,0.032727240041133
0.85,0.5,0.010628011913986556,0.041301179677248,0.005382201366409794,0.07057526273848437
