alpha,mach,ci_reference,ci_pinn,ci_abs_err
0.6,0.8,0.0010442295105619946,0.039477374,0.03843314489410681
0.5908333333333333,0.8,0.007329365464209954,0.0422807,0.03495133459353503
0.5816666666666667,0.8,0.013998450928143075,0.04529235,0.03129390046674867
0.5724999999999999,0.8,0.021051485902361455,0.048523717,0.02747223072619003
0.5633333333333332,0.8,0.028174686962020135,0.05198591,0.02381122133766439
0.6,0.7714285714285715,0.026361114118087024,0.049298745,0.022937630530607968
0.5541666666666666,0.8,0.035336449054197354,0.05568979,0.020353340300603824
0.5908333333333333,0.7714285714285715,0.03301021545031633,0.052762132,0.01975191668769751
0.39833333333333326,0.2571428571428572,0.43952756733389614,0.42053553,0.018992032713611107
0.3891666666666666,0.2571428571428572,0.4484326141204808,0.42945352,0.018979092153546595
0.4074999999999999,0.2571428571428572,0.4306824259323041,0.4117745,0.018907939628974635
0.37999999999999995,0.2571428571428572,0.4573975662920579,0.43852916,0.01886840269304363
0.4166666666666666,0.2571428571428572,0.42195021594893356,0.40316895,0.018781269444340665
0.37083333333333324,0.2571428571428572,0.4665034332195975,0.44776312,0.018740318051979676
0.3891666666666666,0.28571428571428575,0.44084371550317303,0.42215982,0.018683894708113824
0.37999999999999995,0.28571428571428575,0.44973474500670974,0.43108824,0.018646506052165668
0.39833333333333326,0.28571428571428575,0.43201461003835906,0.41338935,0.018625255094129933
0.37083333333333324,0.28571428571428575,0.4587487927403303,0.44017568,0.01857311043404064
0.42583333333333323,0.2571428571428572,0.41328236787833766,0.39471713,0.01856524079360561
0.3616666666666666,0.2571428571428572,0.47568059392870515,0.45715544,0.018525157651315627
0.39833333333333326,0.2285714285714286,0.44609284831864915,0.42757842,0.01851442887170396
0.4074999999999999,0.2285714285714286,0.43717553447300395,0.4186834,0.018492124782147012
0.4074999999999999,0.28571428571428575,0.4232474286122679,0.4047753,0.01847213693097821
0.4166666666666666,0.2285714285714286,0.4283848424640776,0.40994355,0.01844129163895858
0.3891666666666666,0.2285714285714286,0.4550695033578814,0.43662947,0.018440029194825958
