alpha,Mach,blumen_cr,blumen_ci,reference_cr,reference_ci,stage1_at_blumen,stage2_at_blumen,stage1_at_reference,stage2_at_reference,map_best_cr,map_best_ci,map_best_stage1_mismatch,map_best_distance_to_blumen
0.2,1.2,0.23697519236816028,0.06222266952409093,0.2397746715348269,0.0634922007740909,0.001001499428856441,1.0417490401947053e-19,2.037638954180536e-05,1.359535779884626e-19,0.24114185903482693,0.06422266952409093,0.00047048352578642867,0.004621808207954004
0.2,1.25,0.2338874746306954,0.05451369857891339,0.2638581777556953,0.0554023704539133,0.01204514391705779,7.345357704105195e-22,0.0013984893645523834,7.502316373839724e-20,0.26722080796402875,0.05451369857891339,0.0004045076187884404,0.033333333333333354
0.2,1.275,0.23117469441517483,0.050919975576394085,0.2611453975401748,0.0523626839097274,0.018467970079850713,8.838990823246313e-22,0.007004947378705851,6.820070419596267e-21,0.28117469441517484,0.05091997557639408,0.00022770340229351236,0.05000000000000002
0.2,1.3,0.2727688216788323,0.04671105940369977,0.2911161006651748,0.0479681526597274,0.007577790428818305,3.4815141397837986e-21,0.0010334368087930419,6.612170950351704e-20,0.29360215501216563,0.04871105940369977,0.00031865259964442157,0.020929113162716118
