alpha,Mach,cr,ci,stage1_mismatch,distance_to_center
0.2,1.2,0.20364185903482696,0.04422266952409093,0.014515753573156272,0.03788286038713432
0.2,1.2,0.2078085257014936,0.04422266952409093,0.013116587816486953,0.03427381572635946
0.2,1.2,0.2119751923681603,0.04422266952409093,0.01177939887453594,0.030805843601498722
0.2,1.2,0.21614185903482697,0.04422266952409093,0.010519704003416782,0.0275323042584121
0.2,1.2,0.22030852570149362,0.04422266952409093,0.009358120714033065,0.024531159323965462
0.2,1.2,0.22447519236816027,0.04422266952409093,0.008322582523480703,0.021914607000811135
0.2,1.2,0.22864185903482695,0.04422266952409093,0.0074502175120532595,0.019835434062415787
0.2,1.2,0.23280852570149363,0.04422266952409093,0.006786626437493055,0.018475960356937094
0.2,1.2,0.23697519236816028,0.04422266952409093,0.006378416640019747,0.018000000000000002
0.2,1.2,0.24114185903482693,0.04422266952409093,0.006256677746226658,0.018475960356937094
0.2,1.2,0.2453085257014936,0.04422266952409093,0.006419495001331689,0.019835434062415787
0.2,1.2,0.2494751923681603,0.04422266952409093,0.0068298707232711375,0.021914607000811135
0.2,1.2,0.25364185903482694,0.04422266952409093,0.007432022167451996,0.024531159323965462
0.2,1.2,0.2578085257014936,0.04422266952409093,0.008170514661491744,0.0275323042584121
0.2,1.2,0.26197519236816025,0.04422266952409093,0.00900028500653516,0.0308058436014987
0.2,1.2,0.26614185903482696,0.04422266952409093,0.009888199121674192,0.03427381572635946
0.2,1.2,0.2703085257014936,0.04422266952409093,0.010810947565803032,0.03788286038713432
0.2,1.2,0.27447519236816026,0.04422266952409093,0.011752350694905754,0.04159627387158612
0.2,1.2,0.27864185903482697,0.04422266952409093,0.012701149565745222,0.04538844689027278
0.2,1.2,0.2828085257014936,0.04422266952409093,0.013649430315872374,0.04924118646462984
0.2,1.2,0.28697519236816027,0.04422266952409093,0.01459155744151501,0.05314132102234568
0.2,1.2,0.1869751923681603,0.04622266952409093,0.020156314751664794,0.05249761899362674
0.2,1.2,0.19114185903482694,0.04622266952409093,0.018613731587918056,0.048545797392199094
0.2,1.2,0.19530852570149362,0.04622266952409093,0.017089699557223236,0.04463307194347158
0.2,1.2,0.1994751923681603,0.04622266952409093,0.015592309729379009,0.040770700263792356
0.2,1.2,0.20364185903482696,0.04622266952409093,0.01413004937309452,0.03697446566363212
0.2,1.2,0.2078085257014936,0.04622266952409093,0.012712387715006554,0.03326701736622093
0.2,1.2,0.2119751923681603,0.04622266952409093,0.011350706719953071,0.029681644159311654
0.2,1.2,0.21614185903482697,0.04622266952409093,0.010059725339344943,0.02626837980876965
0.2,1.2,0.22030852570149362,0.04622266952409093,0.008859623130290255,0.02310363126821794
0.2,1.2,0.22447519236816027,0.04622266952409093,0.0077790009721273225,0.02030394050424696
0.2,1.2,0.22864185903482695,0.04622266952409093,0.006858221953083192,0.018040078836979744
0.2,1.2,0.23280852570149363,0.04622266952409093,0.006150650588862551,0.01653363574992237
0.2,1.2,0.23697519236816028,0.04622266952409093,0.00571547734784994,0.016
0.2,1.2,0.24114185903482693,0.04622266952409093,0.005595731525589535,0.01653363574992237
0.2,1.2,0.2453085257014936,0.04622266952409093,0.005791227718393268,0.018040078836979744
0.2,1.2,0.2494751923681603,0.04622266952409093,0.006254642675660715,0.02030394050424696
0.2,1.2,0.25364185903482694,0.04622266952409093,0.0069166368230101204,0.02310363126821794
0.2,1.2,0.2578085257014936,0.04622266952409093,0.007712540243069673,0.02626837980876965
0.2,1.2,0.26197519236816025,0.04622266952409093,0.008593271966664297,0.029681644159311633
0.2,1.2,0.26614185903482696,0.04622266952409093,0.009524875748958352,0.03326701736622093
0.2,1.2,0.2703085257014936,0.04622266952409093,0.01048461428215833,0.03697446566363212
0.2,1.2,0.27447519236816026,0.04622266952409093,0.011457302926799407,0.040770700263792356
0.2,1.2,0.27864185903482697,0.04622266952409093,0.012432688139223626,0.04463307194347161
0.2,1.2,0.2828085257014936,0.04622266952409093,0.013403731880950988,0.048545797392199094
0.2,1.2,0.28697519236816027,0.04622266952409093,0.014365517995859212,0.05249761899362674
0.2,1.2,0.1869751923681603,0.04822266952409093,0.01983192895827398,0.05192301994298867
0.2,1.2,0.19114185903482694,0.04822266952409093,0.01828706892355378,0.047923840042764156
0.2,1.2,0.19530852570149362,0.04822266952409093,0.016758136570099676,0.04395578586615317
0.2,1.2,0.1994751923681603,0.04822266952409093,0.015252442956056007,0.04002811511925085
0.2,1.2,0.20364185903482696,0.04822266952409093,0.013777642395567452,0.03615399163454999
0.2,1.2,0.2078085257014936,0.04822266952409093,0.012342269674784776,0.03235265745567812
0.2,1.2,0.2119751923681603,0.04822266952409093,0.010956635182137249,0.0286530975637888
0.2,1.2,0.21614185903482697,0.04822266952409093,0.009634277992694373,0.02510035413650128
0.2,1.2,0.22030852570149362,0.04822266952409093,0.008394312807618143,0.02176643695641934
0.2,1.2,0.22447519236816027,0.04822266952409093,0.007265112132144088,0.018768324379123465
0.2,1.2,0.22864185903482695,0.04822266952409093,0.006289423180294808,0.016292465879799913
0.2,1.2,0.23280852570149363,0.04822266952409093,0.005528770211266239,0.014606885743070319
0.2,1.2,0.23697519236816028,0.04822266952409093,0.00505842340307352,0.013999999999999999
0.2,1.2,0.24114185903482693,0.04822266952409093,0.004938826861211039,0.014606885743070319
0.2,1.2,0.2453085257014936,0.04822266952409093,0.005172668770120137,0.016292465879799913
0.2,1.2,0.2494751923681603,0.04822266952409093,0.005697443258738139,0.018768324379123465
0.2,1.2,0.25364185903482694,0.04822266952409093,0.006425697763552787,0.02176643695641934
0.2,1.2,0.2578085257014936,0.04822266952409093,0.007282358680357972,0.02510035413650128
0.2,1.2,0.26197519236816025,0.04822266952409093,0.008215011287887049,0.028653097563788775
0.2,1.2,0.26614185903482696,0.04822266952409093,0.009189830239307195,0.03235265745567812
0.2,1.2,0.2703085257014936,0.04822266952409093,0.010185347840789555,0.03615399163454999
0.2,1.2,0.27447519236816026,0.04822266952409093,0.011187794205610524,0.04002811511925085
0.2,1.2,0.27864185903482697,0.04822266952409093,0.012188151410124288,0.04395578586615319
0.2,1.2,0.2828085257014936,0.04822266952409093,0.013180375500019556,0.047923840042764156
0.2,1.2,0.28697519236816027,0.04822266952409093,0.01416032575078378,0.05192301994298867
0.2,1.2,0.1869751923681603,0.05022266952409093,0.019538282709281117,0.05141984052872975
0.2,1.2,0.19114185903482694,0.05022266952409093,0.017991828486537003,0.04737820642916366
0.2,1.2,0.19530852570149362,0.05022266952409093,0.01645886403781256,0.043360248051770994
0.2,1.2,0.1994751923681603,0.05022266952409093,0.01494592976739894,0.03937321424522004
0.2,1.2,0.20364185903482696,0.05022266952409093,0.013459820617415357,0.035427547348230455
0.2,1.2,0.2078085257014936,0.05022266952409093,0.012008054574890938,0.03153877683811541
0.2,1.2,0.2119751923681603,0.05022266952409093,0.010599689651507675,0.027730849247724093
0.2,1.2,0.21614185903482697,0.05022266952409093,0.00924672380116525,0.024042208255020524
0.2,1.2,0.22030852570149362,0.05022266952409093,0.00796652685898066,0.020537229067665818
0.2,1.2,0.22447519236816027,0.05022266952409093,0.00678608465570447,0.017327723451163467
0.2,1.2,0.22864185903482695,0.05022266952409093,0.005749011419969307,0.014609738000540752
0.2,1.2,0.23280852570149363,0.05022266952409093,0.004924520250185634,0.012702799341527484
0.2,1.2,0.23697519236816028,0.05022266952409093,0.004408045847341305,0.012000000000000004
0.2,1.2,0.24114185903482693,0.05022266952409093,0.004286094534736887,0.012702799341527484
0.2,1.2,0.2453085257014936,0.05022266952409093,0.0045662843846885764,0.014609738000540752
0.2,1.2,0.2494751923681603,0.05022266952409093,0.005162917329129742,0.017327723451163467
0.2,1.2,0.25364185903482694,0.05022266952409093,0.0059643004982952936,0.020537229067665818
0.2,1.2,0.2578085257014936,0.05022266952409093,0.006884435776517899,0.024042208255020524
0.2,1.2,0.26197519236816025,0.05022266952409093,0.007869055098270761,0.027730849247724065
0.2,1.2,0.26614185903482696,0.05022266952409093,0.008885781278508585,0.03153877683811541
0.2,1.2,0.2703085257014936,0.05022266952409093,0.00991520684543515,0.035427547348230455
0.2,1.2,0.27447519236816026,0.05022266952409093,0.010945387290260055,0.03937321424522004
0.2,1.2,0.27864185903482697,0.05022266952409093,0.011968736147666319,0.04336024805177102
0.2,1.2,0.2828085257014936,0.05022266952409093,0.012980288208582684,0.04737820642916366
0.2,1.2,0.28697519236816027,0.05022266952409093,0.01397670773379493,0.05141984052872975
0.2,1.2,0.1869751923681603,0.05222266952409093,0.0192753590282063,0.05099019513592784
0.2,1.2,0.19114185903482694,0.05222266952409093,0.017728217170143345,0.0469115598167919
0.2,1.2,0.19530852570149362,0.05222266952409093,0.016192353678139433,0.04284986710727479
0.2,1.2,0.1994751923681603,0.05222266952409093,0.014673567895273262,0.03881043674065004
0.2,1.2,0.20364185903482696,0.05222266952409093,0.013177800385832578,0.03480102169636849
0.2,1.2,0.2078085257014936,0.05222266952409093,0.011711515218822363,0.03083333333333334
0.2,1.2,0.2119751923681603,0.05222266952409093,0.010282397535360902,0.026925824035672515
0.2,1.2,0.21614185903482697,0.05222266952409093,0.008900609207767383,0.023109041039770063
0.2,1.2,0.22030852570149362,0.05222266952409093,0.007581118499146888,0.019436506316151
0.2,1.2,0.22447519236816027,0.05222266952409093,0.006348178880426182,0.016007810593582132
0.2,1.2,0.22864185903482695,0.05222266952409093,0.005243960313526314,0.013017082793177757
0.2,1.2,0.23280852570149363,0.05222266952409093,0.004343268224940448,0.010833333333333328
0.2,1.2,0.23697519236816028,0.05222266952409093,0.003765701386663427,0.010000000000000002
0.2,1.2,0.24114185903482693,0.05222266952409093,0.0036377904065056296,0.010833333333333328
0.2,1.2,0.2453085257014936,0.05222266952409093,0.0039759823614190426,0.013017082793177757
0.2,1.2,0.2494751923681603,0.05222266952409093,0.0046575773758222765,0.016007810593582132
0.2,1.2,0.25364185903482694,0.05222266952409093,0.005538834031724624,0.019436506316151
0.2,1.2,0.2578085257014936,0.05222266952409093,0.006523903197599882,0.023109041039770063
0.2,1.2,0.26197519236816025,0.05222266952409093,0.007559230763550208,0.02692582403567249
0.2,1.2,0.26614185903482696,0.05222266952409093,0.008615523686765018,0.03083333333333334
0.2,1.2,0.2703085257014936,0.05222266952409093,0.009676235389483352,0.03480102169636849
0.2,1.2,0.27447519236816026,0.05222266952409093,0.010731594016325056,0.03881043674065004
0.2,1.2,0.27864185903482697,0.05222266952409093,0.011775577266362292,0.04284986710727482
0.2,1.2,0.2828085257014936,0.05222266952409093,0.012804335582942892,0.0469115598167919
0.2,1.2,0.28697519236816027,0.05222266952409093,0.01381533449842842,0.05099019513592784
0.2,1.2,0.1869751923681603,0.05422266952409093,0.019043104961967608,0.05063595560468864
0.2,1.2,0.19114185903482694,0.05422266952409093,0.017496382972334572,0.04652627692438376
0.2,1.2,0.19530852570149362,0.05422266952409093,0.015958996358509205,0.042427716307987993
0.2,1.2,0.1994751923681603,0.05422266952409093,0.014436054667030816,0.038343839140075664
0.2,1.2,0.20364185903482696,0.05422266952409093,0.012932684299435945,0.03427989368581984
0.2,1.2,0.2078085257014936,0.05422266952409093,0.011454313260565414,0.030243915825244008
0.2,1.2,0.2119751923681603,0.05422266952409093,0.010007216925974855,0.02624880949681337
0.2,1.2,0.21614185903482697,0.05422266952409093,0.008599545397955736,0.02231653597173578
0.2,1.2,0.22030852570149362,0.05422266952409093,0.007243343291435133,0.01848723283181606
0.2,1.2,0.22447519236816027,0.05422266952409093,0.005958784814070892,0.01484082207965584
0.2,1.2,0.22864185903482695,0.05422266952409093,0.004783561653891693,0.01155181563410897
0.2,1.2,0.23280852570149363,0.05422266952409093,0.0037933796075220417,0.009020039418489865
0.2,1.2,0.23697519236816028,0.05422266952409093,0.0031338732444910204,0.008
0.2,1.2,0.24114185903482693,0.05422266952409093,0.002994434734269715,0.009020039418489865
0.2,1.2,0.2453085257014936,0.05422266952409093,0.0034082298318292297,0.01155181563410897
0.2,1.2,0.2494751923681603,0.05422266952409093,0.004190581262278784,0.01484082207965584
0.2,1.2,0.25364185903482694,0.05422266952409093,0.0051571488911766935,0.01848723283181606
0.2,1.2,0.2578085257014936,0.05422266952409093,0.006206483460304771,0.02231653597173578
0.2,1.2,0.26197519236816025,0.05422266952409093,0.007289527512231533,0.026248809496813342
0.2,1.2,0.26614185903482696,0.05422266952409093,0.00838183540742763,0.030243915825244008
0.2,1.2,0.2703085257014936,0.05422266952409093,0.009470396972829108,0.03427989368581984
0.2,1.2,0.27447519236816026,0.05422266952409093,0.010547830384313634,0.038343839140075664
0.2,1.2,0.27864185903482697,0.05422266952409093,0.011609717569406285,0.04242771630798802
0.2,1.2,0.2828085257014936,0.05422266952409093,0.012653301234045407,0.04652627692438376
0.2,1.2,0.28697519236816027,0.05422266952409093,0.013676806051305123,0.05063595560468864
0.2,1.2,0.1869751923681603,0.05622266952409093,0.018841420822956624,0.05035871324805667
0.2,1.2,0.19114185903482694,0.05622266952409093,0.017296401490628957,0.046224392310169365
0.2,1.2,0.19530852570149362,0.05622266952409093,0.015759083020870566,0.0420964501010609
0.2,1.2,0.1994751923681603,0.05622266952409093,0.014233958164210631,0.03797696670351647
0.2,1.2,0.20364185903482696,0.05622266952409093,0.012725416117213208,0.03386902878901476
0.2,1.2,0.2078085257014936,0.05622266952409093,0.011237927690310559,0.029777415006082122
0.2,1.2,0.2119751923681603,0.05622266952409093,0.009776423520036074,0.025709920264364874
0.2,1.2,0.21614185903482697,0.05622266952409093,0.008347036140703682,0.021680124025885483
0.2,1.2,0.22030852570149362,0.05622266952409093,0.006958631570632308,0.017713773674115224
0.2,1.2,0.22447519236816027,0.05622266952409093,0.005626268966679185,0.013865424623862057
0.2,1.2,0.22864185903482695,0.05622266952409093,0.004379892990762729,0.010268614533832907
0.2,1.2,0.23280852570149363,0.05622266952409093,0.003288144264228361,0.007304869000270366
0.2,1.2,0.23697519236816028,0.05622266952409093,0.0025175189075741645,0.005999999999999998
0.2,1.2,0.24114185903482693,0.05622266952409093,0.002357172524165986,0.007304869000270366
0.2,1.2,0.2453085257014936,0.05622266952409093,0.002874224477359613,0.010268614533832907
0.2,1.2,0.2494751923681603,0.05622266952409093,0.0037746558247626683,0.013865424623862057
0.2,1.2,0.25364185903482694,0.05622266952409093,0.00482854401050278,0.017713773674115224
0.2,1.2,0.2578085257014936,0.05622266952409093,0.005938280677250045,0.021680124025885483
0.2,1.2,0.26197519236816025,0.05622266952409093,0.0070639177766376755,0.02570992026436485
0.2,1.2,0.26614185903482696,0.05622266952409093,0.008187356637965555,0.029777415006082122
0.2,1.2,0.2703085257014936,0.05622266952409093,0.009299497338766664,0.03386902878901476
0.2,1.2,0.27447519236816026,0.05622266952409093,0.01039536762257415,0.03797696670351647
0.2,1.2,0.27864185903482697,0.05622266952409093,0.011472076337600072,0.042096450101060924
0.2,1.2,0.2828085257014936,0.05622266952409093,0.012527866259283423,0.046224392310169365
0.2,1.2,0.28697519236816027,0.05622266952409093,0.013561638126785302,0.05035871324805667
0.2,1.2,0.1869751923681603,0.05822266952409093,0.018670150365241164,0.050159744815937796
0.2,1.2,0.19114185903482694,0.05822266952409093,0.017128263384846795,0.04600754768996545
0.2,1.2,0.19530852570149362,0.05822266952409093,0.015592786663168587,0.04185822632543226
0.2,1.2,0.1994751923681603,0.05822266952409093,0.014067689322051345,0.037712729946266135
0.2,1.2,0.20364185903482696,0.05822266952409093,0.01255673558469029,0.03357247549870445
0.2,1.2,0.2078085257014936,0.05822266952409093,0.011063579471981735,0.029439674666076814
0.2,1.2,0.2119751923681603,0.05822266952409093,0.009591982205308736,0.02531797780234432
0.2,1.2,0.21614185903482697,0.05822266952409093,0.008146257764774758,0.021213858153993983
0.2,1.2,0.22030852570149362,0.05822266952409093,0.0067322271216526085,0.01713994684290992
0.2,1.2,0.22447519236816027,0.05822266952409093,0.005359501395582624,0.013124404748406699
0.2,1.2,0.22864185903482695,0.05822266952409093,0.004047851485846373,0.009243616415908032
0.2,1.2,0.23280852570149363,0.05822266952409093,0.002848648072391205,0.005775907817054477
0.2,1.2,0.23697519236816028,0.05822266952409093,0.0019277702745944703,0.0040000000000000036
0.2,1.2,0.24114185903482693,0.05822266952409093,0.0017289062186336861,0.005775907817054477
0.2,1.2,0.2453085257014936,0.05822266952409093,0.0023940860996171753,0.009243616415908032
0.2,1.2,0.2494751923681603,0.05822266952409093,0.003426806007040479,0.013124404748406699
0.2,1.2,0.25364185903482694,0.05822266952409093,0.004563373532463751,0.01713994684290992
0.2,1.2,0.2578085257014936,0.05822266952409093,0.005725394114302998,0.021213858153993983
0.2,1.2,0.26197519236816025,0.05822266952409093,0.00688611255854237,0.025317977802344294
0.2,1.2,0.26614185903482696,0.05822266952409093,0.008034446694053511,0.029439674666076814
0.2,1.2,0.2703085257014936,0.05822266952409093,0.009165100788740804,0.03357247549870445
0.2,1.2,0.27447519236816026,0.05822266952409093,0.01027528214439532,0.037712729946266135
0.2,1.2,0.27864185903482697,0.05822266952409093,0.01136341851700356,0.04185822632543229
0.2,1.2,0.2828085257014936,0.05822266952409093,0.012428589698758813,0.04600754768996545
0.2,1.2,0.28697519236816027,0.05822266952409093,0.01347024943498123,0.050159744815937796
0.2,1.2,0.1869751923681603,0.06022266952409093,0.018529072320946388,0.050039984012787204
0.2,1.2,0.19114185903482694,0.06022266952409093,0.016991863509522042,0.04587694894437123
0.2,1.2,0.19530852570149362,0.06022266952409093,0.015460146528745649,0.04171463905047136
0.2,1.2,0.1994751923681603,0.06022266952409093,0.013937476916553691,0.03755329546125078
0.2,1.2,0.20364185903482696,0.06022266952409093,0.012427136644741784,0.03339327943031518
0.2,1.2,0.2078085257014936,0.06022266952409093,0.010932158668350681,0.02923515767777634
0.2,1.2,0.2119751923681603,0.06022266952409093,0.009455414708593653,0.025079872407968898
0.2,1.2,0.21614185903482697,0.06022266952409093,0.007999809274127771,0.020929113162716118
0.2,1.2,0.22030852570149362,0.06022266952409093,0.006568703915605398,0.016786237749352225
0.2,1.2,0.22447519236816027,0.06022266952409093,0.005166962682526128,0.012658988901172175
0.2,1.2,0.22864185903482695,0.06022266952409093,0.0038040844269015116,0.00856997342145496
0.2,1.2,0.23280852570149363,0.06022266952409093,0.0025066650730197646,0.004621808207954004
0.2,1.2,0.23697519236816028,0.06022266952409093,0.0013937180532814406,0.0020000000000000018
0.2,1.2,0.24114185903482693,0.06022266952409093,0.0011191023763663496,0.004621808207954004
0.2,1.2,0.2453085257014936,0.06022266952409093,0.0020039167102028255,0.00856997342145496
0.2,1.2,0.2494751923681603,0.06022266952409093,0.0031678143328985296,0.012658988901172175
0.2,1.2,0.25364185903482694,0.06022266952409093,0.004372053787530828,0.016786237749352225
0.2,1.2,0.2578085257014936,0.06022266952409093,0.005573346920096585,0.020929113162716118
0.2,1.2,0.26197519236816025,0.06022266952409093,0.006759267644835251,0.025079872407968874
0.2,1.2,0.26614185903482696,0.06022266952409093,0.007925030814513878,0.02923515767777634
0.2,1.2,0.2703085257014936,0.06022266952409093,0.009068446891530899,0.03339327943031518
0.2,1.2,0.27447519236816026,0.06022266952409093,0.010188408137835938,0.03755329546125078
0.2,1.2,0.27864185903482697,0.06022266952409093,0.011284326544554761,0.04171463905047139
0.2,1.2,0.2828085257014936,0.06022266952409093,0.012355891130251302,0.04587694894437123
0.2,1.2,0.28697519236816027,0.06022266952409093,0.013402950536408153,0.050039984012787204
0.2,1.2,0.1869751923681603,0.06222266952409093,0.018417893666442392,0.04999999999999999
0.2,1.2,0.19114185903482694,0.06222266952409093,0.016886992343149346,0.04583333333333334
0.2,1.2,0.19530852570149362,0.06222266952409093,0.015361055573542306,0.04166666666666666
0.2,1.2,0.1994751923681603,0.06222266952409093,0.013843347382796233,0.03749999999999998
0.2,1.2,0.20364185903482696,0.06222266952409093,0.01233683273685963,0.033333333333333326
0.2,1.2,0.2078085257014936,0.06222266952409093,0.010844161481714664,0.029166666666666674
0.2,1.2,0.2119751923681603,0.06222266952409093,0.009367678844415092,0.024999999999999994
0.2,1.2,0.21614185903482697,0.06222266952409093,0.007909465445294672,0.020833333333333315
0.2,1.2,0.22030852570149362,0.06222266952409093,0.006471423364574124,0.016666666666666663
0.2,1.2,0.22447519236816027,0.06222266952409093,0.005055471577892992,0.012500000000000011
0.2,1.2,0.22864185903482695,0.06222266952409093,0.003664113189444727,0.008333333333333331
0.2,1.2,0.23280852570149363,0.06222266952409093,0.0023028612716832386,0.004166666666666652
0.2,1.2,0.23697519236816028,0.06222266952409093,0.001001499428856441,0.0
0.2,1.2,0.24114185903482693,0.06222266952409093,0.0005777101275638375,0.004166666666666652
0.2,1.2,0.2453085257014936,0.06222266952409093,0.0017612197318003528,0.008333333333333331
0.2,1.2,0.2494751923681603,0.06222266952409093,0.003018890587798284,0.012500000000000011
0.2,1.2,0.25364185903482694,0.06222266952409093,0.004263407360010499,0.016666666666666663
0.2,1.2,0.2578085257014936,0.06222266952409093,0.005486394271718616,0.020833333333333315
0.2,1.2,0.26197519236816025,0.06222266952409093,0.006685679263308944,0.024999999999999967
0.2,1.2,0.26614185903482696,0.06222266952409093,0.007860455300499503,0.029166666666666674
0.2,1.2,0.2703085257014936,0.06222266952409093,0.009010376219664523,0.033333333333333326
0.2,1.2,0.27447519236816026,0.06222266952409093,0.01013529697704003,0.03749999999999998
0.2,1.2,0.27864185903482697,0.06222266952409093,0.011235176929279724,0.041666666666666685
0.2,1.2,0.2828085257014936,0.06222266952409093,0.012310036525279715,0.04583333333333334
0.2,1.2,0.28697519236816027,0.06222266952409093,0.01335993496049821,0.04999999999999999
0.2,1.2,0.1869751923681603,0.06422266952409093,0.01833624490666317,0.050039984012787204
0.2,1.2,0.19114185903482694,0.06422266952409093,0.016813330225663062,0.04587694894437123
0.2,1.2,0.19530852570149362,0.06422266952409093,0.015295252129174682,0.04171463905047136
0.2,1.2,0.1994751923681603,0.06422266952409093,0.013785111175055476,0.03755329546125078
0.2,1.2,0.20364185903482696,0.06422266952409093,0.01228573261727404,0.03339327943031518
0.2,1.2,0.2078085257014936,0.06422266952409093,0.01079964461508141,0.02923515767777634
0.2,1.2,0.2119751923681603,0.06422266952409093,0.009329076552407336,0.025079872407968898
0.2,1.2,0.21614185903482697,0.06422266952409093,0.007875975919172683,0.020929113162716118
0.2,1.2,0.22030852570149362,0.06422266952409093,0.006442046500278462,0.016786237749352225
0.2,1.2,0.22447519236816027,0.06422266952409093,0.005028825994634641,0.012658988901172175
0.2,1.2,0.22864185903482695,0.06422266952409093,0.003637886561764598,0.00856997342145496
0.2,1.2,0.23280852570149363,0.06422266952409093,0.002271648857343924,0.004621808207954004
0.2,1.2,0.23697519236816028,0.06422266952409093,0.000940827703821044,0.0020000000000000018
0.2,1.2,0.24114185903482693,0.06422266952409093,0.00047048352578642867,0.004621808207954004
0.2,1.2,0.2453085257014936,0.06422266952409093,0.0017260796661286058,0.00856997342145496
0.2,1.2,0.2494751923681603,0.06422266952409093,0.002994807950612425,0.012658988901172175
0.2,1.2,0.25364185903482694,0.06422266952409093,0.0042426952742466665,0.016786237749352225
0.2,1.2,0.2578085257014936,0.06422266952409093,0.005466863362998033,0.020929113162716118
0.2,1.2,0.26197519236816025,0.06422266952409093,0.006666525438621349,0.025079872407968874
0.2,1.2,0.26614185903482696,0.06422266952409093,0.007841372690352746,0.02923515767777634
0.2,1.2,0.2703085257014936,0.06422266952409093,0.008991274143160047,0.03339327943031518
0.2,1.2,0.27447519236816026,0.06422266952409093,0.010116187502987777,0.03755329546125078
0.2,1.2,0.27864185903482697,0.06422266952409093,0.011216123533932146,0.04171463905047139
0.2,1.2,0.2828085257014936,0.06422266952409093,0.012291128355976785,0.04587694894437123
0.2,1.2,0.28697519236816027,0.06422266952409093,0.013341273099461254,0.050039984012787204
0.2,1.2,0.1869751923681603,0.06622266952409094,0.01828367757163989,0.050159744815937796
0.2,1.2,0.19114185903482694,0.06622266952409094,0.01677044476259767,0.04600754768996545
0.2,1.2,0.19530852570149362,0.06622266952409094,0.015262316411494836,0.04185822632543226
0.2,1.2,0.1994751923681603,0.06622266952409094,0.013762356932732282,0.037712729946266135
0.2,1.2,0.20364185903482696,0.06622266952409094,0.012273429344908045,0.03357247549870445
0.2,1.2,0.2078085257014936,0.06622266952409094,0.010798202964430443,0.029439674666076814
0.2,1.2,0.2119751923681603,0.06622266952409094,0.009339205743468141,0.02531797780234432
0.2,1.2,0.21614185903482697,0.06622266952409094,0.007898952323279652,0.021213858153993983
0.2,1.2,0.22030852570149362,0.06622266952409094,0.006480235941454281,0.01713994684290992
0.2,1.2,0.22447519236816027,0.06622266952409094,0.0050868638926046105,0.013124404748406699
0.2,1.2,0.22864185903482695,0.06622266952409094,0.0037259066059681387,0.009243616415908032
0.2,1.2,0.23280852570149363,0.06622266952409094,0.0024169943072421254,0.005775907817054477
0.2,1.2,0.23697519236816028,0.06622266952409094,0.0012556646634942952,0.0040000000000000036
0.2,1.2,0.24114185903482693,0.06622266952409094,0.0009507240540691002,0.005775907817054477
0.2,1.2,0.2453085257014936,0.06622266952409094,0.0019072404076778038,0.009243616415908032
0.2,1.2,0.2494751923681603,0.06622266952409094,0.0030969161208821714,0.013124404748406699
