alpha,Mach,N,mapping_kind,mapping_scale,cubic_delta,xi_max,shooting_cr,shooting_ci,gep_cr,gep_ci,gep_omega_i,distance_to_shooting,selection_source,n_finite_modes,success
0.18,1.8,641,pin,1.5,0.2,0.95,0.47708333333333325,0.012988934895833332,0.4764356604075087,0.012651786271119117,0.002277321528801441,0.0009349636353532193,nearest_to_target,190,True
0.18,1.8,721,pin,3.0,0.2,0.9,0.47708333333333325,0.012988934895833332,0.47554088022090096,0.01097584727825575,0.001975652510086035,0.004311525093076552,nearest_to_target,208,True
0.18,1.8,721,pin,1.5,0.2,0.95,0.47708333333333325,0.012988934895833332,0.4799270044387447,0.011091814836390365,0.0019965266705502657,0.004741595030737601,nearest_to_target,209,True
0.18,1.8,641,pin,3.0,0.2,0.9,0.47708333333333325,0.012988934895833332,0.4717556685582508,0.012637556023711296,0.0022747600842680333,0.005373814325295337,nearest_to_target,194,True
0.18,1.8,561,pin,1.5,0.2,0.95,0.47708333333333325,0.012988934895833332,0.4719675850072044,0.014676204184011813,0.002641716753122126,0.00612849015171038,nearest_to_target,168,True
0.18,1.8,561,pin,3.0,0.2,0.9,0.47708333333333325,0.012988934895833332,0.4825770245732913,0.014583377530679897,0.0026250079555223812,0.006352136074050834,nearest_to_target,171,True
0.18,1.8,721,pin,5.0,0.2,0.9,0.47708333333333325,0.012988934895833332,0.4780412861774236,0.016751054531926733,0.003015189815746812,0.007584975298352589,nearest_to_target,227,True
0.18,1.8,561,pin,2.0,0.2,0.9,0.47708333333333325,0.012988934895833332,0.4733074974681115,0.00957573560174233,0.0017236324083136194,0.007801067501683857,nearest_to_target,164,True
0.18,1.8,561,pin,1.5,0.2,0.9,0.47708333333333325,0.012988934895833332,0.47681705761765847,0.009047351844831566,0.0016285233320696819,0.00788766191900589,nearest_to_target,157,True
0.18,1.8,721,pin,2.0,0.2,0.95,0.47708333333333325,0.012988934895833332,0.4797143909099234,0.01712174406649479,0.003081913931969062,0.008674267146897556,nearest_to_target,219,True
0.18,1.8,641,pin,2.0,0.2,0.9,0.47708333333333325,0.012988934895833332,0.47973967936300754,0.008273556225420944,0.0014892401205757698,0.009797722095001817,nearest_to_target,182,True
0.18,1.8,721,pin,1.5,0.2,0.98,0.47708333333333325,0.012988934895833332,0.47879573360257244,0.01815560266147402,0.0032680084790653236,0.010474260732105759,nearest_to_target,219,True
0.18,1.8,641,pin,1.5,0.2,0.9,0.47708333333333325,0.012988934895833332,0.4773552834298582,0.007746647835246685,0.0013943966103444033,0.01048810046468743,nearest_to_target,176,True
0.18,1.8,721,pin,2.0,0.2,0.9,0.47708333333333325,0.012988934895833332,0.475556343424508,0.007135100184010071,0.0012843180331218128,0.01180682944380251,nearest_to_target,201,True
0.18,1.8,721,pin,1.5,0.2,0.9,0.47708333333333325,0.012988934895833332,0.4777758954192212,0.006751296258872383,0.001215233326597029,0.01249448619608032,nearest_to_target,195,True
0.18,1.8,641,pin,2.0,0.2,0.95,0.47708333333333325,0.012988934895833332,0.4816751345825847,0.01938375503650008,0.0034890759065700143,0.013588949085140307,nearest_to_target,198,True
0.18,1.8,721,pin,3.0,0.2,0.95,0.47708333333333325,0.012988934895833332,0.4727482666480348,0.01958911368722694,0.0035260404637008492,0.013893964282357727,nearest_to_target,230,True
0.18,1.8,641,pin,1.5,0.2,0.98,0.47708333333333325,0.012988934895833332,0.47216459648270476,0.01988241635708985,0.003578834944276173,0.014638111860225686,nearest_to_target,203,True
