epoch,loss,loss_pde,loss_bc,loss_bc_kappa,loss_bc_q,loss_norm,loss_integral_norm,loss_phase,loss_peak_slope,loss_peak_curvature,loss_loc_center,loss_loc_spread,loss_first_order_v_energy,loss_first_order_amp_cap,loss_riccati_anchor,loss_q_supervision,loss_riccati_center_kappa,loss_riccati_center_peak,loss_riccati_boundary_band_kappa,loss_riccati_boundary_band_q,loss_riccati_shooting_match,loss_ci_stability_outside,loss_ci_neutrality,loss_ci_low_alpha_zero,loss_ci_smoothness,loss_ci_supervision,stage_w_ci_supervision,stage_neutral_fraction,ci_supervision_neutral_fraction,stage2_started,mapping_scale,ci_mid,audit_ci_mae,audit_ci_max_abs,audit_ci_mean_rel,audit_ci_max_rel,audit_p_rel_l2_mean,audit_p_rel_l2_max,audit_env_rel_mean,audit_env_rel_max,audit_phase_rel_mean,audit_phase_rel_max,audit_peak_shift_mean,audit_peak_shift_max,audit_env_rel_weighted_mean,audit_phase_rel_weighted_mean,audit_peak_shift_weighted_mean,audit_checkpoint_metric,n_focus_alphas,focus_alpha_min,focus_alpha_max
1,6.147330284118652,0.06765861064195633,0.5571250915527344,0.0,0.0,0.038294825702905655,0.22027742862701416,0.0020607211627066135,0.03370116651058197,0.0033497302792966366,0.0019762800075113773,6.826757907867432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010903718648478389,2.0,0.0,0.0,0,3.0000009536743164,0.2614104151725769,0.005923701242146973,0.005923701242146973,0.022158417713409876,0.022158417713409876,6.438857302562745,6.438857302562745,6.436936697095918,6.436936697095918,0.03137865407772584,0.03137865407772584,74.24251556396484,74.24251556396484,6.436936697095918,0.03137865407772584,74.24251556396484,25.042873421336726,1,0.5,0.5
2,3.6474056243896484,0.01677563600242138,0.21289142966270447,0.0,0.0,0.1522139310836792,0.633883535861969,0.0013893740251660347,0.0003332632768433541,0.00039902396383695304,0.006402643863111734,5.9483513832092285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.509008456603624e-05,2.0,0.0,0.0,0,3.0000009536743164,0.28477922081947327,,,,,,,,,,,,,,,,3.6474056243896484,0,,
3,2.9538748264312744,0.004520221147686243,0.08535005152225494,0.0,0.0,0.26167717576026917,0.8482813239097595,0.0015417542308568954,2.7416714146966115e-05,0.00019926518143620342,0.08362423628568649,14.409476280212402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00030433107167482376,2.0,0.0,0.0,0,3.0000009536743164,0.28923457860946655,,,,,,,,,,,,,,,,2.9538748264312744,0,,
4,2.7476956844329834,0.0014721774496138096,0.035728923976421356,0.0,0.0,0.3400820195674896,0.9374883770942688,0.0007188276504166424,1.8302156604477204e-05,7.247502071550116e-05,0.0010778289288282394,1.975629448890686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004796308057848364,2.0,0.0,0.0,0,3.0000009536743164,0.28197669982910156,,,,,,,,,,,,,,,,2.7476956844329834,0,,
5,2.6930532455444336,0.0005898553063161671,0.015850689262151718,0.0,0.0,0.391230046749115,0.9728672504425049,0.00023699578014202416,4.03218973588082e-06,2.0801353457500227e-05,0.04130346700549126,19.238903045654297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002144056197721511,2.0,0.0,0.0,0,3.0000009536743164,0.2707875370979309,,,,,,,,,,,,,,,,2.6930532455444336,0,,
6,2.686384677886963,0.00028505941736511886,0.007592278532683849,0.0,0.0,0.4236952066421509,0.9871900677680969,5.7500979892211035e-05,6.973033919166483e-07,5.839290679432452e-06,0.0004997370997443795,7.517629623413086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1926203114853706e-05,2.0,0.0,0.0,0,3.0000009536743164,0.2603895664215088,,,,,,,,,,,,,,,,2.686384677886963,0,,
7,2.6933460235595703,0.00015476859698537737,0.003961471375077963,0.0,0.0,0.44443413615226746,0.9933993220329285,7.557161097793141e-06,1.1368788932486495e-07,1.7901279534271453e-06,0.0003627327096182853,17.96831703186035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.822618211619556e-05,2.0,0.0,0.0,0,3.0000009536743164,0.2538161873817444,,,,,,,,,,,,,,,,2.6933460235595703,0,,
8,2.7025105953216553,9.413939551450312e-05,0.00224896427243948,0.0,0.0,0.4579894244670868,0.996288537979126,1.278669792270648e-08,1.746423095028149e-08,6.228986535461445e-07,0.005952460691332817,5.790639400482178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001827340602176264,2.0,0.0,0.0,0,3.0000009536743164,0.2520447075366974,,,,,,,,,,,,,,,,2.7025105953216553,0,,
9,2.7104721069335938,6.199374183779582e-05,0.0013803141191601753,0.0,0.0,0.4671019911766052,0.9977370500564575,3.111745854766923e-06,2.180642555416057e-09,2.474552900366689e-07,7.477017788914964e-05,30.700956344604492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00023376563331112266,2.0,0.0,0.0,0,3.0000009536743164,0.2544473707675934,,,,,,,,,,,,,,,,2.7104721069335938,0,,
10,2.716628313064575,4.345380875747651e-05,0.0009083484765142202,0.0,0.0,0.47340020537376404,0.9985200762748718,7.238175840029726e-06,1.0690359708576125e-10,1.1138098443552735e-07,0.017858512699604034,4.205289840698242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001660678826738149,2.0,0.0,0.0,0,3.0000009536743164,0.25976964831352234,,,,,,,,,,,,,,,,2.716628313064575,0,,
