alpha,mach,ci_classic,ci_pinn,ci_abs_err,p_rel,rho_rel,u_rel,v_rel,amp_rel,phase_rmse
0.2,0.5,0.5512325967833764,0.5529733896255493,0.001740792842172878,0.012125941225581749,0.012125941225581749,0.052032807926478825,0.04128160635709283,0.010043824334565691,0.01588554472396699
0.25,0.5,0.4974041997297217,0.4984429180622101,0.0010387183324883642,0.015127061731240716,0.015127061731240716,0.05522184232659296,0.04548375680496989,0.013684261581823941,0.01435354737320371
0.3,0.5,0.4466618767311233,0.4469829201698303,0.000321043438707036,0.014987288159676843,0.014987288159676843,0.04640987989507581,0.04252661970743195,0.0138541845047114,0.014613837506334975
0.5,0.5,0.2673259130218139,0.26747938990592957,0.0001534768841156553,0.005764692368671792,0.005764692368671792,0.014427397977147496,0.016853481092614662,0.003961488510660667,0.02208589853441958
0.7,0.5,0.11418047871820684,0.11406087130308151,0.00011960741512533068,0.0087001437125124,0.0087001437125124,0.017846456573383327,0.019709229460357143,0.005392100584705749,0.03908724038150169
0.75,0.5,0.07876502193706378,0.07814234495162964,0.0006226769854341396,0.013468197542005116,0.013468197542005116,0.015016924688937089,0.020518793596357304,0.011022315528502514,0.040564947222821154
0.8,0.5,0.044283907611436094,0.046071890741586685,0.0017879831301505916,0.02188454251121469,0.02188454251121469,0.04991873900787706,0.03746220810558745,0.02030301870609704,0.04105562630667169
