alpha,ci_reference,ci_pinn,ci_abs_err
0.05,0.7373396102339298,0.73258466,0.004754954949048207
0.06,0.7234887548720724,0.7201485,0.0033402510917074357
0.07,0.7098943759999781,0.70778155,0.0021128227315454495
0.08,0.6965228978948917,0.6954861,0.001036769564661033
0.09,0.6833774401074406,0.68326527,0.00011217130479779236
0.09999999999999999,0.6704450642662939,0.6711218,0.0006767118376794778
0.10999999999999999,0.6577194676380136,0.6590577,0.001338209154131187
0.12,0.6451692358946723,0.6470761,0.001906834414012959
0.13,0.6328522055255654,0.6351791,0.0023268968952414593
0.13999999999999999,0.6206868572464682,0.6233693,0.0026824192771218724
0.14999999999999997,0.608697653154457,0.6116491,0.0029514428576584706
0.15999999999999998,0.5968711611780977,0.60002077,0.0031496050801420594
0.16999999999999998,0.5852604890303206,0.58848643,0.0032259439988542304
0.18,0.573737574050434,0.5770485,0.0033109064602776517
0.19,0.5624209113143993,0.56570876,0.003287845132439071
0.19999999999999996,0.5512567600239201,0.5544695,0.003212765790136296
0.20999999999999996,0.5401987927988501,0.5433324,0.003133605138924578
0.21999999999999997,0.5293236693934575,0.5322994,0.0029757299824579864
0.22999999999999998,0.5185355820762613,0.52137214,0.0028365573776266695
0.24,0.5079066445027409,0.51055217,0.002645523389715132
0.24999999999999994,0.4974042726751259,0.4998411,0.0024368213419029283
0.25999999999999995,0.48702535308197376,0.48924005,0.0022146972338831783
0.26999999999999996,0.47677993496620047,0.47875038,0.0019704429272474067
0.27999999999999997,0.46662245633725286,0.46837315,0.0017506932961547372
0.29,0.45658049911631576,0.45810914,0.0015286412798024007
0.3,0.4466834236245764,0.44795936,0.001275939835964357
0.30999999999999994,0.43687513517510707,0.43792415,0.0010490114771146142
0.31999999999999995,0.42713491643995766,0.428004,0.0008690801706838225
0.32999999999999996,0.41753696106719046,0.41819924,0.0006622800941559759
0.33999999999999997,0.40804194825674606,0.4085098,0.00046784264062332825
0.3499999999999999,0.3986020173908847,0.39893547,0.00033344961389131234
0.35999999999999993,0.3892815038059053,0.38947588,0.0001943782474699285
0.36999999999999994,0.3800696092603615,0.38013032,6.07115270683245e-05
0.37999999999999995,0.37092728633781463,0.3708979,2.9397200546565916e-05
0.38999999999999996,0.3618606132085333,0.36177728,8.333740782834331e-05
0.3999999999999999,0.35291410395147305,0.3527671,0.00014699408056240149
0.4099999999999999,0.34401621833896645,0.34386557,0.00015064493274696833
0.41999999999999993,0.3352044946722528,0.3350705,0.000134003835155605
0.42999999999999994,0.3264621938395461,0.32637924,8.295428037252695e-05
0.43999999999999995,0.31779839040828045,0.31778896,9.43185878093944e-06
0.4499999999999999,0.30923295436726633,0.30929634,6.338538302358421e-05
0.4599999999999999,0.30069009893859056,0.3008975,0.00020740992104384404
0.4699999999999999,0.2922576520110274,0.2925883,0.00033064154137130153
0.4799999999999999,0.28386597318147977,0.2843639,0.0004979224731985754
0.48999999999999994,0.275582164720869,0.2762189,0.0006367264229298342
0.49999999999999994,0.2673341164147232,0.2681475,0.0008133819544937082
0.5099999999999999,0.25917454886415153,0.26014322,0.0009686715605005669
0.5199999999999999,0.25105447349962584,0.25219887,0.0011444014507830946
0.5299999999999999,0.24301183612098798,0.2443068,0.0012949666286458106
0.5399999999999999,0.23498063784374784,0.23645855,0.001477917020181907
0.5499999999999999,0.22707558782842732,0.22864532,0.0015697368786039279
0.5599999999999999,0.21918559934451098,0.2208574,0.0016717973773289208
0.57,0.21134946801456672,0.2130848,0.0017353340169503073
0.58,0.20360102867037466,0.20531711,0.0017160811528522668
0.59,0.19586623769491326,0.19754367,0.001677428071802739
0.6,0.18820271155587895,0.18975392,0.00155120828398006
0.61,0.18058759336240346,0.1819377,0.0013501011871570878
0.62,0.17303432533005708,0.17408545,0.0010511278225994736
0.63,0.16549907130794866,0.16618922,0.000690152219959661
0.6399999999999999,0.15804757426396715,0.15824294,0.00019536663874281102
0.6499999999999999,0.15063456017045396,0.15024358,0.00039097982911484586
0.6599999999999999,0.14326041460453542,0.1421917,0.0010687214177754756
0.6699999999999999,0.13590302813466634,0.13409315,0.0018098776381834936
0.6799999999999999,0.128637791437583,0.12595974,0.002678052348570853
0.69,0.12137835079592928,0.11781042,0.0035679301039622663
0.7,0.11418325320299562,0.10967255,0.004510706816276869
0.71,0.10703779761928515,0.10158213,0.005455665339412261
0.72,0.09988096730506782,0.0935841,0.006296869383219522
0.73,0.09280776600299877,0.0857318,0.007075969082699238
0.74,0.08575720229144801,0.07808484,0.007672360920865429
0.7499999999999999,0.07876988829586368,0.07070705,0.008062835349772979
0.7599999999999999,0.07179903144436564,0.06366251,0.008136524804408213
0.7699999999999999,0.06485044486393443,0.05701153,0.007838915060658369
0.7799999999999999,0.05796144074800838,0.05080636,0.007155082291396747
0.7899999999999999,0.05111849066657871,0.045087274,0.006031216502617301
0.7999999999999999,0.044273658832829355,0.039879836,0.004393822690766214
0.8099999999999999,0.03747584053835308,0.035193477,0.002282363712400551
0.82,0.030730335761012122,0.031021876,0.00029154049962611464
0.83,0.024007657041622426,0.02734483,0.003337173292564128
0.84,0.01729842208600003,0.024131056,0.006832633835316116
0.85,0.010634805770227514,0.021341635,0.01070682914405147
