epoch,loss,loss_pde,loss_bc,loss_bc_kappa,loss_bc_q,loss_norm,loss_integral_norm,loss_phase,loss_peak_slope,loss_peak_curvature,loss_loc_center,loss_loc_spread,loss_ci_supervision,stage_w_ci_supervision,stage_neutral_fraction,ci_supervision_neutral_fraction,stage2_started,mapping_scale,ci_mid,audit_ci_mae,audit_ci_max_abs,audit_ci_mean_rel,audit_ci_max_rel,audit_p_rel_l2_mean,audit_p_rel_l2_max,audit_env_rel_mean,audit_env_rel_max,audit_phase_rel_mean,audit_phase_rel_max,audit_peak_shift_mean,audit_peak_shift_max,audit_checkpoint_metric,n_focus_alphas,focus_alpha_min,focus_alpha_max
2713,0.16610059142112732,0.04277301952242851,0.12273475527763367,0.0034165894612669945,0.004428443033248186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00011856149649247527,5.0,0.2,0.35,0,3.0000009536743164,0.3400478959083557,,,,,,,,,,,,,,,,
2714,0.08825143426656723,0.04906656593084335,0.03853230178356171,0.0018606565427035093,0.0009962867479771376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00013051272253505886,5.0,0.2,0.35,0,3.0000009536743164,0.3434102237224579,,,,,,,,,,,,,,,,
2715,0.14026233553886414,0.03691980987787247,0.10261968523263931,0.0029116994701325893,0.0036751346196979284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00014456881035584956,5.0,0.2,0.35,0,3.0000009536743164,0.34493592381477356,,,,,,,,,,,,,,,,
2716,0.10438524931669235,0.036112602800130844,0.06747718155384064,0.006083889864385128,0.0003319141105748713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00015909294597804546,5.0,0.2,0.35,0,3.0000009536743164,0.3449209928512573,,,,,,,,,,,,,,,,
2717,0.07954854518175125,0.034713342785835266,0.043759819120168686,0.0012903088936582208,0.0015428365441039205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00021507611381821334,5.0,0.2,0.35,0,3.0000009536743164,0.34342071413993835,,,,,,,,,,,,,,,,
2718,0.12563642859458923,0.04791145771741867,0.07690384984016418,0.005384908523410559,0.0011527383467182517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00016422545013483614,5.0,0.2,0.35,0,3.0000009536743164,0.3418901860713959,,,,,,,,,,,,,,,,
2719,0.05715128406882286,0.03658575192093849,0.019779594615101814,0.0012649510754272342,0.00035650416975840926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00015718693612143397,5.0,0.2,0.35,0,3.0000009536743164,0.3410366475582123,,,,,,,,,,,,,,,,
2720,0.11048322170972824,0.03610667958855629,0.07335646450519562,0.006211809813976288,0.0005619183066301048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00020401610527187586,5.0,0.2,0.35,0,3.0000009536743164,0.34032508730888367,,,,,,,,,,,,,,,,
2721,0.08574573695659637,0.035032957792282104,0.049916237592697144,0.0036750473082065582,0.0006582883070223033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00015930805238895118,5.0,0.2,0.35,0,3.0000009536743164,0.34057796001434326,,,,,,,,,,,,,,,,
2722,0.06753205507993698,0.04184083268046379,0.024765051901340485,0.002165925456210971,0.00015528984658885747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00018523476319387555,5.0,0.2,0.35,0,3.0000009536743164,0.3410758972167969,,,,,,,,,,,,,,,,
2723,0.08466678112745285,0.04086490720510483,0.04303246736526489,0.0029234490357339382,0.0006898988503962755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00015388148312922567,5.0,0.2,0.35,0,3.0000009536743164,0.341388463973999,,,,,,,,,,,,,,,,
2724,0.07205352932214737,0.03857945650815964,0.03264720365405083,0.001266751904040575,0.0009989843238145113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001653750950936228,5.0,0.2,0.35,0,3.0000009536743164,0.3409174680709839,,,,,,,,,,,,,,,,
2725,0.05457895249128342,0.030883952975273132,0.02293045073747635,0.001969001954421401,0.00016202156257349998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00015291012823581696,5.0,0.2,0.35,0,3.0000009536743164,0.3396594822406769,,,,,,,,,,,,,,,,
2726,0.08774454891681671,0.03609220311045647,0.050993435084819794,0.002048039808869362,0.0015256517799571157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00013178231893107295,5.0,0.2,0.35,0,3.0000009536743164,0.33775970339775085,,,,,,,,,,,,,,,,
2727,0.0527886226773262,0.036818310618400574,0.015367459505796432,0.0005084220902062953,0.0005141619476489723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00012057081767125055,5.0,0.2,0.35,0,3.0000009536743164,0.3358672261238098,,,,,,,,,,,,,,,,
2728,0.05750653147697449,0.03340459242463112,0.023511076346039772,0.0007916504400782287,0.000779728579800576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00011817202903330326,5.0,0.2,0.35,0,3.0000009536743164,0.33398279547691345,,,,,,,,,,,,,,,,
2729,0.06087749823927879,0.0329851396381855,0.02719571441411972,0.0006890683434903622,0.0010152515023946762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00013932897127233446,5.0,0.2,0.35,0,3.0000009536743164,0.33181384205818176,,,,,,,,,,,,,,,,
2730,0.04042327031493187,0.03153509646654129,0.00823485478758812,0.0005995581159368157,0.00011196367995580658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001306637714151293,5.0,0.2,0.35,0,3.0000009536743164,0.3302708566188812,,,,,,,,,,,,,,,,
2731,0.05534309148788452,0.02783624827861786,0.026874171569943428,0.000901547959074378,0.0008929345640353858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00012653449084609747,5.0,0.2,0.35,0,3.0000009536743164,0.32987818121910095,,,,,,,,,,,,,,,,
2732,0.05669599771499634,0.026946566998958588,0.029079005122184753,0.0019469399703666568,0.0004804802592843771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00013408527593128383,5.0,0.2,0.35,0,3.0000009536743164,0.3298409879207611,,,,,,,,,,,,,,,,
2733,0.04427793249487877,0.027097433805465698,0.01651194505393505,0.0009168593678623438,0.00036716758040711284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001337106223218143,5.0,0.2,0.35,0,3.0000009536743164,0.32985222339630127,,,,,,,,,,,,,,,,
2734,0.055051304399967194,0.03323289379477501,0.021202802658081055,0.001142735593020916,0.000488772289827466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001231216301675886,5.0,0.2,0.35,0,3.0000009536743164,0.3296293020248413,,,,,,,,,,,,,,,,
2735,0.03909256309270859,0.028748799115419388,0.009690660052001476,0.000845551781821996,6.175712769618258e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001306207268498838,5.0,0.2,0.35,0,3.0000009536743164,0.3290095329284668,,,,,,,,,,,,,,,,
2736,0.036083731800317764,0.022832244634628296,0.012637307867407799,0.0006086627836339176,0.0003275339840911329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001228353794431314,5.0,0.2,0.35,0,3.0000009536743164,0.32841312885284424,,,,,,,,,,,,,,,,
2737,0.04362067952752113,0.02376151829957962,0.01917685568332672,0.0016488246619701385,0.0001344305055681616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00013646078878082335,5.0,0.2,0.35,0,3.0000009536743164,0.3280758261680603,,,,,,,,,,,,,,,,
2738,0.03551816940307617,0.02605246938765049,0.0088616032153368,0.0005832051392644644,0.00015147759404499084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00012081903696525842,5.0,0.2,0.35,0,3.0000009536743164,0.32818496227264404,,,,,,,,,,,,,,,,
2739,0.03685684874653816,0.023861084133386612,0.012402006424963474,0.000948830449488014,0.00014568511687684804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00011875215568579733,5.0,0.2,0.35,0,3.0000009536743164,0.32864516973495483,,,,,,,,,,,,,,,,
2740,0.035240594297647476,0.02104729227721691,0.01353506650775671,0.0010028753895312548,0.00017531565390527248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00013164714619051665,5.0,0.2,0.35,0,3.0000009536743164,0.3289872407913208,,,,,,,,,,,,,,,,
2741,0.032051485031843185,0.020260926336050034,0.011183270253241062,0.0008486432489007711,0.00013484185910783708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00012145801156293601,5.0,0.2,0.35,0,3.0000009536743164,0.3296068608760834,,,,,,,,,,,,,,,,
2742,0.031294237822294235,0.017921073362231255,0.012854905799031258,0.0009824901353567839,0.00015150020772125572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010365167690906674,5.0,0.2,0.35,0,3.0000009536743164,0.3302861452102661,,,,,,,,,,,,,,,,
2743,0.027000943198800087,0.015597543679177761,0.01070910319685936,0.0005676243454217911,0.00025164298131130636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00013885917724110186,5.0,0.2,0.35,0,3.0000009536743164,0.3304019272327423,,,,,,,,,,,,,,,,
2744,0.021587010473012924,0.015610531903803349,0.005488403141498566,0.00040120072662830353,7.381980685750023e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.761522233020514e-05,5.0,0.2,0.35,0,3.0000009536743164,0.3302343189716339,,,,,,,,,,,,,,,,
2745,0.028761383146047592,0.01655573397874832,0.011580873280763626,0.00043350254418328404,0.00036229242687113583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00012495530245359987,5.0,0.2,0.35,0,3.0000009536743164,0.3303154706954956,,,,,,,,,,,,,,,,
2746,0.017487451434135437,0.011803536675870419,0.00511062890291214,0.0003053887339774519,0.00010283706797054037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001146570430137217,5.0,0.2,0.35,0,3.0000009536743164,0.3303994834423065,,,,,,,,,,,,,,,,
2747,0.02290153130888939,0.012100765481591225,0.010201402939856052,0.00038480840157717466,0.0003176659520249814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00011987247853539884,5.0,0.2,0.35,0,3.0000009536743164,0.33107271790504456,,,,,,,,,,,,,,,,
2748,0.016339629888534546,0.00918539147824049,0.006558072287589312,0.00043010644731111825,0.00011285038635833189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00011923295096494257,5.0,0.2,0.35,0,3.0000009536743164,0.3317659795284271,,,,,,,,,,,,,,,,
2749,0.014401322230696678,0.007954934611916542,0.005863100290298462,0.00023418868659064174,0.00017606065375730395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00011665743659250438,5.0,0.2,0.35,0,3.0000009536743164,0.332579106092453,,,,,,,,,,,,,,,,
2750,0.017691796645522118,0.008077885955572128,0.009062658064067364,0.0006910464726388454,0.00010760967415990308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00011025024286936969,5.0,0.2,0.35,0,3.0000009536743164,0.3332900404930115,,,,,,,,,,,,,,,,
2751,0.011609040200710297,0.0063233207911252975,0.004717154428362846,0.00030016250093467534,8.577647531637922e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001137129875132814,5.0,0.2,0.35,0,3.0000009536743164,0.3340614140033722,,,,,,,,,,,,,,,,
2752,0.015349752269685268,0.004904899746179581,0.00982024148106575,0.0008661579340696335,5.7933102652896196e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001249221240868792,5.0,0.2,0.35,0,3.0000009536743164,0.33400824666023254,,,,,,,,,,,,,,,,
2753,0.00919504277408123,0.004914431367069483,0.0036497130058705807,0.0002626898931339383,5.1140697905793786e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00012617965694516897,5.0,0.2,0.35,0,3.0000009536743164,0.333819717168808,,,,,,,,,,,,,,,,
2754,0.010430669412016869,0.004409082233905792,0.005475004203617573,0.00039549946086481214,7.600049139000475e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010931666474789381,5.0,0.2,0.35,0,3.0000009536743164,0.3336937129497528,,,,,,,,,,,,,,,,
2755,0.008900795131921768,0.004091765731573105,0.004296156577765942,0.0002428327570669353,9.339144889963791e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010257447138428688,5.0,0.2,0.35,0,3.0000009536743164,0.3335932195186615,,,,,,,,,,,,,,,,
2756,0.009017891250550747,0.003625808982178569,0.004808683879673481,0.0003209362330380827,7.99660847405903e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00011667958460748196,5.0,0.2,0.35,0,3.0000009536743164,0.33302488923072815,,,,,,,,,,,,,,,,
2757,0.008895709179341793,0.0027499014977365732,0.00550782959908247,0.0001788949448382482,0.0001859439944382757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001275957329198718,5.0,0.2,0.35,0,3.0000009536743164,0.33221960067749023,,,,,,,,,,,,,,,,
2758,0.006653015036135912,0.0023905616253614426,0.0036626365035772324,0.00022367967176251113,7.129199366318062e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00011996336979791522,5.0,0.2,0.35,0,3.0000009536743164,0.33181360363960266,,,,,,,,,,,,,,,,
2759,0.008403223007917404,0.003259736578911543,0.0046292562037706375,0.0002289277035742998,0.00011699897004291415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010284596646670252,5.0,0.2,0.35,0,3.0000009536743164,0.33192870020866394,,,,,,,,,,,,,,,,
2760,0.006913941353559494,0.0019407225772738457,0.004356361459940672,0.0002507657918613404,9.24351770663634e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00012337148655205965,5.0,0.2,0.35,0,3.0000009536743164,0.33212074637413025,,,,,,,,,,,,,,,,
2761,0.00817383173853159,0.0031345838215202093,0.0044357990846037865,0.0002069225738523528,0.0001183286658488214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00012068965588696301,5.0,0.2,0.35,0,3.0000009536743164,0.3318973481655121,,,,,,,,,,,,,,,,
2762,0.00515988701954484,0.002015565987676382,0.002454760018736124,0.00015188223915174603,4.6796882088528946e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001379121677018702,5.0,0.2,0.35,0,3.0000009536743164,0.3312270939350128,,,,,,,,,,,,,,,,
2763,0.010307497344911098,0.0032293000258505344,0.006556171458214521,0.0004469402483664453,0.00010433843999635428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010440510959597304,5.0,0.2,0.35,0,3.0000009536743164,0.33070194721221924,,,,,,,,,,,,,,,,
2764,0.005729923024773598,0.0022561722435057163,0.002882398897781968,0.0002545128227211535,1.6863537894096226e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00011827029811684042,5.0,0.2,0.35,0,3.0000009536743164,0.32986366748809814,,,,,,,,,,,,,,,,
2765,0.00827813521027565,0.002760771196335554,0.004939957521855831,0.0002660958271007985,0.00011394995817681774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00011548121983651072,5.0,0.2,0.35,0,3.0000009536743164,0.32945477962493896,,,,,,,,,,,,,,,,
2766,0.008544240146875381,0.0023124334402382374,0.005580166820436716,0.0004948318237438798,3.159244079142809e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001303279132116586,5.0,0.2,0.35,0,3.0000009536743164,0.32909220457077026,,,,,,,,,,,,,,,,
2767,0.008792217820882797,0.0031360811553895473,0.005023519042879343,0.0001613977801753208,0.00017047705478034914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001265234313905239,5.0,0.2,0.35,0,3.0000009536743164,0.32914817333221436,,,,,,,,,,,,,,,,
2768,0.0064768437296152115,0.002564425114542246,0.0033048877958208323,0.0002835297491401434,2.3479511582991108e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00012150610564276576,5.0,0.2,0.35,0,3.0000009536743164,0.32944998145103455,,,,,,,,,,,,,,,,
2769,0.008411122485995293,0.0023590829223394394,0.005435303784906864,0.0002445027348585427,0.00014951382763683796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00012334712664596736,5.0,0.2,0.35,0,3.0000009536743164,0.32975804805755615,,,,,,,,,,,,,,,,
2770,0.00815553218126297,0.002560512162744999,0.004983383230865002,0.00021444451704155654,0.0001419468899257481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00012232732842676342,5.0,0.2,0.35,0,3.0000009536743164,0.3303600251674652,,,,,,,,,,,,,,,,
2771,0.006231158971786499,0.002539911773055792,0.003082127310335636,0.00022967378026805818,3.926947101717815e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001218240286107175,5.0,0.2,0.35,0,3.0000009536743164,0.33083245158195496,,,,,,,,,,,,,,,,
2772,0.007796048186719418,0.00268779369071126,0.004511069506406784,0.00025501547497697175,9.804572619032115e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00011943702702410519,5.0,0.2,0.35,0,3.0000009536743164,0.3307007849216461,,,,,,,,,,,,,,,,
2773,0.005818400532007217,0.002124268561601639,0.003142495173960924,0.00018796673975884914,6.314138590823859e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00011032736802008003,5.0,0.2,0.35,0,3.0000009536743164,0.3303893804550171,,,,,,,,,,,,,,,,
2774,0.005602965131402016,0.002050566952675581,0.0030385104473680258,0.0002684781211428344,1.7686455976217985e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001027775724651292,5.0,0.2,0.35,0,3.0000009536743164,0.33015379309654236,,,,,,,,,,,,,,,,
2775,0.005161564331501722,0.002242088783532381,0.002346262102946639,0.00014233600813895464,4.614509816747159e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00011464272392913699,5.0,0.2,0.35,0,3.0000009536743164,0.33046919107437134,,,,,,,,,,,,,,,,
2776,0.005992879159748554,0.0024943160824477673,0.0029031806625425816,0.00023113415227271616,2.9591952625196427e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00011907653242815286,5.0,0.2,0.35,0,3.0000009536743164,0.3302641808986664,,,,,,,,,,,,,,,,
2777,0.005494133569300175,0.0029965476132929325,0.0019044977379962802,0.00016428038361482322,1.3084693819109816e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001186176305054687,5.0,0.2,0.35,0,3.0000009536743164,0.33001235127449036,,,,,,,,,,,,,,,,
2778,0.007125941105186939,0.001868273364380002,0.004600857384502888,0.00036472646752372384,4.767964128404856e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00013136214693076909,5.0,0.2,0.35,0,3.0000009536743164,0.32996341586112976,,,,,,,,,,,,,,,,
2779,0.005792540963739157,0.0017693862318992615,0.0034203114919364452,0.00024743826361373067,4.729645297629759e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00012056867126375437,5.0,0.2,0.35,0,3.0000009536743164,0.3298393487930298,,,,,,,,,,,,,,,,
2780,0.004116881173104048,0.001697727246209979,0.0018807603046298027,0.00014687409566249698,2.0600964489858598e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010767870116978884,5.0,0.2,0.35,0,3.0000009536743164,0.3300541639328003,,,,,,,,,,,,,,,,
2781,0.004735955968499184,0.0015814148355275393,0.002587465103715658,0.0001824081118684262,3.816920070676133e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00011341515346430242,5.0,0.2,0.35,0,3.0000009536743164,0.3303039073944092,,,,,,,,,,,,,,,,
2782,0.004428576678037643,0.0018165262881666422,0.0021145804785192013,0.00014007497520651668,3.569154068827629e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.949388913810253e-05,5.0,0.2,0.35,0,3.0000009536743164,0.33046621084213257,,,,,,,,,,,,,,,,
2783,0.0039769066497683525,0.0017796112224459648,0.0016957998741418123,0.00013754249084740877,1.6018750102375634e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001002990611596033,5.0,0.2,0.35,0,3.0000009536743164,0.330750048160553,,,,,,,,,,,,,,,,
2784,0.004522406961768866,0.001564940088428557,0.002335925353690982,0.00016428933304268867,3.465160261839628e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00012430825154297054,5.0,0.2,0.35,0,3.0000009536743164,0.3311215937137604,,,,,,,,,,,,,,,,
2785,0.00430788891389966,0.0015900939470157027,0.002161386189982295,0.00014954179641790688,3.3298412745352834e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00011128175538033247,5.0,0.2,0.35,0,3.0000009536743164,0.33104443550109863,,,,,,,,,,,,,,,,
2786,0.0035593414213508368,0.001418855506926775,0.0015828609466552734,0.00013136527559254318,1.3460414265864529e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00011152498336741701,5.0,0.2,0.35,0,3.0000009536743164,0.3304438292980194,,,,,,,,,,,,,,,,
2787,0.005100301466882229,0.0016195159405469894,0.002833818318322301,0.00020567304454743862,3.885439582518302e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00012939347652718425,5.0,0.2,0.35,0,3.0000009536743164,0.33024370670318604,,,,,,,,,,,,,,,,
2788,0.0042801895178854465,0.00139475311152637,0.0022071204148232937,0.00015149838873185217,3.46068263752386e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001356631692033261,5.0,0.2,0.35,0,3.0000009536743164,0.32963886857032776,,,,,,,,,,,,,,,,
2789,0.0035006278194487095,0.001460945000872016,0.0014459060039371252,0.00011842595267808065,1.3082322766422294e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00011875534255523235,5.0,0.2,0.35,0,3.0000009536743164,0.32927244901657104,,,,,,,,,,,,,,,,
2790,0.00446290010586381,0.0016527939587831497,0.002351899165660143,0.00016863511700648814,3.327740341774188e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.164139191852883e-05,5.0,0.2,0.35,0,3.0000009536743164,0.3292366862297058,,,,,,,,,,,,,,,,
2791,0.004146545194089413,0.0013342996826395392,0.0022955071181058884,0.00017089345783460885,2.9328624805202708e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010334764374420047,5.0,0.2,0.35,0,3.0000009536743164,0.32925859093666077,,,,,,,,,,,,,,,,
2792,0.003467950504273176,0.0014312653802335262,0.00140974426176399,0.00011494056525407359,1.301693464483833e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00012538814917206764,5.0,0.2,0.35,0,3.0000009536743164,0.32930782437324524,,,,,,,,,,,,,,,,
2793,0.004158857278525829,0.0015932482201606035,0.0020206263288855553,0.00015458132838830352,2.374065479671117e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010899652261286974,5.0,0.2,0.35,0,3.0000009536743164,0.32982394099235535,,,,,,,,,,,,,,,,
2794,0.0041167582385241985,0.0015621788334101439,0.0020059000235050917,0.00014720953186042607,2.6690238883020356e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010973584721796215,5.0,0.2,0.35,0,3.0000009536743164,0.33078569173812866,,,,,,,,,,,,,,,,
2795,0.0033167994115501642,0.0013903588987886906,0.001413487596437335,0.00011003899271599948,1.5654881281079724e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010259059490635991,5.0,0.2,0.35,0,3.0000009536743164,0.3314122259616852,,,,,,,,,,,,,,,,
2796,0.003743307664990425,0.00144372065551579,0.0016859769821166992,0.00012109458475606516,2.375155600020662e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00012272197636775672,5.0,0.2,0.35,0,3.0000009536743164,0.33087003231048584,,,,,,,,,,,,,,,,
2797,0.003869533073157072,0.0016077470500022173,0.0017322711646556854,0.00013354732072912157,1.9839892047457397e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010590295278234407,5.0,0.2,0.35,0,3.0000009536743164,0.3304733335971832,,,,,,,,,,,,,,,,
2798,0.0035162067506462336,0.001345673925243318,0.0015494432300329208,0.00012272893218323588,1.6107693227240816e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001242178987013176,5.0,0.2,0.35,0,3.0000009536743164,0.3297552764415741,,,,,,,,,,,,,,,,
2799,0.0032607465982437134,0.0014407363487407565,0.0013392980908975005,0.00010301671863999218,1.545654231449589e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.614241571398452e-05,5.0,0.2,0.35,0,3.0000009536743164,0.3289334177970886,,,,,,,,,,,,,,,,
2800,0.0034056624863296747,0.0013960234355181456,0.0015172554412856698,0.0001256456016562879,1.303997305512894e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.847670298768207e-05,5.0,0.2,0.35,0,3.0000009536743164,0.32859066128730774,0.015677134360045447,0.029995998438463234,0.12491359039135018,1.4573535784380618,0.2781482241929244,1.1920252349736877,0.2205306817489794,0.9629534329583487,0.11372661767710275,0.5785554945732391,2.2007602827889587,15.034109401702878,0.984355404885225,8.0,0.18333333333333335,0.85
2801,0.006879615597426891,0.0010223932331427932,0.003363810945302248,0.0002511090715415776,4.2636012949515134e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004986823187209666,5.0,0.2,0.35,0,3.0000009536743164,0.3195737302303314,,,,,,,,,,,,,,,,
2802,0.007224869914352894,0.0016070526326075196,0.004956427030265331,0.0003073739353567362,9.413438965566456e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00013227807357907295,5.0,0.2,0.35,0,3.0000009536743164,0.308537095785141,,,,,,,,,,,,,,,,
2803,0.003946907818317413,0.0012863019946962595,0.0019527615513652563,9.07872527022846e-05,5.2244446123950183e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00014156883116811514,5.0,0.2,0.35,0,3.0000009536743164,0.30162158608436584,,,,,,,,,,,,,,,,
2804,0.006818144582211971,0.001958585577085614,0.0031617386266589165,0.0002709463005885482,2.2613787223235704e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00033956411061808467,5.0,0.2,0.35,0,3.0000009536743164,0.3008115291595459,,,,,,,,,,,,,,,,
2805,0.007296922616660595,0.0011280328035354614,0.004120045807212591,9.23606421565637e-05,0.00015982196782715619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004097687778994441,5.0,0.2,0.35,0,3.0000009536743164,0.3063746988773346,,,,,,,,,,,,,,,,
2806,0.0034573590382933617,0.0009833252988755703,0.0017108105821534991,9.256725024897605e-05,3.925690543837845e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00015264459943864495,5.0,0.2,0.35,0,3.0000009536743164,0.3144054412841797,,,,,,,,,,,,,,,,
2807,0.0040745120495557785,0.0010781303280964494,0.0025592027232050896,6.884076719870791e-05,9.353975474368781e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.74357865541242e-05,5.0,0.2,0.35,0,3.0000009536743164,0.3202967047691345,,,,,,,,,,,,,,,,
2808,0.0057792020961642265,0.0016227258602157235,0.0030218337196856737,0.00010720609134295955,9.74886424955912e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00022692848870065063,5.0,0.2,0.35,0,3.0000009536743164,0.32074716687202454,,,,,,,,,,,,,,,,
2809,0.0035755890421569347,0.0011239955201745033,0.0012278850190341473,6.409319757949561e-05,2.9347649615374394e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002447417064104229,5.0,0.2,0.35,0,3.0000009536743164,0.315919429063797,,,,,,,,,,,,,,,,
2810,0.004532645922154188,0.0015382064739242196,0.002341511892154813,5.9589343436528e-05,8.728092507226393e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00013058552576694638,5.0,0.2,0.35,0,3.0000009536743164,0.30835938453674316,,,,,,,,,,,,,,,,
