alpha,Mach,y,p_real,p_imag,p_abs,p_phase,rho_real,rho_imag,rho_abs
0.2,1.2,-68.41184260034508,-0.2097337467988537,-0.13852201576594564,0.2513495442568905,-2.5578950900996738,-0.3020165953903493,-0.19947170270296172,0.3619433437299223
0.2,1.2,-67.52005325253052,-0.23707864410452356,-0.09658041309342766,0.25599621029174724,-2.754742919836924,-0.3413932475105139,-0.13907579485453583,0.36863454282011604
0.2,1.2,-66.65078555441447,-0.25567041089790155,-0.05049029263843537,0.2606081899315842,-2.946619458903527,-0.36816539169297824,-0.07270602139934694,0.37527579350148127
0.2,1.2,-65.80319669488792,-0.26517690772770686,-0.0020901399441780647,0.26518514490260386,-3.133710758144603,-0.38185474712789785,-0.003009801519616413,0.38186660865974953
0.2,1.2,-64.97648539765817,-0.2656258420437244,0.04685565270872501,0.2697267879766455,-3.3161936723145873,-0.38250121254296315,0.06747213990056401,0.3884065746863695
0.2,1.2,-64.16988939377737,-0.2573573766694387,0.09471458978936836,0.2742328806783455,-3.4942364715267886,-0.3705946224039917,0.13638900929669043,0.3948953481768175
0.2,1.2,-63.38268307651139,-0.24097184195043572,0.14002878681524825,0.27870322881146536,-3.667999314477261,-0.34699945240862745,0.20164145301395747,0.4013326494885101
0.2,1.2,-62.61417532338843,-0.21727587402923298,0.18154376987131407,0.2831376799619856,-3.8376347559714685,-0.3128772586020955,0.26142302861469224,0.40771825914525917
0.2,1.2,-61.86370747168229,-0.18722959937297706,0.21822487871903298,0.28753612046715477,-4.003288190679127,-0.26961062309708694,0.31424382535540746,0.4140520134727028
0.2,1.2,-61.13065143487021,-0.15189684221111494,0.24926304836694255,0.2918984719982088,-4.165098244943005,-0.2187314527840055,0.35893878964839726,0.4203337996774206
0.2,1.2,-60.41440794873926,-0.11239971813856645,0.27407183458019696,0.29622469030751647,-4.323197214205416,-0.16185559411953568,0.3946634417954836,0.4265635540428237
0.2,1.2,-59.71440493685176,-0.06987853305154057,0.29227745767850055,0.3005147611157278,-4.477711361559077,-0.10062508759421841,0.4208795390570408,0.432741256006648
0.2,1.2,-59.03009598599822,-0.025457401504145775,0.3037036066131572,0.30476869911653104,-4.628761301736235,-0.036658658165969915,0.43733319352294636,0.43886692672780464
0.2,1.2,-58.36095892309741,0.01978425149028635,0.30835250725306607,0.3089865455586749,-4.776462304208908,0.028489322146012342,0.44402761044441513,0.4449406256044918
0.2,1.2,-57.706494485757446,0.06483444023185245,0.3063836164561432,0.31316836537703285,-4.920924556356061,0.09336159393386752,0.4411924076968462,0.45096244614292724
0.2,1.2,-57.06622507938121,0.10876597350590106,0.2980910839492545,0.3173142469583234,-5.062253494786305,0.1566230018484975,0.42925116088692644,0.45693251561998566
0.2,1.2,-56.43969361431522,0.15074880331541776,0.2838809226757991,0.32142429895745833,-5.200550011946793,0.21707827677420158,0.40878852865315074,0.46285099049874
0.2,1.2,-55.826462417092934,0.1900579469012498,0.26424864657293784,0.3254986488388972,-5.335910703411165,0.2736834435377997,0.38051805106503045,0.46871805432801195
0.2,1.2,-55.226112210318945,0.2260775432525245,0.23975794157317665,0.32953744265334073,-5.468428136304595,0.32555166228363525,0.3452514358653744,0.4745339174208107
0.2,1.2,-54.638241156202426,0.2583015830956451,0.21102081744526938,0.33354084191442906,-5.598191003915356,0.3719542796577289,0.3038699771211879,0.4802988123567778
0.2,1.2,-54.062463959149355,0.2863319293486592,0.1786795082678518,0.33750902275252864,-5.725284340844562,0.41231797826206923,0.2572984919057066,0.48601299276364124
0.2,1.2,-53.498411023207254,0.30987414047760314,0.1433902944438851,0.3414421758913761,-5.849789747983594,0.44621876228774854,0.20648202399919452,0.49167673328358147
0.2,1.2,-52.945727660486455,0.3287315654729535,0.10580936350368197,0.3453405037688933,-5.971785512176425,0.47337345428105304,0.15236548344530204,0.49729032542720636
0.2,1.2,-52.40407334699694,0.3427981922155278,0.06658067732718999,0.3492042198765378,-6.091346785032215,0.49362939679036005,0.09587617535115359,0.5028540766222145
0.2,1.2,-51.87312102262151,0.3520506198590909,0.02632579960695149,0.3530335489271742,-6.208545774048691,0.5069528925970909,0.03790915143401014,0.5083683104551308
0.2,1.2,-51.35255643219798,0.3565394836755551,-0.014364375959928549,0.3568287246233823,-6.323451848022323,0.5134168564927993,-0.02068470138229711,0.5138333634576705
0.2,1.2,-50.84207750492474,0.35638063696216166,-0.05493615856358285,0.36058998865647834,-6.436131671343299,0.5131881172255127,-0.07910806833155931,0.5192495836653287
0.2,1.2,-50.34139376951104,0.35174631706389636,-0.094878002926942,0.3643175908564119,-6.546649362753165,0.5065146965720108,-0.13662432421479648,0.5246173308332331
0.2,1.2,-49.85022580269456,0.34285648476148384,-0.13372399642692429,0.36801178834840287,-6.655066614311197,0.4937133380565367,-0.19256255485477097,0.5299369752217001
0.2,1.2,-49.368304708927425,0.3299704973199341,-0.1710560539967611,0.3716728436548835,-6.761442771671703,0.4751575161407051,-0.24632071775533598,0.5352088948630322
0.2,1.2,-48.89537162919062,0.3133792234160626,-0.20650501550293554,0.37530102464118337,-6.865834961354237,0.45126608171913013,-0.2973672223242272,0.540433475483304
0.2,1.2,-48.43117727705759,0.2933976771081324,-0.23975078811932996,0.3788966050735844,-6.968298226974899,0.42249265503571065,-0.3452411348918351,0.5456111113059615
0.2,1.2,-47.9754815002534,0.27035824809681525,-0.2705216516249358,0.3824598623540283,-7.068885577427805,0.38931587725941397,-0.38955117833990754,0.5507422017898007
0.2,1.2,-47.528052866095685,0.24460454201140347,-0.2985929164882535,0.3859910772926876,-7.167648088124356,0.352230540496421,-0.429973799743085,0.5558271513014702
0.2,1.2,-47.088668269308485,0.2164858475334307,-0.32378504283759385,0.38949053409243506,-7.264635001560627,0.3117396204481402,-0.46625046168613515,0.5608663690931065
0.2,1.2,-46.65711256081522,0.18635222913648897,-0.345961335323299,0.39295852051179475,-7.359893826425324,0.2683472099565441,-0.49818432286555053,0.5658602695369844
0.2,1.2,-46.233178196213956,0.15455025591613752,-0.36502530411292655,0.39639532571219616,-7.453470367809536,0.22255236851923801,-0.5256364379226142,0.5708092690255624
0.2,1.2,-45.81666490272514,0.12141930313064807,-0.38091781904471356,0.39980124066655087,-7.545408823805355,0.1748437965081332,-0.5485216594243875,0.5757137865598332
0.2,1.2,-45.40737936349242,0.08728841727322201,-0.3936141121287107,0.40317655816892106,-7.635751865686671,0.12569532087343968,-0.5668043214653434,0.5805742437632463
0.2,1.2,-45.00513491818825,0.05247370789180227,-0.40312070044167103,0.4065215727910361,-7.724540711852821,0.07556213936419527,-0.5804938086360063,0.5853910648190921
0.2,1.2,-44.609751278951414,0.017276246810402,-0.40947228577473155,0.40983657904271714,-7.811815150259673,0.02487779540697888,-0.5896400915156134,0.5901646738215126
0.2,1.2,-44.22105426074886,-0.018019609825319888,-0.4127286938763803,0.4131218719544628,-7.8976136219961885,-0.025948238148460638,-0.5943293191819876,0.5948954956144265
0.2,1.2,-43.8388755253121,-0.05314748732290337,-0.4129718789102968,0.41637774697915714,-7.981973282565887,-0.07653238174498085,-0.5946795056308274,0.5995839556499862
0.2,1.2,-43.46305233786098,-0.08785989737854358,-0.41030302835398763,0.4196045002664073,-8.064930069138773,-0.12651825222510274,-0.5908363608297421,0.6042304803836265
0.2,1.2,-43.093427335872136,-0.12192879609850533,-0.40483979653247154,0.422802426878659,-8.146518711727953,-0.17557746638184768,-0.582969307006759,0.608835494705269
0.2,1.2,-42.729848309205835,-0.1551458821820618,-0.39671368499344756,0.4259718213909584,-8.226772803331878,-0.22341007034216898,-0.5712677063905645,0.6133994228029801
0.2,1.2,-42.37216799094248,-0.1873226358136632,-0.38606758162950633,0.42911297751691674,-8.305724841929061,-0.269744595571675,-0.5559373175464891,0.61792268762436
0.2,1.2,-42.02024385832671,-0.21829015571574167,-0.37305346314406146,0.43222618898694737,-8.383406301160319,-0.314337824230668,-0.5371969869274484,0.6224057121412042
0.2,1.2,-41.67393794325412,-0.2478987891731066,-0.3578302786332507,0.43531174803839395,-8.459847638442495,-0.3569742564092735,-0.515275601231881,0.6268489171752872
0.2,1.2,-41.33311665176925,-0.27601762487664194,-0.34056200569690787,0.4383699453279653,-8.535078337049244,-0.3974653798223644,-0.4904092882035473,0.6312527212722702
0.2,1.2,-40.99765059208136,-0.30253386096397,-0.3214158793587863,0.4414010699281874,-8.609126947936534,-0.4356487597881168,-0.46283886627665227,0.6356175406965898
0.2,1.2,-40.66741441063027,-0.32735207672869887,-0.30056078629439065,0.4444054099541255,-8.682021144571076,-0.47138699048932636,-0.4328075322639225,0.6399437903339407
0.2,1.2,-40.342286635768446,-0.3503934159408227,-0.2781658290988074,0.4473832522713666,-8.753787752985836,-0.5045665189547847,-0.4005587939022826,0.644231883270768
0.2,1.2,-40.02214952864741,-0.3715947040950194,-0.25439905881326813,0.4503348812123503,-8.824452756513447,-0.5350963738968278,-0.3663346446911061,0.6484822289457844
0.2,1.2,-39.70688894092556,-0.3909075406910848,-0.2294263442857173,0.4532605793817289,-8.894041349403384,-0.5629068585951621,-0.33037393577143287,0.6526952343096896
0.2,1.2,-39.39639417893599,-0.4082973535154454,-0.20341039498770647,0.4561606270567105,-8.962577954830268,-0.5879481890622413,-0.2929109687822973,0.6568713029616631
0.2,1.2,-39.09055787397366,-0.4237424495624784,-0.17650990363861666,0.45903530326514463,-9.030086281075103,-0.6101891273699689,-0.25417426123960796,0.6610108367018083
0.2,1.2,-38.78927585838415,-0.4372330509803483,-0.14887883032042004,0.461884884995342,-9.0965893317421,-0.6296155934117016,-0.21438551566140485,0.6651142343932925
0.2,1.2,-38.492447047152396,-0.44877034062684157,-0.12066580593218913,0.46470964628205874,-9.162109412360804,-0.6462292905026519,-0.17375876054235234,0.6691818906461646
0.2,1.2,-38.199973324708694,-0.4583655323890574,-0.09201362470657534,0.46750985916229254,-9.226668179354562,-0.6600463666402426,-0.13249961957746847,0.6732141971937012
0.2,1.2,-37.911759436687156,-0.4660389558483792,-0.06305885097195793,0.4702857929537646,-9.29028664857312,-0.671096096421666,-0.09080474539961941,0.677211541853421
0.2,1.2,-37.62771288638331,-0.4718191747838004,-0.0339314965902126,0.47303771536159567,-9.35298524471836,-0.6794196116886726,-0.04886135508990614,0.6811743101206977
0.2,1.2,-37.34774383567695,-0.4757421314991292,-0.004754797818016578,0.4757658917846307,-9.414783808067334,-0.685068669358746,-0.006846908857943872,0.6851028841698681
0.2,1.2,-37.071765010195556,-0.4778503295534706,0.02435493255840958,0.47847058446082674,-9.475701597049225,-0.6881044745569976,0.03507110288410979,0.6889976416235905
0.2,1.2,-36.799691608508155,-0.4781920578207179,0.05328840690164056,0.48115205338118183,-9.535757329933269,-0.6885965632618337,0.0767353059383624,0.6928589568689019
0.2,1.2,-36.53144121515274,-0.47682065250670064,0.08194338913211158,0.48381055556836755,-9.594969188518153,-0.6866217396096489,0.11799848035024067,0.6966872000184492
0.2,1.2,-36.2669337173072,-0.4737938007530705,0.11022468863783992,0.4864463460828429,-9.653354859589461,-0.6822630730844215,0.15872355163848947,0.7004827383592938
0.2,1.2,-36.00609122492953,-0.46917288510483357,0.1380440954035425,0.48905967774227277,-9.710931546502227,-0.6756089545509603,0.1987834973811012,0.7042459359488727
0.2,1.2,-35.748837994197935,-0.46302237256096623,0.16532027093502358,0.49165080033903713,-9.767715969181042,-0.6667522164877914,0.23806119014643395,0.7079771524882135
0.2,1.2,-35.495100354094106,-0.4554092453672797,0.19197861557816404,0.49421996075159047,-9.82372438331618,-0.6557893133288828,0.2764492064325562,0.7116767434822903
0.2,1.2,-35.24480663597965,-0.44640247122376037,0.21795111095233843,0.49676740339925557,-9.87897260615785,-0.642819558562215,0.31384959977136734,0.7153450608949281
0.2,1.2,-34.99788710602384,-0.4360725156457684,0.2431761302705818,0.49929336990891826,-9.933476024337061,-0.6279444225299065,0.35017362758963777,0.7189824526688423
0.2,1.2,-34.75427390035025,-0.4244908890644381,0.2675982402237365,0.5017980999062848,-9.987249625322569,-0.6112668802527909,0.38534146592218055,0.7225892638650501
0.2,1.2,-34.51390096277367,-0.4117297368806843,0.2911679725492086,0.5042818303986911,-10.04030799772671,-0.5928908211081854,0.4192818804708604,0.7261658357741151
0.2,1.2,-34.276703985009185,-0.3978614677425044,0.3138415841175587,0.5067447951737033,-10.092665331748348,-0.5729205135492064,0.4519318811292845,0.7297125050501329
0.2,1.2,-34.04262034923806,-0.38295840942170806,0.33558082090268154,0.509187225590472,-10.144335448807494,-0.5514601095672595,0.4832363820998614,0.7332296048502795
0.2,1.2,-33.811589072924235,-0.36709250427955,0.35635266294126133,0.5116093500744094,-10.19533180291337,-0.5286132061625519,0.5131478346354164,0.7367174641071497
0.2,1.2,-33.58355075577794,-0.35033502998910515,0.3761290743755801,0.5140113946481126,-10.245667503487228,-0.5044824431843113,0.5416258671008353,0.7401764082932821
0.2,1.2,-33.35844752877021,-0.33275635060599906,0.39488674818369573,0.5163935831899116,-10.295355331715157,-0.4791691448726386,0.5686369173845218,0.7436067597934726
0.2,1.2,-33.13622300510672,-0.314425701077862,0.41260684447359075,0.5187561369321417,-10.344407740548016,-0.45277300955212124,0.5941538560419707,0.7470088371822841
0.2,1.2,-32.91682223307256,-0.2954109989772081,0.42927473140457056,0.521099273976829,-10.392836854912836,-0.4253918385271796,0.6181556132225816,0.7503829545266337
0.2,1.2,-32.70019165066648,-0.2757786709063858,0.444879738241343,0.5234232100552846,-10.440654497309175,-0.39712128610519554,0.6406268230675339,0.7537294224796097
0.2,1.2,-32.48627904194494,-0.25559351077715003,0.45941490339485064,0.52572815809379,-10.487872188181155,-0.36805465551909605,0.6615574608885849,0.7570485476550576
0.2,1.2,-32.275033495001246,-0.23491855291786232,0.4728767330446433,0.5280143285555775,-10.534501161946212,-0.33828271620172173,0.6809424955842863,0.7603406331200316
0.2,1.2,-32.06640536150996,-0.21381496365797362,0.48526496517702156,0.5302819298376257,-10.580552383591279,-0.307893547667482,0.698781549854911,0.763605978966181
0.2,1.2,-31.860346217766967,-0.19234195816243876,0.4965823354543939,0.5325311678719862,-10.626036548672875,-0.2769724197539118,0.7150785630543272,0.7668448817356601
0.2,1.2,-31.656808827163324,-0.1705567344918325,0.5068343514213157,0.534762245732796,-10.670964083317022,-0.2456016976682388,0.7298414660466946,0.7700576338552261
0.2,1.2,-31.455747104029633,-0.14851441822774483,0.5160290775304104,0.5369753637536938,-10.71534515431933,-0.21386076224795256,0.7430818716437909,0.773244523805319
0.2,1.2,-31.25711607879461,-0.12626801520525208,0.5241769299089568,0.539170720192272,-10.75918968978744,-0.18182594189556298,0.7548147790688978,0.7764058370768716
0.2,1.2,-31.060871864401236,-0.10386839186070339,0.5312904731626032,0.54134851038963,-10.802507369303889,-0.14957048427941289,0.7650582813541487,0.7795418549610673
0.2,1.2,-30.866971623928375,-0.08136424850399795,0.5373842327742631,0.5435089277730437,-10.845307650667397,-0.11716451784575704,0.7738332951949388,0.782652855993183
0.2,1.2,-30.675373539368017,-0.058802115562419,0.5424745107787166,0.5456521635980416,-10.887599771075894,-0.08467504640988335,0.7811632955213518,0.7857391155811798
0.2,1.2,-30.48603678150923,-0.036226360029479196,0.5465792107424341,0.5477784066361211,-10.92939274712661,-0.05216595844245004,0.787074063469105,0.7888009055560142
0.2,1.2,-30.298921480884786,-0.013679200407490618,0.5497176722735655,0.5498878428676666,-10.970695374829909,-0.01969804858678649,0.7915934480739343,0.7918384937294398
0.2,1.2,-30.113988699735373,0.008799281249851534,0.5519105157577707,0.5519806561416102,-11.011516248356168,0.012670964999786209,0.7947511426911898,0.7948521448439186
0.2,1.2,-29.931200404951703,0.03117111101630166,0.5531794934951137,0.5540570279181568,-11.05186376048986,0.04488639986347439,0.7965784706329637,0.7978421202021458
0.2,1.2,-29.75051944195348,0.05340039131402123,0.5535473498585771,0.5561171372363422,-11.091746107340064,0.07689656349219057,0.7971081837963511,0.8008086776203327
0.2,1.2,-29.571909509468412,0.07545327078014856,0.5530376894178947,0.5581611613038892,-11.13117130485094,0.10865270992341393,0.7963742727617683,0.8037520722776004
0.2,1.2,-29.395335135175497,0.09729790064810646,0.5516748522757298,0.5601892752489797,-11.170147188801646,0.14010897693327332,0.7944117872770509,0.8066725563585306
0.2,1.2,-29.22076165217715,0.11890438733868429,0.5494837977986449,0.5622016518755614,-11.208681414806435,0.17122231776770536,0.7912566688300485,0.8095703787008082
0.2,1.2,-29.048155176268843,0.140244741926583,0.5464899964620465,0.564198461422168,-11.246781458314569,0.20195242837427954,0.786945594905347,0.8124457844479218
0.2,1.2,-28.877482583973823,0.16129283518602577,0.5427193279001303,0.5661798720889993,-11.284454629125221,0.2322616826678771,0.7815158321761877,0.8152990158081591
0.2,1.2,-28.708711491313377,0.18202434450595678,0.5381979860227057,0.5681460500185844,-11.32170807519977,0.26211505608857777,0.7750050998726963,0.8181303120267617
0.2,1.2,-28.54181023328445,0.20241669563288897,0.5329523918439755,0.5700971589502547,-11.35854878018746,0.2914800417113601,0.7674514442553246,0.8209399088883668
0.2,1.2,-28.37674784401642,0.2224490142158887,0.5270091100743912,0.5720333609388726,-11.394983580936302,0.3203265804708797,0.7588931185071234,0.8237280397519765
0.2,1.2,-28.213494037582095,0.24210206660124545,0.5203947735544183,0.5739548161618196,-11.431019167523443,0.34862697590579345,0.7493684739183624,0.8264949352730203
0.2,1.2,-28.052019189436628,0.2613582000497768,0.5131360140353378,0.5758616827271403,-11.466662083255214,0.37635580807167857,0.7389158602108864,0.8292408231270819
0.2,1.2,-27.89229431846153,0.28020128274431527,0.5052593989854439,0.5777541164844191,-11.501918724667137,0.40348984715181396,0.7275735345390392,0.8319659277375635
0.2,1.2,-27.734291069590505,0.2986166456426953,0.4967913732645644,0.579632271017571,-11.536795344846043,0.4300079697254812,0.7153795775009727,0.8346704702653021
0.2,1.2,-27.57798169699499,0.3165910326898274,0.4877582015533391,0.5814962984939449,-11.571298072462918,0.45589108707335146,0.7023718102368083,0.8373546698312807
0.2,1.2,-27.42333904780912,0.3341125323205857,0.4781859242405601,0.5833463485747323,-11.605432894681531,0.48112204654164337,0.6885877309064066,0.8400187419476145
0.2,1.2,-27.270336546373073,0.35117052841225166,0.46810030905741656,0.5851825692593629,-11.639205675862748,0.5056855609136424,0.6740644450426798,0.8426628997334824
0.2,1.2,-27.118948178976886,0.36775564375774794,0.4575268101849101,0.5870051069229759,-11.672622161101293,0.529568127011157,0.6588386066662705,0.8452873539690853
0.2,1.2,-26.969148479085074,0.3838596826443977,0.446490532553653,0.5888141061658615,-11.705687976225787,0.5527579430079327,0.6429463668772603,0.8478923128788405
0.2,1.2,-26.820912513025085,0.39947557457481375,0.43501620023709636,0.5906097096650199,-11.73840862779876,0.5752448273877317,0.6264233283414188,0.8504779819176287
0.2,1.2,-26.674215866122946,0.41459731926454174,0.42312812867155586,0.5923920580278208,-11.770789503116601,0.59702013974094,0.6093045052870404,0.853044563560062
0.2,1.2,-26.52903462926902,0.42921993521574425,0.41085019854908694,0.5941612899158206,-11.802835875057834,0.6180767067106717,0.5916242859106852,0.8555922574787818
0.2,1.2,-26.385345385899512,0.44333941369058216,0.3982058286605221,0.5959175427110048,-11.834552916589589,0.6384087557144383,0.5734163932711518,0.8581212615038469
0.2,1.2,-26.243125199377484,0.4569526599998401,0.3852179635551094,0.5976609514820882,-11.86594568441926,0.6580118303997697,0.5547138675193575,0.860631770134207
0.2,1.2,-26.1023516007606,0.47005745168260815,0.37190905073187613,0.5993916498405969,-11.897019136779432,0.6768827304229557,0.5355490330539017,0.8631239757704595
0.2,1.2,-25.963002576940507,0.4826523905780276,0.35830102618462684,0.6011097699219683,-11.927778135230199,0.6950194424323597,0.5159534777058626,0.8655980686876342
0.2,1.2,-25.82505655914154,0.4947368556669225,0.344415303206304,0.6028154422689282,-11.95822744465918,0.7124210721603683,0.4959580366170777,0.8680542368672566
0.2,1.2,-25.68849241176616,0.5063109575525979,0.3302727635769618,0.6045087957164829,-11.988371733281474,0.7290877788757409,0.47559277955082496,0.8704926658317352
0.2,1.2,-25.55328942157419,0.5173754946065753,0.31589375094474365,0.6061899572785234,-12.018215572639722,0.7450207122334683,0.4548870013604308,0.8729135384810737
0.2,1.2,-25.419427287185385,0.5279319111726657,0.30129806567902623,0.607859052097068,-12.047763438683113,0.7602219520886385,0.43386921457779776,0.8753170350197781
0.2,1.2,-25.286886108893206,0.5379822624352103,0.2865049537897948,0.6095162042480904,-12.077019727903023,0.7746944579067028,0.4125671334573045,0.8777033341172501
0.2,1.2,-25.155646378779338,0.5475291696025777,0.27153311266870267,0.6111615357998593,-12.105988742454276,0.7884420042277118,0.3910076822429318,0.8800726115517974
0.2,1.2,-25.025688971119155,0.5565757858565742,0.25640068580779535,0.6127951673149609,-12.134674700808713,0.8014691316334668,0.3692169875632253,0.8824250409335436
0.2,1.2,-24.896995133067232,0.5651257615267278,0.24112526105685128,0.6144172180700169,-12.16308174327599,0.813781096598488,0.34722037592186583,0.8847607940208243
0.2,1.2,-24.769546475614373,0.5731832088481971,0.2257238729439089,0.6160278059652128,-12.191213932003524,0.8253838207414037,0.3250423770392288,0.8870800405899064
0.2,1.2,-24.64332496480633,0.5807526682967207,0.210213006233188,0.6176270474350642,-12.21907525097652,0.8362838423472777,0.3027067289757907,0.8893829483064926
0.2,1.2,-24.518312913215503,0.5878390764791303,0.19460860059622148,0.6192150573604104,-12.246669606017983,0.8464882701299475,0.2802363848585589,0.891669682598991
0.2,1.2,-24.39449297165772,0.594447735553555,0.1789260562792635,0.6207919489816209,-12.27400082478868,0.8560047391971192,0.25765352104213946,0.893940406533534
0.2,1.2,-24.271848121144888,0.6005842848029558,0.1631802389112431,0.622357833985729,-12.30107265976933,0.8648413701162563,0.23497954403219004,0.8961952809394498
0.2,1.2,-24.15036166506691,0.6062546753936268,0.1473854791781667,0.6239128231645904,-12.327888801012792,0.8730067325668225,0.21223509001656002,0.8984344653570101
0.2,1.2,-24.030017221594186,0.6114651398885886,0.13155559017738724,0.62545702538695,-12.354452859718556,0.8805098014395676,0.18944004985543764,0.9006581165572081
0.2,1.2,-23.910798716294284,0.6162221698510394,0.1157038679210316,0.6269905483081949,-12.38076838181463,0.8873599245854967,0.1666135698062855,0.9028663895638006
0.2,1.2,-23.792690374955292,0.6205324917581633,0.09984309881029357,0.6285134984291403,-12.406838850191782,0.893566788131755,0.14377406228682274,0.9050594377379619
0.2,1.2,-23.67567671660943,0.6244030436981695,0.08398556893359031,0.6300259810266851,-12.432667684703498,0.899140382925364,0.12093921926437004,0.9072374126784266
0.2,1.2,-23.55974254675016,0.6278409533373679,0.06814307382189595,0.6315281000853971,-12.458258242165996,0.9040909728058097,0.09812602630353016,0.9094004641229718
0.2,1.2,-23.44487295073674,0.6308535171193076,0.05232692859082413,0.6330199582300305,-12.483613816358249,0.908429064651803,0.07535077717078674,0.9115487398512441
0.2,1.2,-23.331053287380286,0.6334481806568998,0.036547978403972725,0.6345016566589512,-12.508737638021934,0.9121653801459356,0.05262908890172072,0.9136823855888896
0.2,1.2,-23.218269182705157,0.6356325203312054,0.020816608772390013,0.6359732951181072,-12.533632875531048,0.9153108292769357,0.02997591663224162,0.9158015449700743
0.2,1.2,-23.106506523880732,0.6374142267327987,0.005142748216794043,0.6374349726055144,-12.558302647852363,0.91787648649523,0.007405557432183421,0.9179063605519407
0.2,1.2,-22.995751453317474,0.6388010866896275,-0.010464112389290604,0.638886786531029,-12.582750011332152,0.9198735648330636,-0.01506832184057847,0.9199969726046818
0.2,1.2,-22.885990362922524,0.6398009682288232,-0.02599491294300369,0.6403288330580265,-12.606977966484658,0.9213133942495053,-0.037432674637925316,0.922073519603558
0.2,1.2,-22.77720988850992,0.640421805874287,-0.04144101618403951,0.6417612073518068,-12.630989463113139,0.9222074004589732,-0.059675063305016894,0.9241361385866017
0.2,1.2,-22.66939690436015,0.6406715864166976,-0.05679419645068291,0.6431840035263368,-12.654787400309903,0.9225670844400445,-0.08178364288898339,0.9261849650779249
0.2,1.2,-22.562538517924953,0.6405583356080821,-0.07204662838621853,0.64459731459169,-12.678374626456279,0.9224040032756381,-0.10374714487615468,0.9282201330120335
0.2,1.2,-22.456622064672406,0.6400901057441866,-0.08719087563233674,0.6460012324021817,-12.701753939222625,0.9217297522716286,-0.1255548609105649,0.9302417746591415
0.2,1.2,-22.351635103068098,0.6392749640981426,-0.10221987954293996,0.6473958476051994,-12.724928085568353,0.9205559483013253,-0.14719662654183352,0.9322500205514872
0.2,1.2,-22.247565409688658,0.6381209821692747,-0.11712694794881584,0.6487812495907109,-12.74789976174188,0.9188942143237555,-0.1686628050462948,0.9342449994106238
0.2,1.2,-22.14440097446271,0.6366362255712599,-0.13190574525223228,0.6501575265581157,-12.770671615208885,0.9167561648226141,-0.18994427316321447,0.9362268382436864
0.2,1.2,-22.04212999603634,0.6348287437204773,-0.14655028834874154,0.6515247661208425,-12.793246255414635,0.9141533909574873,-0.2110324152221878,0.9381956632140133
0.2,1.2,-21.94074087725854,0.6327065619264537,-0.16105492589107614,0.6528830543509101,-12.815626238724038,0.9110974491740933,-0.23191909328314964,0.9401515982653105
0.2,1.2,-21.84022222078348,0.6302776725684693,-0.1754143339646956,0.6542324763404859,-12.837814078457326,0.9075998484985958,-0.2525966409091617,0.9420947659302995
0.2,1.2,-21.740562824785908,0.6275500270497405,-0.18962350689993548,0.655573116302949,-12.859812247242912,0.9036720389516263,-0.2730578499359071,0.9440252874762466
0.2,1.2,-21.6417516787863,0.6245315285183527,-0.2036777466936798,0.6569050575324297,-12.881623177017428,0.8993254010664279,-0.2932959552388989,0.9459432828466988
0.2,1.2,-21.54377795958263,0.6212300251893614,-0.21757265258431652,0.6582283823638649,-12.903249259025687,0.8945712362726804,-0.31330461972141577,0.9478488706039654
0.2,1.2,-21.446631027285317,0.6176533042389898,-0.23130411079503244,0.6595431721335782,-12.924692843820722,0.8894207581041452,-0.33307791954484667,0.9497421678723525
