alpha,Mach,blumen_cr,blumen_ci,n_candidates,best_seed_name,best_seed_cr_center,best_seed_ci_center,best_requested_cr_half_window,best_requested_ci_half_window,best_used_cr_half_window,best_used_ci_half_window,best_retry_index,best_shooting_cr,best_shooting_ci,best_shooting_omega_i,best_err_cr_vs_blumen,best_err_ci_vs_blumen,best_stage1_mismatch,best_stage2_mismatch,best_spectral_success,best_mode_success,best_success,best_score_vs_blumen,y_limit,centroid_abs_y,spread_abs_y,peak_y,centroid_abs_y_center8,spread_abs_y_center8,peak_y_center8
0.2,1.2,0.23697519236816028,0.06222266952409093,12,blumen,0.23697519236816028,0.06222266952409093,0.1,0.03,0.1,0.03,0,0.23977467153482698,0.06349220077409093,0.012698440154818186,0.002799479166666702,0.0012695312499999972,2.037638954180273e-05,1.3594637334548103e-19,True,True,True,0.0037794076233593956,80.0,25.19135696653603,32.88190536829793,0.25274530047446975,3.736965520696686,4.385146441073954,0.25274530047446975
0.2,1.25,0.2338874746306954,0.05451369857891339,36,blumen,0.2338874746306954,0.05451369857891339,0.015,0.015,0.015,0.015,0,0.2638581777556953,0.055402370453913385,0.011080474090782678,0.029970703124999915,0.0008886718749999967,0.0013984893645524168,7.501854158009199e-20,True,True,True,0.03727679071446279,80.0,26.407455889246865,34.11337604534132,0.2762116005645413,3.753837127994285,4.400115513584635,0.2762116005645413
0.2,1.275,0.23117469441517483,0.050919975576394085,36,blumen,0.23117469441517483,0.050919975576394085,0.015,0.008,0.015,0.008,0,0.26114539754017485,0.052362683909727425,0.010472536781945485,0.029970703125000026,0.001442708333333341,0.007004947378705803,6.820510521150985e-21,True,True,True,0.0317735721621499,80.0,26.776260649638782,34.423661363195,-0.0017849306734143116,3.7745770067618034,4.41854688032463,-0.0017849306734143116
0.2,1.3,0.2727688216788323,0.04671105940369977,36,previous,0.26114539754017485,0.052362683909727425,0.015,0.03,0.015,0.03,0,0.2911161006651748,0.04796815265972743,0.009593630531945486,0.018347278986342475,0.0012570932560276651,0.0010334368087928586,6.611988241646357e-20,True,True,True,0.026326952803157166,80.0,27.53451787666089,35.24596775975489,0.3055956856221446,3.7652294484713233,4.410159764964565,0.3055956856221446
