alpha,Mach,n_points,mapping_kind,mapping_L,xi_max,auto_n_points,initial_n_points,max_n_points,core_half_width,min_points_core,center_half_width,min_points_center,tail_points_per_wavelength,tail_fraction_for_spacing,target_source,target_cr,target_ci,gamma_left_real,gamma_left_imag,gamma_right_real,gamma_right_imag,kappa_left,kappa_right,q_left,q_right,left_decay_length,right_decay_length,left_wavelength,right_wavelength,left_box_driver,right_box_driver,left_q_box_enabled,right_q_box_enabled,force_symmetric_half_box,symmetric_half_box,left_box_capped,right_box_capped,left_half_box,right_half_box,y_min,y_max,dy_center,n_points_abs_y_le_1,n_points_abs_y_le_2,n_points_abs_y_le_4,n_points_abs_y_le_8,left_tail_dy_max,right_tail_dy_max,left_tail_dy_target,right_tail_dy_target,n_points_abs_y_le_core,n_points_abs_y_le_center,core_ok,center_ok,left_tail_ok,right_tail_ok,all_resolution_constraints_ok,n_points_selected,n_points_hit_cap
0.18,1.33,2001,finite_box,12.0,1.0,True,801,2001,1.0,120,4.0,300,24.0,0.15,user,0.299826,0.052354,0.015355629063577313,-0.2539895028382506,-0.07275868161114311,-0.028874822258071964,0.015355629063577313,0.07275868161114311,-0.2539895028382506,-0.028874822258071964,65.1226983837441,13.744064321347576,24.73797238455535,217.60083061370602,kappa,kappa,True,False,True,260.4907935349764,False,False,260.4907935349764,260.4907935349764,-260.4907935349764,260.4907935349764,0.011987293262607742,167,329,633,1111,73.75090438478011,73.75090438477505,1.030748849356473,9.066701275571084,167,633,True,True,False,False,False,2001,True
