alpha,ci_reference,omega_i_reference,ci_pinn,ci_abs_err
0.05,0.7373396102339298,0.03686698051169649,0.73131156,0.006028050556805775
0.06,0.7234887548720724,0.043409325292324344,0.71876705,0.004721707943666664
0.07,0.7098943759999781,0.04969260631999847,0.7062933,0.003601091106942178
0.08,0.6965228978948917,0.055721831831591344,0.6938934,0.0026295248823490214
0.09,0.6833774401074406,0.061503969609669654,0.6815702,0.0018072677975651263
0.09999999999999999,0.6704450642662939,0.06704450642662939,0.6693268,0.0011182820397314108
0.10999999999999999,0.6577194676380136,0.07234914144018148,0.6571661,0.0005533442478158346
0.12,0.6451692358946723,0.07742030830736067,0.6450912,7.805986165232426e-05
0.13,0.6328522055255654,0.08227078671832351,0.63310474,0.00025253604776831473
0.13999999999999999,0.6206868572464682,0.08689616001450554,0.62120956,0.0005227045783303685
0.14999999999999997,0.608697653154457,0.09130464797316853,0.6094087,0.0007110234698410878
0.15999999999999998,0.5968711611780977,0.09549938578849562,0.59770447,0.0008333089795256043
0.16999999999999998,0.5852604890303206,0.09949428313515449,0.5860998,0.0008393144174028144
0.18,0.573737574050434,0.10327276332907812,0.57459724,0.0008596654438897122
0.19,0.5624209113143993,0.10685997314973587,0.5631991,0.0007781915641712489
0.19999999999999996,0.5512567600239201,0.11025135200478399,0.55190796,0.0006511965762691085
0.20999999999999996,0.5401987927988501,0.1134417464877585,0.540726,0.0005272132321862966
0.21999999999999997,0.5293236693934575,0.11645120726656065,0.5296555,0.0003318467541559844
0.22999999999999998,0.5185355820762613,0.11926318387754008,0.5186984,0.00016281222229219683
0.24,0.5079066445027409,0.12189759468065782,0.5078568,4.985825167280744e-05
0.24999999999999994,0.4974042726751259,0.12435106816878144,0.49713224,0.0002720309492042494
0.25999999999999995,0.48702535308197376,0.12662659180131317,0.4865267,0.0004986552079045414
0.26999999999999996,0.47677993496620047,0.1287305824408741,0.47604138,0.0007385583754717095
0.27999999999999997,0.46662245633725286,0.13065428777443078,0.46567777,0.0009446883452332022
0.29,0.45658049911631576,0.13240834474373156,0.45543697,0.001143524352445524
0.3,0.4466834236245764,0.1340050270873729,0.4453199,0.001363532648624266
0.30999999999999994,0.43687513517510707,0.13543129190428316,0.43532735,0.0015477840818148292
0.31999999999999995,0.42713491643995766,0.13668317326078644,0.4254596,0.0016753229054880525
0.32999999999999996,0.41753696106719046,0.13778719715217283,0.41571718,0.0018197765235808405
0.33999999999999997,0.40804194825674606,0.13873426240729364,0.40609992,0.00194203275229049
0.3499999999999999,0.3986020173908847,0.1395107060868096,0.39660746,0.001994558799423507
0.35999999999999993,0.3892815038059053,0.14014134137012588,0.38723925,0.002042256245404217
0.36999999999999994,0.3800696092603615,0.14062575542633374,0.37799436,0.0020752507207801862
0.37999999999999995,0.37092728633781463,0.14095236880836953,0.36887148,0.0020558061112979087
0.38999999999999996,0.3618606132085333,0.14112563915132798,0.35986894,0.0019916695172796373
0.3999999999999999,0.35291410395147305,0.1411656415805892,0.3509847,0.0019294113779256827
0.4099999999999999,0.34401621833896645,0.14104664951897622,0.3422162,0.0018000246629715777
0.41999999999999993,0.3352044946722528,0.14078588776234613,0.33356053,0.0016439683012505757
0.42999999999999994,0.3264621938395461,0.1403787433510048,0.32501417,0.001448019855018523
0.43999999999999995,0.31779839040828045,0.13983129177964337,0.31657323,0.0012251579959421943
0.4499999999999999,0.30923295436726633,0.13915482946526983,0.30823326,0.0009996932588678953
0.4599999999999999,0.30069009893859056,0.13831744551175162,0.29998904,0.0007010542723002722
0.4699999999999999,0.2922576520110274,0.13736109644518285,0.29183507,0.0004225823546553098
0.4799999999999999,0.28386597318147977,0.13625566712711026,0.2837649,0.00010107440447171268
0.48999999999999994,0.275582164720869,0.1350352607132258,0.2757717,0.000189542575502466
0.49999999999999994,0.2673341164147232,0.13366705820736158,0.26784799,0.0005138686144973703
0.5099999999999999,0.25917454886415153,0.13217901992071726,0.2599856,0.0008110470773920464
0.5199999999999999,0.25105447349962584,0.13054832621980542,0.25217578,0.0011213046509326308
0.5299999999999999,0.24301183612098798,0.12879627314412362,0.24440941,0.0013975760246266455
0.5399999999999999,0.23498063784374784,0.1268895444356238,0.2366767,0.0016960551188986428
0.5499999999999999,0.22707558782842732,0.12489157330563501,0.22896774,0.0018921533033552096
0.5599999999999999,0.21918559934451098,0.12274393563292614,0.22127241,0.002086809617738772
0.57,0.21134946801456672,0.12046919676830302,0.2135806,0.0022311254521920065
0.58,0.20360102867037466,0.1180885966288173,0.20588267,0.0022816398248035608
0.59,0.19586623769491326,0.11556108023999882,0.19816956,0.002303321545427922
0.6,0.18820271155587895,0.11292162693352736,0.1904334,0.0022306863332583193
0.61,0.18058759336240346,0.1101584319510661,0.18266805,0.002080451800751143
0.62,0.17303432533005708,0.10728128170463538,0.17486945,0.0018351226164913803
0.63,0.16549907130794866,0.10426441492400766,0.16703643,0.0015373577396358695
0.6399999999999999,0.15804757426396715,0.10115044752893897,0.15917134,0.0011237685857642954
0.6499999999999999,0.15063456017045396,0.09791246411079506,0.1512808,0.000646245298105308
0.6599999999999999,0.14326041460453542,0.09455187363899337,0.14337622,0.00011580168784586231
0.6699999999999999,0.13590302813466634,0.09105502885022644,0.13547438,0.00042864430364217276
0.6799999999999999,0.128637791437583,0.08747369817755643,0.1275977,0.0010400869078207309
0.69,0.12137835079592928,0.0837510620491912,0.11977445,0.0016038974539683698
0.7,0.11418325320299562,0.07992827724209693,0.112038314,0.0021449388604968395
0.71,0.10703779761928515,0.07599683630969245,0.104427755,0.002610042740287352
0.72,0.09988096730506782,0.07191429645964882,0.096984826,0.002896141276720804
0.73,0.09280776600299877,0.0677496691821891,0.0897539,0.0030538625544170722
0.74,0.08575720229144801,0.06346032969567153,0.082779296,0.00297790654893626
0.7499999999999999,0.07876988829586368,0.05907741622189775,0.076103546,0.0026663425705180654
0.7599999999999999,0.07179903144436564,0.05456726389771788,0.06976511,0.0020339181502410375
0.7699999999999999,0.06485044486393443,0.04993484254522951,0.06379648,0.0010539618836831188
0.7799999999999999,0.05796144074800838,0.04520992378344653,0.058222525,0.00026108407374988984
0.7899999999999999,0.05111849066657871,0.04038360762659718,0.05305952,0.0019410276706710444
0.7999999999999999,0.044273658832829355,0.035418927066263484,0.0483147,0.004041042932946326
0.8099999999999999,0.03747584053835308,0.030355430836065993,0.043986477,0.0065106364194449234
0.82,0.030730335761012122,0.025198875324029937,0.04006518,0.009334844749270394
0.83,0.024007657041622426,0.019926355344546613,0.03653431,0.012526652345584605
0.84,0.01729842208600003,0.014530674552240025,0.033371978,0.016073555422068054
0.85,0.010634805770227514,0.009039584904693388,0.030552475,0.019917669011643328
