epoch,loss,loss_pde,loss_bc,loss_norm,loss_phase,loss_ci_supervision,mapping_scale,ci_mid,audit_ci_mae,audit_ci_max_abs,audit_ci_mean_rel,audit_ci_max_rel,n_focus_alphas,focus_alpha_min,focus_alpha_max
1,2.1543331146240234,0.028643086552619934,0.16643190383911133,0.20315958559513092,0.00630294531583786,0.05038166046142578,3.0000009536743164,0.2035691887140274,0.1725252558114833,0.4743882361799737,1.0249516726657872,13.702389992628042,8.0,0.05,0.19
2,1.5606377124786377,0.0038408481050282717,0.0694180428981781,0.28966471552848816,0.003171610878780484,0.113956019282341,3.0000009536743164,0.20700044929981232,,,,,,,
3,1.8424376249313354,0.010419630445539951,0.081334188580513,0.4728987216949463,3.206555675205891e-06,0.1091548502445221,3.0000009536743164,0.21056823432445526,,,,,,,
4,1.770226001739502,0.0055724382400512695,0.059374015778303146,0.7199589610099792,6.601492259505903e-06,0.09018958359956741,3.0000009536743164,0.21425855159759521,,,,,,,
5,1.2441818714141846,0.0015950794331729412,0.021502124145627022,0.6533492207527161,0.0001644203148316592,0.07481038570404053,3.0000009536743164,0.21805797517299652,,,,,,,
6,0.970650851726532,0.0015730743762105703,0.017619304358959198,0.4717228412628174,0.0002505113952793181,0.06418228149414062,3.0000009536743164,0.22196869552135468,,,,,,,
7,1.0319187641143799,0.0021918402053415775,0.03446709364652634,0.40315988659858704,0.0030360459350049496,0.05577203258872032,3.0000009536743164,0.22600488364696503,,,,,,,
8,1.1272934675216675,0.00166131102014333,0.048810843378305435,0.4078606963157654,0.0011436182539910078,0.04570387303829193,3.0000009536743164,0.23018275201320648,,,,,,,
9,0.945168137550354,0.0007095691398717463,0.04019482433795929,0.3861824870109558,0.00016433247947134078,0.031232697889208794,3.0000009536743164,0.23448999226093292,,,,,,,
10,0.7301328778266907,0.00017541347187943757,0.024735761806368828,0.3621727526187897,1.4585232577246643e-07,0.0240853950381279,3.0000009536743164,0.23894447088241577,,,,,,,
11,0.6002577543258667,0.0004147487343288958,0.012068723328411579,0.40197649598121643,9.62504927883856e-05,0.015416599810123444,3.0000009536743164,0.24352814257144928,,,,,,,
12,0.5013618469238281,0.0011034864000976086,0.006833755876868963,0.3887943625450134,0.000936902710236609,0.008437911048531532,3.0000009536743164,0.2481933981180191,,,,,,,
13,0.471445769071579,0.0017827439587563276,0.009633645415306091,0.35397258400917053,0.0012669592397287488,0.0036174035631120205,3.0000009536743164,0.25285860896110535,,,,,,,
14,0.6550047397613525,0.0023861732333898544,0.018550433218479156,0.46048951148986816,0.0007256162352859974,0.0011798128252848983,3.0000009536743164,0.2574023902416229,,,,,,,
15,0.5057241916656494,0.002166642341762781,0.02400347776710987,0.2588575482368469,0.0007248212932609022,0.0007880938937887549,3.0000009536743164,0.26161032915115356,,,,,,,
16,0.7586057186126709,0.0025584474205970764,0.02405526489019394,0.5014330744743347,0.00047293779789470136,0.0027177189476788044,3.0000009536743164,0.2651628255844116,,,,,,,
