alpha,Mach,n_points,family,cand_cr,cand_ci,cand_omega_i,distance_to_shooting,shooting_cr,shooting_ci,shooting_omega_i,shooting_spectral_success,reference_high_cr,reference_high_ci,overlap_to_reference_high,peak_y,peak_amp,centroid_y,spread_y,phase_span
0.2,1.2,561,high,0.6090012944588794,0.00957940912492088,0.001915881824984176,0.3845677601216468,0.23985351562499993,0.06348274739583332,0.012696549479166664,True,0.766497361544398,0.00500183734569255,0.9697571318409323,-7.105263157894739,1.0,-0.007635583196290846,2.1248845663442952,3.114702680262705
0.2,1.2,561,low,0.23986856963727496,0.006430913991795688,0.0012861827983591378,0.11410366780113398,0.23985351562499993,0.06348274739583332,0.012696549479166664,True,0.766497361544398,0.00500183734569255,0.5346462308983949,-7.105263157894739,0.9999999999999999,-1.0094034858235699,2.4735723814955173,0.07865073940422761
0.2,1.2,801,high,0.6057386709105839,0.006432317329480381,0.0012864634658960763,0.38326355571770604,0.23985351562499993,0.06348274739583332,0.012696549479166664,True,0.7629133113939838,0.003188224668513286,0.968720942193599,-7.105263157894739,0.9999999999999999,-0.010501567984507134,2.1237054578864316,3.1233407269532596
0.2,1.2,801,low,0.24264925433591242,0.004167699048293507,0.0008335398096587014,0.1186630355115848,0.23985351562499993,0.06348274739583332,0.012696549479166664,True,0.7629133113939838,0.003188224668513286,0.524160945306994,-7.105263157894739,1.0,-1.033756426899684,2.47051577461833,0.05239940884396322
0.2,1.25,561,high,0.6051936830597651,0.010481920879369732,0.0020963841758739467,0.3488915466821706,0.26803873697916675,0.05534798177083333,0.011069596354166667,True,0.766497361544398,0.00500183734569255,0.9857034857450283,-7.105263157894739,0.9999999999999999,0.06363064095280013,2.0342461102103626,3.1189190648852754
0.2,1.25,561,low,0.269449401338611,0.007135553322925697,0.0014271106645851394,0.09643517512460617,0.26803873697916675,0.05534798177083333,0.011069596354166667,True,0.766497361544398,0.00500183734569255,0.11180400981788091,-7.105263157894739,1.0,-2.5562770417393685,2.370797674798083,0.5000227686891333
0.2,1.25,801,high,0.6027956554093702,0.0069113333215832795,0.001382266664316656,0.3484919369065385,0.26803873697916675,0.05534798177083333,0.011069596354166667,True,0.7629133113939838,0.003188224668513286,0.9858141378108974,-7.105263157894739,1.0,0.06493694919964448,2.0273604779055137,3.1267039310690787
0.2,1.25,801,low,0.27024102000964945,0.004645068604824656,0.0009290137209649312,0.10142973757545473,0.26803873697916675,0.05534798177083333,0.011069596354166667,True,0.7629133113939838,0.003188224668513286,0.09631479937136991,-7.105263157894739,1.0,-2.6251477950399504,2.3251681954104755,0.36204944659457183
0.2,1.275,561,high,0.6047536852075641,0.0092550600054861,0.0018510120010972202,0.3342889188779273,0.28134521484375,0.05155175781249999,0.010310351562499999,True,0.766497361544398,0.00500183734569255,0.9909162793135153,-7.105263157894739,1.0,0.09063877900603451,1.9937211504365662,3.124560476069085
0.2,1.275,561,low,0.2793520034480304,0.00748497567861789,0.001496995135723578,0.0881561004253713,0.28134521484375,0.05155175781249999,0.010310351562499999,True,0.766497361544398,0.00500183734569255,0.2003750021386206,-7.105263157894739,1.0,-2.472844539908124,2.617941268366393,2.7982064502975668
0.2,1.275,801,high,0.6026165065454816,0.006062012235618428,0.0012124024471236857,0.33390494258440795,0.28134521484375,0.05155175781249999,0.010310351562499999,True,0.7629133113939838,0.003188224668513286,0.9909721495414298,-7.105263157894739,1.0,0.09174915376527507,1.9872212504472937,3.1303761547377413
0.2,1.275,801,low,0.28407956433495585,0.004925505188569923,0.0009851010377139847,0.09329258492582483,0.28134521484375,0.05155175781249999,0.010310351562499999,True,0.7629133113939838,0.003188224668513286,0.23499125153001416,-7.105263157894739,1.0,-2.3164521454803633,2.6815602197922503,2.9549387483573897
0.2,1.3,561,high,0.766497361544398,0.00500183734569255,0.0010003674691385102,0.01113277323570164,0.7616080729166668,1e-06,2e-07,True,0.766497361544398,0.00500183734569255,0.9999999999999997,-7.105263157894739,0.9999999999999999,0.15629807641996515,1.8390818595481087,3.136892957776151
0.2,1.3,561,low,0.766497361544398,0.00500183734569255,0.0010003674691385102,0.01113277323570164,0.7616080729166668,1e-06,2e-07,True,0.766497361544398,0.00500183734569255,0.9999999999999997,-7.105263157894739,0.9999999999999999,0.15629807641996515,1.8390818595481087,3.136892957776151
0.2,1.3,801,high,0.7629133113939838,0.003188224668513286,0.0006376449337026572,0.006506708217907678,0.7616080729166668,1e-06,2e-07,True,0.7629133113939838,0.003188224668513286,1.0,-7.105263157894739,1.0,0.15725196365581828,1.833061528403066,3.1385532187349483
0.2,1.3,801,low,0.7629133113939838,0.003188224668513286,0.0006376449337026572,0.006506708217907678,0.7616080729166668,1e-06,2e-07,True,0.7629133113939838,0.003188224668513286,1.0,-7.105263157894739,1.0,0.15725196365581828,1.833061528403066,3.1385532187349483
