alpha,Mach,N,gep_cr,gep_ci,gep_omega_i,distance_to_target,distance_to_shooting,overlap_to_previous,overlap_to_anchor,selection_source,n_finite_modes,success,accepted,target_cr,target_ci,target_source,shooting_cr,shooting_ci,shooting_omega_i,shooting_spectral_success
0.2,1.000000000000001,561,0.1514088890008297,0.005337963369949826,0.0010675926739899652,0.07380202327528866,0.20515868252430933,0.9974117421401201,0.32445104725895535,anchor_tracking_score,147,True,False,0.13440304587419202,0.04124597062139181,blended_continuation,0.05041503906250005,0.09462727864583333,0.018925455729166665,True
0.2,1.025000000000001,561,0.19039505041532,0.005658431938430807,0.0011316863876861614,0.07286824542322308,0.19772134213753514,0.9972569331038443,0.25724607834936947,anchor_tracking_score,147,True,False,0.1712201578918283,0.04080848417086573,blended_continuation,0.09835734049479176,0.09315527343749998,0.018631054687499995,True
0.2,1.050000000000001,561,0.21979536948985265,0.005910624659776229,0.001182124931955246,0.07172702283500819,0.1910924469466685,0.9974053943421768,0.1861748813013202,anchor_tracking_score,149,True,False,0.19495237685286365,0.0395543147130845,blended_continuation,0.12812988281250012,0.08974641927083334,0.017949283854166668,True
0.2,1.0750000000000008,561,0.23950070621310598,0.006092911674585275,0.0012185823349170552,0.06795617830607105,0.181529067719506,0.9964005039108765,0.11575553234250842,anchor_tracking_score,148,True,False,0.21637909663395116,0.038043785451509035,blended_continuation,0.15208414713541674,0.08564029947916667,0.017128059895833336,True
0.2,1.1000000000000008,561,0.2592423962996408,0.006312776099737268,0.0012625552199474538,0.06438415589690233,0.173024084133943,0.9950694385317826,0.032022326784643354,anchor_tracking_score,151,True,False,0.23649594211554428,0.03642887790843514,blended_continuation,0.17269531250000011,0.08122428385416668,0.016244856770833337,True
0.2,1.1250000000000007,561,0.27902969519257376,0.006565273944614107,0.0013130547889228215,0.06103444551581734,0.16545505787559578,0.993417252088778,0.06630611274994948,anchor_tracking_score,150,True,False,0.25587277733377556,0.034800715745231234,blended_continuation,0.1913793945312501,0.0767307942708333,0.015346158854166661,True
0.2,1.1500000000000006,561,0.2988683658687925,0.006847330061496514,0.0013694660122993028,0.0558432277043338,0.1588792605971341,0.987300251301925,0.17915781614200518,anchor_tracking_score,148,True,False,0.2806770833632779,0.033245925295157304,blended_continuation,0.2086507161458334,0.07223730468749996,0.014447460937499993,True
0.2,1.1750000000000005,561,0.3286946615082409,0.007251672366928859,0.0014503344733857717,0.05435533669328482,0.15963786736722094,0.984611439489255,0.33186358522666315,anchor_tracking_score,151,True,False,0.305079843480092,0.0317304539774266,blended_continuation,0.22472574869791676,0.0678212890625,0.013564257812500001,True
0.2,1.2000000000000004,561,0.35864924000154214,0.007669897254044323,0.0015339794508088646,0.05098731902207555,0.16301141399897906,0.9774444002134026,0.490449034663735,anchor_tracking_score,151,True,False,0.3351814632255714,0.030302673013173582,blended_continuation,0.239853515625,0.06348274739583332,0.012696549479166664,True
0.2,1.2250000000000003,561,0.398733428292619,0.008182623424733759,0.0016365246849467518,0.04708612961511559,0.17703054980924213,0.9675385396923034,0.6623727798654836,anchor_tracking_score,153,True,False,0.37714530704849175,0.029105437667088487,blended_continuation,0.2543155924479167,0.05937662760416666,0.011875325520833334,True
0.2,1.2500000000000002,561,0.4590317834488752,0.00892464437570303,0.0017849288751406061,0.039869189443792065,0.2123648954497626,0.9517945471527014,0.82942784093875,anchor_tracking_score,157,True,False,0.4524324607171546,0.02858425529751158,blended_continuation,0.2680387369791668,0.05534798177083333,0.011069596354166667,True
0.2,1.2750000000000001,561,0.5753616098758131,0.010741770981963742,0.0021483541963927487,0.025925613032541265,0.3051351514461818,0.9604045759551896,0.9604045759551896,anchor_tracking_score,153,True,False,0.5724365028641387,0.023621805532415528,blended_continuation,0.28134521484375,0.05155175781249999,0.010310351562499999,True
0.2,1.3,561,0.766497361544398,0.00500183734569255,0.0010003674691385102,0.01113277323570164,0.01113277323570164,1.0,1.0,nearest_to_target,152,True,True,0.7616080729166668,1e-06,anchor_shooting,0.7616080729166668,1e-06,2e-07,True
0.2,1.325,561,0.7664960552448612,0.0049001039938147755,0.0009800207987629552,0.004241806082148286,0.010879042795505866,0.9995931855069612,0.9995931855069612,anchor_tracking_score,152,True,True,0.7645943804683055,0.003004282807444465,blended_continuation,0.7617399088541668,7.951000072337961e-06,1.5902000144675923e-06,True
0.2,1.3499999999999999,561,0.7664961724996018,0.004825429539385922,0.0009650859078771845,0.0042008073490679585,0.010699557798540949,0.9996507692401441,0.998491484104886,anchor_tracking_score,152,True,True,0.7644991956469167,0.0029775343966746675,blended_continuation,0.76150390625,9.368000096450614e-05,1.873600019290123e-05,True
0.2,1.3749999999999998,561,0.7664973743332095,0.004773469386624549,0.0009546938773249098,0.0042397122986270065,0.010736574551619794,0.9996950192180462,0.9968361142212664,anchor_tracking_score,152,True,True,0.7645194482914277,0.0028984381236604882,blended_continuation,0.7615543619791666,7.951000072337964e-06,1.590200014467593e-06,True
0.2,1.3999999999999997,561,0.7664994451915843,0.004741122633956001,0.0009482245267912002,0.004252641351156773,0.010715897519883928,0.9997285318850351,0.9947276251336098,anchor_tracking_score,127,True,True,0.7644999870999256,0.002864481631974729,blended_continuation,0.7615039062499999,1e-06,2e-07,True
0.2,1.4249999999999996,561,0.7665022438313602,0.004726128402288705,0.0009452256804577411,0.004256256231704244,0.010678397378463688,0.9997532517352639,0.9922342818500598,anchor_tracking_score,129,True,True,0.7645012296149505,0.0028478539804025356,blended_continuation,0.7615039062499999,7.951000072337963e-06,1.5902000144675926e-06,True
0.2,1.4499999999999995,561,0.7665056764010046,0.004726818856924584,0.0009453637713849168,0.004274186623719394,0.010681224651004004,0.9997706144815589,0.989398226087745,anchor_tracking_score,130,True,True,0.7645029087988161,0.002838857441402158,blended_continuation,0.7615039062499999,7.951000072337964e-06,1.590200014467593e-06,True
0.2,1.4749999999999994,561,0.7665096809078691,0.004741961733400551,0.0009483923466801101,0.004306058818901455,0.01072215708501042,0.9997816541260502,0.9862398868275184,anchor_tracking_score,130,True,True,0.7645049683406027,0.00283649131415475,blended_continuation,0.7615039062499999,1e-06,2e-07,True
0.2,1.4999999999999993,561,0.7665142179225124,0.004770656834091627,0.0009541313668183255,0.004336862256509223,0.01076274549087364,0.9997870814253886,0.9827610023518729,anchor_tracking_score,154,True,True,0.7645073710447214,0.0028483574400692655,blended_continuation,0.7615039062499999,7.951000072337964e-06,1.590200014467593e-06,True
0.2,1.5249999999999992,561,0.7665192649082896,0.0048122666748224305,0.0009624533349644861,0.004381234121215573,0.010838801542692783,0.9997873397635162,0.978946522044043,anchor_tracking_score,153,True,True,0.7645100932535074,0.0028655745004839113,blended_continuation,0.7615039062499999,7.951000072337964e-06,1.590200014467593e-06,True
0.2,1.5499999999999992,561,0.7665248127885155,0.00486636978557511,0.000973273957115022,0.004434242779492704,0.010937387021122263,0.9997826430710255,0.9747655799240427,anchor_tracking_score,157,True,True,0.7645131214449736,0.0028905404049223934,blended_continuation,0.7615039062499999,7.951000072337961e-06,1.5902000144675923e-06,True
0.2,1.574999999999999,561,0.7665308639951339,0.004932729812187137,0.0009865459624374274,0.004500957219767125,0.011070597993470129,0.999772999287726,0.9701716712184484,anchor_tracking_score,161,True,True,0.7645164501731092,0.0029202218713450657,blended_continuation,0.7615039062499999,1e-06,2e-07,True
0.2,1.599999999999999,561,0.7665374315937483,0.005011276314775088,0.0010022552629550176,0.004571653987185333,0.011213734988296404,0.9997582219171973,0.965102115604473,anchor_tracking_score,155,True,True,0.7645200808970802,0.0029600378873122822,blended_continuation,0.7615039062499999,1e-06,2e-07,True
0.2,1.624999999999999,561,0.7665445392874946,0.00510209486135941,0.001020418972271882,0.0046516022595993285,0.01137948401980654,0.9997379315405774,0.9594768546154959,anchor_tracking_score,156,True,True,0.764524021456249,0.0030071657888650527,blended_continuation,0.7615039062499999,1e-06,2e-07,True
0.2,1.6499999999999988,561,0.7665522222624258,0.005205425286264586,0.0010410850572529172,0.004741232855313472,0.01156847720326911,0.9997115487116959,0.9531966051020972,anchor_tracking_score,156,True,True,0.7645282860724967,0.0030616569168156454,blended_continuation,0.7615039062499999,1e-06,2e-07,True
0.2,1.6749999999999987,561,0.7665605289523064,0.005321667860453256,0.0010643335720906513,0.004836059880950037,0.011769102796843428,0.9996782795175018,0.9461403765385865,anchor_tracking_score,157,True,True,0.7645328958574554,0.003126435571787687,blended_continuation,0.7615039062499999,7.951000072337964e-06,1.590200014467593e-06,True
0.2,1.6999999999999986,561,0.7665695239648026,0.005451398084241442,0.0010902796168482884,0.004951947715530946,0.01202030947768544,0.9996370953076461,0.9381623600431861,anchor_tracking_score,157,True,True,0.7645378798713838,0.003193400716271953,blended_continuation,0.7615039062499999,1e-06,2e-07,True
0.2,1.7249999999999985,561,0.766579292600472,0.005595391813877241,0.0011190783627754483,0.0050576802578481015,0.012243920801503827,0.9995867088099537,0.9290882164472356,anchor_tracking_score,157,True,True,0.7645432768788816,0.0032805068506413155,blended_continuation,0.7615039062499999,2.4170000241126537e-05,4.834000048225307e-06,True
0.2,1.7499999999999984,561,0.7665899477146768,0.005754663854803773,0.0011509327709607546,0.005205247833334315,0.012568478520463618,0.9995255503287507,0.9187108391701923,anchor_tracking_score,159,True,True,0.7645491380602831,0.0033604154883552792,blended_continuation,0.7615039062499999,7.951000072337961e-06,1.5902000144675923e-06,True
0.2,1.7749999999999984,561,0.6541319374668807,0.007250653820075116,0.0014501307640150231,0.004148483401733081,0.1790227046457099,0.9933549857770593,0.9516223202573045,anchor_tracking_score,159,True,False,0.6500099582121392,0.0070165589899655965,blended_continuation,0.47513997395833313,0.00890940169270833,0.0017818803385416663,True
0.2,1.7999999999999983,561,0.5857432035246855,0.008164324959949532,0.0016328649919899064,0.0013661022653130635,0.1036253264607311,0.9981227144432532,0.9627567129488901,anchor_tracking_score,157,True,False,0.5853268187301284,0.007513775364961736,blended_continuation,0.4821191406249999,0.007908457682291665,0.0015816915364583331,True
