alpha,Mach,rank,cand_cr,cand_ci,cand_omega_i,distance_to_target,distance_to_shooting,overlap_to_previous,overlap_to_anchor,score,target_cr,target_ci,shooting_cr,shooting_ci
0.2,1.1500000000000008,1,0.3286160219102551,0.007135528703814315,0.001427105740762863,0.06708089139952807,0.17704417395687197,0.9942447156393945,0.1727949971027821,1.4265499245864781,0.2866457752354833,0.03330012494097268,0.2086507161458334,0.07223730468749996
0.2,1.1500000000000008,2,0.31868505738897357,0.007042734724551848,0.0014085469449103697,0.061516808799063454,0.17061325875624897,0.9908841421019436,0.14581008444420912,1.4290363257446668,0.2866457752354833,0.03330012494097268,0.2086507161458334,0.07223730468749996
0.2,1.1500000000000008,3,0.33856192416930925,0.0072245591938168196,0.001444911838763364,0.0735868672811677,0.18380302031420617,0.9968667907849507,0.20003714984213317,1.4366939406204031,0.2866457752354833,0.03330012494097268,0.2086507161458334,0.07223730468749996
0.2,1.1500000000000008,4,0.3087691621535764,0.006946552267624696,0.0013893104535249393,0.05716194030406411,0.16454553362889904,0.9868224220658359,0.11913354610080915,1.4474511937232586,0.2866457752354833,0.03330012494097268,0.2086507161458334,0.07223730468749996
0.2,1.1500000000000008,5,0.29886836586887044,0.0068473300643531725,0.0013694660128706346,0.05429910817802989,0.15887926059247548,0.9820987358719897,0.09281158490944655,1.4852968004085194,0.2866457752354833,0.03330012494097268,0.2086507161458334,0.07223730468749996
0.2,1.1500000000000008,6,0.288982609077407,0.006745383003833172,0.0013490766007666346,0.05316086972385858,0.15365539445541113,0.9767534350077711,0.06688536918014244,1.545444075246105,0.2866457752354833,0.03330012494097268,0.2086507161458334,0.07223730468749996
0.2,1.1500000000000008,7,0.27911175543374445,0.006640986913477579,0.0013281973826955158,0.05384793418367259,0.14891697579381152,0.9708274312465925,0.04139102427224252,1.6290952962394978,0.2866457752354833,0.03330012494097268,0.2086507161458334,0.07223730468749996
0.2,1.1500000000000008,8,0.2692556029341253,0.006534375163870904,0.0013068750327741808,0.056285340340026496,0.14470816181048515,0.9643616433455091,0.016359717050060105,1.735226999494331,0.2866457752354833,0.03330012494097268,0.2086507161458334,0.07223730468749996
0.2,1.1500000000000008,9,0.25941389387408464,0.006425736556578558,0.0012851473113157116,0.06025368342783968,0.14107285427208757,0.9573965051553079,0.008182190538457385,1.8511691521616995,0.2866457752354833,0.03330012494097268,0.2086507161458334,0.07223730468749996
0.2,1.1500000000000008,10,0.24958632343260256,0.006315213985682358,0.0012630427971364717,0.06546865391154634,0.13805293229023155,0.9499715383778504,0.03221292861302387,1.9640552732843113,0.2866457752354833,0.03330012494097268,0.2086507161458334,0.07223730468749996
