alpha,Mach,N,gep_cr,gep_ci,gep_omega_i,distance_to_target,distance_to_shooting,overlap_to_previous,overlap_to_anchor,selection_source,n_finite_modes,success,accepted,target_cr,target_ci,target_source,shooting_cr,shooting_ci,shooting_omega_i,shooting_spectral_success
0.2,1.0000000000000007,561,0.1514088890007878,0.005337963367099558,0.0010675926734199117,0.07522303143407871,0.20515868252925068,0.9982535959291755,0.8842978297649273,anchor_tracking_score,149,True,False,0.1285792082852527,0.041175479103263246,blended_continuation,0.05041503906250002,0.09462727864583333,0.018925455729166665,True
0.2,1.0250000000000006,561,0.18068865443375448,0.005540946074883195,0.001108189214976639,0.07337839531119769,0.19360662873912962,0.9983811130102719,0.9102843041970359,anchor_tracking_score,150,True,False,0.15952563434851297,0.040671116439251136,blended_continuation,0.09835734049479171,0.09315527343749998,0.018631054687499995,True
0.2,1.0500000000000005,561,0.20030449691766047,0.0056816784404185704,0.0011363356880837142,0.06960599392737567,0.18296638359209058,0.9977421073202857,0.9323470196435812,anchor_tracking_score,149,True,False,0.18321793762159908,0.039419801839772145,blended_continuation,0.12812988281250004,0.08974641927083334,0.017949283854166668,True
0.2,1.0750000000000004,561,0.21994330749433177,0.005868723552398011,0.0011737447104796022,0.06737974399007213,0.1733749778600644,0.9982067933423612,0.9545104610048685,anchor_tracking_score,148,True,False,0.19872983237533298,0.0378453492872347,blended_continuation,0.1520841471354167,0.08564029947916667,0.017128059895833336,True
0.2,1.1000000000000003,561,0.2298269558686105,0.005982049159280046,0.0011964098318560093,0.06270126086156816,0.16096459300579025,0.9976711810380647,0.9706464508081007,anchor_tracking_score,148,True,False,0.21290159723547525,0.0361688854822958,blended_continuation,0.1726953125,0.08122428385416668,0.016244856770833337,True
0.2,1.1250000000000002,561,0.23970578705912537,0.006131953234381878,0.0012263906468763758,0.05976314608101007,0.14923882081254472,0.998575631683226,0.98478804256771,anchor_tracking_score,148,True,False,0.2204152859521641,0.03441405975309117,blended_continuation,0.19137939453125005,0.0767307942708333,0.015346158854166661,True
0.2,1.1500000000000001,561,0.2397725468994401,0.00620290340792975,0.00124058068158595,0.05438448511822776,0.13568617084604223,0.9983100917494014,0.9926547782671069,anchor_tracking_score,150,True,False,0.22735555191830908,0.032676902242698286,blended_continuation,0.20865071614583333,0.07223730468749996,0.014447460937499993,True
0.2,1.175,561,0.23982544243329293,0.006303300612830499,0.0012606601225660999,0.04973249354168473,0.123959075353428,0.9980074336795397,0.9980074336795397,anchor_tracking_score,151,True,False,0.23381144126153167,0.030987064020077414,blended_continuation,0.2247257486979167,0.0678212890625,0.013564257812500001,True
0.2,1.2,561,0.23986856963727496,0.006430913991795688,0.0012861827983591378,0.11410366780113398,0.11410366780113398,1.0,1.0,nearest_to_target,151,True,False,0.23985351562499993,0.06348274739583332,anchor_shooting,0.23985351562499993,0.06348274739583332,0.012696549479166664,True
0.2,1.2249999999999999,561,0.2399046529465335,0.006584595452346969,0.0013169190904693939,0.04243954277073626,0.10656298518804538,0.9976721425176069,0.9976721425176069,anchor_tracking_score,151,True,False,0.24564737876153162,0.02760919943674408,blended_continuation,0.25431559244791657,0.05937662760416666,0.011875325520833334,True
