alpha,Mach,N,gep_cr,gep_ci,gep_omega_i,distance_to_previous,distance_to_shooting,overlap_to_previous,overlap_to_reference,peak_y,peak_amp,centroid_y,spread_y,phase_span,blumen_ci_target,blumen_ci_abs_err,cr_floor_term,low_ci_term,score,selection_source,success,accepted,shooting_cr,shooting_ci,shooting_omega_i,shooting_spectral_success,reference_cr,reference_ci
0.2,1.3,561,0.7664973615443793,0.0050018373454949775,0.0010003674690989956,0.0,0.01113277323533845,1.0,1.0,-7.105263157894739,1.0,0.15629807641997104,1.83908185954809,3.1368929577763347,0.020247231045348518,,0.0,0.333088353934003,0.0,reference_anchor,True,True,0.7616080729166668,1e-06,2e-07,True,0.7664973615443793,0.0050018373454949775
0.2,1.275,561,0.7665006496258114,0.005136914080848092,0.0010273828161696185,0.000270173479849755,0.49395662438427296,0.9995188310904523,0.9995188310904523,-7.105263157894739,,0.15527778450305926,1.8544785483134985,3.1359745906395533,0.021013010859494783,0.01587609677864669,0.0,0.31507812255358764,0.8750062156278211,beam_search,True,False,0.28134521484375,0.05155175781249999,0.010310351562499999,True,0.7664973615443793,0.0050018373454949775
