alpha,Mach,rank,cand_cr,cand_ci,cand_omega_i,distance_to_previous,distance_to_shooting,peak_y,peak_amp,centroid_y,spread_y,phase_span,overlap_to_previous,overlap_to_reference,blumen_ci_target,blumen_ci_abs_err,cr_floor_term,score,shooting_cr,shooting_ci,shooting_omega_i,shooting_spectral_success
0.2,1.3,1,0.7664973615443793,0.0050018373454949775,0.0010003674690989956,0.0,0.01113277323533845,-7.105263157894739,1.0,0.15629807641997104,1.83908185954809,3.1368929577763347,1.0,1.0,0.020247231045348518,0.01524539369985354,0.0,0.5521023837524393,0.7616080729166668,1e-06,2e-07,True
0.2,1.3,2,0.7575074975334898,0.005181224588874591,0.0010362449177749183,0.008997020288219653,0.011142424585243591,-7.105263157894739,1.0,0.15535522389817819,1.8429524389582186,3.136594671081756,0.9999659312942988,0.9999659312942988,0.020247231045348518,0.015066006456473926,0.0,0.7748316646039719,0.7616080729166668,1e-06,2e-07,True
0.2,1.3,3,0.775391456502496,0.00482419655332278,0.000964839310664556,0.008901188130141418,0.016823631089691808,-7.105263157894739,0.9999999999999999,0.1571431855178269,1.8355037946237833,3.1372892152333463,0.9999681200226699,0.9999681200226699,0.020247231045348518,0.015423034492025738,0.0,0.7970140487077289,0.7616080729166668,1e-06,2e-07,True
0.2,1.3,4,0.7484272733489439,0.0053624951215968,0.0010724990243193599,0.018084479077835384,0.01699164491743248,-7.105263157894739,1.0,0.1542491096710084,1.8471643776328033,3.136302696324721,0.9998590893700599,0.9998590893700599,0.020247231045348518,0.014884735923751717,0.0,1.0136762811773754,0.7616080729166668,1e-06,2e-07,True
0.2,1.3,5,0.7841842500809962,0.004648195202862266,0.0009296390405724533,0.017701024749061697,0.0244145339576494,-7.105263157894739,1.0,0.15786873684498606,1.8322288105418874,3.137661151058149,0.9998766144297487,0.9998766144297487,0.020247231045348518,0.015599035842486252,0.0,1.0334475573005752,0.7616080729166668,1e-06,2e-07,True
0.2,1.3,6,0.7928700944120849,0.004473753209746127,0.0008947506419492255,0.026393872969480564,0.032516704523693075,-7.105263157894739,1.0,0.15848213324461047,1.8292472711895735,3.1380099671755444,0.9997313418907108,0.9997313418907108,0.020247231045348518,0.01577347783560239,0.0,1.2602706747090953,0.7616080729166668,1e-06,2e-07,True
0.2,1.3,7,0.7392619678902926,0.00554581923954851,0.0011091638479097021,0.027257115267344353,0.024946512610920436,-7.105263157894739,1.0,0.15302777349550672,1.851691400601152,3.13599046214574,0.9996721084461222,0.9996721084461222,0.020247231045348518,0.014701411805800008,0.0,1.2652447511112515,0.7616080729166668,1e-06,2e-07,True
0.2,1.3,8,0.8014432354091251,0.004300815082019624,0.0008601630164039248,0.03497398789137829,0.04075283805772075,-7.105263157894739,1.0,0.15904160528355954,1.8265145069383029,3.1383367757214837,0.9995377308891537,0.9995377308891537,0.020247231045348518,0.015946415963328894,0.0,1.479658491015074,0.7616080729166668,1e-06,2e-07,True
0.2,1.3,9,0.7300167249346541,0.005731405258826386,0.0011462810517652773,0.03650980587200479,0.03360600311019085,-7.105263157894739,1.0,0.15163522699087922,1.8565751691464119,3.135656451022208,0.999397038548171,0.999397038548171,0.020247231045348518,0.014515825786522132,0.0,1.5305723278261956,0.7616080729166668,1e-06,2e-07,True
0.2,1.3,10,0.8098978235422248,0.004129348035037528,0.0008258696070075057,0.043435527532354024,0.04899054036721966,-7.105263157894739,0.9999999999999999,0.15949772849645116,1.8240621613037022,3.1386425551123365,0.9993008115017377,0.9993008115017377,0.020247231045348518,0.016117883010310988,0.0,1.6893974917170622,0.7616080729166668,1e-06,2e-07,True
