alpha,Mach,N,gep_cr,gep_ci,gep_omega_i,distance_to_target,distance_to_shooting,overlap_to_previous,selection_source,n_finite_modes,success,accepted,target_cr,target_ci,target_source,shooting_cr,shooting_ci,shooting_omega_i,shooting_spectral_success
0.0,1.4,,,,,,,,no_mode,0,False,False,0.03,0.001,shooting_anchor,0.03,0.001,0.0,True
0.01,1.4,561.0,0.13271695056528943,0.0029152303833254846,2.9152303833254845e-05,0.13286567276965222,0.13286567276965222,,nearest_to_target,138,True,False,0.12433756510416667,0.0692158203125,shooting_anchor,0.12433756510416667,0.0692158203125,0.000692158203125,True
0.02,1.4,561.0,0.3879170206149666,0.005378432599261261,0.00010756865198522522,0.00814185008443277,0.3732993006874277,0.999966238067121,composite_branch_score,141,True,False,0.384057253672507,0.0017940246304582537,blended_continuation,0.7610677083333333,0.00011221600115740739,2.244320023148148e-06,True
0.03,1.4,561.0,0.5361673429922095,0.006451942538502018,0.00019355827615506052,0.006518051411959006,0.22613060318834216,0.9998070244717516,composite_branch_score,139,True,False,0.5375262540356466,0.0032645315599425587,blended_continuation,0.7619401041666666,9.368000096450614e-05,2.810400028935184e-06,True
0.04,1.4,561.0,0.42769805262191285,0.005888408807378013,0.00023553635229512051,0.06421791297930049,0.26284601149700537,0.9999181247073353,composite_branch_score,142,True,False,0.4063709787119923,0.036174941564767873,blended_continuation,0.2116764322916666,0.08075944010416665,0.003230377604166666,True
0.05,1.4,561.0,0.3680969816134473,0.0053576749886153924,0.0002678837494307696,0.06403440766346463,0.20532499274515484,0.9998739872392798,composite_branch_score,143,True,False,0.34791961282314765,0.03574385257609347,blended_continuation,0.22825195312499996,0.08052701822916666,0.004026350911458333,True
0.06,1.4,561.0,0.3383648060044926,0.005181212733767775,0.0003108727640260665,0.06302974237668571,0.17669431972029143,0.9997795274270141,composite_branch_score,140,True,False,0.31791678271806834,0.03499155811816923,blended_continuation,0.24264648437499994,0.07944238281249998,0.004766542968749998,True
0.07,1.4,561.0,0.32847860634691806,0.00521001175852214,0.0003647008230965498,0.06256668124997579,0.16260949524131485,0.9995846469784193,composite_branch_score,146,True,False,0.30513737318602885,0.03423489951526066,blended_continuation,0.25529622395833323,0.07781542968749998,0.005447080078124999,True
0.08,1.4,561.0,0.3186012959527806,0.005260764773066286,0.0004208611818453029,0.058281716935222515,0.15035237308648436,0.9994199687823861,composite_branch_score,145,True,False,0.30356763255815084,0.03341546018011328,blended_continuation,0.266201171875,0.07572363281249998,0.006057890624999999,True
0.09,1.4,561.0,0.3087333183436333,0.005333560734920731,0.0004800204661428658,0.05472421614367946,0.13975811500402383,0.9992080199626773,composite_branch_score,143,True,False,0.30147978798833497,0.0324542453221731,blended_continuation,0.2757975260416666,0.07324446614583331,0.0065920019531249974,True
