alpha,Mach,N,family_cluster_id,gep_cr,gep_ci,gep_omega_i,distance_to_shooting,peak_y,centroid_y,spread_y,phase_span,selection_source,success,accepted,shooting_cr,shooting_ci,shooting_omega_i,shooting_spectral_success
0.2,1.3,201,0,9.78753929220332,0.033091791246236395,0.0066183582492472795,9.02617385037285,-4.463846013141786,0.06066330792087321,1.968035154240685,39.11169506172434,family_clustering_matching,True,False,0.7616080729166668,1e-06,2e-07,True
0.2,1.275,201,0,9.978376524113127,0.033051820621227516,0.006610364124245503,9.697101897147151,-4.463846013141786,0.060834480807204994,1.9675148422916315,39.111442800082806,family_clustering_matching,True,False,0.28134521484375,0.05155175781249999,0.010310351562499999,True
