alpha,Mach,N,gep_cr,gep_ci,gep_omega_i,distance_to_target,distance_to_shooting,overlap_to_previous,overlap_to_anchor,selection_source,n_finite_modes,success,accepted,target_cr,target_ci,target_source,shooting_cr,shooting_ci,shooting_omega_i,shooting_spectral_success
0.2,1.1500000000000008,801,0.283902374502123,0.00432418010725943,0.0008648360214518861,0.05629435941415636,0.15527904574145482,0.9889523618924014,0.050219791518514065,anchor_tracking_score,206,True,False,0.27044391299337356,0.03165513652881429,blended_continuation,0.2086507161458334,0.07223730468749996,0.014447460937499993,True
0.2,1.1750000000000007,801,0.3116393775584003,0.0046003577563571724,0.0009200715512714345,0.05283349810264978,0.1534324721255641,0.982390402333133,0.195509077655608,anchor_tracking_score,214,True,False,0.2977621446708527,0.030089575717818177,blended_continuation,0.22472574869791676,0.0678212890625,0.013564257812500001,True
0.2,1.2000000000000006,801,0.3464530753194767,0.004935100154696959,0.0009870200309393918,0.04916165519302357,0.15835016298364352,0.9710701344027458,0.3729345478700341,anchor_tracking_score,208,True,False,0.33319946654378635,0.028605810936899317,blended_continuation,0.239853515625,0.06348274739583332,0.012696549479166664,True
0.2,1.2250000000000005,801,0.39543010048964394,0.005354519964276648,0.0010709039928553296,0.046201108616565574,0.17772691646253855,0.9602702381352299,0.5813638920432053,anchor_tracking_score,211,True,False,0.38114912506169846,0.02732379497635947,blended_continuation,0.2543155924479167,0.05937662760416666,0.011875325520833334,True
0.2,1.2500000000000004,801,0.4657048134708864,0.005955239891154673,0.0011910479782309346,0.04295926940602985,0.22097612902121483,0.956535799564467,0.7834459202182517,anchor_tracking_score,211,True,False,0.4521705065644088,0.026341027614842995,blended_continuation,0.2680387369791668,0.05534798177083333,0.011069596354166667,True
0.2,1.2750000000000004,801,0.5749250196212368,0.007003058177516099,0.0014006116355032199,0.03140565964065821,0.3068019692405172,0.9616838875714453,0.9294475726909155,anchor_tracking_score,209,True,False,0.5702860727740507,0.022533637928557677,blended_continuation,0.28134521484375,0.05155175781249999,0.010310351562499999,True
0.2,1.3000000000000003,801,0.7629133113942512,0.003188224672596136,0.0006376449345192272,0.002686440015305726,0.006506708225961048,0.9995884729755438,0.994678789228962,anchor_tracking_score,215,True,True,0.7623916188518323,0.0018705755494396457,blended_continuation,0.7616080729166668,1e-06,2e-07,True
0.2,1.3250000000000002,801,0.7629139828086091,0.0031169592490660762,0.0006233918498132153,0.00258005634873535,0.006296017074396217,0.9996472311602764,0.9972154465007655,anchor_tracking_score,211,True,True,0.7624451637408665,0.0018484069793142054,blended_continuation,0.7617399088541668,2.4170000241126537e-05,4.834000048225307e-06,True
0.2,1.35,801,0.7629153336653329,0.0030645649653629247,0.000612912993072585,0.002485253625512807,0.0061071071085668565,0.9996924952899555,0.9988411092812297,anchor_tracking_score,210,True,True,0.762351892439304,0.0018542943790955824,blended_continuation,0.76150390625,9.368000096450614e-05,1.873600019290123e-05,True
0.2,1.375,801,0.7629172165655066,0.0030280372978496333,0.0006056074595699267,0.0025032103394811395,0.006192015633668624,0.9997268968010615,0.9997268968010615,anchor_tracking_score,213,True,True,0.7623734687191824,0.0018063171699865537,blended_continuation,0.7615543619791666,7.951000072337961e-06,1.5902000144675923e-06,True
0.2,1.4,801,0.762919539879193,0.0030052279499293644,0.0006010455899858729,0.006159439506049197,0.006159439506049197,1.0,1.0,nearest_to_target,214,True,True,0.7615039062499999,7.951000072337961e-06,anchor_shooting,0.7615039062499999,7.951000072337961e-06,1.5902000144675923e-06,True
