alpha,Mach,N,gep_cr,gep_ci,gep_omega_i,distance_to_target,distance_to_shooting,overlap_to_previous,overlap_to_anchor,selection_source,n_finite_modes,success,accepted,target_cr,target_ci,target_source,shooting_cr,shooting_ci,shooting_omega_i,shooting_spectral_success
0.2,1.45,561,0.7575170552007607,0.004872476412541351,0.0009744952825082702,0.004205699204518486,0.010514248011296214,0.9999999999999998,0.9999999999999998,anchor_tracking_score,130,True,True,0.7591117956204564,0.0029266662475537454,blended_continuation,0.7615039062499999,7.951000072337961e-06,1.5902000144675923e-06,True
0.2,1.4749999999999999,561,0.7575215238288756,0.0048842397608832785,0.0009768479521766558,0.004213776137245009,0.010504307785918715,0.9997814621470494,0.9997814621470494,anchor_tracking_score,133,True,True,0.7591117956204564,0.002933153847621261,blended_continuation,0.7615039062499999,2.4170000241126547e-05,4.83400004822531e-06,True
0.2,1.4999999999999998,561,0.7575265762173591,0.004909843796777349,0.0009819687593554697,0.004259298299108614,0.01057985662237916,0.9997886229351007,0.9991414579618169,anchor_tracking_score,153,True,True,0.7591144767973252,0.002933724256558902,blended_continuation,0.7615039062499999,7.951000072337964e-06,1.590200014467593e-06,True
0.2,1.5249999999999997,561,0.7575321894399297,0.004948581954107519,0.000989716390821504,0.004301762557678749,0.010649594889725902,0.9997906161907565,0.9980895599127301,anchor_tracking_score,153,True,True,0.7591175082304153,0.0029490866780953443,blended_continuation,0.7615039062499999,7.951000072337964e-06,1.590200014467593e-06,True
0.2,1.5499999999999996,561,0.75753835568148,0.004999974701299409,0.0009999949402598818,0.004353649112162003,0.010744047441457173,0.9997877223325691,0.9966179499512928,anchor_tracking_score,152,True,True,0.7591208761639578,0.002972051532490553,blended_continuation,0.7615039062499999,7.255900065104167e-06,1.4511800130208336e-06,True
0.2,1.5749999999999995,561,0.7575450800692243,0.005063734801455716,0.0010127469602911434,0.004418649078455832,0.010871864578308434,0.9997800163245286,0.9947020586350293,anchor_tracking_score,149,True,True,0.7591245759088879,0.0030003848207796452,blended_continuation,0.7615039062499999,1e-06,2e-07,True
0.2,1.5999999999999994,561,0.757552379732766,0.005139745123571456,0.0010279490247142914,0.004482895867334549,0.010997990976552154,0.9997673823723645,0.9923004463892318,anchor_tracking_score,147,True,True,0.7591286105415345,0.0030414212809023646,blended_continuation,0.7615039062499999,7.951000072337964e-06,1.590200014467593e-06,True
0.2,1.6249999999999993,561,0.7575602838600531,0.00522804624344137,0.001045609248688274,0.004549538319453538,0.01112984588270047,0.9997495184367021,0.9893539788526522,anchor_tracking_score,156,True,True,0.7591329903396595,0.003093515074239324,blended_continuation,0.7615039062499999,2.4170000241126547e-05,4.83400004822531e-06,True
0.2,1.6499999999999992,561,0.7575688347119519,0.005328832368033619,0.0010657664736067238,0.0046380829860672304,0.011315589218182607,0.9997259320069488,0.9857843187135695,anchor_tracking_score,161,True,True,0.7591377328160318,0.003146495746161272,blended_continuation,0.7615039062499999,2.4170000241126547e-05,4.83400004822531e-06,True
0.2,1.6749999999999992,561,0.7575780896596843,0.005442455099927584,0.001088491019985517,0.004754390483121877,0.011569346149152442,0.9996959283407562,0.981491736293146,anchor_tracking_score,151,True,True,0.7591428633271711,0.003197699420820171,blended_continuation,0.7615039062499999,1e-06,2e-07,True
0.2,1.699999999999999,561,0.7575881245308443,0.005569435431640523,0.0011138870863281046,0.004864165785905583,0.011805220840690396,0.9996585924340313,0.976352232318813,anchor_tracking_score,156,True,True,0.7591484162958105,0.00326587305995655,blended_continuation,0.7615039062499999,1e-06,2e-07,True
0.2,1.724999999999999,561,0.7575990387223126,0.0057104853808119796,0.001142097076162396,0.004968071548274046,0.012024338686100497,0.9996127664547844,0.9702139729589264,anchor_tracking_score,157,True,True,0.7591544372185066,0.0033513292590807643,blended_continuation,0.7615039062499999,2.4170000241126537e-05,4.834000048225307e-06,True
0.2,1.749999999999999,561,0.7576109629001887,0.00586654182220155,0.00117330836444031,0.005118376326479768,0.01235619267714827,0.9995570254744354,0.9628930669224577,anchor_tracking_score,157,True,True,0.7591609857333875,0.0034275253484958683,blended_continuation,0.7615039062499999,3.085300021701389e-06,6.170600043402779e-07,True
0.2,1.7749999999999988,561,0.7576240706653867,0.006038816987618766,0.0012077633975237532,0.005250616064474765,0.012639503063598427,0.9994896561830194,0.9541687779650603,anchor_tracking_score,156,True,True,0.7591681402401131,0.0035295930934173807,blended_continuation,0.7615039062499999,2.4170000241126547e-05,4.83400004822531e-06,True
0.2,1.7999999999999987,561,0.6444787816902053,0.007514628740231528,0.0015029257480463057,0.003283716098284134,0.1623615516425141,0.992251336172907,0.9814598258103262,anchor_tracking_score,158,True,False,0.647422098649232,0.006786673265487926,blended_continuation,0.4821191406249999,0.007908457682291665,0.0015816915364583331,True
