alpha,Mach,n_points,cr,ci,omega_i,abs_c,blumen_cr,blumen_ci,err_cr,err_ci,distance_to_blumen,inside_blumen_box
0.2,1.2,121,-0.3992488045562526,0.04605245415775004,0.00921049083155001,0.4018960518262757,0.23697519236816028,0.06222266952409093,0.6362239969244129,0.01617021536634089,0.636429454163986,False
0.2,1.2,121,-0.39286662255520616,0.19338907358613663,0.03867781471722733,0.4378852782412752,0.23697519236816028,0.06222266952409093,0.6298418149233664,0.13116640406204572,0.6433547523571487,False
0.2,1.2,121,0.8988270243842732,0.019561895625929897,0.003912379125185979,0.89903986981889,0.23697519236816028,0.06222266952409093,0.6618518320161129,0.04266077389816103,0.6632252929229063,False
0.2,1.2,121,-0.4472477820286657,0.046791870674569254,0.009358374134913852,0.4496888454151231,0.23697519236816028,0.06222266952409093,0.684222974396826,0.015430798849521678,0.6843969522474322,False
0.2,1.2,121,0.9268137894339459,0.014860532393723064,0.002972106478744613,0.9269329186666829,0.23697519236816028,0.06222266952409093,0.6898385970657857,0.04736213713036787,0.6914625528799424,False
0.2,1.2,121,0.9501974120312898,0.010618676405017985,0.002123735281003597,0.9502567432644481,0.23697519236816028,0.06222266952409093,0.7132222196631295,0.05160399311907295,0.7150866428112294,False
0.2,1.2,121,-0.4949390264687642,0.04690822720413835,0.00938164544082767,0.4971569387037489,0.23697519236816028,0.06222266952409093,0.7319142188369245,0.015314442319952583,0.7320744196317999,False
0.2,1.2,121,0.9686724273805754,0.006965929539999043,0.0013931859079998087,0.9686974737975382,0.23697519236816028,0.06222266952409093,0.7316972350124151,0.05525673998409189,0.7337807240848474,False
0.2,1.2,121,0.9822368771152461,0.004040936236150501,0.0008081872472301002,0.9822451893141425,0.23697519236816028,0.06222266952409093,0.7452616847470859,0.05818173328794043,0.7475293257394346,False
0.2,1.2,121,0.9912576751936769,0.0019397561650045534,0.0003879512330009107,0.991259573111076,0.23697519236816028,0.06222266952409093,0.7542824828255166,0.06028291335908638,0.7566875798772469,False
0.2,1.2,121,0.9964832588303197,0.0006560558402905076,0.00013121116805810153,0.996483474794419,0.23697519236816028,0.06222266952409093,0.7595080664621594,0.061566613683800425,0.7619993116411446,False
0.2,1.2,121,0.9988631385636838,4.476607632879891e-14,8.953215265759784e-15,0.9988631385636838,0.23697519236816028,0.06222266952409093,0.7618879461955235,0.06222266952404617,0.7644245568797038,False
0.2,1.2,121,0.9998808553801671,1.4357204979132754e-14,2.871440995826551e-15,0.9998808553801671,0.23697519236816028,0.06222266952409093,0.7629056630120068,0.062222669524076575,0.7654389010616668,False
0.2,1.2,121,-0.5420770418668575,0.046809095970322026,0.009361819194064406,0.5440943032091785,0.23697519236816028,0.06222266952409093,0.7790522342350177,0.015413573553768906,0.7792046983407314,False
0.2,1.2,121,-0.5884810550818325,0.0467968846601646,0.00935937693203292,0.5903388015403727,0.23697519236816028,0.06222266952409093,0.8254562474499927,0.015425784863926331,0.8256003702112129,False
0.2,1.2,121,-0.6337371956731994,0.04707619233583295,0.00941523846716659,0.6354832814988695,0.23697519236816028,0.06222266952409093,0.8707123880413596,0.015146477188257984,0.870844118347194,False
0.2,1.2,121,-0.6768463168179527,0.04756302106793443,0.009512604213586887,0.6785154217577793,0.23697519236816028,0.06222266952409093,0.913821509186113,0.014659648456156499,0.9139390876552131,False
0.2,1.2,121,-0.7165937364024221,0.04662078281331783,0.009324156562663567,0.7181086828895126,0.23697519236816028,0.06222266952409093,0.9535689287705824,0.015601886710773102,0.9536965559262609,False
0.2,1.2,121,-0.7548386382284412,0.042079207663019515,0.008415841532603904,0.7560106014336804,0.23697519236816028,0.06222266952409093,0.9918138305966016,0.020143461861071417,0.9920183635490084,False
0.2,1.2,121,-0.7935634430398082,0.03596604456732342,0.0071932089134646845,0.7943780551418913,0.23697519236816028,0.06222266952409093,1.0305386354079684,0.02625662495676751,1.030873071441212,False
0.2,1.2,121,-0.8313624024690277,0.030089869036122287,0.006017973807224458,0.8319067522611441,0.23697519236816028,0.06222266952409093,1.068337594837188,0.03213280048796864,1.0688207208927545,False
0.2,1.2,121,-0.8667706076438703,0.02464084484888831,0.004928168969777662,0.8671207859982316,0.23697519236816028,0.06222266952409093,1.1037458000120306,0.03758182467520262,1.1043854329852938,False
0.2,1.2,121,-0.8988270243842663,0.01956189562593411,0.003912379125186822,0.8990398698188832,0.23697519236816028,0.06222266952409093,1.1358022167524267,0.042660773898156826,1.1366031045221177,False
0.2,1.2,121,-0.9268137894339484,0.01486053239372688,0.002972106478745376,0.9269329186666855,0.23697519236816028,0.06222266952409093,1.1637889818021088,0.04736213713036405,1.1647523196789713,False
0.2,1.2,121,-0.950197412031272,0.010618676405030099,0.00212373528100602,0.9502567432644303,0.23697519236816028,0.06222266952409093,1.1871726043994322,0.05160399311906083,1.188293635740915,False
0.2,1.2,121,-0.9686724273805243,0.006965929540010251,0.0013931859080020502,0.9686974737974873,0.23697519236816028,0.06222266952409093,1.2056476197486845,0.05525673998408068,1.2069132074508657,False
0.2,1.2,121,-0.9822368771152385,0.004040936236244108,0.0008081872472488216,0.9822451893141354,0.23697519236816028,0.06222266952409093,1.2192120694833988,0.05818173328784682,1.2205995184590113,False
0.2,1.2,121,-0.991257675193642,0.0019397561651452982,0.0003879512330290597,0.9912595731110415,0.23697519236816028,0.06222266952409093,1.2282328675618024,0.06028291335894563,1.2297113509283917,False
0.2,1.2,121,-0.9964832588304654,0.0006560558402643399,0.00013121116805286798,0.9964834747945647,0.23697519236816028,0.06222266952409093,1.2334584511986257,0.06156661368382659,1.2349940075780959,False
0.2,1.2,121,-1.6093772168489942,1.25180542032767e-13,2.5036108406553402e-14,1.6093772168489942,0.23697519236816028,0.06222266952409093,1.8463524092171544,0.062222669523965754,1.8474005736776957,False
0.2,1.2,121,2.1014729410202353,0.041911076529163496,0.0083822153058327,2.101890829747366,0.23697519236816028,0.06222266952409093,1.864497748652075,0.020311592994927435,1.864608381279739,False
0.2,1.2,121,-2.101472941020156,0.041911076529061064,0.008382215305812213,2.1018908297472843,0.23697519236816028,0.06222266952409093,2.338448133388316,0.020311592995029867,2.33853634424554,False
0.2,1.2,121,2.958803791479529,0.09574102561113557,0.019148205122227115,2.9603523811294337,0.23697519236816028,0.06222266952409093,2.721828599111369,0.033518356087044635,2.7220349746348473,False
0.2,1.2,121,-2.9588037914796357,0.09574102561112462,0.019148205122224926,2.9603523811295402,0.23697519236816028,0.06222266952409093,3.195778983847796,0.033518356087033685,3.195954754654394,False
0.2,1.2,121,3.784645512290533,0.07376295670485204,0.014752591340970409,3.785364266154938,0.23697519236816028,0.06222266952409093,3.5476703199223727,0.01154028718076111,3.547689089687303,False
0.2,1.2,121,-3.784645512290551,0.07376295670485072,0.014752591340970145,3.7853642661549562,0.23697519236816028,0.06222266952409093,4.021620704658711,0.011540287180759792,4.02163726240543,False
0.2,1.2,121,4.656109471660425,0.09918163808456194,0.01983632761691239,4.657165705600249,0.23697519236816028,0.06222266952409093,4.4191342792922645,0.03695896856047101,4.419288827828864,False
0.2,1.2,121,-4.6561094716604305,0.09918163808457484,0.019836327616914968,4.657165705600255,0.23697519236816028,0.06222266952409093,4.893084664028591,0.036958968560483904,4.893224243247886,False
0.2,1.2,121,5.5197668987680535,0.07874926130799349,0.0157498522615987,5.5203286191034,0.23697519236816028,0.06222266952409093,5.282791706399893,0.01652659178390256,5.282817557084806,False
0.2,1.2,121,-5.519766898768033,0.07874926130799517,0.015749852261599036,5.520328619103379,0.23697519236816028,0.06222266952409093,5.756742091136194,0.01652659178390424,5.756765813553224,False
0.2,1.2,121,6.418352328154881,0.06979300634286298,0.013958601268572596,6.4187317806608455,0.23697519236816028,0.06222266952409093,6.18137713578672,0.007570336818772047,6.18138177148333,False
0.2,1.2,121,-6.418352328154869,0.06979300634287204,0.013958601268574409,6.418731780660834,0.23697519236816028,0.06222266952409093,6.65532752052303,0.007570336818781109,6.655331826094832,False
0.2,1.2,121,7.363309300051754,0.053330752681020464,0.010666150536204094,7.363502428695884,0.23697519236816028,0.06222266952409093,7.1263341076835935,0.008891916843070467,7.126339655146929,False
0.2,1.2,121,-7.363309300051723,0.053330752681025786,0.010666150536205158,7.363502428695853,0.23697519236816028,0.06222266952409093,7.600284492419884,0.008891916843065145,7.600289693946101,False
0.2,1.2,121,8.376396671615778,0.04437242205517173,0.008874484411034346,8.376514198167094,0.23697519236816028,0.06222266952409093,8.139421479247618,0.0178502474689192,8.139441052564493,False
0.2,1.2,121,-8.376396671615796,0.04437242205517769,0.008874484411035539,8.376514198167111,0.23697519236816028,0.06222266952409093,8.613371863983955,0.01785024746891324,8.613390360282365,False
0.2,1.2,121,9.463905415097036,0.039348034167943864,0.007869606833588774,9.463987213310038,0.23697519236816028,0.06222266952409093,9.226930222728877,0.022874635356147067,9.226958577128773,False
0.2,1.2,121,-9.463905415097035,0.03934803416794667,0.007869606833589334,9.463987213310036,0.23697519236816028,0.06222266952409093,9.700880607465194,0.022874635356144264,9.700907576574314,False
