alpha,Mach,n_points,has_low_family,has_high_family,low_cr,low_ci,low_stage1_mismatch,low_distance_to_default_shooting,high_cr,high_ci,high_stage1_mismatch,high_distance_to_default_shooting,default_shooting_cr,default_shooting_ci,default_stage1_mismatch,default_stage2_mismatch,default_shooting_success
0.2,1.2,561,True,True,0.23986856963727496,0.006430913991795688,0.019536831162442828,0.11410366780113398,0.6090012944588794,0.00957940912492088,0.024835771489973485,0.3845677601216468,0.23985351562499993,0.06348274739583332,7.409215188710876e-06,3.061490287072225e-26,True
0.2,1.25,561,True,True,0.269449401338611,0.007135553322925697,0.016729831579028933,0.09643517512460617,0.6051936830597651,0.010481920879369732,0.024819449225615825,0.3488915466821706,0.26803873697916675,0.05534798177083333,2.6701806271945676e-05,8.40943474335966e-26,True
0.2,1.275,561,True,True,0.2793520034480304,0.00748497567861789,0.015616389208505912,0.0881561004253713,0.6047536852075641,0.0092550600054861,0.024552689564819163,0.3342889188779273,0.28134521484375,0.05155175781249999,2.0566342615716098e-05,1.174140571330954e-26,True
0.2,1.3,561,True,True,0.766497361544398,0.00500183734569255,0.00017175884766920565,0.01113277323570164,0.766497361544398,0.00500183734569255,0.00017175884766920565,0.01113277323570164,0.7616080729166668,1e-06,8.410955299476108e-10,24.04817923285819,False
