alpha,Mach,beam_parent_rank,beam_parent_id,local_rank,cand_cr,cand_ci,cand_omega_i,peak_y,peak_amp,centroid_y,spread_y,phase_span,distance_to_previous,distance_to_shooting,overlap_to_previous,overlap_to_reference,blumen_ci_target,blumen_ci_abs_err,cr_floor_term,low_ci_term,local_score,shooting_cr,shooting_ci,shooting_omega_i,shooting_spectral_success
0.2,1.275,1,0,1,0.7760054119247053,0.018099635815715803,0.0036199271631431607,-7.105263157894739,1.0,0.14725128467487275,1.9018798869895395,3.1228201855159727,0.0008335256210080038,0.4991641898619335,0.9994954788376648,0.9994954788376648,0.021013010859494783,0.0029133750437789797,0.0,0.0,0.39312047034134107,0.28134521484375,0.05155175781249999,0.010310351562499999,True
0.2,1.275,1,0,2,0.8002579519245699,0.016472809311658815,0.003294561862331763,-7.105263157894739,1.0,0.15159973000585303,1.8904055431096072,3.126650428127776,0.024447219360396896,0.5236339935645955,0.9999592417067416,0.9999592417067416,0.021013010859494783,0.004540201547835968,0.0,0.0,0.6249407329091172,0.28134521484375,0.05155175781249999,0.010310351562499999,True
