alpha,Mach,n_points,low_cr,low_ci,high_cr,high_ci,low_distance_to_shooting,high_distance_to_shooting,low_high_overlap,delta_peak_y,delta_centroid_y,delta_phase_span
0.2,1.2,561,0.23986856963727496,0.006430913991795688,0.6090012944588794,0.00957940912492088,0.11410366780113398,0.3845677601216468,0.5096132798314947,0.0,1.001767902627279,3.0360519408584774
0.2,1.2,801,0.24264925433591242,0.004167699048293507,0.6057386709105839,0.006432317329480381,0.1186630355115848,0.38326355571770604,0.5225506721719313,0.0,1.0232548589151769,3.070941318109296
0.2,1.25,561,0.269449401338611,0.007135553322925697,0.6051936830597651,0.010481920879369732,0.09643517512460617,0.3488915466821706,0.6201859418262392,0.0,2.6199076826921686,2.618896296196142
0.2,1.25,801,0.27024102000964945,0.004645068604824656,0.6027956554093702,0.0069113333215832795,0.10142973757545473,0.3484919369065385,0.623638060979918,0.0,2.690084744239595,2.764654484474507
0.2,1.275,561,0.2793520034480304,0.00748497567861789,0.6047536852075641,0.0092550600054861,0.0881561004253713,0.3342889188779273,0.6696844224213473,0.0,2.5634833189141584,0.32635402577151806
0.2,1.275,801,0.28407956433495585,0.004925505188569923,0.6026165065454816,0.006062012235618428,0.09329258492582483,0.33390494258440795,0.6833115004075174,0.0,2.4082012992456385,0.17543740638035166
0.2,1.3,561,0.766497361544398,0.00500183734569255,0.766497361544398,0.00500183734569255,0.01113277323570164,0.01113277323570164,0.9999999999999996,0.0,0.0,0.0
0.2,1.3,801,0.7629133113939838,0.003188224668513286,0.7629133113939838,0.003188224668513286,0.006506708217907678,0.006506708217907678,0.9999999999999999,0.0,0.0,0.0
