alpha,Mach,blumen_cr,blumen_ci
0.2,1.2,0.23697519236816028,0.06222266952409093
0.2,1.25,0.2338874746306954,0.05451369857891339
0.2,1.275,0.23117469441517483,0.050919975576394085
0.2,1.3,0.2727688216788323,0.04671105940369977
