alpha,Mach,N,family_cluster_id,gep_cr,gep_ci,gep_omega_i,distance_to_shooting,peak_y,centroid_y,spread_y,phase_span,selection_source,success,accepted,shooting_cr,shooting_ci,shooting_omega_i,shooting_spectral_success
0.2,1.3,201,0,0.8235644831093317,0.014616573825069272,0.0029233147650138546,0.06850588848344322,-7.105263157894739,0.15226644577938953,1.868981837630453,3.1322533727809607,family_clustering_matching,True,False,0.7616080729166668,1e-06,2e-07,True
0.2,1.275,201,0,0.8236089337505794,0.014881873866427595,0.0029763747732855193,0.5472007514588576,-7.105263157894739,0.1549447054018897,1.8814692438079583,3.1298778212920086,family_clustering_matching,True,False,0.28134521484375,0.05155175781249999,0.010310351562499999,True
