prev_mach,prev_cluster_id,prev_cr,prev_ci,next_mach,next_cluster_id,next_cr,next_ci,match_score
1.3,0,0.8235644831093317,0.014616573825069272,1.275,0,0.8236089337505794,0.014881873866427595,0.0023770049468462492
1.3,6,0.10028587576317469,0.017690903865079977,1.275,6,0.10029914978324085,0.017255284376069158,0.034787379899572195
1.3,1,0.35552862748030517,0.18851486964666406,1.275,1,0.3646043375442132,0.19244029682616384,0.041443173265260494
1.3,2,0.29216093364574014,0.025850852820361755,1.275,2,0.32003452716177583,0.026040552052581104,0.05216759461983533
1.3,3,0.26436667636222044,0.02480729533265556,1.275,3,0.29209775902214324,0.025114834359167275,0.06792219969691454
1.3,4,0.23673313239920607,0.023718693816896192,1.275,4,0.26432344018021353,0.024121833264514395,0.06937221866774412
1.3,5,0.20924593068275674,0.022601078193654638,1.275,5,0.23670698567797827,0.02308445201161511,0.09324997946718477
