delta_ci_mae,delta_lower_edge_p_rel_mean,delta_lower_edge_u_rel_mean,delta_core_p_rel_mean,delta_upper_edge_p_rel_mean,delta_upper_edge_u_rel_mean
0.0,-0.003055419058643859,-0.012939575229204393,-0.000585485080561287,-0.0031152716766519803,-0.0006298972469729429
