epoch,loss,loss_pde,loss_bc,loss_bc_kappa,loss_bc_q,loss_norm,loss_integral_norm,loss_phase,loss_peak_slope,loss_peak_curvature,loss_loc_center,loss_loc_spread,loss_first_order_v_energy,loss_first_order_amp_cap,loss_classic_mode_supervision,loss_classic_full_mode_supervision,loss_classic_balanced_full_mode_supervision,loss_riccati_anchor,loss_q_supervision,loss_riccati_center_kappa,loss_riccati_center_peak,loss_riccati_boundary_band_kappa,loss_riccati_boundary_band_q,loss_riccati_shooting_match,loss_ci_stability_outside,loss_ci_neutrality,loss_ci_low_alpha_zero,loss_ci_smoothness,loss_ci_supervision,stage_w_ci_supervision,stage_neutral_fraction,ci_supervision_neutral_fraction,stage2_started,mapping_scale,ci_mid,audit_ci_mae,audit_ci_max_abs,audit_ci_mean_rel,audit_ci_max_rel,audit_p_rel_l2_mean,audit_p_rel_l2_max,audit_env_rel_mean,audit_env_rel_max,audit_phase_rel_mean,audit_phase_rel_max,audit_peak_shift_mean,audit_peak_shift_max,audit_p_rel_weighted_mean,audit_env_rel_weighted_mean,audit_phase_rel_weighted_mean,audit_peak_shift_weighted_mean,audit_checkpoint_metric,n_focus_alphas,focus_alpha_min,focus_alpha_max
1,30.638959884643555,0.000304154003970325,8.931673073675483e-05,6.8107092374702916e-06,1.0604816225168179e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.27322072230163e-07,0.0,1.7720245523378253e-05,1.2522694987637806e-06,2.5532054901123047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0000009536743164,0.26747938990592957,0.0004987228905136465,0.0017982430846282815,0.0031239388430743305,0.04061653646591107,0.07538910459530962,0.14958798651087538,0.07096332388408394,0.14342047363589905,0.012983697086440713,0.02047347516631189,0.03317214217558778,0.05428532086271076,0.08010259125592868,0.07569278641336677,0.013304008618047591,0.03445931476262061,0.5329879505717925,12,0.2,0.8
2,24.338525772094727,0.0038734469562768936,0.03403317183256149,0.0030797342769801617,0.00016179143858607858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.460603956133127e-05,0.0,0.002865514252334833,0.0001902709191199392,2.023695945739746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0000009536743164,0.26747938990592957,,,,,,,,,,,,,,,,,24.338525772094727,0,,
3,31.518016815185547,0.0006625015521422029,0.003647899255156517,0.0002703281934373081,4.7230856580426916e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.80399091631989e-06,0.0,0.00021478915004990995,5.27352312928997e-05,2.6260085105895996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0000009536743164,0.26747938990592957,,,,,,,,,,,,,,,,,31.518016815185547,0,,
4,26.679893493652344,0.001067577744834125,0.006291586440056562,0.0005124221788719296,5.836824493599124e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.288215207750909e-05,0.0,0.0005695333238691092,4.3136958993272856e-05,2.2224373817443848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0000009536743164,0.26747938990592957,,,,,,,,,,,,,,,,,26.679893493652344,0,,
5,30.111474990844727,0.00235384120605886,0.01785932295024395,0.0016621475806459785,6.189233681652695e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.125881605432369e-05,0.0,0.0017466904828324914,4.412714042700827e-05,2.506838798522949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0000009536743164,0.26747938990592957,,,,,,,,,,,,,,,,,30.111474990844727,0,,
6,30.655105590820312,0.0013678474351763725,0.014933893457055092,0.001426046248525381,3.3671567507553846e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.338270471431315e-05,0.0,0.001505052438005805,2.228694938821718e-05,2.552586555480957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0000009536743164,0.26747938990592957,,,,,,,,,,,,,,,,,30.655105590820312,0,,
7,27.20285987854004,0.0005381028749980032,0.004929263610392809,0.0004860041954088956,3.4610841339599574e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5314069969463162e-05,0.0,0.0005428242729976773,1.8698040094022872e-06,2.266221046447754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0000009536743164,0.26747938990592957,,,,,,,,,,,,,,,,,27.20285987854004,0,,
8,26.96408462524414,0.00040495675057172775,0.0005636586574837565,3.766904410440475e-05,9.348410458187573e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.297640205346397e-06,0.0,3.6195873690303415e-05,1.6015012079151347e-05,2.2468976974487305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0000009536743164,0.26747938990592957,,,,,,,,,,,,,,,,,26.96408462524414,0,,
9,33.50925827026367,0.0008949947077780962,0.0039308639243245125,0.00037162844091653824,1.0728968845796771e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.221421350957826e-06,0.0,0.00030024160514585674,2.1854377337149344e-05,2.7918925285339355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0000009536743164,0.26747938990592957,,,,,,,,,,,,,,,,,33.50925827026367,0,,
10,29.242305755615234,0.0013070887653157115,0.008342091925442219,0.0008180225850082934,8.093307769740932e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0323207106921473e-06,6.445011240430176e-05,1.770613198459614e-05,0.0,0.0007069825660437346,1.9775572582148015e-05,2.4356322288513184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0000009536743164,0.26747938990592957,,,,,,,,,,,,,,,,,29.242305755615234,0,,
