epoch,loss,loss_pde,loss_bc,loss_bc_kappa,loss_bc_q,loss_norm,loss_integral_norm,loss_phase,loss_peak_slope,loss_peak_curvature,loss_loc_center,loss_loc_spread,loss_riccati_anchor,loss_ci_supervision,stage_w_ci_supervision,stage_neutral_fraction,ci_supervision_neutral_fraction,stage2_started,mapping_scale,ci_mid,audit_ci_mae,audit_ci_max_abs,audit_ci_mean_rel,audit_ci_max_rel,audit_p_rel_l2_mean,audit_p_rel_l2_max,audit_env_rel_mean,audit_env_rel_max,audit_phase_rel_mean,audit_phase_rel_max,audit_peak_shift_mean,audit_peak_shift_max,audit_checkpoint_metric,n_focus_alphas,focus_alpha_min,focus_alpha_max
20,0.5421401262283325,0.16259953379631042,0.3619439899921417,0.02527906931936741,0.005457664839923382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0035193155054003,5.0,0.2,0.2,0,3.0000009536743164,0.24379879236221313,,,,,,,,,,,,,,,,
21,0.5370133519172668,0.18018487095832825,0.3471354842185974,0.026222482323646545,0.004245532210916281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019385876366868615,5.0,0.2,0.2,0,3.0000009536743164,0.2412291169166565,,,,,,,,,,,,,,,,
22,0.3889272212982178,0.10833394527435303,0.27398866415023804,0.022677332162857056,0.002360766753554344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013209253083914518,5.0,0.2,0.2,0,3.0000009536743164,0.23889833688735962,,,,,,,,,,,,,,,,
23,0.29371827840805054,0.06909562647342682,0.218378946185112,0.02018246054649353,0.0008277168963104486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00124874257016927,5.0,0.2,0.2,0,3.0000009536743164,0.23692350089550018,,,,,,,,,,,,,,,,
24,0.36050137877464294,0.07653602212667465,0.2764759659767151,0.026217591017484665,0.0007150026503950357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014978786930441856,5.0,0.2,0.2,0,3.0000009536743164,0.23532019555568695,,,,,,,,,,,,,,,,
25,0.4105205833911896,0.10527592897415161,0.2947181463241577,0.027891837060451508,0.0007899884949438274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002105303108692169,5.0,0.2,0.2,0,3.0000009536743164,0.23412898182868958,,,,,,,,,,,,,,,,
26,0.3723253905773163,0.12827304005622864,0.2289198935031891,0.021698396652936935,0.0005967956967651844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0030264935921877623,5.0,0.2,0.2,0,3.0000009536743164,0.2333489954471588,,,,,,,,,,,,,,,,
27,0.4690600037574768,0.21238522231578827,0.24037572741508484,0.023447681218385696,0.000294945843052119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0032598134130239487,5.0,0.2,0.2,0,3.0000009536743164,0.23295283317565918,,,,,,,,,,,,,,,,
28,0.42591607570648193,0.12956330180168152,0.27720868587493896,0.027157630771398544,0.0002816181513480842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0038288203068077564,5.0,0.2,0.2,0,3.0000009536743164,0.232929065823555,,,,,,,,,,,,,,,,
29,0.3309815526008606,0.07630478590726852,0.23653291165828705,0.021830331534147263,0.0009114796994253993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003628772683441639,5.0,0.2,0.2,0,3.0000009536743164,0.23324161767959595,,,,,,,,,,,,,,,,
30,0.22844067215919495,0.044253379106521606,0.16478490829467773,0.013117620721459389,0.0016804356127977371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0038804765790700912,5.0,0.2,0.2,0,3.0000009536743164,0.2338540256023407,,,,,,,,,,,,,,,,
31,0.382506400346756,0.05966968089342117,0.3050387501716614,0.02593904919922352,0.0022824129555374384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0035595977678894997,5.0,0.2,0.2,0,3.0000009536743164,0.23472696542739868,,,,,,,,,,,,,,,,
32,0.33105412125587463,0.1057811975479126,0.2109663486480713,0.01645365171134472,0.0023214914835989475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002861314220353961,5.0,0.2,0.2,0,3.0000009536743164,0.2358098179101944,,,,,,,,,,,,,,,,
33,0.3192235231399536,0.0676354169845581,0.23907044529914856,0.019421689212322235,0.002242677379399538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002503529656678438,5.0,0.2,0.2,0,3.0000009536743164,0.23706401884555817,,,,,,,,,,,,,,,,
34,0.25542840361595154,0.07201109826564789,0.1731865555047989,0.01354143489152193,0.0018886103061959147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0020461485255509615,5.0,0.2,0.2,0,3.0000009536743164,0.23842842876911163,,,,,,,,,,,,,,,,
35,0.2794816493988037,0.07389986515045166,0.19779595732688904,0.01705857366323471,0.0013605108251795173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015571628464385867,5.0,0.2,0.2,0,3.0000009536743164,0.23985370993614197,,,,,,,,,,,,,,,,
36,0.23842795193195343,0.06290850788354874,0.16965508460998535,0.015561006963253021,0.0007022506324574351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011728722602128983,5.0,0.2,0.2,0,3.0000009536743164,0.24127383530139923,,,,,,,,,,,,,,,,
37,0.2681763470172882,0.07800544798374176,0.1837303787469864,0.017711225897073746,0.00033090641954913735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012881049187853932,5.0,0.2,0.2,0,3.0000009536743164,0.2426411360502243,,,,,,,,,,,,,,,,
38,0.2625542879104614,0.08400620520114899,0.17298159003257751,0.017002973705530167,0.00014759288751520216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011132981162518263,5.0,0.2,0.2,0,3.0000009536743164,0.2438773363828659,,,,,,,,,,,,,,,,
39,0.2986849844455719,0.10386873036623001,0.18737158179283142,0.018313290551304817,0.0002119338751072064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014889338053762913,5.0,0.2,0.2,0,3.0000009536743164,0.24494712054729462,,,,,,,,,,,,,,,,
40,0.29318949580192566,0.08402391523122787,0.20132675766944885,0.01969093084335327,0.00022087281104177237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015677612973377109,5.0,0.2,0.2,0,3.0000009536743164,0.24583497643470764,,,,,,,,,,,,,,,,
41,0.3071678876876831,0.08492037653923035,0.21326707303524017,0.02059250697493553,0.00036710011772811413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017960875993594527,5.0,0.2,0.2,0,3.0000009536743164,0.2464868426322937,,,,,,,,,,,,,,,,
42,0.27750587463378906,0.06603428721427917,0.20331478118896484,0.01948069967329502,0.00042538961861282587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016313629457727075,5.0,0.2,0.2,0,3.0000009536743164,0.24688076972961426,,,,,,,,,,,,,,,,
43,0.22766929864883423,0.06205564737319946,0.15582381188869476,0.014450358226895332,0.0005660118767991662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001957967411726713,5.0,0.2,0.2,0,3.0000009536743164,0.2470092624425888,,,,,,,,,,,,,,,,
44,0.24266161024570465,0.058950673788785934,0.17435936629772186,0.015512760728597641,0.0009615877061150968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018703134264796972,5.0,0.2,0.2,0,3.0000009536743164,0.24692222476005554,,,,,,,,,,,,,,,,
45,0.25345364212989807,0.06478077173233032,0.17997321486473083,0.015498369000852108,0.0012494761031121016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017399296630173922,5.0,0.2,0.2,0,3.0000009536743164,0.2466345578432083,,,,,,,,,,,,,,,,
46,0.2783190608024597,0.06665371358394623,0.20408187806606293,0.017855582758784294,0.0012763021513819695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015166953671723604,5.0,0.2,0.2,0,3.0000009536743164,0.2462472915649414,,,,,,,,,,,,,,,,
47,0.23512989282608032,0.062484923750162125,0.1659994274377823,0.014439312741160393,0.0010803146287798882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013291097711771727,5.0,0.2,0.2,0,3.0000009536743164,0.24583110213279724,,,,,,,,,,,,,,,,
48,0.23757001757621765,0.05880548804998398,0.17287099361419678,0.015628643333911896,0.0008292276761494577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011787057155743241,5.0,0.2,0.2,0,3.0000009536743164,0.24544110894203186,,,,,,,,,,,,,,,,
49,0.20384834706783295,0.06046575680375099,0.1375262290239334,0.012399792671203613,0.000676414929330349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011712738778442144,5.0,0.2,0.2,0,3.0000009536743164,0.2450813204050064,,,,,,,,,,,,,,,,
50,0.26507410407066345,0.06621462106704712,0.19302646815776825,0.018312279134988785,0.0004951844457536936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001166597125120461,5.0,0.2,0.2,0,3.0000009536743164,0.24476011097431183,,,,,,,,,,,,,,,,
51,0.19167952239513397,0.0703296810388565,0.11557666957378387,0.011005477979779243,0.0002760948264040053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011546332389116287,5.0,0.2,0.2,0,3.0000009536743164,0.24450060725212097,,,,,,,,,,,,,,,,
52,0.19280008971691132,0.07257711887359619,0.11432072520256042,0.011033328250050545,0.00019937232718802989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011804481036961079,5.0,0.2,0.2,0,3.0000009536743164,0.2443603277206421,,,,,,,,,,,,,,,,
53,0.24249523878097534,0.06816340982913971,0.16730764508247375,0.01629081927239895,0.00021997245494276285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014048368902876973,5.0,0.2,0.2,0,3.0000009536743164,0.2443680614233017,,,,,,,,,,,,,,,,
54,0.2085675597190857,0.06820577383041382,0.13449041545391083,0.012997129000723362,0.00022595618793275207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011742748320102692,5.0,0.2,0.2,0,3.0000009536743164,0.24447818100452423,,,,,,,,,,,,,,,,
55,0.22440575063228607,0.06856110692024231,0.1486787348985672,0.014158857055008411,0.0003545080544427037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014331822749227285,5.0,0.2,0.2,0,3.0000009536743164,0.2447366863489151,,,,,,,,,,,,,,,,
56,0.2312750518321991,0.06006934866309166,0.1643444001674652,0.015398114919662476,0.0005181627348065376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013722608564421535,5.0,0.2,0.2,0,3.0000009536743164,0.24511830508708954,,,,,,,,,,,,,,,,
57,0.27950364351272583,0.05650056526064873,0.21691714227199554,0.02022988349199295,0.0007309150532819331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012171886628493667,5.0,0.2,0.2,0,3.0000009536743164,0.24558426439762115,,,,,,,,,,,,,,,,
58,0.27462875843048096,0.062282223254442215,0.20587162673473358,0.01893549971282482,0.0008258314919658005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012949847150593996,5.0,0.2,0.2,0,3.0000009536743164,0.2461579144001007,,,,,,,,,,,,,,,,
59,0.22610421478748322,0.05558540299534798,0.16430017352104187,0.014588369987905025,0.0009208240080624819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012437270488590002,5.0,0.2,0.2,0,3.0000009536743164,0.24679194390773773,,,,,,,,,,,,,,,,
60,0.24641600251197815,0.060682713985443115,0.17996861040592194,0.016496174037456512,0.0007503436645492911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001152935205027461,5.0,0.2,0.2,0,3.0000009536743164,0.24746276438236237,,,,,,,,,,,,,,,,
61,0.19735243916511536,0.0605638213455677,0.13096262514591217,0.011632837355136871,0.0007317127892747521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011651990935206413,5.0,0.2,0.2,0,3.0000009536743164,0.2481357753276825,,,,,,,,,,,,,,,,
62,0.1979818195104599,0.06101074069738388,0.13127410411834717,0.012034217827022076,0.0005465963040478528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011393928434699774,5.0,0.2,0.2,0,3.0000009536743164,0.24880628287792206,,,,,,,,,,,,,,,,
63,0.22025446593761444,0.059771664440631866,0.1545049250125885,0.014564812183380127,0.00044284004252403975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011955761583521962,5.0,0.2,0.2,0,3.0000009536743164,0.24943892657756805,,,,,,,,,,,,,,,,
64,0.24316316843032837,0.06725353747606277,0.17013539373874664,0.0161112230271101,0.0004511577426455915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001154846278950572,5.0,0.2,0.2,0,3.0000009536743164,0.25003156065940857,,,,,,,,,,,,,,,,
65,0.27353283762931824,0.06698048114776611,0.20090216398239136,0.019231248646974564,0.00042948461486957967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001130040385760367,5.0,0.2,0.2,0,3.0000009536743164,0.2505751848220825,,,,,,,,,,,,,,,,
66,0.2072712481021881,0.062420882284641266,0.1390717774629593,0.012783716432750225,0.0005617308197543025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011557161342352629,5.0,0.2,0.2,0,3.0000009536743164,0.2509951889514923,,,,,,,,,,,,,,,,
67,0.18669971823692322,0.06315034627914429,0.11741212755441666,0.010672633536159992,0.0005342896329239011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012274505570530891,5.0,0.2,0.2,0,3.0000009536743164,0.25128161907196045,,,,,,,,,,,,,,,,
68,0.2303951382637024,0.06331376731395721,0.16142934560775757,0.015292355790734291,0.00042528947233222425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011304060462862253,5.0,0.2,0.2,0,3.0000009536743164,0.25149840116500854,,,,,,,,,,,,,,,,
69,0.22305209934711456,0.06561093032360077,0.15119220316410065,0.014144906774163246,0.0004871567361988127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012497918214648962,5.0,0.2,0.2,0,3.0000009536743164,0.2515776753425598,,,,,,,,,,,,,,,,
70,0.25051894783973694,0.06266387552022934,0.18212367594242096,0.01702667772769928,0.0005928449099883437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011462810216471553,5.0,0.2,0.2,0,3.0000009536743164,0.25160929560661316,,,,,,,,,,,,,,,,
71,0.22739513218402863,0.061030760407447815,0.16076448559761047,0.014890966936945915,0.0005927409511059523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011199766304343939,5.0,0.2,0.2,0,3.0000009536743164,0.25162947177886963,,,,,,,,,,,,,,,,
72,0.28323060274124146,0.058365970849990845,0.21904510259628296,0.020544476807117462,0.0006800169358029962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011639038566499949,5.0,0.2,0.2,0,3.0000009536743164,0.2516293525695801,,,,,,,,,,,,,,,,
73,0.1742641180753708,0.05597230792045593,0.11270152032375336,0.009894488379359245,0.000687831430695951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011180565925315022,5.0,0.2,0.2,0,3.0000009536743164,0.2516065835952759,,,,,,,,,,,,,,,,
74,0.1815652698278427,0.054981134831905365,0.12045826017856598,0.010433457791805267,0.0008061840781010687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012251774314790964,5.0,0.2,0.2,0,3.0000009536743164,0.25160834193229675,,,,,,,,,,,,,,,,
75,0.205751433968544,0.05515909940004349,0.14484743773937225,0.013122743926942348,0.0006810002960264683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011489789467304945,5.0,0.2,0.2,0,3.0000009536743164,0.25164172053337097,,,,,,,,,,,,,,,,
76,0.23133791983127594,0.06042330339550972,0.16555064916610718,0.015460338443517685,0.0005473624914884567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010727945482358336,5.0,0.2,0.2,0,3.0000009536743164,0.2517085373401642,,,,,,,,,,,,,,,,
77,0.20006883144378662,0.06001472473144531,0.13444280624389648,0.012617153115570545,0.00041356365545652807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011222613975405693,5.0,0.2,0.2,0,3.0000009536743164,0.25181111693382263,,,,,,,,,,,,,,,,
78,0.24241168797016144,0.06545201689004898,0.17117799818515778,0.01633647084236145,0.0003906646743416786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011563333682715893,5.0,0.2,0.2,0,3.0000009536743164,0.2520008385181427,,,,,,,,,,,,,,,,
79,0.21236559748649597,0.0647197812795639,0.14187589287757874,0.01346331462264061,0.0003621372452471405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011539851548150182,5.0,0.2,0.2,0,3.0000009536743164,0.25227653980255127,,,,,,,,,,,,,,,,
80,0.21021521091461182,0.06747733056545258,0.13654600083827972,0.012917006388306618,0.00036879669642075896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012383753200992942,5.0,0.2,0.2,0,3.0000009536743164,0.25260454416275024,,,,,,,,,,,,,,,,
81,0.21601596474647522,0.06198526918888092,0.14831453561782837,0.013922031968832016,0.0004547102143988013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011432322207838297,5.0,0.2,0.2,0,3.0000009536743164,0.2529926896095276,,,,,,,,,,,,,,,,
82,0.20404863357543945,0.0603293813765049,0.13818302750587463,0.012626859359443188,0.0005957218818366528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011072458000853658,5.0,0.2,0.2,0,3.0000009536743164,0.25341373682022095,,,,,,,,,,,,,,,,
83,0.1644517481327057,0.06133780628442764,0.09723656624555588,0.008381078951060772,0.0006712886388413608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011754746083170176,5.0,0.2,0.2,0,3.0000009536743164,0.253834068775177,,,,,,,,,,,,,,,,
84,0.19658151268959045,0.05818341299891472,0.13295352458953857,0.011357419192790985,0.0009689665166661143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010889145778492093,5.0,0.2,0.2,0,3.0000009536743164,0.254250705242157,,,,,,,,,,,,,,,,
85,0.20074252784252167,0.05905269831418991,0.1363685429096222,0.012289310805499554,0.0006737714866176248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010642553679645061,5.0,0.2,0.2,0,3.0000009536743164,0.25463804602622986,,,,,,,,,,,,,,,,
86,0.2446843981742859,0.05544159933924675,0.1838758885860443,0.0169700775295496,0.0007087556878104806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010733804665505886,5.0,0.2,0.2,0,3.0000009536743164,0.2549908459186554,,,,,,,,,,,,,,,,
87,0.17336851358413696,0.061008550226688385,0.10677953064441681,0.009671911597251892,0.0005030205356888473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011160855647176504,5.0,0.2,0.2,0,3.0000009536743164,0.2552925944328308,,,,,,,,,,,,,,,,
88,0.21911205351352692,0.058864086866378784,0.15468013286590576,0.014751246199011803,0.00035838334588333964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001113565405830741,5.0,0.2,0.2,0,3.0000009536743164,0.255582720041275,,,,,,,,,,,,,,,,
89,0.14680500328540802,0.06451547890901566,0.07639545947313309,0.0069342064671218395,0.00035266982740722597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001178814098238945,5.0,0.2,0.2,0,3.0000009536743164,0.25579479336738586,,,,,,,,,,,,,,,,
90,0.272594690322876,0.06505098938941956,0.2017630934715271,0.019403088837862015,0.0003866108017973602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001156120328232646,5.0,0.2,0.2,0,3.0000009536743164,0.2559301257133484,,,,,,,,,,,,,,,,
91,0.19334344565868378,0.060013674199581146,0.1277601569890976,0.012024913914501667,0.0003755507059395313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011139253620058298,5.0,0.2,0.2,0,3.0000009536743164,0.25605127215385437,,,,,,,,,,,,,,,,
92,0.2700310945510864,0.06547385454177856,0.1990463137626648,0.018842345103621483,0.0005311426939442754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001102183829061687,5.0,0.2,0.2,0,3.0000009536743164,0.25618481636047363,,,,,,,,,,,,,,,,
93,0.2820397913455963,0.05966648831963539,0.2170504778623581,0.020348703488707542,0.0006781722768209875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001064564916305244,5.0,0.2,0.2,0,3.0000009536743164,0.25631338357925415,,,,,,,,,,,,,,,,
94,0.2912278473377228,0.056689221411943436,0.22931213676929474,0.02116808295249939,0.0008815651526674628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001045298995450139,5.0,0.2,0.2,0,3.0000009536743164,0.25641852617263794,,,,,,,,,,,,,,,,
95,0.21625375747680664,0.060937318950891495,0.14964357018470764,0.013123590499162674,0.0009203838417306542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001134573481976986,5.0,0.2,0.2,0,3.0000009536743164,0.25651445984840393,,,,,,,,,,,,,,,,
96,0.26547542214393616,0.05987372249364853,0.20070038735866547,0.018623080104589462,0.0007234786753542721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009802650893107057,5.0,0.2,0.2,0,3.0000009536743164,0.2566413879394531,,,,,,,,,,,,,,,,
