ci=0,,cr=0,,ci_sup=0,,0.01,,0.05,,0.07,,0.1,,0.03,
X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y
0.9087136929460581,0.4226901415984657,0.9432918395573997,0.34277068384493714,0.9336099585062241,0.3648166403032179,0.9529737206085753,0.30829378816013703,0.970954356846473,0.2586693717857607,0.9792531120331951,0.22142240358237253,1.0110650069156293,0.17187440300161244,0.9598893499308437,0.29313862589119927
0.9183955739972338,0.4061690470186379,0.9432918395573997,0.3289585291488046,0.95850622406639,0.37876634342785975,0.9806362378976486,0.3291648517915684,0.9930843706777317,0.2739850072212926,0.9875518672199171,0.2352804077546748,1.0428769017980637,0.16790651291808995,0.9889349930843707,0.30573003828431267
0.9294605809128631,0.3799870857308789,0.9488243430152143,0.3068896479524389,0.9806362378976486,0.3968444098026181,1.0110650069156293,0.34176390576404336,1.016597510373444,0.2727336986008269,1.0110650069156293,0.23679153007343567,1.0760719225449515,0.1653274798835424,1.0290456431535269,0.2990455667377334
0.9432918395573997,0.33862703743609734,0.954356846473029,0.2792959048776202,1.008298755186722,0.41219061155559644,1.04149377593361,0.34331323597961233,1.0484094052558783,0.2660033775780779,1.049792531120332,0.2300994169474948,1.1189488243430152,0.15589586055645988,1.062240663900415,0.29508531823357254
0.9488243430152143,0.3193205871789583,0.9640387275242047,0.2517250865408863,1.037344398340249,0.4358317477056159,1.0816044260027662,0.34215362631148616,1.0788381742738589,0.2592654149759673,1.0871369294605808,0.22063723130296575,1.1507607192254494,0.14225946218564456,1.0982019363762103,0.2883779219489085
0.9612724757952974,0.27795289730481504,0.9764868603042877,0.22555076683248898,1.0677731673582296,0.4484308016780909,1.1217150760719226,0.3340879392952937,1.107883817427386,0.2511385953248818,1.1272475795297372,0.21119032881716,1.1825726141078838,0.13414792569328232,1.1313969571230982,0.2830364579751344
0.975103734439834,0.2310679871315804,0.9889349930843707,0.19661401618486513,1.103734439834025,0.4596792064983992,1.156293222683264,0.3287541169008812,1.1369294605809128,0.24577420661302285,1.1576763485477177,0.20030871980620962,1.211618257261411,0.1191150286941306,1.164591977869986,0.27355134759252053
0.9847856154910097,0.1800165058114212,1.008298755186722,0.17600276625172895,1.1410788381742738,0.4640291755500028,1.1908713692946058,0.3206578635672422,1.160442600276625,0.2376168206444909,1.1936376210235131,0.18531403070386593,1.2420470262793915,0.10547098874395366,1.197786998616874,0.2654474526795199
0.9944674965421854,0.1262025935520354,1.0290456431535269,0.15125551148911465,1.1811894882434302,0.4587259194730368,1.2295988934993085,0.3112033195020748,1.1894882434301521,0.22949000099340539,1.2268326417704012,0.1744477048516388,1.268326417704011,0.09318523952530516,1.2337482710926695,0.25597762545562924
1,0.08341548031147084,1.049792531120332,0.1306519031353401,1.215767634854772,0.4533920970786243,1.2697095435684647,0.30313763248588227,1.2213001383125865,0.21999724903142986,1.26417704011065,0.16360430373749651,1.2959889349930842,0.08090713188601822,1.272475795297372,0.24376065045123535
1.004149377593361,0.03371464814347824,1.0691562932226832,0.11280308414143037,1.2448132780082988,0.44802770836676536,1.30567081604426,0.2950490207316049,1.2544951590594744,0.2077497077095895,1.2946058091286308,0.14857904831770635,1.313969571230982,0.06857553319119997,1.309820193637621,0.23429846480670635
1.004149377593361,-0.002196954066466472,1.091286307053942,0.09496954830624393,1.2710926694329183,0.4371231746177301,1.3374827109266945,0.28555626876962936,1.2835408022130013,0.19962288805850403,1.3360995850622408,0.13085249459358272,1.3333333333333335,0.053489145136516814,1.351313969571231,0.22624041936987543
,,1.1189488243430152,0.07716657878850408,1.2973720608575379,0.4248374253990816,1.3748271092669433,0.2774752985947136,1.3195020746887967,0.18462819895616028,1.3623789764868603,0.11304188349648114,1.3416320885200554,0.039722839916553954,1.3914246196403872,0.21403108594484316
,,1.1493775933609958,0.06214132336871392,1.326417704011065,0.41532939027838284,1.4135546334716458,0.2680207545295462,1.3582295988934994,0.1751736548909929,1.3900414937759336,0.10214499132680749,1.351313969571231,0.019058098927886458,1.428769017980636,0.2059501157699274
,,1.1770401106500692,0.04848200025981375,1.3609958506224067,0.4017082750662908,1.4564315352697097,0.2613515661416902,1.3914246196403872,0.16292611356915254,1.4273858921161826,0.0802518664557591,1.351313969571231,0.0038647287621406123,1.4605809128630707,0.19231371739911213
,,1.2171507607192256,0.034891451365168136,1.3831258644536653,0.3935432475183972,1.4923928077455049,0.25326295438741286,1.4232365145228216,0.147908499728724,1.432918395573997,0.06370784713784655,,,1.4979253112033195,0.18147031628496985
,,1.251728907330567,0.026795198031529188,1.4190871369294606,0.3799297738856668,1.536652835408022,0.24383897663969195,1.4508990318118948,0.13839282302866368,1.4260027662517287,0.04018897625761292,,,1.536652835408022,0.17201577221980247
,,1.2904564315352698,0.017340653966361863,1.4467496542185339,0.3704140971856064,1.5656984785615489,0.238474587927833,1.4744121715076073,0.1288542215905184,1.4107883817427385,0.019386686840436207,,,1.5864453665283542,0.15571628344146177
