ci=0,,cr=0,,ci_sup=0,,0.10,,0.15,,0.20,,0.25,,0.30,,0.35,,0.40,,0.45,,0.50,
X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y
0.904109589041096,0.42583922926388684,0.9438356164383561,0.32017913593256064,0.9328767123287671,0.37509408399819366,0.9424657534246575,0.3668786692759296,0.9794520547945206,0.39445280746650613,1.1561643835616437,0.460872346831251,1.2821917808219179,0.4309987957248232,1.3616438356164384,0.3996236640072257,1.467123287671233,0.3628255306337499,1.5328767123287672,0.33690727081138044,1.689041095890411,0.285138491645341,1.8808219178082193,0.24720382357368664
0.9164383561643836,0.40938958301972006,0.9465753424657535,0.2995822670480205,0.9547945205479452,0.3902641878669276,0.9465753424657535,0.35040644287219636,0.9808219178082191,0.36698404335390644,1.121917808219178,0.4456683727231673,1.2547945205479452,0.4199345175372573,1.3465753424657534,0.3844723769381304,1.4397260273972603,0.340772241457173,1.5191780821917809,0.30939710973957557,1.6821917808219178,0.26176802649405395,1.8863013698630136,0.22249360228812287
0.9232876712328767,0.3929248833358423,0.9506849315068493,0.27486828240252903,0.9821917808219178,0.4054493451753726,0.9561643835616438,0.32433388529278945,0.9849315068493151,0.335401926840283,1.0904109589041096,0.43321917808219185,1.2301369863013698,0.40887776606954696,1.3150684931506849,0.3692759295499022,1.4205479452054794,0.3269832906819209,1.5013698630136987,0.2722602739726028,1.6808219178082193,0.23154448291434598,1.8917808219178083,0.19915700737618552
0.9328767123287671,0.3723468312509409,0.9589041095890412,0.25703371970495265,1.0027397260273974,0.4178684329369261,0.9602739726027397,0.3037407797681771,0.9986301369863013,0.3107142857142857,1.0684931506849316,0.4098073159716996,1.1958904109589041,0.39367379196146324,1.2904109589041095,0.35135104621406,1.4027397260273973,0.30907722414571737,1.5054794520547945,0.23793090471172668,1.6945205479452055,0.20273596266746957,1.9068493150684933,0.1689786241156105
0.9397260273972603,0.3462667469516785,0.9684931506849315,0.23508204124642484,1.0315068493150685,0.43305735360529884,0.973972602739726,0.28042676501580616,1.0136986301369864,0.2874040343218426,1.0547945205479452,0.37954990215264195,1.1657534246575343,0.37710748155953644,1.2671232876712328,0.33480355261177186,1.384931506849315,0.2856766521150083,1.5178082191780824,0.21461312659942805,1.7246575342465755,0.17534622911335246,1.926027397260274,0.14705328917657695
0.9465753424657535,0.3215602890260425,0.989041095890411,0.20629233779918715,1.063013698630137,0.4482538009935271,0.9931506849315068,0.24751241908776161,1.036986301369863,0.25312735209995485,1.0602739726027397,0.35071880174619907,1.1493150684931508,0.35783155200963424,1.2506849315068493,0.3100331175673642,1.3808219178082193,0.25544558181544486,1.5438356164383562,0.1899593557127804,1.7506849315068493,0.1534397109739576,1.9397260273972603,0.12923377991871143
0.9561643835616438,0.29274047869938286,1.0095890410958903,0.17887626072557583,1.093150684931507,0.46069923227457477,1.0068493150684932,0.22831928345626984,1.0561643835616439,0.2270811380400422,1.06986301369863,0.3109099804305284,1.141095890410959,0.3372045762456722,1.2493150684931507,0.2811832003612826,1.3917808219178083,0.23212404034321849,1.563013698630137,0.17352852626825233,1.7739726027397262,0.13152566611470723,1.96027397260274,0.1114330874604848
0.963013698630137,0.26666039440012046,1.021917808219178,0.1555584826132772,1.1232876712328768,0.46627653168749067,1.0246575342465754,0.2036429324100557,1.0753424657534247,0.19554041848562403,1.0808219178082192,0.2862148125846756,1.1479452054794521,0.30150910733102515,1.2657534246575342,0.2551294595815144,1.4136986301369863,0.20608535300316128,1.595890410958904,0.1488935721812435,1.8041095890410959,0.10688318530784291,1.9808219178082194,0.0922587686286317
0.9698630136986301,0.22821767273822074,1.0438356164383562,0.13089342164684636,1.1506849315068495,0.4663517988860455,1.0410958904109588,0.18445732349841942,1.1,0.17363013698630142,1.0972602739726027,0.26153469817853386,1.1616438356164385,0.2727005870841488,1.2863013698630137,0.2332078880024086,1.4315068493150684,0.18827713382507905,1.6150684931506851,0.13246274273671543,1.8356164383561642,0.08361809423453265,2.004109589041096,0.07721285563751323
