ci=0,,cr=0,,ci_sup=0,,0.10,,0.15,,0.20,,0.25,,0.30,,0.35,,0.40,,0.45,,0.50,
0.9767123287671233,0.1952694565708265,1.0616438356164384,0.11583245521601687,1.1863013698630138,0.4609551407496614,1.0657534246575342,0.1625470419990968,1.1315068493150684,0.14074966129760652,1.115068493150685,0.2368583471323198,1.178082191780822,0.24939409905163334,1.3136986301369862,0.19207436399217226,1.4547945205479453,0.16911034171308148,1.6465753424657534,0.11194490441065785,1.8657534246575342,0.06309649254854738,2.021917808219178,0.06352551558031017
0.9863013698630136,0.16095514074966139,1.0821917808219177,0.10215264187866929,1.2136986301369863,0.45828315520096347,1.0904109589041096,0.1378895077525215,1.167123287671233,0.11337498118320039,1.132876712328767,0.21630287520698482,1.1972602739726028,0.22334788499172065,1.3383561643835615,0.1701640824928497,1.4712328767123288,0.15404561192232435,1.6726027397260275,0.09828014451302125,1.8945205479452056,0.041197501129007996,2.0506849315068494,0.04300015053439721
0.9931506849315068,0.11701791359325614,1.1013698630136988,0.08572181243414123,1.2452054794520548,0.4473807014902906,1.1123287671232878,0.1187189522805962,1.2027397260273973,0.0928684329369262,1.1506849315068495,0.19300015053439712,1.2232876712328766,0.1959468613578203,1.378082191780822,0.1331853078428421,1.5,0.13077299412915855,1.6986301369863015,0.0804945054945056,1.919178082191781,0.0234080987505646,2.0794520547945208,0.02110115911485788
0.9945205479452055,0.07993376486527176,1.13013698630137,0.06794370013548101,1.2849315068493152,0.4337535751919314,1.1397260273972603,0.09818982387475544,1.2356164383561645,0.07235435797079631,1.1684931506849314,0.16969742586180953,1.247945205479452,0.16991570073761864,1.4068493150684933,0.11128631642330278,1.5246575342465754,0.1129835917507151,1.7246575342465755,0.061335240102363464,1.9465753424657533,-0.001241908776155265,2.1013698630136988,0.004677856390185142
0.9972602739726028,0.04285337949721524,1.163013698630137,0.054297757037483185,1.319178082191781,0.422858648201114,1.163013698630137,0.08039665813638419,1.2643835616438355,0.05457624567213615,1.1945205479452055,0.14641728134878823,1.2698630136986302,0.14799789251844053,1.4438356164383563,0.08666265241607707,1.5534246575342467,0.0938318530784285,1.7493150684931507,0.04629309047117269,,,,
0.9986301369863013,0.014010989010988961,1.1958904109589041,0.03927818756585877,1.3520547945205479,0.40921270510311614,1.1958904109589041,0.06537708866476,1.2986301369863014,0.03818681318681327,1.2178082191780821,0.1272504892367906,1.2931506849315069,0.13295197952732202,1.4753424657534246,0.06889206683727239,1.5767123287671234,0.07741231371368368,1.7739726027397262,0.027130061719102927,,,,
0.9986301369863013,0.00027472527472527375,1.2273972602739727,0.0324966129760651,1.3835616438356166,0.3969366250188169,1.226027397260274,0.05309724522053294,1.3356164383561644,0.02867303928947773,1.247945205479452,0.1067288875508054,1.3232876712328767,0.1124303778413368,1.5178082191780824,0.04703070901701045,1.6041095890410961,0.06100406442872203,1.7958904109589042,0.017574890862562143,,,,
,,1.263013698630137,0.01885819659792276,1.4136986301369863,0.3846567815745898,1.2589041095890412,0.038077675748908746,1.3739726027397259,0.017789402378443397,1.2712328767123289,0.09305660093331336,1.3438356164383563,0.09600331175673649,1.5547945205479454,0.02790155050429033,1.621917808219178,0.05006397711877175,1.8150684931506849,-0.0029768177028450804,,,,
,,1.2904109589041095,0.010691705554719322,1.4452054794520548,0.3751279542375433,1.2876712328767124,0.028541321692006627,1.4054794520547946,0.009634201415023358,1.2945205479452055,0.07938431431582127,1.3684931506849316,0.07546665663104024,1.5876712328767124,0.012881981032665912,1.6506849315068495,0.03503311756736416,,,,,,
,,1.3205479452054796,0.008027246725876958,1.478082191780822,0.3642292638867982,1.33013698630137,0.016295348487129435,1.4438356164383563,0.00012419087761561531,1.3164383561643835,0.06845551708565417,1.4027397260273973,0.06457172964022284,1.6178082191780823,-0.0007714887851874019,1.6767123287671233,0.018621104922474707,,,,,,
,,1.3520547945205479,0.003992924883335913,1.510958904109589,0.3464624416679212,1.3726027397260274,0.00542300165587839,,,1.3520547945205479,0.05481710070751172,1.43013698630137,0.05228435947614041,,,1.7095890410958905,-0.0005193436700285936,,,,,,
,,1.382191780821918,-0.00004516031913293084,1.5465753424657533,0.3369449044106579,1.4013698630136986,0.0013811530934818572,,,1.3808219178082193,0.04253349390335692,1.467123287671233,0.03452882733704654,,,,,,,,,,
,,,,1.5835616438356164,0.326057504139696,,,,,1.4095890410958904,0.032997139846454915,1.4972602739726026,0.020875357519193227,,,,,,,,,,
,,,,1.6205479452054794,0.31379647749510764,,,,,1.4356164383561645,0.026200511816950267,1.5232876712328767,0.008584223995182994,,,,,,,,,,
,,,,1.6616438356164385,0.29879948818304986,,,,,1.4643835616438357,0.011169652265542784,1.5438356164383562,0.0031461688995936266,,,,,,,,,,
,,,,1.7000000000000002,0.2879158512720157,,,,,1.4917808219178084,0.0016295348487129768,,,,,,,,,,,,
,,,,1.7424657534246575,0.2784171308143911,,,,,,,,,,,,,,,,,,
,,,,1.7808219178082192,0.2689071202769833,,,,,,,,,,,,,,,,,,
,,,,1.8246575342465752,0.2607857895529129,,,,,,,,,,,,,,,,,,
,,,,1.8616438356164386,0.2567665211500828,,,,,,,,,,,,,,,,,,
,,,,1.897260273972603,0.25274348938732505,,,,,,,,,,,,,,,,,,
,,,,1.9273972602739726,0.25145265693210905,,,,,,,,,,,,,,,,,,
,,,,1.9643835616438357,0.24743338852927899,,,,,,,,,,,,,,,,,,
,,,,2.0013698630136987,0.24890862562095445,,,,,,,,,,,,,,,,,,
,,,,2.03013698630137,0.24486677705855797,,,,,,,,,,,,,,,,,,
,,,,2.067123287671233,0.2435947614029806,,,,,,,,,,,,,,,,,,
,,,,2.0972602739726027,0.24367755532139096,,,,,,,,,,,,,,,,,,
