epoch,loss,loss_pde,loss_bc,loss_bc_kappa,loss_bc_q,loss_norm,loss_integral_norm,loss_phase,loss_peak_slope,loss_peak_curvature,loss_loc_center,loss_loc_spread,loss_first_order_v_energy,loss_first_order_amp_cap,loss_classic_mode_supervision,loss_classic_full_mode_supervision,loss_classic_balanced_full_mode_supervision,loss_riccati_anchor,loss_q_supervision,loss_riccati_center_kappa,loss_riccati_center_peak,loss_riccati_boundary_band_kappa,loss_riccati_boundary_band_q,loss_riccati_shooting_match,loss_ci_stability_outside,loss_ci_neutrality,loss_ci_low_alpha_zero,loss_ci_smoothness,loss_ci_supervision,stage_w_ci_supervision,stage_neutral_fraction,ci_supervision_neutral_fraction,stage2_started,mapping_scale,ci_mid,audit_ci_mae,audit_ci_max_abs,audit_ci_mean_rel,audit_ci_max_rel,audit_p_rel_l2_mean,audit_p_rel_l2_max,audit_env_rel_mean,audit_env_rel_max,audit_phase_rel_mean,audit_phase_rel_max,audit_peak_shift_mean,audit_peak_shift_max,audit_env_rel_weighted_mean,audit_phase_rel_weighted_mean,audit_peak_shift_weighted_mean,audit_checkpoint_metric,n_focus_alphas,focus_alpha_min,focus_alpha_max
295,23.829830169677734,0.03864789381623268,1.7192091036122292e-05,0.0,0.0,0.44199737906455994,0.9941603541374207,4.182116697393212e-07,1.4418112925795867e-08,0.0,0.0021823029965162277,0.13752566277980804,0.0,0.0,0.4679671823978424,0.0,4.259598255157471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4166738512576558e-06,0.0,0.0,0.0,0,3.0000009536743164,0.012189371511340141,,,,,,,,,,,,,,,,23.829830169677734,0,,
296,23.7318115234375,0.04480253905057907,1.7163807569886558e-05,0.0,0.0,0.4423520565032959,0.9944021701812744,1.2841907448546408e-07,1.817693551231514e-08,0.0,0.0007012037676759064,0.11285556852817535,0.0,0.0,0.46350327134132385,0.0,4.251073360443115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4166738512576558e-06,0.0,0.0,0.0,0,3.0000009536743164,0.012189371511340141,,,,,,,,,,,,,,,,23.7318115234375,0,,
297,23.776723861694336,0.04242050647735596,1.7215510524692945e-05,0.0,0.0,0.4427826702594757,0.9943833947181702,1.7686612636680366e-06,9.872056061510648e-09,0.0,0.002944250823929906,0.2278110384941101,0.0,0.0,0.45973578095436096,0.0,4.24291467666626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4166738512576558e-06,0.0,0.0,0.0,0,3.0000009536743164,0.012189371511340141,,,,,,,,,,,,,,,,23.776723861694336,0,,
298,23.568405151367188,0.04448767006397247,1.713271558401175e-05,0.0,0.0,0.44323647022247314,0.9944452047348022,5.117842647450743e-06,3.7623543169829077e-11,0.0,4.942953455611132e-05,0.08179201930761337,0.0,0.0,0.4568288028240204,0.0,4.234676837921143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4166738512576558e-06,0.0,0.0,0.0,0,3.0000009536743164,0.012189371511340141,,,,,,,,,,,,,,,,23.568405151367188,0,,
299,23.539268493652344,0.042374178767204285,1.716764563752804e-05,0.0,0.0,0.44375914335250854,0.9945201873779297,9.89894488157006e-06,2.7698622062644063e-08,0.0,0.001919890521094203,0.10781727731227875,0.0,0.0,0.45453381538391113,0.0,4.226524353027344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4166738512576558e-06,0.0,0.0,0.0,0,3.0000009536743164,0.012189371511340141,,,,,,,,,,,,,,,,23.539268493652344,0,,
300,23.526277542114258,0.05080904811620712,1.723920286167413e-05,0.0,0.0,0.4443216025829315,0.9945721626281738,1.562561374157667e-05,6.743027247679834e-10,0.0,0.0015677514020353556,0.1349472999572754,0.0,0.0,0.45298129320144653,0.0,4.218193054199219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4166738512576558e-06,0.0,0.0,0.0,0,3.0000009536743164,0.012189371511340141,0.0015545657411131265,0.0015545657411131265,0.14617702597775628,0.14617702597775628,0.9321361351434129,0.9321361351434129,0.802027882300452,0.802027882300452,0.5007469943669534,0.5007469943669534,11.755064964294434,11.755064964294434,0.802027882300452,0.5007469943669534,11.755064964294434,44.68900904897086,1,0.85,0.85
301,23.436279296875,0.04704270511865616,1.731024713080842e-05,0.0,0.0,0.4449450671672821,0.994820773601532,2.2041967895347625e-05,3.548474847292482e-09,0.0,0.0010442899074405432,0.08986306190490723,0.0,0.0,0.4521884024143219,0.0,4.209768295288086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4166738512576558e-06,0.0,0.0,0.0,0,3.0000009536743164,0.012189371511340141,,,,,,,,,,,,,,,,23.436279296875,0,,
302,23.537799835205078,0.04374624416232109,1.7431268133805133e-05,0.0,0.0,0.44561201333999634,0.9948515295982361,2.8724571166094393e-05,1.1683938261342064e-08,0.0,0.0016871041152626276,0.2279445379972458,0.0,0.0,0.45199501514434814,0.0,4.201594829559326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4166738512576558e-06,0.0,0.0,0.0,0,3.0000009536743164,0.012189371511340141,,,,,,,,,,,,,,,,23.537799835205078,0,,
303,23.47665023803711,0.03625015169382095,1.7380560166202486e-05,0.0,0.0,0.44626206159591675,0.9949373006820679,3.527498847688548e-05,1.6835409510917998e-08,0.0,0.0016160216182470322,0.2009856402873993,0.0,0.0,0.45234933495521545,0.0,4.193857192993164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4166738512576558e-06,0.0,0.0,0.0,0,3.0000009536743164,0.012189371511340141,,,,,,,,,,,,,,,,23.47665023803711,0,,
304,23.35620880126953,0.04359062388539314,1.7151036445284262e-05,0.0,0.0,0.4468649923801422,0.9951716661453247,4.138555596000515e-05,2.0159488300919293e-08,0.0,7.0414156652987e-05,0.0952468141913414,0.0,0.0,0.45299726724624634,0.0,4.186873435974121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4166738512576558e-06,0.0,0.0,0.0,0,3.0000009536743164,0.012189371511340141,,,,,,,,,,,,,,,,23.35620880126953,0,,
305,23.340473175048828,0.03902867063879967,1.697664993116632e-05,0.0,0.0,0.4474788308143616,0.9951257705688477,4.656146847992204e-05,2.890311634473619e-08,0.0,0.002362022874876857,0.09948054701089859,0.0,0.0,0.45343977212905884,0.0,4.181204795837402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4166738512576558e-06,0.0,0.0,0.0,0,3.0000009536743164,0.012189371511340141,,,,,,,,,,,,,,,,23.340473175048828,0,,
306,23.359737396240234,0.039170220494270325,1.6810308807180263e-05,0.0,0.0,0.44807904958724976,0.9953089356422424,5.0837741582654417e-05,1.3070165394424293e-08,0.0,0.0001823618949856609,0.13972651958465576,0.0,0.0,0.45354002714157104,0.0,4.175999164581299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4166738512576558e-06,0.0,0.0,0.0,0,3.0000009536743164,0.012189371511340141,,,,,,,,,,,,,,,,23.359737396240234,0,,
307,23.334199905395508,0.04495720565319061,1.66051322594285e-05,0.0,0.0,0.44865259528160095,0.995323657989502,5.4096391977509484e-05,7.043110539228792e-10,0.0,1.2818927075386455e-07,0.12383721023797989,0.0,0.0,0.4532167613506317,0.0,4.172844886779785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4166738512576558e-06,0.0,0.0,0.0,0,3.0000009536743164,0.012189371511340141,,,,,,,,,,,,,,,,23.334199905395508,0,,
308,23.347923278808594,0.0342266783118248,1.6369744116673246e-05,0.0,0.0,0.4492224156856537,0.9954721927642822,5.631708700093441e-05,9.2546565966245e-09,0.0,0.0006934759439900517,0.16262558102607727,0.0,0.0,0.45242926478385925,0.0,4.170858383178711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4166738512576558e-06,0.0,0.0,0.0,0,3.0000009536743164,0.012189371511340141,,,,,,,,,,,,,,,,23.347923278808594,0,,
309,23.365921020507812,0.042159341275691986,1.613168751646299e-05,0.0,0.0,0.4497409164905548,0.995540976524353,5.7249773817602545e-05,6.097368832058692e-09,0.0,3.7103895920154173e-06,0.1883772760629654,0.0,0.0,0.45129111409187317,0.0,4.1697998046875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4166738512576558e-06,0.0,0.0,0.0,0,3.0000009536743164,0.012189371511340141,,,,,,,,,,,,,,,,23.365921020507812,0,,
310,23.52134895324707,0.033982254564762115,1.577463626745157e-05,0.0,0.0,0.45022982358932495,0.9956328868865967,5.7735211157705635e-05,8.563341147294068e-09,0.0,0.0018402738496661186,0.3645702004432678,0.0,0.0,0.4499944746494293,0.0,4.169279098510742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4166738512576558e-06,0.0,0.0,0.0,0,3.0000009536743164,0.012189371511340141,,,,,,,,,,,,,,,,23.52134895324707,0,,
311,23.494373321533203,0.03559637442231178,1.52759748743847e-05,0.0,0.0,0.45063942670822144,0.99573814868927,5.7107270549749956e-05,2.3111517144513982e-09,0.0,0.0025876339059323072,0.3490597605705261,0.0,0.0,0.4486462473869324,0.0,4.169052600860596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4166738512576558e-06,0.0,0.0,0.0,0,3.0000009536743164,0.012189371511340141,,,,,,,,,,,,,,,,23.494373321533203,0,,
312,23.354063034057617,0.0362919382750988,1.4628681128669996e-05,0.0,0.0,0.45099005103111267,0.9957916736602783,5.6457989558111876e-05,1.8414194613569634e-08,0.0,0.0007536757038906217,0.22355033457279205,0.0,0.0,0.447248637676239,0.0,4.16902494430542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4166738512576558e-06,0.0,0.0,0.0,0,3.0000009536743164,0.012189371511340141,,,,,,,,,,,,,,,,23.354063034057617,0,,
313,23.306154251098633,0.036109719425439835,1.4036510037840344e-05,0.0,0.0,0.4513135254383087,0.9958024024963379,5.480767504195683e-05,9.263769612521955e-11,0.0,0.00010243614815408364,0.19141395390033722,0.0,0.0,0.44565409421920776,0.0,4.169193744659424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4166738512576558e-06,0.0,0.0,0.0,0,3.0000009536743164,0.012189371511340141,,,,,,,,,,,,,,,,23.306154251098633,0,,
314,23.187747955322266,0.03463006019592285,1.3477902029990219e-05,0.0,0.0,0.4516147971153259,0.9957567453384399,5.279493052512407e-05,1.0825512042345053e-08,0.0,0.0008591932128183544,0.09011679887771606,0.0,0.0,0.44382956624031067,0.0,4.169602394104004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4166738512576558e-06,0.0,0.0,0.0,0,3.0000009536743164,0.012189371511340141,,,,,,,,,,,,,,,,23.187747955322266,0,,
315,23.347549438476562,0.038985058665275574,1.3086503713566344e-05,0.0,0.0,0.45192739367485046,0.9958786368370056,5.1073875511065125e-05,1.0946553885560206e-08,0.0,0.0033842662815004587,0.2612074911594391,0.0,0.0,0.44166746735572815,0.0,4.170342922210693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4166738512576558e-06,0.0,0.0,0.0,0,3.0000009536743164,0.012189371511340141,,,,,,,,,,,,,,,,23.347549438476562,0,,
316,14.155323028564453,0.03814738988876343,1.2702720596280415e-05,0.0,0.0,0.4522257447242737,0.9959524273872375,4.850072582485154e-05,1.7249818240472337e-10,0.0,0.0012900680303573608,0.2505054175853729,0.0,0.0,0.4394055902957916,0.0,1.8812484741210938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4166738512576558e-06,0.0,0.0,0.0,0,3.0000009536743164,0.012189371511340141,,,,,,,,,,,,,,,,14.155323028564453,0,,
317,14.06197738647461,0.03769560903310776,1.2334783605183475e-05,0.0,0.0,0.45252424478530884,0.9959239959716797,4.533193350653164e-05,1.7534776963756826e-09,0.0,0.0008561690920032561,0.18429259955883026,0.0,0.0,0.4367107152938843,0.0,1.8813616037368774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4166738512576558e-06,0.0,0.0,0.0,0,3.0000009536743164,0.012189371511340141,,,,,,,,,,,,,,,,14.06197738647461,0,,
318,14.16650104522705,0.032266829162836075,1.2015987522318028e-05,0.0,0.0,0.4528351426124573,0.9960923194885254,4.174848072580062e-05,3.2370288671756953e-09,0.0,0.0013799774460494518,0.32565397024154663,0.0,0.0,0.43362289667129517,0.0,1.8809590339660645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4166738512576558e-06,0.0,0.0,0.0,0,3.0000009536743164,0.012189371511340141,,,,,,,,,,,,,,,,14.16650104522705,0,,
319,13.940359115600586,0.03115140087902546,1.1628734682744835e-05,0.0,0.0,0.4531155228614807,0.9961709976196289,3.796437886194326e-05,2.2190562720680873e-09,0.0,5.783158940175781e-06,0.13686420023441315,0.0,0.0,0.43048909306526184,0.0,1.879980206489563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4166738512576558e-06,0.0,0.0,0.0,0,3.0000009536743164,0.012189371511340141,,,,,,,,,,,,,,,,13.940359115600586,0,,
320,13.90424919128418,0.03043106570839882,1.1410033039283007e-05,0.0,0.0,0.4534165859222412,0.9962102174758911,3.413070226088166e-05,1.1065956311007152e-11,0.0,0.0018230743007734418,0.13949862122535706,0.0,0.0,0.42709168791770935,0.0,1.878424882888794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4166738512576558e-06,0.0,0.0,0.0,0,3.0000009536743164,0.012189371511340141,,,,,,,,,,,,,,,,13.90424919128418,0,,
321,13.843524932861328,0.03333694487810135,1.130620512412861e-05,0.0,0.0,0.45373162627220154,0.9962795972824097,3.0431687264353968e-05,3.739406118086208e-09,0.0,0.0001925260730786249,0.11996523290872574,0.0,0.0,0.42366504669189453,0.0,1.8762712478637695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4166738512576558e-06,0.0,0.0,0.0,0,3.0000009536743164,0.012189371511340141,,,,,,,,,,,,,,,,13.843524932861328,0,,
322,13.84119987487793,0.034931860864162445,1.1336663192196283e-05,0.0,0.0,0.4540785849094391,0.9963212609291077,2.699367360037286e-05,1.8738871787604694e-08,0.0,9.424373274669051e-05,0.16032947599887848,0.0,0.0,0.4203127324581146,0.0,1.8735038042068481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4166738512576558e-06,0.0,0.0,0.0,0,3.0000009536743164,0.012189371511340141,,,,,,,,,,,,,,,,13.84119987487793,0,,
323,13.815424919128418,0.0339379645884037,1.1441432434367016e-05,0.0,0.0,0.45445576310157776,0.9964196681976318,2.3503718693973497e-05,5.190672336397029e-09,0.0,0.0014343559741973877,0.1781940758228302,0.0,0.0,0.41720709204673767,0.0,1.8701410293579102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4166738512576558e-06,0.0,0.0,0.0,0,3.0000009536743164,0.012189371511340141,,,,,,,,,,,,,,,,13.815424919128418,0,,
324,13.901578903198242,0.03279464691877365,1.1603940038185101e-05,0.0,0.0,0.4548623859882355,0.9964654445648193,2.0872144887107424e-05,1.1472817487701015e-11,0.0,0.0001387866650475189,0.3099589943885803,0.0,0.0,0.4144113063812256,0.0,1.866219162940979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4166738512576558e-06,0.0,0.0,0.0,0,3.0000009536743164,0.012189371511340141,,,,,,,,,,,,,,,,13.901578903198242,0,,
325,13.749282836914062,0.03075801581144333,1.1595318937906995e-05,0.0,0.0,0.45524778962135315,0.9965134263038635,1.8691316654440016e-05,2.4665840481219448e-09,0.0,0.0016960320062935352,0.1975899636745453,0.0,0.0,0.4121699333190918,0.0,1.8618468046188354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4166738512576558e-06,0.0,0.0,0.0,0,3.0000009536743164,0.012189371511340141,,,,,,,,,,,,,,,,13.749282836914062,0,,
326,13.686691284179688,0.027107013389468193,1.1614285540417768e-05,0.0,0.0,0.45564743876457214,0.9966119527816772,1.6923610019148327e-05,9.892305641301391e-09,0.0,0.0005141162546351552,0.17731092870235443,0.0,0.0,0.41020917892456055,0.0,1.857242465019226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4166738512576558e-06,0.0,0.0,0.0,0,3.0000009536743164,0.012189371511340141,,,,,,,,,,,,,,,,13.686691284179688,0,,
327,13.706586837768555,0.02660554274916649,1.1720814654836431e-05,0.0,0.0,0.45604783296585083,0.9966627955436707,1.5285117115126923e-05,1.0109229897636851e-08,0.0,0.001572664943523705,0.23290343582630157,0.0,0.0,0.4084136188030243,0.0,1.8525487184524536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4166738512576558e-06,0.0,0.0,0.0,0,3.0000009536743164,0.012189371511340141,,,,,,,,,,,,,,,,13.706586837768555,0,,
328,13.690278053283691,0.031232835724949837,1.1809446732513607e-05,0.0,0.0,0.4564433693885803,0.9966866970062256,1.4240830751077738e-05,7.378916921929601e-10,0.0,0.0026618686970323324,0.24500656127929688,0.0,0.0,0.40687066316604614,0.0,1.8477661609649658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4166738512576558e-06,0.0,0.0,0.0,0,3.0000009536743164,0.012189371511340141,,,,,,,,,,,,,,,,13.690278053283691,0,,
329,13.620800018310547,0.029832901433110237,1.1851289855258074e-05,0.0,0.0,0.4568493068218231,0.9967695474624634,1.3475112609739881e-05,3.281406701916012e-09,0.0,0.0004113726899959147,0.2116478979587555,0.0,0.0,0.40554583072662354,0.0,1.842828392982483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4166738512576558e-06,0.0,0.0,0.0,0,3.0000009536743164,0.012189371511340141,,,,,,,,,,,,,,,,13.620800018310547,0,,
330,13.63815689086914,0.02594592049717903,1.1905547580681741e-05,0.0,0.0,0.4572635889053345,0.9968467950820923,1.276848342968151e-05,8.358144398812328e-09,0.0,2.8107644993724534e-06,0.2651321291923523,0.0,0.0,0.404313325881958,0.0,1.8378194570541382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4166738512576558e-06,0.0,0.0,0.0,0,3.0000009536743164,0.012189371511340141,,,,,,,,,,,,,,,,13.63815689086914,0,,
331,13.514507293701172,0.024159247055649757,1.1861402526847087e-05,0.0,0.0,0.4576582908630371,0.9968833327293396,1.2464346582419239e-05,1.9470026979551136e-10,0.0,0.0004560877860058099,0.17336168885231018,0.0,0.0,0.4032564163208008,0.0,1.832713007926941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4166738512576558e-06,0.0,0.0,0.0,0,3.0000009536743164,0.012189371511340141,,,,,,,,,,,,,,,,13.514507293701172,0,,
332,13.520751953125,0.024137474596500397,1.1853941941808444e-05,0.0,0.0,0.4580574929714203,0.9969643950462341,1.2228037121531088e-05,1.3600701898042189e-08,0.0,0.0003630655992310494,0.21010006964206696,0.0,0.0,0.4022338390350342,0.0,1.8275445699691772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4166738512576558e-06,0.0,0.0,0.0,0,3.0000009536743164,0.012189371511340141,,,,,,,,,,,,,,,,13.520751953125,0,,
333,13.410746574401855,0.0226453710347414,1.1820942745544016e-05,0.0,0.0,0.4584512710571289,0.9969843626022339,1.2310278179938905e-05,5.531749502907246e-10,0.0,2.723110128499684e-06,0.13144101202487946,0.0,0.0,0.40133458375930786,0.0,1.8223133087158203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4166738512576558e-06,0.0,0.0,0.0,0,3.0000009536743164,0.012189371511340141,,,,,,,,,,,,,,,,13.410746574401855,0,,
334,13.542329788208008,0.019770927727222443,1.1866544809890911e-05,0.0,0.0,0.45885229110717773,0.997096836566925,1.2543161574285477e-05,3.268351589369445e-09,0.0,0.0017708567902445793,0.29372790455818176,0.0,0.0,0.4004547894001007,0.0,1.816970944404602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4166738512576558e-06,0.0,0.0,0.0,0,3.0000009536743164,0.012189371511340141,,,,,,,,,,,,,,,,13.542329788208008,0,,
335,13.428775787353516,0.02649315446615219,1.1777327017625794e-05,0.0,0.0,0.45921337604522705,0.9970754384994507,1.2802215678675566e-05,1.2220152001418683e-08,0.0,3.5999346437165514e-06,0.20382729172706604,0.0,0.0,0.39981019496917725,0.0,1.81134831905365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4166738512576558e-06,0.0,0.0,0.0,0,3.0000009536743164,0.012189371511340141,,,,,,,,,,,,,,,,13.428775787353516,0,,
336,13.56814193725586,0.0219451691955328,1.1707651538017672e-05,0.0,0.0,0.4595752954483032,0.9971410036087036,1.3237046005087905e-05,4.7964707761138925e-09,0.0,0.0008557202527299523,0.26947951316833496,0.0,0.0,0.39925307035446167,0.0,1.8319783210754395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4166738512576558e-06,0.0,0.0,0.0,0,3.0000009536743164,0.012189371511340141,,,,,,,,,,,,,,,,13.56814193725586,0,,
337,13.848817825317383,0.02275819517672062,1.1500915206852369e-05,0.0,0.0,0.4599083960056305,0.997226357460022,1.370555219182279e-05,2.0008390499981488e-09,0.0,0.0011872320901602507,0.5783198475837708,0.0,0.0,0.3989659547805786,0.0,1.8252540826797485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4166738512576558e-06,0.0,0.0,0.0,0,3.0000009536743164,0.012189371511340141,,,,,,,,,,,,,,,,13.848817825317383,0,,
338,13.465083122253418,0.02179165557026863,1.0888807992159855e-05,0.0,0.0,0.46013590693473816,0.9972211122512817,1.4162962543196045e-05,1.53520574031063e-09,0.0,7.657893547730055e-06,0.22182908654212952,0.0,0.0,0.39917808771133423,0.0,1.8183958530426025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4166738512576558e-06,0.0,0.0,0.0,0,3.0000009536743164,0.012189371511340141,,,,,,,,,,,,,,,,13.465083122253418,0,,
339,13.4366455078125,0.020707063376903534,1.0368457878939807e-05,0.0,0.0,0.4603639245033264,0.9972937703132629,1.458506358176237e-05,1.4111588564347244e-09,0.0,0.0018624903168529272,0.21623054146766663,0.0,0.0,0.39940163493156433,0.0,1.8118516206741333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4166738512576558e-06,0.0,0.0,0.0,0,3.0000009536743164,0.012189371511340141,,,,,,,,,,,,,,,,13.4366455078125,0,,
340,13.563030242919922,0.019819285720586777,9.943158147507347e-06,0.0,0.0,0.4605906307697296,0.9973472356796265,1.4959528016333934e-05,1.2419982819977804e-09,0.0,3.711749377544038e-05,0.36826932430267334,0.0,0.0,0.3995416462421417,0.0,1.8056905269622803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4166738512576558e-06,0.0,0.0,0.0,0,3.0000009536743164,0.012189371511340141,,,,,,,,,,,,,,,,13.563030242919922,0,,
341,13.512438774108887,0.021014127880334854,9.409232006873935e-06,0.0,0.0,0.460763543844223,0.9973010420799255,1.5287181668099947e-05,1.287106532465998e-09,0.0,0.0012531238608062267,0.33545053005218506,0.0,0.0,0.39978155493736267,0.0,1.8000202178955078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4166738512576558e-06,0.0,0.0,0.0,0,3.0000009536743164,0.012189371511340141,,,,,,,,,,,,,,,,13.512438774108887,0,,
342,13.543882369995117,0.019479677081108093,9.008698725665454e-06,0.0,0.0,0.4609241783618927,0.997303307056427,1.5489857105421834e-05,1.1074022809864914e-09,0.0,0.0009596887393854558,0.3885684311389923,0.0,0.0,0.3997494876384735,0.0,1.7950987815856934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4166738512576558e-06,0.0,0.0,0.0,0,3.0000009536743164,0.012189371511340141,,,,,,,,,,,,,,,,13.543882369995117,0,,
343,13.431153297424316,0.02023519203066826,8.588207492721267e-06,0.0,0.0,0.4610443711280823,0.9973255395889282,1.5595696822856553e-05,1.1373477715181934e-09,0.0,2.3985974621609785e-05,0.29408732056617737,0.0,0.0,0.39968764781951904,0.0,1.7906990051269531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4166738512576558e-06,0.0,0.0,0.0,0,3.0000009536743164,0.012189371511340141,,,,,,,,,,,,,,,,13.431153297424316,0,,
344,13.459188461303711,0.020116006955504417,8.253819032688625e-06,0.0,0.0,0.46115756034851074,0.9973757863044739,1.5564881323371083e-05,1.5560667199210343e-09,0.0,0.000214499537833035,0.3400020897388458,0.0,0.0,0.39943745732307434,0.0,1.786790370941162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4166738512576558e-06,0.0,0.0,0.0,0,3.0000009536743164,0.012189371511340141,,,,,,,,,,,,,,,,13.459188461303711,0,,
345,17.39681625366211,0.022386934608221054,7.949251084937714e-06,0.0,0.0,0.46125084161758423,0.9973941445350647,1.5384739526780322e-05,2.362483320084152e-09,0.0,9.760246757650748e-05,0.2304755449295044,0.0,0.0,0.39910656213760376,0.0,2.7988383769989014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4166738512576558e-06,0.0,0.0,0.0,0,3.0000009536743164,0.012189371511340141,,,,,,,,,,,,,,,,17.39681625366211,0,,
346,17.119441986083984,0.02119322493672371,7.812351213942748e-06,0.0,0.0,0.46124267578125,0.9974298477172852,1.3586110981123056e-05,7.06986202914095e-09,0.0,0.0014649758813902736,0.18085181713104248,0.0,0.0,0.3971562087535858,0.0,2.746722459793091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4166738512576558e-06,0.0,0.0,0.0,0,3.0000009536743164,0.012189371511340141,,,,,,,,,,,,,,,,17.119441986083984,0,,
347,16.807512283325195,0.022884879261255264,7.78103913035011e-06,0.0,0.0,0.46114763617515564,0.9973775744438171,1.072083705366822e-05,4.484999482912144e-09,0.0,0.0009774088393896818,0.22162717580795288,0.0,0.0,0.3974083662033081,0.0,2.6576590538024902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4166738512576558e-06,0.0,0.0,0.0,0,3.0000009536743164,0.012189371511340141,,,,,,,,,,,,,,,,16.807512283325195,0,,
