alpha,ci_reference,omega_i_reference,ci_pinn,ci_abs_err
0.05,0.6140808961337839,0.030704044806689198,0.60793746,0.006143440956476787
0.058125,0.6030924873471247,0.035054750827051624,0.5980062,0.00508629847764841
0.06625,0.5922642520937003,0.039237506701207646,0.58812934,0.004134910491374821
0.074375,0.5815860041837925,0.043255459061169566,0.57830817,0.0032778391103976956
0.08249999999999999,0.5710865174998387,0.04711463769373669,0.5685442,0.0025423084963902554
0.090625,0.5607360926810785,0.05081670839922273,0.55883884,0.0018972483817620844
0.09874999999999999,0.550523210679146,0.05436416705456566,0.54919356,0.0013296496020280824
0.106875,0.5404554452102501,0.05776117570684548,0.5396097,0.0008457745712120435
0.11499999999999999,0.5305175468740292,0.06100951789051335,0.5300884,0.00042912219141200136
0.12312499999999998,0.5207284455672916,0.06411468986047276,0.52063113,9.731105725130362e-05
0.13124999999999998,0.51104246480456,0.06707432350559848,0.5112391,0.00019664661893248336
0.13937499999999997,0.5014746317962535,0.06989302680660282,0.5019135,0.00043885611497085364
0.14749999999999996,0.49205841820724633,0.07257861668556882,0.49265537,0.0005969484519181001
0.15562499999999999,0.48272072422068724,0.07512341270684444,0.48346594,0.0007452155395208937
0.16374999999999998,0.47351330098745703,0.07753780303669608,0.47434622,0.0008329195058596195
0.171875,0.46440770304816364,0.07982007396140313,0.46529713,0.000889429682320364
0.18,0.4554154648982143,0.08197478368167857,0.45631975,0.0009042844571018893
0.188125,0.4465068803911002,0.08399910687357572,0.44741488,0.0009079946394173755
0.19624999999999998,0.43772438645707973,0.08590341084220189,0.43858337,0.0008589875663577717
0.20437499999999997,0.428999789297074,0.08767683193758949,0.42982602,0.000826231897384011
0.21249999999999997,0.42041534532332375,0.08933826088120628,0.42114362,0.0007282758829598168
0.22062499999999996,0.41188758688726507,0.09087269885700285,0.4125367,0.0006491236134520961
0.22874999999999995,0.4034444132789002,0.0922879095375484,0.40400591,0.0005615016476287482
0.23687499999999995,0.39509071277659263,0.09358711258895536,0.3955518,0.0004610879512516042
0.24499999999999994,0.3868249774083023,0.09477211946503404,0.38717473,0.0003497481242294431
0.253125,0.3786538894846796,0.09584676577580951,0.3788752,0.00022130649539242597
0.26125,0.3705209290137547,0.09679859270484341,0.37065342,0.0001324916729670833
0.269375,0.3624858441845097,0.09764462427720229,0.3625096,2.3764084228106164e-05
0.27749999999999997,0.35454278213554785,0.09838562204261452,0.3544439,9.887439781591789e-05
0.28562499999999996,0.3466805191752118,0.09902062328941987,0.34645626,0.00022425968615236158
0.29374999999999996,0.3388713636780722,0.09954346308043369,0.33854672,0.0003246405507070782
0.30187499999999995,0.3311067515123984,0.09995285061280525,0.330715,0.0003917508829733296
0.30999999999999994,0.3234471440379562,0.10026861465176641,0.32296085,0.00048629046129605724
0.31812499999999994,0.3158101016049324,0.1004670885730691,0.31528378,0.0005263262753425479
0.32624999999999993,0.30828128148313105,0.10057676808387149,0.3076833,0.0005979924320751451
0.3343749999999999,0.3008181797765785,0.1005860788627934,0.30015862,0.0006595598959022175
0.3424999999999999,0.2933905266152938,0.1004862553657381,0.29270887,0.0006816528665145039
0.3506249999999999,0.2860348359030271,0.10029096433849885,0.285333,0.0007018283289456639
0.35874999999999996,0.278726783930129,0.09999323373493377,0.27802986,0.0006969248641194858
0.36687499999999995,0.2714568066293441,0.09959071593214061,0.27079785,0.0006589579278670765
0.37499999999999994,0.26425628930129735,0.09909610848798649,0.26363534,0.000620951948544668
0.38312499999999994,0.25713399847383295,0.09851446316528724,0.25654042,0.0005935808026293343
0.39124999999999993,0.2500362415654011,0.09782667951246317,0.24951081,0.0005254317862339319
0.3993749999999999,0.24298648316993993,0.09704272671599475,0.24254426,0.00044221956863682577
0.4074999999999999,0.23600941231434658,0.09617383551809622,0.2356378,0.00037161340897395867
0.4156249999999999,0.22907573828280056,0.09520960372378896,0.2287884,0.0002873326259859865
0.4237499999999999,0.222196675731433,0.09415584134119472,0.22199252,0.00020415325332936995
0.4318749999999999,0.21535299792762155,0.09300557597999154,0.21524651,0.00010648444171304505
0.4399999999999999,0.20855703476546059,0.09176509529680263,0.20854597,1.1066828944777951e-05
0.44812499999999994,0.20181174550752448,0.0904368884555594,0.20188646,7.471467752648286e-05
0.45624999999999993,0.19509980000069868,0.08901428375031877,0.195263,0.00016319834181535708
0.4643749999999999,0.18842390062705636,0.08749934885368928,0.18867034,0.00024643657310843836
0.4724999999999999,0.1818201331137211,0.0859100128962332,0.1821028,0.00028266630186726815
0.4806249999999999,0.175231198804818,0.08422049492556563,0.1755546,0.00032340453342358244
0.4887499999999999,0.16868634330078158,0.08244545028825698,0.16901979,0.0003334452028652679
0.4968749999999999,0.16217849670425807,0.08058244054992822,0.16249253,0.00031403185351933094
0.5049999999999999,0.15570590993002964,0.07863148451466495,0.15596707,0.00026116172238277446
0.5131249999999999,0.14927298003499498,0.0765956978804568,0.14943835,0.000165371357750993
0.5212499999999999,0.14289770578109093,0.07448542913839364,0.14290218,4.474771391677068e-06
0.5293749999999999,0.13654559961828305,0.07228382679792858,0.1363558,0.00018979720148160073
0.5375,0.13019071693643686,0.06997751035333481,0.12979837,0.0003923493169223913
0.5456249999999999,0.1239064839285158,0.06760647529349642,0.12323184,0.0006746408146165728
0.55375,0.1176565042361218,0.06515228922075245,0.11666131,0.0009951940401989462
0.5618749999999999,0.11145382508344714,0.06262311796876185,0.11009633,0.001357497122955964
0.57,0.10523614186758028,0.05998460086452075,0.10355128,0.0016848583888433993
0.578125,0.0991131508340685,0.05729979032594586,0.09704615,0.0020669990768282104
0.5862499999999999,0.09294465889382891,0.05448880627650719,0.09060683,0.0023378278796725716
0.594375,0.08685690143390008,0.05162557078977436,0.084265135,0.002591766205266202
0.6024999999999999,0.08079413653268354,0.04867846726094183,0.07805807,0.0027360650981857054
0.610625,0.07477305604471855,0.04565829734730627,0.07202659,0.00274646802200966
0.6187499999999999,0.06874034598049304,0.04253308907543006,0.066213794,0.0025265519278921816
0.626875,0.0627479574942573,0.03933512585421254,0.06066218,0.0020857773089393017
0.6349999999999999,0.05679817879455983,0.036066843534545485,0.05541102,0.0013871603633731563
0.643125,0.05087390090561529,0.03271827751992383,0.05049357,0.0003803327236237136
0.6512499999999999,0.04496279534748052,0.029282020470046684,0.045934748,0.0009719525570585849
0.6593749999999999,0.039065708389917575,0.025758951469601898,0.04174947,0.0026837615459764375
0.6675,0.033203706459437834,0.022163474061674755,0.037942283,0.004738576396072877
0.6756249999999999,0.0273782004733828,0.018497396694829252,0.034507647,0.007129446683332593
