best_epoch,best_audit_ci_mae,best_audit_p_rel,best_audit_env,best_audit_phase,last_epoch,last_ci_mae,last_p_rel,last_env,last_phase
3800,0.0028886803168273007,0.27639586111828035,0.2560137192243342,0.06547480874480562,4000,0.006370839772250545,0.2884556629771881,0.27239035659973937,0.06217165868639201
