job_id,alpha,Mach,seed,stem,campaign,state,audit_dir,out_log,err_log
1003652,0.3,1.9,0.40:0.0260,supersonic_multicandidate_M1900_a0300_sparse_supersonic_expand1_M190_catch_cr040_ci00260,sparse_supersonic_expand1,done,assets/classic_supersonic/multicandidate_audits/supersonic_multicandidate_M1900_a0300_sparse_supersonic_expand1_M190_catch_cr040_ci00260,slurm/log/KH_shoot_multi_1003652.out,slurm/log/KH_shoot_multi_1003652.err
1003653,0.3,1.9,0.44:0.0160,supersonic_multicandidate_M1900_a0300_sparse_supersonic_expand1_M190_catch_cr044_ci00160,sparse_supersonic_expand1,done,assets/classic_supersonic/multicandidate_audits/supersonic_multicandidate_M1900_a0300_sparse_supersonic_expand1_M190_catch_cr044_ci00160,slurm/log/KH_shoot_multi_1003653.out,slurm/log/KH_shoot_multi_1003653.err
1003654,0.3,1.9,0.44:0.0340,supersonic_multicandidate_M1900_a0300_sparse_supersonic_expand1_M190_catch_cr044_ci00340,sparse_supersonic_expand1,done,assets/classic_supersonic/multicandidate_audits/supersonic_multicandidate_M1900_a0300_sparse_supersonic_expand1_M190_catch_cr044_ci00340,slurm/log/KH_shoot_multi_1003654.out,slurm/log/KH_shoot_multi_1003654.err
971694,0.275,1.3,0.44:0.0120,supersonic_multicandidate_M1300_a0275_sparse_supersonic_expand1_M12to16_core_cr044_ci00120,sparse_supersonic_expand1,done,assets/classic_supersonic/multicandidate_audits/supersonic_multicandidate_M1300_a0275_sparse_supersonic_expand1_M12to16_core_cr044_ci00120,slurm/log/KH_shoot_multi_971694.out,slurm/log/KH_shoot_multi_971694.err
971695,0.3,1.3,0.32:0.0040,supersonic_multicandidate_M1300_a0300_sparse_supersonic_expand1_M12to16_core_cr032_ci00040,sparse_supersonic_expand1,done,assets/classic_supersonic/multicandidate_audits/supersonic_multicandidate_M1300_a0300_sparse_supersonic_expand1_M12to16_core_cr032_ci00040,slurm/log/KH_shoot_multi_971695.out,slurm/log/KH_shoot_multi_971695.err
971696,0.3,1.3,0.36:0.0120,supersonic_multicandidate_M1300_a0300_sparse_supersonic_expand1_M12to16_core_cr036_ci00120,sparse_supersonic_expand1,done,assets/classic_supersonic/multicandidate_audits/supersonic_multicandidate_M1300_a0300_sparse_supersonic_expand1_M12to16_core_cr036_ci00120,slurm/log/KH_shoot_multi_971696.out,slurm/log/KH_shoot_multi_971696.err
971697,0.3,1.3,0.40:0.0200,supersonic_multicandidate_M1300_a0300_sparse_supersonic_expand1_M12to16_core_cr040_ci00200,sparse_supersonic_expand1,done,assets/classic_supersonic/multicandidate_audits/supersonic_multicandidate_M1300_a0300_sparse_supersonic_expand1_M12to16_core_cr040_ci00200,slurm/log/KH_shoot_multi_971697.out,slurm/log/KH_shoot_multi_971697.err
971698,0.3,1.3,0.44:0.0120,supersonic_multicandidate_M1300_a0300_sparse_supersonic_expand1_M12to16_core_cr044_ci00120,sparse_supersonic_expand1,done,assets/classic_supersonic/multicandidate_audits/supersonic_multicandidate_M1300_a0300_sparse_supersonic_expand1_M12to16_core_cr044_ci00120,slurm/log/KH_shoot_multi_971698.out,slurm/log/KH_shoot_multi_971698.err
971699,0.2,1.4,0.32:0.0040,supersonic_multicandidate_M1400_a0200_sparse_supersonic_expand1_M12to16_core_cr032_ci00040,sparse_supersonic_expand1,done,assets/classic_supersonic/multicandidate_audits/supersonic_multicandidate_M1400_a0200_sparse_supersonic_expand1_M12to16_core_cr032_ci00040,slurm/log/KH_shoot_multi_971699.out,slurm/log/KH_shoot_multi_971699.err
971700,0.2,1.4,0.36:0.0120,supersonic_multicandidate_M1400_a0200_sparse_supersonic_expand1_M12to16_core_cr036_ci00120,sparse_supersonic_expand1,done,assets/classic_supersonic/multicandidate_audits/supersonic_multicandidate_M1400_a0200_sparse_supersonic_expand1_M12to16_core_cr036_ci00120,slurm/log/KH_shoot_multi_971700.out,slurm/log/KH_shoot_multi_971700.err
971701,0.2,1.4,0.40:0.0200,supersonic_multicandidate_M1400_a0200_sparse_supersonic_expand1_M12to16_core_cr040_ci00200,sparse_supersonic_expand1,done,assets/classic_supersonic/multicandidate_audits/supersonic_multicandidate_M1400_a0200_sparse_supersonic_expand1_M12to16_core_cr040_ci00200,slurm/log/KH_shoot_multi_971701.out,slurm/log/KH_shoot_multi_971701.err
971702,0.2,1.4,0.44:0.0120,supersonic_multicandidate_M1400_a0200_sparse_supersonic_expand1_M12to16_core_cr044_ci00120,sparse_supersonic_expand1,done,assets/classic_supersonic/multicandidate_audits/supersonic_multicandidate_M1400_a0200_sparse_supersonic_expand1_M12to16_core_cr044_ci00120,slurm/log/KH_shoot_multi_971702.out,slurm/log/KH_shoot_multi_971702.err
971703,0.225,1.4,0.32:0.0040,supersonic_multicandidate_M1400_a0225_sparse_supersonic_expand1_M12to16_core_cr032_ci00040,sparse_supersonic_expand1,done,assets/classic_supersonic/multicandidate_audits/supersonic_multicandidate_M1400_a0225_sparse_supersonic_expand1_M12to16_core_cr032_ci00040,slurm/log/KH_shoot_multi_971703.out,slurm/log/KH_shoot_multi_971703.err
971704,0.225,1.4,0.36:0.0120,supersonic_multicandidate_M1400_a0225_sparse_supersonic_expand1_M12to16_core_cr036_ci00120,sparse_supersonic_expand1,done,assets/classic_supersonic/multicandidate_audits/supersonic_multicandidate_M1400_a0225_sparse_supersonic_expand1_M12to16_core_cr036_ci00120,slurm/log/KH_shoot_multi_971704.out,slurm/log/KH_shoot_multi_971704.err
971705,0.225,1.4,0.40:0.0200,supersonic_multicandidate_M1400_a0225_sparse_supersonic_expand1_M12to16_core_cr040_ci00200,sparse_supersonic_expand1,done,assets/classic_supersonic/multicandidate_audits/supersonic_multicandidate_M1400_a0225_sparse_supersonic_expand1_M12to16_core_cr040_ci00200,slurm/log/KH_shoot_multi_971705.out,slurm/log/KH_shoot_multi_971705.err
971706,0.225,1.4,0.44:0.0120,supersonic_multicandidate_M1400_a0225_sparse_supersonic_expand1_M12to16_core_cr044_ci00120,sparse_supersonic_expand1,done,assets/classic_supersonic/multicandidate_audits/supersonic_multicandidate_M1400_a0225_sparse_supersonic_expand1_M12to16_core_cr044_ci00120,slurm/log/KH_shoot_multi_971706.out,slurm/log/KH_shoot_multi_971706.err
971707,0.25,1.4,0.32:0.0040,supersonic_multicandidate_M1400_a0250_sparse_supersonic_expand1_M12to16_core_cr032_ci00040,sparse_supersonic_expand1,done,assets/classic_supersonic/multicandidate_audits/supersonic_multicandidate_M1400_a0250_sparse_supersonic_expand1_M12to16_core_cr032_ci00040,slurm/log/KH_shoot_multi_971707.out,slurm/log/KH_shoot_multi_971707.err
971708,0.25,1.4,0.36:0.0120,supersonic_multicandidate_M1400_a0250_sparse_supersonic_expand1_M12to16_core_cr036_ci00120,sparse_supersonic_expand1,done,assets/classic_supersonic/multicandidate_audits/supersonic_multicandidate_M1400_a0250_sparse_supersonic_expand1_M12to16_core_cr036_ci00120,slurm/log/KH_shoot_multi_971708.out,slurm/log/KH_shoot_multi_971708.err
971709,0.25,1.4,0.40:0.0200,supersonic_multicandidate_M1400_a0250_sparse_supersonic_expand1_M12to16_core_cr040_ci00200,sparse_supersonic_expand1,done,assets/classic_supersonic/multicandidate_audits/supersonic_multicandidate_M1400_a0250_sparse_supersonic_expand1_M12to16_core_cr040_ci00200,slurm/log/KH_shoot_multi_971709.out,slurm/log/KH_shoot_multi_971709.err
971710,0.25,1.4,0.44:0.0120,supersonic_multicandidate_M1400_a0250_sparse_supersonic_expand1_M12to16_core_cr044_ci00120,sparse_supersonic_expand1,done,assets/classic_supersonic/multicandidate_audits/supersonic_multicandidate_M1400_a0250_sparse_supersonic_expand1_M12to16_core_cr044_ci00120,slurm/log/KH_shoot_multi_971710.out,slurm/log/KH_shoot_multi_971710.err
971711,0.275,1.4,0.32:0.0040,supersonic_multicandidate_M1400_a0275_sparse_supersonic_expand1_M12to16_core_cr032_ci00040,sparse_supersonic_expand1,done,assets/classic_supersonic/multicandidate_audits/supersonic_multicandidate_M1400_a0275_sparse_supersonic_expand1_M12to16_core_cr032_ci00040,slurm/log/KH_shoot_multi_971711.out,slurm/log/KH_shoot_multi_971711.err
971712,0.275,1.4,0.36:0.0120,supersonic_multicandidate_M1400_a0275_sparse_supersonic_expand1_M12to16_core_cr036_ci00120,sparse_supersonic_expand1,done,assets/classic_supersonic/multicandidate_audits/supersonic_multicandidate_M1400_a0275_sparse_supersonic_expand1_M12to16_core_cr036_ci00120,slurm/log/KH_shoot_multi_971712.out,slurm/log/KH_shoot_multi_971712.err
971713,0.275,1.4,0.40:0.0200,supersonic_multicandidate_M1400_a0275_sparse_supersonic_expand1_M12to16_core_cr040_ci00200,sparse_supersonic_expand1,done,assets/classic_supersonic/multicandidate_audits/supersonic_multicandidate_M1400_a0275_sparse_supersonic_expand1_M12to16_core_cr040_ci00200,slurm/log/KH_shoot_multi_971713.out,slurm/log/KH_shoot_multi_971713.err
971714,0.275,1.4,0.44:0.0120,supersonic_multicandidate_M1400_a0275_sparse_supersonic_expand1_M12to16_core_cr044_ci00120,sparse_supersonic_expand1,done,assets/classic_supersonic/multicandidate_audits/supersonic_multicandidate_M1400_a0275_sparse_supersonic_expand1_M12to16_core_cr044_ci00120,slurm/log/KH_shoot_multi_971714.out,slurm/log/KH_shoot_multi_971714.err
971715,0.3,1.4,0.32:0.0040,supersonic_multicandidate_M1400_a0300_sparse_supersonic_expand1_M12to16_core_cr032_ci00040,sparse_supersonic_expand1,done,assets/classic_supersonic/multicandidate_audits/supersonic_multicandidate_M1400_a0300_sparse_supersonic_expand1_M12to16_core_cr032_ci00040,slurm/log/KH_shoot_multi_971715.out,slurm/log/KH_shoot_multi_971715.err
971716,0.3,1.4,0.36:0.0120,supersonic_multicandidate_M1400_a0300_sparse_supersonic_expand1_M12to16_core_cr036_ci00120,sparse_supersonic_expand1,done,assets/classic_supersonic/multicandidate_audits/supersonic_multicandidate_M1400_a0300_sparse_supersonic_expand1_M12to16_core_cr036_ci00120,slurm/log/KH_shoot_multi_971716.out,slurm/log/KH_shoot_multi_971716.err
971717,0.3,1.4,0.40:0.0200,supersonic_multicandidate_M1400_a0300_sparse_supersonic_expand1_M12to16_core_cr040_ci00200,sparse_supersonic_expand1,done,assets/classic_supersonic/multicandidate_audits/supersonic_multicandidate_M1400_a0300_sparse_supersonic_expand1_M12to16_core_cr040_ci00200,slurm/log/KH_shoot_multi_971717.out,slurm/log/KH_shoot_multi_971717.err
971718,0.3,1.4,0.44:0.0120,supersonic_multicandidate_M1400_a0300_sparse_supersonic_expand1_M12to16_core_cr044_ci00120,sparse_supersonic_expand1,done,assets/classic_supersonic/multicandidate_audits/supersonic_multicandidate_M1400_a0300_sparse_supersonic_expand1_M12to16_core_cr044_ci00120,slurm/log/KH_shoot_multi_971718.out,slurm/log/KH_shoot_multi_971718.err
971719,0.2,1.5,0.32:0.0040,supersonic_multicandidate_M1500_a0200_sparse_supersonic_expand1_M12to16_core_cr032_ci00040,sparse_supersonic_expand1,done,assets/classic_supersonic/multicandidate_audits/supersonic_multicandidate_M1500_a0200_sparse_supersonic_expand1_M12to16_core_cr032_ci00040,slurm/log/KH_shoot_multi_971719.out,slurm/log/KH_shoot_multi_971719.err
971720,0.2,1.5,0.36:0.0120,supersonic_multicandidate_M1500_a0200_sparse_supersonic_expand1_M12to16_core_cr036_ci00120,sparse_supersonic_expand1,done,assets/classic_supersonic/multicandidate_audits/supersonic_multicandidate_M1500_a0200_sparse_supersonic_expand1_M12to16_core_cr036_ci00120,slurm/log/KH_shoot_multi_971720.out,slurm/log/KH_shoot_multi_971720.err
971721,0.2,1.5,0.40:0.0200,supersonic_multicandidate_M1500_a0200_sparse_supersonic_expand1_M12to16_core_cr040_ci00200,sparse_supersonic_expand1,done,assets/classic_supersonic/multicandidate_audits/supersonic_multicandidate_M1500_a0200_sparse_supersonic_expand1_M12to16_core_cr040_ci00200,slurm/log/KH_shoot_multi_971721.out,slurm/log/KH_shoot_multi_971721.err
971722,0.2,1.5,0.44:0.0120,supersonic_multicandidate_M1500_a0200_sparse_supersonic_expand1_M12to16_core_cr044_ci00120,sparse_supersonic_expand1,done,assets/classic_supersonic/multicandidate_audits/supersonic_multicandidate_M1500_a0200_sparse_supersonic_expand1_M12to16_core_cr044_ci00120,slurm/log/KH_shoot_multi_971722.out,slurm/log/KH_shoot_multi_971722.err
971723,0.225,1.5,0.32:0.0040,supersonic_multicandidate_M1500_a0225_sparse_supersonic_expand1_M12to16_core_cr032_ci00040,sparse_supersonic_expand1,done,assets/classic_supersonic/multicandidate_audits/supersonic_multicandidate_M1500_a0225_sparse_supersonic_expand1_M12to16_core_cr032_ci00040,slurm/log/KH_shoot_multi_971723.out,slurm/log/KH_shoot_multi_971723.err
971724,0.225,1.5,0.36:0.0120,supersonic_multicandidate_M1500_a0225_sparse_supersonic_expand1_M12to16_core_cr036_ci00120,sparse_supersonic_expand1,done,assets/classic_supersonic/multicandidate_audits/supersonic_multicandidate_M1500_a0225_sparse_supersonic_expand1_M12to16_core_cr036_ci00120,slurm/log/KH_shoot_multi_971724.out,slurm/log/KH_shoot_multi_971724.err
971725,0.225,1.5,0.40:0.0200,supersonic_multicandidate_M1500_a0225_sparse_supersonic_expand1_M12to16_core_cr040_ci00200,sparse_supersonic_expand1,done,assets/classic_supersonic/multicandidate_audits/supersonic_multicandidate_M1500_a0225_sparse_supersonic_expand1_M12to16_core_cr040_ci00200,slurm/log/KH_shoot_multi_971725.out,slurm/log/KH_shoot_multi_971725.err
971726,0.225,1.5,0.44:0.0120,supersonic_multicandidate_M1500_a0225_sparse_supersonic_expand1_M12to16_core_cr044_ci00120,sparse_supersonic_expand1,done,assets/classic_supersonic/multicandidate_audits/supersonic_multicandidate_M1500_a0225_sparse_supersonic_expand1_M12to16_core_cr044_ci00120,slurm/log/KH_shoot_multi_971726.out,slurm/log/KH_shoot_multi_971726.err
971727,0.25,1.5,0.32:0.0040,supersonic_multicandidate_M1500_a0250_sparse_supersonic_expand1_M12to16_core_cr032_ci00040,sparse_supersonic_expand1,done,assets/classic_supersonic/multicandidate_audits/supersonic_multicandidate_M1500_a0250_sparse_supersonic_expand1_M12to16_core_cr032_ci00040,slurm/log/KH_shoot_multi_971727.out,slurm/log/KH_shoot_multi_971727.err
971728,0.25,1.5,0.36:0.0120,supersonic_multicandidate_M1500_a0250_sparse_supersonic_expand1_M12to16_core_cr036_ci00120,sparse_supersonic_expand1,done,assets/classic_supersonic/multicandidate_audits/supersonic_multicandidate_M1500_a0250_sparse_supersonic_expand1_M12to16_core_cr036_ci00120,slurm/log/KH_shoot_multi_971728.out,slurm/log/KH_shoot_multi_971728.err
971729,0.25,1.5,0.40:0.0200,supersonic_multicandidate_M1500_a0250_sparse_supersonic_expand1_M12to16_core_cr040_ci00200,sparse_supersonic_expand1,done,assets/classic_supersonic/multicandidate_audits/supersonic_multicandidate_M1500_a0250_sparse_supersonic_expand1_M12to16_core_cr040_ci00200,slurm/log/KH_shoot_multi_971729.out,slurm/log/KH_shoot_multi_971729.err
971730,0.25,1.5,0.44:0.0120,supersonic_multicandidate_M1500_a0250_sparse_supersonic_expand1_M12to16_core_cr044_ci00120,sparse_supersonic_expand1,done,assets/classic_supersonic/multicandidate_audits/supersonic_multicandidate_M1500_a0250_sparse_supersonic_expand1_M12to16_core_cr044_ci00120,slurm/log/KH_shoot_multi_971730.out,slurm/log/KH_shoot_multi_971730.err
971731,0.275,1.5,0.32:0.0040,supersonic_multicandidate_M1500_a0275_sparse_supersonic_expand1_M12to16_core_cr032_ci00040,sparse_supersonic_expand1,done,assets/classic_supersonic/multicandidate_audits/supersonic_multicandidate_M1500_a0275_sparse_supersonic_expand1_M12to16_core_cr032_ci00040,slurm/log/KH_shoot_multi_971731.out,slurm/log/KH_shoot_multi_971731.err
971732,0.275,1.5,0.36:0.0120,supersonic_multicandidate_M1500_a0275_sparse_supersonic_expand1_M12to16_core_cr036_ci00120,sparse_supersonic_expand1,done,assets/classic_supersonic/multicandidate_audits/supersonic_multicandidate_M1500_a0275_sparse_supersonic_expand1_M12to16_core_cr036_ci00120,slurm/log/KH_shoot_multi_971732.out,slurm/log/KH_shoot_multi_971732.err
971733,0.275,1.5,0.40:0.0200,supersonic_multicandidate_M1500_a0275_sparse_supersonic_expand1_M12to16_core_cr040_ci00200,sparse_supersonic_expand1,done,assets/classic_supersonic/multicandidate_audits/supersonic_multicandidate_M1500_a0275_sparse_supersonic_expand1_M12to16_core_cr040_ci00200,slurm/log/KH_shoot_multi_971733.out,slurm/log/KH_shoot_multi_971733.err
971734,0.275,1.5,0.44:0.0120,supersonic_multicandidate_M1500_a0275_sparse_supersonic_expand1_M12to16_core_cr044_ci00120,sparse_supersonic_expand1,done,assets/classic_supersonic/multicandidate_audits/supersonic_multicandidate_M1500_a0275_sparse_supersonic_expand1_M12to16_core_cr044_ci00120,slurm/log/KH_shoot_multi_971734.out,slurm/log/KH_shoot_multi_971734.err
971778,0.3,1.5,0.32:0.0040,supersonic_multicandidate_M1500_a0300_sparse_supersonic_expand1_M12to16_core_cr032_ci00040,sparse_supersonic_expand1,done,assets/classic_supersonic/multicandidate_audits/supersonic_multicandidate_M1500_a0300_sparse_supersonic_expand1_M12to16_core_cr032_ci00040,slurm/log/KH_shoot_multi_971778.out,slurm/log/KH_shoot_multi_971778.err
971780,0.3,1.5,0.36:0.0120,supersonic_multicandidate_M1500_a0300_sparse_supersonic_expand1_M12to16_core_cr036_ci00120,sparse_supersonic_expand1,done,assets/classic_supersonic/multicandidate_audits/supersonic_multicandidate_M1500_a0300_sparse_supersonic_expand1_M12to16_core_cr036_ci00120,slurm/log/KH_shoot_multi_971780.out,slurm/log/KH_shoot_multi_971780.err
971781,0.3,1.5,0.40:0.0200,supersonic_multicandidate_M1500_a0300_sparse_supersonic_expand1_M12to16_core_cr040_ci00200,sparse_supersonic_expand1,done,assets/classic_supersonic/multicandidate_audits/supersonic_multicandidate_M1500_a0300_sparse_supersonic_expand1_M12to16_core_cr040_ci00200,slurm/log/KH_shoot_multi_971781.out,slurm/log/KH_shoot_multi_971781.err
971782,0.3,1.5,0.44:0.0120,supersonic_multicandidate_M1500_a0300_sparse_supersonic_expand1_M12to16_core_cr044_ci00120,sparse_supersonic_expand1,done,assets/classic_supersonic/multicandidate_audits/supersonic_multicandidate_M1500_a0300_sparse_supersonic_expand1_M12to16_core_cr044_ci00120,slurm/log/KH_shoot_multi_971782.out,slurm/log/KH_shoot_multi_971782.err
971783,0.2,1.6,0.32:0.0040,supersonic_multicandidate_M1600_a0200_sparse_supersonic_expand1_M12to16_core_cr032_ci00040,sparse_supersonic_expand1,done,assets/classic_supersonic/multicandidate_audits/supersonic_multicandidate_M1600_a0200_sparse_supersonic_expand1_M12to16_core_cr032_ci00040,slurm/log/KH_shoot_multi_971783.out,slurm/log/KH_shoot_multi_971783.err
971784,0.2,1.6,0.36:0.0120,supersonic_multicandidate_M1600_a0200_sparse_supersonic_expand1_M12to16_core_cr036_ci00120,sparse_supersonic_expand1,done,assets/classic_supersonic/multicandidate_audits/supersonic_multicandidate_M1600_a0200_sparse_supersonic_expand1_M12to16_core_cr036_ci00120,slurm/log/KH_shoot_multi_971784.out,slurm/log/KH_shoot_multi_971784.err
971785,0.2,1.6,0.40:0.0200,supersonic_multicandidate_M1600_a0200_sparse_supersonic_expand1_M12to16_core_cr040_ci00200,sparse_supersonic_expand1,done,assets/classic_supersonic/multicandidate_audits/supersonic_multicandidate_M1600_a0200_sparse_supersonic_expand1_M12to16_core_cr040_ci00200,slurm/log/KH_shoot_multi_971785.out,slurm/log/KH_shoot_multi_971785.err
971786,0.2,1.6,0.44:0.0120,supersonic_multicandidate_M1600_a0200_sparse_supersonic_expand1_M12to16_core_cr044_ci00120,sparse_supersonic_expand1,done,assets/classic_supersonic/multicandidate_audits/supersonic_multicandidate_M1600_a0200_sparse_supersonic_expand1_M12to16_core_cr044_ci00120,slurm/log/KH_shoot_multi_971786.out,slurm/log/KH_shoot_multi_971786.err
971787,0.225,1.6,0.32:0.0040,supersonic_multicandidate_M1600_a0225_sparse_supersonic_expand1_M12to16_core_cr032_ci00040,sparse_supersonic_expand1,done,assets/classic_supersonic/multicandidate_audits/supersonic_multicandidate_M1600_a0225_sparse_supersonic_expand1_M12to16_core_cr032_ci00040,slurm/log/KH_shoot_multi_971787.out,slurm/log/KH_shoot_multi_971787.err
973163,0.225,1.6,0.36:0.0120,supersonic_multicandidate_M1600_a0225_sparse_supersonic_expand1_M12to16_core_cr036_ci00120,sparse_supersonic_expand1,done,assets/classic_supersonic/multicandidate_audits/supersonic_multicandidate_M1600_a0225_sparse_supersonic_expand1_M12to16_core_cr036_ci00120,slurm/log/KH_shoot_multi_973163.out,slurm/log/KH_shoot_multi_973163.err
973263,0.225,1.6,0.40:0.0200,supersonic_multicandidate_M1600_a0225_sparse_supersonic_expand1_M12to16_core_cr040_ci00200,sparse_supersonic_expand1,done,assets/classic_supersonic/multicandidate_audits/supersonic_multicandidate_M1600_a0225_sparse_supersonic_expand1_M12to16_core_cr040_ci00200,slurm/log/KH_shoot_multi_973263.out,slurm/log/KH_shoot_multi_973263.err
973628,0.225,1.6,0.44:0.0120,supersonic_multicandidate_M1600_a0225_sparse_supersonic_expand1_M12to16_core_cr044_ci00120,sparse_supersonic_expand1,done,assets/classic_supersonic/multicandidate_audits/supersonic_multicandidate_M1600_a0225_sparse_supersonic_expand1_M12to16_core_cr044_ci00120,slurm/log/KH_shoot_multi_973628.out,slurm/log/KH_shoot_multi_973628.err
973691,0.25,1.6,0.32:0.0040,supersonic_multicandidate_M1600_a0250_sparse_supersonic_expand1_M12to16_core_cr032_ci00040,sparse_supersonic_expand1,done,assets/classic_supersonic/multicandidate_audits/supersonic_multicandidate_M1600_a0250_sparse_supersonic_expand1_M12to16_core_cr032_ci00040,slurm/log/KH_shoot_multi_973691.out,slurm/log/KH_shoot_multi_973691.err
973692,0.25,1.6,0.36:0.0120,supersonic_multicandidate_M1600_a0250_sparse_supersonic_expand1_M12to16_core_cr036_ci00120,sparse_supersonic_expand1,done,assets/classic_supersonic/multicandidate_audits/supersonic_multicandidate_M1600_a0250_sparse_supersonic_expand1_M12to16_core_cr036_ci00120,slurm/log/KH_shoot_multi_973692.out,slurm/log/KH_shoot_multi_973692.err
973845,0.25,1.6,0.40:0.0200,supersonic_multicandidate_M1600_a0250_sparse_supersonic_expand1_M12to16_core_cr040_ci00200,sparse_supersonic_expand1,done,assets/classic_supersonic/multicandidate_audits/supersonic_multicandidate_M1600_a0250_sparse_supersonic_expand1_M12to16_core_cr040_ci00200,slurm/log/KH_shoot_multi_973845.out,slurm/log/KH_shoot_multi_973845.err
973902,0.25,1.6,0.44:0.0120,supersonic_multicandidate_M1600_a0250_sparse_supersonic_expand1_M12to16_core_cr044_ci00120,sparse_supersonic_expand1,done,assets/classic_supersonic/multicandidate_audits/supersonic_multicandidate_M1600_a0250_sparse_supersonic_expand1_M12to16_core_cr044_ci00120,slurm/log/KH_shoot_multi_973902.out,slurm/log/KH_shoot_multi_973902.err
973953,0.275,1.6,0.32:0.0040,supersonic_multicandidate_M1600_a0275_sparse_supersonic_expand1_M12to16_core_cr032_ci00040,sparse_supersonic_expand1,done,assets/classic_supersonic/multicandidate_audits/supersonic_multicandidate_M1600_a0275_sparse_supersonic_expand1_M12to16_core_cr032_ci00040,slurm/log/KH_shoot_multi_973953.out,slurm/log/KH_shoot_multi_973953.err
973954,0.275,1.6,0.36:0.0120,supersonic_multicandidate_M1600_a0275_sparse_supersonic_expand1_M12to16_core_cr036_ci00120,sparse_supersonic_expand1,done,assets/classic_supersonic/multicandidate_audits/supersonic_multicandidate_M1600_a0275_sparse_supersonic_expand1_M12to16_core_cr036_ci00120,slurm/log/KH_shoot_multi_973954.out,slurm/log/KH_shoot_multi_973954.err
973955,0.275,1.6,0.40:0.0200,supersonic_multicandidate_M1600_a0275_sparse_supersonic_expand1_M12to16_core_cr040_ci00200,sparse_supersonic_expand1,done,assets/classic_supersonic/multicandidate_audits/supersonic_multicandidate_M1600_a0275_sparse_supersonic_expand1_M12to16_core_cr040_ci00200,slurm/log/KH_shoot_multi_973955.out,slurm/log/KH_shoot_multi_973955.err
974268,0.275,1.6,0.44:0.0120,supersonic_multicandidate_M1600_a0275_sparse_supersonic_expand1_M12to16_core_cr044_ci00120,sparse_supersonic_expand1,done,assets/classic_supersonic/multicandidate_audits/supersonic_multicandidate_M1600_a0275_sparse_supersonic_expand1_M12to16_core_cr044_ci00120,slurm/log/KH_shoot_multi_974268.out,slurm/log/KH_shoot_multi_974268.err
974810,0.3,1.6,0.32:0.0040,supersonic_multicandidate_M1600_a0300_sparse_supersonic_expand1_M12to16_core_cr032_ci00040,sparse_supersonic_expand1,done,assets/classic_supersonic/multicandidate_audits/supersonic_multicandidate_M1600_a0300_sparse_supersonic_expand1_M12to16_core_cr032_ci00040,slurm/log/KH_shoot_multi_974810.out,slurm/log/KH_shoot_multi_974810.err
974914,0.3,1.6,0.36:0.0120,supersonic_multicandidate_M1600_a0300_sparse_supersonic_expand1_M12to16_core_cr036_ci00120,sparse_supersonic_expand1,done,assets/classic_supersonic/multicandidate_audits/supersonic_multicandidate_M1600_a0300_sparse_supersonic_expand1_M12to16_core_cr036_ci00120,slurm/log/KH_shoot_multi_974914.out,slurm/log/KH_shoot_multi_974914.err
975102,0.3,1.6,0.40:0.0200,supersonic_multicandidate_M1600_a0300_sparse_supersonic_expand1_M12to16_core_cr040_ci00200,sparse_supersonic_expand1,done,assets/classic_supersonic/multicandidate_audits/supersonic_multicandidate_M1600_a0300_sparse_supersonic_expand1_M12to16_core_cr040_ci00200,slurm/log/KH_shoot_multi_975102.out,slurm/log/KH_shoot_multi_975102.err
975103,0.3,1.6,0.44:0.0120,supersonic_multicandidate_M1600_a0300_sparse_supersonic_expand1_M12to16_core_cr044_ci00120,sparse_supersonic_expand1,done,assets/classic_supersonic/multicandidate_audits/supersonic_multicandidate_M1600_a0300_sparse_supersonic_expand1_M12to16_core_cr044_ci00120,slurm/log/KH_shoot_multi_975103.out,slurm/log/KH_shoot_multi_975103.err
