epoch,loss,loss_pde,loss_bc,loss_bc_kappa,loss_bc_q,loss_norm,loss_integral_norm,loss_phase,loss_peak_slope,loss_peak_curvature,loss_loc_center,loss_loc_spread,loss_riccati_anchor,loss_ci_supervision,stage_w_ci_supervision,stage_neutral_fraction,ci_supervision_neutral_fraction,stage2_started,mapping_scale,ci_mid,audit_ci_mae,audit_ci_max_abs,audit_ci_mean_rel,audit_ci_max_rel,audit_p_rel_l2_mean,audit_p_rel_l2_max,audit_env_rel_mean,audit_env_rel_max,audit_phase_rel_mean,audit_phase_rel_max,audit_peak_shift_mean,audit_peak_shift_max,audit_checkpoint_metric,n_focus_alphas,focus_alpha_min,focus_alpha_max
30,0.3431527018547058,0.07702051103115082,0.24855002760887146,0.020510338246822357,0.0021723327226936817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0035164339933544397,5.0,0.2,0.2,0,3.0000009536743164,0.23541958630084991,,,,,,,,,,,,,,,,
31,0.3309183418750763,0.07977098226547241,0.23300081491470337,0.01985570229589939,0.001722189481370151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0036293084267526865,5.0,0.2,0.2,0,3.0000009536743164,0.2358752340078354,,,,,,,,,,,,,,,,
32,0.30586832761764526,0.07294425368309021,0.21589571237564087,0.019020527601242065,0.0012845215387642384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0034056734293699265,5.0,0.2,0.2,0,3.0000009536743164,0.2365657091140747,,,,,,,,,,,,,,,,
33,0.32060110569000244,0.08654196560382843,0.21925710141658783,0.0206061452627182,0.0006597823230549693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0029604104347527027,5.0,0.2,0.2,0,3.0000009536743164,0.23744207620620728,,,,,,,,,,,,,,,,
34,0.3224591016769409,0.0964440107345581,0.21337808668613434,0.02035393938422203,0.0004919345956295729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002527405507862568,5.0,0.2,0.2,0,3.0000009536743164,0.23849250376224518,,,,,,,,,,,,,,,,
35,0.2712225914001465,0.09482560306787491,0.16643764078617096,0.015905510634183884,0.00036912638461217284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019918661564588547,5.0,0.2,0.2,0,3.0000009536743164,0.23963049054145813,,,,,,,,,,,,,,,,
36,0.28130263090133667,0.0923970639705658,0.180391326546669,0.017387760803103447,0.00032568557071499527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017028441652655602,5.0,0.2,0.2,0,3.0000009536743164,0.24082231521606445,,,,,,,,,,,,,,,,
37,0.27682244777679443,0.07426879554986954,0.19529250264167786,0.018382040783762932,0.0005736042512580752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014522317796945572,5.0,0.2,0.2,0,3.0000009536743164,0.24201147258281708,,,,,,,,,,,,,,,,
38,0.19614040851593018,0.06653118133544922,0.12285828590393066,0.01004366111010313,0.001121083740144968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013501871144399047,5.0,0.2,0.2,0,3.0000009536743164,0.2431529015302658,,,,,,,,,,,,,,,,
39,0.17590607702732086,0.06395836174488068,0.10470639169216156,0.008005812764167786,0.0012324133422225714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001448263879865408,5.0,0.2,0.2,0,3.0000009536743164,0.24421297013759613,,,,,,,,,,,,,,,,
40,0.26072216033935547,0.06956175714731216,0.18464510142803192,0.015834834426641464,0.0013148377183824778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00012510304804891348,0.001278037903830409,5.0,0.2,0.2,0,3.0000009536743164,0.245138481259346,,,,,,,,,,,,,,,,
41,0.26410600543022156,0.061353035271167755,0.19490334391593933,0.017999317497015,0.0007455081213265657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015699274372309446,5.0,0.2,0.2,0,3.0000009536743164,0.24588392674922943,,,,,,,,,,,,,,,,
42,0.2636187672615051,0.06867296248674393,0.18732856214046478,0.017807016149163246,0.00046291996841318905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015234478050842881,5.0,0.2,0.2,0,3.0000009536743164,0.2464282512664795,,,,,,,,,,,,,,,,
43,0.23770636320114136,0.08752459287643433,0.1405257284641266,0.013547216542065144,0.0002526780008338392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019312070216983557,5.0,0.2,0.2,0,3.0000009536743164,0.2467549741268158,,,,,,,,,,,,,,,,
44,0.21156790852546692,0.09335793554782867,0.11007791757583618,0.010557114146649837,0.00022533864830620587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001626412384212017,5.0,0.2,0.2,0,3.0000009536743164,0.24688820540905,,,,,,,,,,,,,,,,
45,0.2676107585430145,0.06675948202610016,0.19117259979248047,0.018032487481832504,0.0005423860857263207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001935735926963389,5.0,0.2,0.2,0,3.0000009536743164,0.24679239094257355,,,,,,,,,,,,,,,,
46,0.22212643921375275,0.06824575364589691,0.14597342908382416,0.012332281097769737,0.0011325306259095669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015814523212611675,5.0,0.2,0.2,0,3.0000009536743164,0.2465185523033142,,,,,,,,,,,,,,,,
47,0.20346984267234802,0.0743950754404068,0.12085375189781189,0.009645093232393265,0.001220140838995576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016442028572782874,5.0,0.2,0.2,0,3.0000009536743164,0.24611590802669525,,,,,,,,,,,,,,,,
48,0.24468888342380524,0.06402476876974106,0.17302346229553223,0.014592582359910011,0.0013548820279538631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015281287487596273,5.0,0.2,0.2,0,3.0000009536743164,0.24560925364494324,,,,,,,,,,,,,,,,
49,0.2704298496246338,0.07408453524112701,0.189319908618927,0.017744354903697968,0.000593818083871156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001405082643032074,5.0,0.2,0.2,0,3.0000009536743164,0.24501484632492065,,,,,,,,,,,,,,,,
50,0.25502559542655945,0.09020636975765228,0.1586078703403473,0.015223121270537376,0.0003188326954841614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012422701111063361,5.0,0.2,0.2,0,3.0000009536743164,0.24442900717258453,,,,,,,,,,,,,,,,
51,0.23397018015384674,0.0865006148815155,0.14129237830638885,0.013511581346392632,0.0003088282246608287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012354368809610605,5.0,0.2,0.2,0,3.0000009536743164,0.24389983713626862,,,,,,,,,,,,,,,,
52,0.28801313042640686,0.08379800617694855,0.19810163974761963,0.019025439396500587,0.0003923624462913722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012227001134306192,5.0,0.2,0.2,0,3.0000009536743164,0.24344661831855774,,,,,,,,,,,,,,,,
53,0.24200204014778137,0.06787890940904617,0.16760306060314178,0.015560286119580269,0.0006000104476697743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001304012956097722,5.0,0.2,0.2,0,3.0000009536743164,0.24308928847312927,,,,,,,,,,,,,,,,
54,0.2524366080760956,0.07243276387453079,0.17396774888038635,0.015304182656109333,0.0010462962090969086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012072209501639009,5.0,0.2,0.2,0,3.0000009536743164,0.2428128570318222,,,,,,,,,,,,,,,,
55,0.22287242114543915,0.06796945631504059,0.14845040440559387,0.013205653056502342,0.00081969378516078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012905116891488433,5.0,0.2,0.2,0,3.0000009536743164,0.24268031120300293,,,,,,,,,,,,,,,,
56,0.22006161510944366,0.06743887066841125,0.14642854034900665,0.013077888637781143,0.0007824831991456449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012388421455398202,5.0,0.2,0.2,0,3.0000009536743164,0.24263249337673187,,,,,,,,,,,,,,,,
57,0.2545148432254791,0.0718047022819519,0.1755334734916687,0.016362406313419342,0.0005954704829491675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001435333862900734,5.0,0.2,0.2,0,3.0000009536743164,0.2427007108926773,,,,,,,,,,,,,,,,
58,0.27585482597351074,0.07583649456501007,0.19243676960468292,0.01835130713880062,0.0004461849166546017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015163109637796879,5.0,0.2,0.2,0,3.0000009536743164,0.24288369715213776,,,,,,,,,,,,,,,,
59,0.2359183132648468,0.07719458639621735,0.15113690495491028,0.014328384771943092,0.00039265284431166947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015173633582890034,5.0,0.2,0.2,0,3.0000009536743164,0.2431822568178177,,,,,,,,,,,,,,,,
60,0.24688810110092163,0.07735782861709595,0.16277804970741272,0.01544526033103466,0.0004162721452303231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001317936839768663,0.0013240829575806856,5.0,0.2,0.2,0,3.0000009536743164,0.24353723227977753,,,,,,,,,,,,,,,,
61,0.23532892763614655,0.07523010671138763,0.15317414700984955,0.014446950517594814,0.0004352325340732932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013849358074367046,5.0,0.2,0.2,0,3.0000009536743164,0.24392452836036682,,,,,,,,,,,,,,,,
62,0.23233270645141602,0.0778459757566452,0.14857400953769684,0.013882068917155266,0.0004876655584666878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011825436959043145,5.0,0.2,0.2,0,3.0000009536743164,0.24432291090488434,,,,,,,,,,,,,,,,
63,0.28963902592658997,0.06612679362297058,0.21792317926883698,0.02039513736963272,0.0006985903019085526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011178100248798728,5.0,0.2,0.2,0,3.0000009536743164,0.24470947682857513,,,,,,,,,,,,,,,,
64,0.22365224361419678,0.06894956529140472,0.14851535856723785,0.013447567820549011,0.0007019838667474687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012374625075608492,5.0,0.2,0.2,0,3.0000009536743164,0.2450723648071289,,,,,,,,,,,,,,,,
65,0.19072070717811584,0.06938512623310089,0.11490754783153534,0.010402893647551537,0.000543930393178016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012856062967330217,5.0,0.2,0.2,0,3.0000009536743164,0.2454032599925995,,,,,,,,,,,,,,,,
66,0.25525397062301636,0.07793357968330383,0.17032137513160706,0.016007669270038605,0.0005122340517118573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013998034410178661,5.0,0.2,0.2,0,3.0000009536743164,0.24571265280246735,,,,,,,,,,,,,,,,
67,0.1896328628063202,0.07160963118076324,0.11210890114307404,0.010317136533558369,0.0004468770348466933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011828647693619132,5.0,0.2,0.2,0,3.0000009536743164,0.24594031274318695,,,,,,,,,,,,,,,,
68,0.27260199189186096,0.07785716652870178,0.18851520121097565,0.01788741536438465,0.0004820526810362935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001245920779183507,5.0,0.2,0.2,0,3.0000009536743164,0.24611252546310425,,,,,,,,,,,,,,,,
69,0.26410147547721863,0.0766906663775444,0.18138810992240906,0.017034431919455528,0.0005521895363926888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012045357143506408,5.0,0.2,0.2,0,3.0000009536743164,0.24622559547424316,,,,,,,,,,,,,,,,
70,0.21862876415252686,0.07608090341091156,0.13614949584007263,0.012737851589918137,0.000438548915553838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012796721421182156,5.0,0.2,0.2,0,3.0000009536743164,0.24627098441123962,,,,,,,,,,,,,,,,
71,0.2066376656293869,0.07372722774744034,0.12702307105064392,0.011830789968371391,0.00043575803283602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001177474157884717,5.0,0.2,0.2,0,3.0000009536743164,0.24631913006305695,,,,,,,,,,,,,,,,
72,0.2437170445919037,0.07614334672689438,0.16143456101417542,0.015171431005001068,0.0004860122571699321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012278244830667973,5.0,0.2,0.2,0,3.0000009536743164,0.2463569939136505,,,,,,,,,,,,,,,,
73,0.22608058154582977,0.07121824473142624,0.1487734466791153,0.013527525588870049,0.000674909504596144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00121777830645442,5.0,0.2,0.2,0,3.0000009536743164,0.24640129506587982,,,,,,,,,,,,,,,,
74,0.2469804584980011,0.07562147080898285,0.16533556580543518,0.015260832384228706,0.0006363618886098266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001204685540869832,5.0,0.2,0.2,0,3.0000009536743164,0.24642403423786163,,,,,,,,,,,,,,,,
75,0.1947447508573532,0.07211058586835861,0.11627810448408127,0.010371467098593712,0.0006281716050580144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001271211076527834,5.0,0.2,0.2,0,3.0000009536743164,0.24644070863723755,,,,,,,,,,,,,,,,
76,0.22274304926395416,0.07314600050449371,0.14355434477329254,0.013398081995546818,0.00047867605462670326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012085408670827746,5.0,0.2,0.2,0,3.0000009536743164,0.24642500281333923,,,,,,,,,,,,,,,,
77,0.24127665162086487,0.0736529752612114,0.16147089004516602,0.015134816989302635,0.0005061357514932752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012305572163313627,5.0,0.2,0.2,0,3.0000009536743164,0.24642914533615112,,,,,,,,,,,,,,,,
78,0.19090542197227478,0.07698795199394226,0.1081450879573822,0.009696819819509983,0.0005588444764725864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011544751469045877,5.0,0.2,0.2,0,3.0000009536743164,0.24643495678901672,,,,,,,,,,,,,,,,
79,0.251122385263443,0.07507245242595673,0.16979017853736877,0.015743829309940338,0.0006175941089168191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012519479496404529,5.0,0.2,0.2,0,3.0000009536743164,0.24647466838359833,,,,,,,,,,,,,,,,
80,0.20296502113342285,0.07156912982463837,0.12525436282157898,0.011486692354083061,0.0005193721735849977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00012696647900156677,0.0012029120698571205,5.0,0.2,0.2,0,3.0000009536743164,0.2465081363916397,,,,,,,,,,,,,,,,
81,0.22765538096427917,0.07095693051815033,0.15030470490455627,0.01414133794605732,0.0004445662198122591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012787490850314498,5.0,0.2,0.2,0,3.0000009536743164,0.24654404819011688,,,,,,,,,,,,,,,,
82,0.2522924244403839,0.07180997729301453,0.17478156089782715,0.016513558104634285,0.0004822993651032448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001140174805186689,5.0,0.2,0.2,0,3.0000009536743164,0.24659878015518188,,,,,,,,,,,,,,,,
83,0.2921822965145111,0.07200643420219421,0.21435920894145966,0.02042343281209469,0.0005062435520812869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00116333132609725,5.0,0.2,0.2,0,3.0000009536743164,0.24663344025611877,,,,,,,,,,,,,,,,
84,0.23885086178779602,0.07243816554546356,0.16008548438549042,0.014762220904231071,0.0006231633014976978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012654433958232403,5.0,0.2,0.2,0,3.0000009536743164,0.24667996168136597,,,,,,,,,,,,,,,,
85,0.25682106614112854,0.06665950268507004,0.18387286365032196,0.01694473996758461,0.0007212735363282263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001257738913409412,5.0,0.2,0.2,0,3.0000009536743164,0.24677270650863647,,,,,,,,,,,,,,,,
86,0.2175578773021698,0.07168273627758026,0.14002765715122223,0.013062357902526855,0.00047020369675010443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001169496914371848,5.0,0.2,0.2,0,3.0000009536743164,0.24689944088459015,,,,,,,,,,,,,,,,
87,0.1845325231552124,0.07876269519329071,0.09906427562236786,0.009041154757142067,0.0004326363850850612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001341109862551093,5.0,0.2,0.2,0,3.0000009536743164,0.24704445898532867,,,,,,,,,,,,,,,,
88,0.24082589149475098,0.07056187093257904,0.16417519748210907,0.015537826344370842,0.0004398463643155992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012177655007690191,5.0,0.2,0.2,0,3.0000009536743164,0.2471727579832077,,,,,,,,,,,,,,,,
89,0.18778428435325623,0.07720518857240677,0.10381743311882019,0.009557545185089111,0.00041209912160411477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013523328816518188,5.0,0.2,0.2,0,3.0000009536743164,0.24727103114128113,,,,,,,,,,,,,,,,
90,0.22904452681541443,0.0732412189245224,0.14927524328231812,0.013974428176879883,0.00047654795343987644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013056143652647734,5.0,0.2,0.2,0,3.0000009536743164,0.24736817181110382,,,,,,,,,,,,,,,,
91,0.23682579398155212,0.06443703174591064,0.16617794334888458,0.015509619377553463,0.0005540874553844333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012421649880707264,5.0,0.2,0.2,0,3.0000009536743164,0.2474508285522461,,,,,,,,,,,,,,,,
92,0.23536677658557892,0.07213995605707169,0.15762393176555634,0.014582662843167782,0.0005898652598261833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011205750051885843,5.0,0.2,0.2,0,3.0000009536743164,0.2475467324256897,,,,,,,,,,,,,,,,
93,0.234335258603096,0.06739265471696854,0.16076990962028503,0.015001091174781322,0.0005379498470574617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001234541181474924,5.0,0.2,0.2,0,3.0000009536743164,0.2476663887500763,,,,,,,,,,,,,,,,
94,0.2460791915655136,0.07547557353973389,0.16407325863838196,0.015397242270410061,0.0005050423205830157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013060718774795532,5.0,0.2,0.2,0,3.0000009536743164,0.2478407621383667,,,,,,,,,,,,,,,,
95,0.19986385107040405,0.07210811972618103,0.12190954387187958,0.01136278547346592,0.0004140845558140427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011692374246194959,5.0,0.2,0.2,0,3.0000009536743164,0.24798481166362762,,,,,,,,,,,,,,,,
96,0.22649061679840088,0.0723600834608078,0.14826872944831848,0.013834314420819283,0.0004962797975167632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011723622446879745,5.0,0.2,0.2,0,3.0000009536743164,0.24812352657318115,,,,,,,,,,,,,,,,
