epoch,loss,loss_pde,loss_bc,loss_bc_kappa,loss_bc_q,loss_norm,loss_integral_norm,loss_phase,loss_peak_slope,loss_peak_curvature,loss_loc_center,loss_loc_spread,loss_first_order_v_energy,loss_first_order_amp_cap,loss_classic_mode_supervision,loss_classic_full_mode_supervision,loss_classic_balanced_full_mode_supervision,loss_riccati_anchor,loss_q_supervision,loss_riccati_center_kappa,loss_riccati_center_peak,loss_riccati_boundary_band_kappa,loss_riccati_boundary_band_q,loss_riccati_shooting_match,loss_riccati_shooting_path,loss_riccati_ci_local_min,loss_ci_stability_outside,loss_ci_neutrality,loss_ci_low_alpha_zero,loss_ci_smoothness,loss_ci_window,loss_ci_supervision,grad_norm_ci,grad_norm_mode,stage_w_ci_supervision,stage_neutral_fraction,ci_supervision_neutral_fraction,stage2_started,mapping_scale,ci_mid,audit_ci_mae,audit_ci_max_abs,audit_ci_mean_rel,audit_ci_max_rel,audit_p_rel_l2_mean,audit_p_rel_l2_max,audit_env_rel_mean,audit_env_rel_max,audit_phase_rel_mean,audit_phase_rel_max,audit_peak_shift_mean,audit_peak_shift_max,audit_p_rel_weighted_mean,audit_env_rel_weighted_mean,audit_phase_rel_weighted_mean,audit_peak_shift_weighted_mean,audit_checkpoint_metric,n_focus_alphas,focus_alpha_min,focus_alpha_max
1,5.839716911315918,2.115618944168091,3.461545944213867,0.2348594218492508,0.044518064707517624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05477700009942055,0.0,0.2427113652229309,0.04320976510643959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.06100463867188,0.0,0.0,0.0,0,3.0000009536743164,0.20000101625919342,0.09483428348512668,0.09483428348512668,0.9017516468001902,0.9017516468001902,1.2946677273422498,1.2946677273422498,1.2881935800244413,1.2881935800244413,0.04832314126340988,0.04832314126340988,1.9333333333333336,1.9333333333333336,1.2946677273422498,1.2881935800244413,0.04832314126340988,1.9333333333333336,2.7440313188407464,1,0.65,0.65
2,2.4345691204071045,0.7823184728622437,1.5424121618270874,0.1403634250164032,0.005551115609705448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025398308411240578,0.0,0.1478206366300583,0.005264962092041969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.038818359375,0.0,0.0,0.0,0,3.0000009536743164,0.20000101625919342,,,,,,,,,,,,,,,,,2.4345691204071045,0,,
3,1.1683553457260132,0.21738971769809723,0.8904467821121216,0.0681208148598671,0.008369547314941883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006326140835881233,0.0,0.07476397603750229,0.008405352011322975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.11708068847656,0.0,0.0,0.0,0,3.0000009536743164,0.20000101625919342,,,,,,,,,,,,,,,,,1.1683553457260132,0,,
4,0.7442975640296936,0.079475536942482,0.6199079751968384,0.023496586829423904,0.015397684648633003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2054443686793093e-05,0.0,0.028547385707497597,0.015314160846173763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.58596420288086,0.0,0.0,0.0,0,3.0000009536743164,0.20000101625919342,,,,,,,,,,,,,,,,,0.7442975640296936,0,,
5,0.5106183886528015,0.1554611623287201,0.32793325185775757,0.010085592046380043,0.009083093143999577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0029580688569694757,0.0,0.012648959644138813,0.008970716036856174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.872678756713867,0.0,0.0,0.0,0,3.0000009536743164,0.20000101625919342,,,,,,,,,,,,,,,,,0.5106183886528015,0,,
6,0.534415602684021,0.34035804867744446,0.17793378233909607,0.014494202099740505,0.0013196708168834448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006588519550859928,0.0,0.013879063539206982,0.0012978699523955584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.73310661315918,0.0,0.0,0.0,0,3.0000009536743164,0.20000101625919342,,,,,,,,,,,,,,,,,0.534415602684021,0,,
7,0.5938186645507812,0.3592083156108856,0.22006140649318695,0.021354185417294502,0.00026078251539729536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005278413183987141,0.0,0.0175490565598011,0.0002480077091604471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.90054702758789,0.0,0.0,0.0,0,3.0000009536743164,0.20000101625919342,,,,,,,,,,,,,,,,,0.5938186645507812,0,,
8,0.6458954811096191,0.31896883249282837,0.31122809648513794,0.026762332767248154,0.0017441908130422235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002088777255266905,0.0,0.020593740046024323,0.0016564368270337582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.131568908691406,0.0,0.0,0.0,0,3.0000009536743164,0.20000101625919342,,,,,,,,,,,,,,,,,0.6458954811096191,0,,
9,0.5848712921142578,0.23068545758724213,0.33907434344291687,0.02819334901869297,0.0022856341674923897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00015134591376408935,0.0,0.021081682294607162,0.0022096631582826376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.739614486694336,0.0,0.0,0.0,0,3.0000009536743164,0.20000101625919342,,,,,,,,,,,,,,,,,0.5848712921142578,0,,
10,0.49194151163101196,0.16637912392616272,0.3104994595050812,0.023290034383535385,0.003103964263573289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00033590622479096055,0.0,0.016985055059194565,0.0031172470189630985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.93475341796875,0.0,0.0,0.0,0,3.0000009536743164,0.20000101625919342,,,,,,,,,,,,,,,,,0.49194151163101196,0,,
