epoch,loss,loss_pde,loss_bc,loss_norm,loss_phase,loss_ci_supervision,mapping_scale,audit_ci_mae,audit_ci_max_abs,audit_ci_mean_rel,audit_ci_max_rel,n_focus_points
1,1.6290972232818604,0.009279746562242508,0.06684094667434692,0.507326602935791,0.00033146352507174015,0.0887499749660492,3.0000009536743164,0.22621515091117594,0.6616281698881782,0.6655959865321656,14.3413701395996,12.0
2,2.019381523132324,0.0037857231218367815,0.04033425822854042,0.5054121017456055,0.007202052511274815,0.2199278473854065,3.0000009536743164,,,,,
3,2.127716302871704,0.004676266573369503,0.06727859377861023,0.39823228120803833,0.006889296229928732,0.2090264856815338,3.0000009536743164,,,,,
4,1.6162208318710327,0.0014701406471431255,0.024647749960422516,0.4000470042228699,0.003131525358185172,0.19301894307136536,3.0000009536743164,,,,,
5,1.3490781784057617,0.000250493292696774,0.009693974629044533,0.420326828956604,0.004782935604453087,0.1653556227684021,3.0000009536743164,,,,,
6,1.3082941770553589,0.0019601189997047186,0.018574271351099014,0.4362092614173889,0.005313780624419451,0.1358136683702469,3.0000009536743164,,,,,
7,1.2499732971191406,0.0032587358728051186,0.026010774075984955,0.43958917260169983,0.0003994550206698477,0.10932362079620361,3.0000009536743164,,,,,
8,1.162365198135376,0.0027799606323242188,0.024523556232452393,0.4601919949054718,0.00026776082813739777,0.09077799320220947,3.0000009536743164,,,,,
9,0.8399291038513184,0.001137229730375111,0.015418368391692638,0.34905505180358887,0.0015359356766566634,0.06680344045162201,3.0000009536743164,,,,,
10,0.7032736539840698,0.00033738004276528955,0.01320258341729641,0.3531554639339447,0.0012545030331239104,0.04330009967088699,3.0000009536743164,,,,,
11,0.6520272493362427,0.0005455564823932946,0.01179167628288269,0.37547793984413147,0.0006921312306076288,0.03147897869348526,3.0000009536743164,,,,,
12,0.6449105739593506,0.0011642089812085032,0.011820494197309017,0.4462089538574219,3.8851562749187e-06,0.015865713357925415,3.0000009536743164,,,,,
13,0.6092314124107361,0.0014064116403460503,0.013449041172862053,0.42863884568214417,0.00011112677020719275,0.008916929364204407,3.0000009536743164,,,,,
14,0.561164379119873,0.0011788271367549896,0.011252868920564651,0.40370941162109375,8.627556780993473e-06,0.008747752755880356,3.0000009536743164,,,,,
15,0.6353549361228943,0.0007846098160371184,0.013710089027881622,0.42884984612464905,0.0003368426114320755,0.013656554743647575,3.0000009536743164,,,,,
16,0.596386730670929,0.0002964937884826213,0.008404629305005074,0.41079437732696533,0.00047274920507334173,0.02015536092221737,3.0000009536743164,,,,,
17,0.6200466156005859,0.00020309045794419944,0.004737904295325279,0.4529531002044678,0.000701413897331804,0.023761983960866928,3.0000009536743164,,,,,
18,0.6472287774085999,0.00026273244293406606,0.003908569924533367,0.44840121269226074,0.00012221808719914407,0.031871385872364044,3.0000009536743164,,,,,
19,0.698380708694458,0.00044021307257935405,0.0059328400529921055,0.45807942748069763,0.0005694814608432353,0.03599265217781067,3.0000009536743164,,,,,
