alpha,Mach,cr,ci,omega_i,stage1_mismatch,stage2_mismatch,success,curve_level,curve_label,nearest_mach,nearest_alpha,distance
0.18,1.1,0.15874999999999995,0.09292968749999998,0.016727343749999995,3.279706924096027e-05,7.119469669619632e-29,True,0.1,$c_i = 0.10$,0.8142445320508849,0.0188307980212869,0.3280727040295688
0.24,1.1,0.19541666666666663,0.05855468750000001,0.014053125000000001,5.939355309976899e-05,7.576220133742597e-27,True,0.051,$c_i = 0.05$,1.0647897789428058,0.1203516412447452,0.12472164775901032
0.3,1.1,0.22125,0.025293294270833332,0.007587988281249999,7.538874510782938e-05,1.6647877423754474,False,0.03,$c_i = 0.03$,1.1015156831582351,0.1839890056210309,0.11602089515355997
0.18,1.2,0.22874999999999995,0.07373697916666667,0.01327265625,4.133555008085284e-05,1.9721522630525295e-29,True,0.07,$c_i = 0.07$,0.9681520774422588,0.070360929362147,0.2564647831665635
0.24,1.2,0.2579166666666666,0.04337239583333333,0.010409374999999998,8.291018646293482e-05,9.201273598497882e-27,True,0.051,$c_i = 0.05$,1.1421632369433148,0.1039907944436416,0.1477957886982809
0.18,1.3,0.2845833333333332,0.0568359375,0.01023046875,4.6615634349277655e-05,7.119469669619632e-29,True,0.051,$c_i = 0.05$,1.1897459183884085,0.077879144392385,0.15028184075944387
