alpha,Mach,N,shooting_cr,shooting_ci,gep_cr,gep_ci,gep_omega_i,distance_to_shooting,selection_source,n_finite_modes,success,accepted
0.22,1.1,241,0.1845833333333333,0.06972656249999999,0.17006560967383308,0.09739737743584165,0.021427423035885164,0.05721416168317074,nearest_to_target,92,True,False
0.22,1.1,301,0.1845833333333333,0.06972656249999999,0.1735209702853073,0.08664540291475735,0.019061988641246617,0.03560006348486529,nearest_to_target,108,True,False
0.22,1.1,361,0.1845833333333333,0.06972656249999999,0.17808322221586895,0.07957647228151489,0.017506823901933276,0.020744501328190924,nearest_to_target,124,True,False
