Mach,alpha_gep,cr,ci,omega_i,selection_source,n_finite_modes,success,alpha_shoot,shooting_cr,shooting_ci,shooting_omega_i,dcr,dci,distance_gep_to_shooting
1.1,0.18,0.1464606569088191,0.1059460741738832,0.0190702933512989,moderate_cr,193,True,0.18,0.15875,0.09293,0.016727,-0.012289343091180904,0.013016074173883202,0.028787162090294225
1.1,0.1933333333333333,0.1397709109409353,0.0986096152152479,0.0190645256082812,target_guided,179,True,0.19333333333333333,0.16875,0.085195,0.016471,-0.02897908905906471,0.013414615215247894,0.03949171062622946
1.1,0.2066666666666666,0.1313667403983652,0.0927197819148061,0.0191620882623932,target_guided,180,True,0.20666666666666667,0.177083,0.077461,0.016009,-0.04571625960163478,0.015258781914806091,0.05496633600721916
1.1,0.22,0.1227667390389156,0.0881042838062022,0.0193829424373645,target_guided,183,True,0.22,0.184583,0.069727,0.01534,-0.06181626096108439,0.018377283806202196,0.07191764984747272
