Mach,alpha,shooting_cr,shooting_ci,shooting_omega_i,shooting_spectral_success,shooting_mode_success,gep_cr,gep_ci,gep_omega_i,gep_selection_source,gep_success,target_source,target_cr,target_ci,distance_gep_to_shooting
1.1,0.18,0.15874999999999995,0.09292968749999998,0.016727343749999995,True,True,0.1552843388418302,0.098272526303165,0.0176890547345697,moderate_cr,True,gep_csv,,,0.01123363312422432
1.1,0.1933333333333333,0.16874999999999998,0.08519531250000002,0.016471093750000002,True,True,0.1514951846127288,0.0892787712752834,0.0172605624465547,target_guided,True,gep_csv,,,0.019089976331220688
1.1,0.2066666666666666,0.1770833333333333,0.07746093749999998,0.01600859374999999,True,True,0.1432317115970229,0.0825653274946906,0.0170635010155694,target_guided,True,gep_csv,,,0.03535748128826251
1.1,0.22,0.1845833333333333,0.06972656249999999,0.015339843749999998,True,True,0.134709822645903,0.0780841651256694,0.0171785163276472,target_guided,True,gep_csv,,,0.05260004900077193
