Mach,alpha,shooting_cr,shooting_ci,shooting_omega_i,shooting_spectral_success,shooting_mode_success,gep_cr,gep_ci,gep_omega_i,gep_selection_source,gep_success,target_source,target_cr,target_ci,distance_gep_to_shooting
1.1,0.18,0.15874999999999995,0.09292968749999998,0.016727343749999995,True,True,0.12771012542362303,0.14907419693826932,0.026833355448888475,target_guided,True,shooting_anchor,0.15874999999999995,0.09292968749999998,0.11650020417996214
1.1,0.2,0.17291666666666664,0.08118489583333331,0.01623697916666666,True,True,0.1140086969279062,0.13857933441287404,0.02771586688257481,target_guided,True,gep_continuation,0.12771012542362303,0.14907419693826932,0.1290218400821559
