alpha,Mach,N,shooting_cr,shooting_ci,gep_cr,gep_ci,gep_omega_i,distance_to_shooting,selection_source,n_finite_modes,success,accepted
0.24,1.2,401,0.2579166666666666,0.04337239583333333,0.2556730666309908,0.07012058190637538,0.01682893965753009,0.05354339897608675,nearest_to_target,140,True,False
0.24,1.2,481,0.2579166666666666,0.04337239583333333,0.2656630523019985,0.062462494950812616,0.014990998788195027,0.03895810605858568,nearest_to_target,165,True,False
