alpha,Mach,N,gep_cr,gep_ci,gep_omega_i,distance_to_target,distance_to_shooting,selection_source,n_finite_modes,success,accepted,target_cr,target_ci,target_source,shooting_cr,shooting_ci,shooting_omega_i,shooting_spectral_success
0.21,1.2,301,0.23934110943772463,0.08772181471539583,0.018421581090233126,0.05856932773532599,0.05856932773532599,nearest_to_target,111,True,False,0.2445833333333333,0.05855468750000001,shooting_anchor,0.2445833333333333,0.05855468750000001,0.012296484375000001,True
0.21,1.2,361,0.2340494181671575,0.0784853310989098,0.016481919530771057,0.041229668756797504,0.041229668756797504,nearest_to_target,127,True,False,0.2445833333333333,0.05855468750000001,shooting_anchor,0.2445833333333333,0.05855468750000001,0.012296484375000001,True
0.21,1.2,401,0.24166608018256275,0.07421559922321232,0.015585275836874586,0.03145738371121597,0.03145738371121597,nearest_to_target,137,True,False,0.2445833333333333,0.05855468750000001,shooting_anchor,0.2445833333333333,0.05855468750000001,0.012296484375000001,True
0.21,1.2,481,0.25361134045375916,0.06637940471206696,0.013939674989534061,0.018066812401797052,0.018066812401797052,nearest_to_target,158,True,True,0.2445833333333333,0.05855468750000001,shooting_anchor,0.2445833333333333,0.05855468750000001,0.012296484375000001,True
0.22,1.2,301,0.23327441132781573,0.08537473161993613,0.018782440956385947,0.05883240968967415,0.06599935211470412,nearest_to_target,109,True,False,0.250791735469461,0.05729272766362009,blended_continuation,0.24958333333333324,0.05339843750000001,0.011747656250000002,True
0.22,1.2,361,0.2605671965569577,0.07687583887202563,0.01691268455184564,0.04036771752126045,0.048222388493811184,nearest_to_target,124,True,False,0.250791735469461,0.05729272766362009,blended_continuation,0.24958333333333324,0.05339843750000001,0.011747656250000002,True
0.22,1.2,401,0.26517061475024617,0.07145530433708225,0.015720166954158094,0.031765806797532645,0.03933401965040594,nearest_to_target,142,True,False,0.250791735469461,0.05729272766362009,blended_continuation,0.24958333333333324,0.05339843750000001,0.011747656250000002,True
0.22,1.2,481,0.25010689807228137,0.06591623951481636,0.014501572693259598,0.017260614961566854,0.02504107803518912,nearest_to_target,165,True,False,0.250791735469461,0.05729272766362009,blended_continuation,0.24958333333333324,0.05339843750000001,0.011747656250000002,True
0.22999999999999998,1.2,301,0.26625288416502263,0.08445604459195725,0.019424890256150167,0.06330058843601023,0.07349895165477383,nearest_to_target,113,True,False,0.2526570694216843,0.053544403104444915,blended_continuation,0.2537499999999999,0.04824218750000002,0.011095703125000004,True
0.22999999999999998,1.2,361,0.25531783034927014,0.07610343486145811,0.017503790018135363,0.04519645233831398,0.055744546909536494,nearest_to_target,127,True,False,0.2526570694216843,0.053544403104444915,blended_continuation,0.2537499999999999,0.04824218750000002,0.011095703125000004,True
0.22999999999999998,1.2,401,0.26065255502910817,0.07107460357668643,0.01634715882263788,0.03596052703293473,0.04618357025529296,nearest_to_target,144,True,False,0.2526570694216843,0.053544403104444915,blended_continuation,0.2537499999999999,0.04824218750000002,0.011095703125000004,True
0.22999999999999998,1.2,481,0.24591873527709895,0.06356514410471074,0.01461998314408347,0.021143938796300922,0.031630692429972906,nearest_to_target,164,True,False,0.2526570694216843,0.053544403104444915,blended_continuation,0.2537499999999999,0.04824218750000002,0.011095703125000004,True
0.24,1.2,301,0.2604444663801065,0.08329949701681309,0.019991879284035143,0.0680151008334142,0.07989420133560753,nearest_to_target,115,True,False,0.2543172872497963,0.049430220314746545,blended_continuation,0.2579166666666666,0.04337239583333333,0.010409374999999998,True
0.24,1.2,361,0.24981325157814546,0.07447730996800746,0.01787455439232179,0.05029625371462036,0.06273538132026198,nearest_to_target,126,True,False,0.2543172872497963,0.049430220314746545,blended_continuation,0.2579166666666666,0.04337239583333333,0.010409374999999998,True
0.24,1.2,401,0.2556730666309908,0.07012058190637538,0.01682893965753009,0.04140292729868107,0.05354339897608675,nearest_to_target,140,True,False,0.2543172872497963,0.049430220314746545,blended_continuation,0.2579166666666666,0.04337239583333333,0.010409374999999998,True
0.24,1.2,481,0.24102165759120991,0.06142034894676673,0.014740883747224013,0.027419454890056486,0.039854181436814455,nearest_to_target,165,True,False,0.2543172872497963,0.049430220314746545,blended_continuation,0.2579166666666666,0.04337239583333333,0.010409374999999998,True
