regime,mach,alpha_min,alpha_max,alpha_target,initial_checkpoint,stage_a_ran,stage_a_checkpoint,stage_b_checkpoint,stage_a_epochs,stage_b_epochs,stage_a_balanced_weight,stage_b_mode_supervision_weight,stage_b_balanced_weight,initial_band_ci_mae,initial_band_p_rel,initial_band_env_rel,initial_band_phase_rel,initial_band_peak_shift,initial_target_ci_true,initial_target_ci_pred,initial_target_ci_abs_err,initial_target_p_rel,initial_target_env_rel,initial_target_phase_rel,initial_target_peak_shift,stage_a_warmstart_checkpoint,stage_a_output_dir,stage_a_warm_band_ci_mae,stage_a_warm_band_p_rel,stage_a_warm_band_env_rel,stage_a_warm_band_phase_rel,stage_a_warm_band_peak_shift,stage_a_warm_target_ci_true,stage_a_warm_target_ci_pred,stage_a_warm_target_ci_abs_err,stage_a_warm_target_p_rel,stage_a_warm_target_env_rel,stage_a_warm_target_phase_rel,stage_a_warm_target_peak_shift,stage_a_best_epoch,stage_a_best_loss,stage_a_best_ci_mae,stage_a_best_p_rel,stage_a_best_env,stage_a_best_phase,stage_a_best_peak,stage_a_band_ci_mae,stage_a_band_p_rel,stage_a_band_env_rel,stage_a_band_phase_rel,stage_a_band_peak_shift,stage_a_target_ci_true,stage_a_target_ci_pred,stage_a_target_ci_abs_err,stage_a_target_p_rel,stage_a_target_env_rel,stage_a_target_phase_rel,stage_a_target_peak_shift,stage_b_warmstart_checkpoint,stage_b_output_dir,stage_b_warm_band_ci_mae,stage_b_warm_band_p_rel,stage_b_warm_band_env_rel,stage_b_warm_band_phase_rel,stage_b_warm_band_peak_shift,stage_b_warm_target_ci_true,stage_b_warm_target_ci_pred,stage_b_warm_target_ci_abs_err,stage_b_warm_target_p_rel,stage_b_warm_target_env_rel,stage_b_warm_target_phase_rel,stage_b_warm_target_peak_shift,stage_b_best_epoch,stage_b_best_loss,stage_b_best_ci_mae,stage_b_best_p_rel,stage_b_best_env,stage_b_best_phase,stage_b_best_peak,stage_b_band_ci_mae,stage_b_band_p_rel,stage_b_band_env_rel,stage_b_band_phase_rel,stage_b_band_peak_shift,stage_b_target_ci_true,stage_b_target_ci_pred,stage_b_target_ci_abs_err,stage_b_target_p_rel,stage_b_target_env_rel,stage_b_target_phase_rel,stage_b_target_peak_shift
high_alpha_classic_two_stage_repair,0.5,0.85,0.85,0.85,model_saved/kh_subsonic_fixed_mach_M05_highalpha_classic_balanced_full_mode_supervision/model_best.pt,True,model_saved/kh_subsonic_fixed_mach_M05_highalpha_classic_two_stage_repair/stage_a_balanced/model_best.pt,model_saved/kh_subsonic_fixed_mach_M05_highalpha_classic_two_stage_repair/stage_b_pressure_overlap/model_best.pt,600,1000,10.0,10.0,4.0,0.0015545657411131265,0.9663619441222483,0.8118557181246405,0.5107557907795826,10.51768970489502,0.010634806007146835,0.012189371511340141,0.001554565504193306,0.9663619441222483,0.8118557181246405,0.5107557907795826,10.51768970489502,model_saved/kh_subsonic_fixed_mach_M05_highalpha_classic_balanced_full_mode_supervision/model_best.pt,model_saved/kh_subsonic_fixed_mach_M05_highalpha_classic_two_stage_repair/stage_a_balanced,0.0015545657411131265,0.9663619441222483,0.8118557181246405,0.5107557907795826,10.51768970489502,0.010634806007146835,0.012189371511340141,0.001554565504193306,0.9663619441222483,0.8118557181246405,0.5107557907795826,10.51768970489502,257,16.207143783569336,,,,,,0.0015545657411131265,0.9905140464249479,0.792550094264176,0.5049755752773347,10.51768970489502,0.010634806007146835,0.012189371511340141,0.001554565504193306,0.9905140464249479,0.792550094264176,0.5049755752773347,10.51768970489502,model_saved/kh_subsonic_fixed_mach_M05_highalpha_classic_two_stage_repair/stage_a_balanced/model_best.pt,model_saved/kh_subsonic_fixed_mach_M05_highalpha_classic_two_stage_repair/stage_b_pressure_overlap,0.0015545657411131265,0.9905140464249479,0.792550094264176,0.5049755752773347,10.51768970489502,0.010634806007146835,0.012189371511340141,0.001554565504193306,0.9905140464249479,0.792550094264176,0.5049755752773347,10.51768970489502,927,12.95584774017334,,,,,,0.0015545657411131265,0.9092346729599541,0.759326799878632,0.49005097457797625,8.909101867675773,0.010634806007146835,0.012189371511340141,0.001554565504193306,0.9092346729599541,0.759326799878632,0.49005097457797625,8.909101867675773
