epoch,loss,loss_pde,loss_bc,loss_norm,loss_phase,loss_ci_supervision,mapping_scale,ci_mid,audit_ci_mae,audit_ci_max_abs,audit_ci_mean_rel,audit_ci_max_rel,n_focus_alphas,focus_alpha_min,focus_alpha_max
1,1.3221409320831299,0.005809410009533167,0.041186366230249405,0.47703832387924194,0.018808001652359962,0.08172431588172913,3.0000009536743164,0.20420116186141968,0.22657414343436236,0.627912363810249,1.0421111695693186,11.55956903008595,8.0,0.05,0.20400000000000001
2,2.360647678375244,0.009787295013666153,0.08057008683681488,0.5539799332618713,0.009822375141084194,0.19627144932746887,3.0000009536743164,0.20827065408229828,,,,,,,
3,1.814966082572937,0.0064901914447546005,0.04234130680561066,0.4431121051311493,0.003821638645604253,0.18762581050395966,3.0000009536743164,0.21252597868442535,,,,,,,
4,1.427133321762085,0.0012769147288054228,0.017034798860549927,0.4225175082683563,0.011572904884815216,0.1642836034297943,3.0000009536743164,0.2169615775346756,,,,,,,
5,1.5405793190002441,0.003024028381332755,0.035721950232982635,0.4090134799480438,0.009095033630728722,0.1524454653263092,3.0000009536743164,0.22157470881938934,,,,,,,
6,1.5346144437789917,0.004296229220926762,0.04327402263879776,0.4585193693637848,0.007693862542510033,0.12627294659614563,3.0000009536743164,0.2263714075088501,,,,,,,
7,1.167575716972351,0.004230571910738945,0.024966374039649963,0.35825207829475403,0.006724798120558262,0.10974091291427612,3.0000009536743164,0.23135922849178314,,,,,,,
8,0.9501000642776489,0.0027283974923193455,0.011953580193221569,0.35641875863075256,0.005708470940589905,0.09314171969890594,3.0000009536743164,0.23655171692371368,,,,,,,
9,0.8657450675964355,0.0027189408428967,0.012136278674006462,0.3609214425086975,0.0020567746832966805,0.07573702186346054,3.0000009536743164,0.24195772409439087,,,,,,,
10,0.7662554979324341,0.003277439856901765,0.01865902729332447,0.31237074732780457,0.0009430623613297939,0.05261479318141937,3.0000009536743164,0.24756425619125366,,,,,,,
11,0.7111538648605347,0.005304199643433094,0.02269083261489868,0.29161500930786133,0.0009011203655973077,0.03728503733873367,3.0000009536743164,0.2533714175224304,,,,,,,
12,0.6321274638175964,0.00449886592105031,0.020206337794661522,0.2920708656311035,0.005033683031797409,0.025692127645015717,3.0000009536743164,0.25939038395881653,,,,,,,
13,0.7498509287834167,0.004930055700242519,0.014201177284121513,0.5396581292152405,0.0006890373188070953,0.01251238863915205,3.0000009536743164,0.2655303180217743,,,,,,,
14,0.520039975643158,0.00290092290379107,0.012149319052696228,0.366523414850235,0.002293526427820325,0.005365785676985979,3.0000009536743164,0.27170729637145996,,,,,,,
15,0.5659792423248291,0.0023337213788181543,0.009542631916701794,0.4622171223163605,0.0004417492018546909,0.0011120671406388283,3.0000009536743164,0.2776847183704376,,,,,,,
16,0.566364586353302,0.002023105975240469,0.014097576960921288,0.41403234004974365,0.0013050283305346966,0.0016056688036769629,3.0000009536743164,0.2831299901008606,,,,,,,
17,0.6232557892799377,0.0013021910563111305,0.0178179033100605,0.41298332810401917,0.000751311017666012,0.006007985211908817,3.0000009536743164,0.2875574231147766,,,,,,,
18,0.6403518319129944,0.001218360848724842,0.01753517985343933,0.40039822459220886,0.0031715836375951767,0.01204238273203373,3.0000009536743164,0.29055389761924744,,,,,,,
19,0.6165376305580139,0.0007457915926352143,0.0115760313346982,0.40912434458732605,0.0010325632756575942,0.017974914982914925,3.0000009536743164,0.2920050323009491,,,,,,,
20,0.548882007598877,0.000777191249653697,0.005307016894221306,0.4016786217689514,0.0013298769481480122,0.01840522512793541,3.0000009536743164,0.2921436131000519,,,,,,,
21,0.511539876461029,0.0007845621439628303,0.003081372007727623,0.36334821581840515,0.0007773172692395747,0.023163221776485443,3.0000009536743164,0.29100608825683594,,,,,,,
