alpha,ci_reference,omega_i_reference,ci_pinn,ci_abs_err
0.05,0.8413690541216814,0.04206845270608407,0.82687753,0.014491519732185543
0.061,0.8249354450297037,0.05032106214681192,0.8129127,0.012022742469278924
0.07200000000000001,0.8088152533082955,0.05823469823819728,0.7990022,0.009813082745551371
0.083,0.7929767649295387,0.06581707148915172,0.7851495,0.007827250254398344
0.094,0.7774586161831533,0.0730811099212164,0.77135885,0.006099768565050234
0.105,0.7621573430376999,0.08002652101895849,0.75763404,0.004523299344157405
0.116,0.7471472796497155,0.08666908443936701,0.7439785,0.0031687792835045636
0.127,0.7323685839102154,0.09301081015659736,0.73039645,0.0019721343443279693
0.138,0.7178206701856809,0.09905925248562397,0.7168916,0.0009290834051327579
0.149,0.7035268355475396,0.10482549849658339,0.703468,5.881081685721323e-05
0.15999999999999998,0.6894361045197748,0.11030977672316394,0.6901292,0.000693115965912483
0.17099999999999999,0.6755738431441053,0.115523127177642,0.67687947,0.0013056224358812818
0.182,0.6619371076046625,0.12047255358404857,0.6637225,0.0017854075015386606
0.193,0.648488503251688,0.1251582811275758,0.6506621,0.002173620905263851
0.20400000000000001,0.6352560816453515,0.12959224065565172,0.6377024,0.002446323807376749
0.21499999999999997,0.62219521546072,0.13377197132405477,0.62484723,0.002652017834720688
0.22599999999999998,0.609327635837412,0.1377080456992551,0.6121004,0.002772786544942729
0.237,0.5966297099391722,0.14140124125558381,0.59946585,0.002836137076208667
0.248,0.584121212227303,0.14486206063237114,0.58694744,0.0028262288737712637
0.259,0.5717743717149993,0.14808956227418482,0.574549,0.0027746476217010985
0.26999999999999996,0.5596072680966718,0.15109396238610137,0.5622741,0.0026668302996294413
0.28099999999999997,0.5475571149397953,0.15386354929808246,0.5501268,0.0025696760605709024
0.292,0.5357046885988049,0.15642576907085104,0.5381103,0.0024056272009082003
0.303,0.5239959739670547,0.15877078011201756,0.52622825,0.002232275105973902
0.314,0.5124213966879191,0.16090031856000658,0.51448363,0.002062233969276961
0.32499999999999996,0.5009984929462947,0.16282451020754576,0.5028797,0.0018811862567387205
0.33599999999999997,0.48973406650167306,0.16455064634456212,0.4914189,0.001684831603948278
0.347,0.47859978961388483,0.16607412699601803,0.48010355,0.001503762727576352
0.358,0.46755749173042427,0.1673855820394919,0.4689356,0.001378117133406298
0.369,0.4566712139845239,0.16851167796028932,0.45791617,0.0012449563741339098
0.37999999999999995,0.4459033343640357,0.16944326705833354,0.44704568,0.0011423494967431336
0.39099999999999996,0.435266915978861,0.17018936414773464,0.43632406,0.0010571439843652941
0.40199999999999997,0.42471395798681044,0.17073501111069778,0.42574993,0.0010359697723600902
0.413,0.414303673720752,0.17110741724667056,0.41532123,0.0010175571676147022
0.424,0.404013375874102,0.17130167137061925,0.40503454,0.0010211662096382135
0.43499999999999994,0.3938361563780818,0.17131872802446554,0.3948853,0.0010491452118840394
0.44599999999999995,0.3837591519768221,0.17115658178166263,0.38486776,0.0011086055820005436
0.45699999999999996,0.37375442512609597,0.17080577228262583,0.37497467,0.0012202428998744907
0.46799999999999997,0.3638903926407263,0.1703007037558599,0.36519772,0.0013073255027368225
0.479,0.3541023073416571,0.16961500521665374,0.35552737,0.0014250638264795001
0.48999999999999994,0.3444163302595124,0.16876400182716106,0.34595302,0.0015366872137084209
0.501,0.3348436224403855,0.16775665484263313,0.33646345,0.0016198289451125336
0.512,0.3253142064487815,0.16656087370177614,0.32704678,0.0017325753295540647
0.523,0.3159355771366619,0.1652343068424742,0.31769136,0.0017557788070178826
0.534,0.306610335047916,0.16372991891558716,0.3083855,0.001775156323238769
0.545,0.2973621224691708,0.1620623567456981,0.29911843,0.0017563069532077202
0.556,0.28821054204202246,0.1602450613753645,0.28988075,0.0016702105214541074
0.5670000000000001,0.27916176015816446,0.15828471800967928,0.28066456,0.0015028030208516507
0.5780000000000001,0.2701474244188938,0.15614521131412062,0.27146396,0.0013165359902706508
0.589,0.26123982935866774,0.1538702594922553,0.26227555,0.0010357174305015704
0.6,0.2524088876802723,0.15144533260816337,0.2530983,0.0006894213597972709
0.611,0.24363602275604934,0.14886160990394615,0.24393429,0.0002982658648994496
0.622,0.23497655794999775,0.1461554190448986,0.23478816,0.00018839345357593573
